ID,英文名稱,中文名稱,圖片,備註,更新日期
2926914,complex ion,複離子,,,2017-04-11
2926915,complex refractive index,複折射指數,,,2017-04-11
2926916,component,分量；成份；組元,,,2017-04-11
2926917,component of force,分力,,,2017-04-11
2926918,composite spectrum,複合光譜,,,2017-04-11
2926919,composition,組成成份,,,2017-04-11
2926920,compressed magnetosphere,受壓磁層,,,2017-04-11
2926921,compressible fluid,可壓縮流體,,,2017-04-11
2926922,compressive Alfven wave,壓縮阿爾文波,,,2017-04-11
2926923,Compton effect,康普頓效應,,,2017-04-11
2926924,Compton scattering,康普頓散射,,,2017-04-11
2926925,comsat,通信衛星,,,2017-04-11
2926926,concentration,濃度,,,2017-04-11
2926927,conceptual picture,概念圖,,,2017-04-11
2926928,condensation,凝結,,,2017-04-11
2926929,conditional equilibrium,條件平衡,,,2017-04-11
2926930,conditional instability,條件不穩定,,,2017-04-11
2926931,conductivity,電導率,,,2017-04-11
2926932,cone,錐體；錐面,,,2017-04-11
2926933,cone of escape,逃逸錐,,,2017-04-11
2926934,conic sections,圓錐截面,,,2017-04-11
2926935,conjugacy,共軛,,,2017-04-11
2926936,conjugate photoelectrons,共軛光電子,,,2017-04-11
2926937,conjugate point,共軛點；對蹠點,,,2017-04-11
2926938,conjunction,合,,,2017-04-11
2926939,conservation law,守恆定律,,,2017-04-11
2926940,conservation of angular momentum,角動量守恆,,,2017-04-11
2926941,conservation of energy,能量守恆,,,2017-04-11
2926942,conservation of magnetic momentum,磁矩守恆,,,2017-04-11
2926943,conservation of mass,質量守恆,,,2017-04-11
2926944,conservation of momentum,動量守恆,,,2017-04-11
2926945,conservation of vorticity,渦度守恆,,,2017-04-11
2926946,conservative scattering,守恆散射,,,2017-04-11
2926947,conservative system,守恆系統,,,2017-04-11
2926948,conserved quantity,守恆量,,,2017-04-11
2926949,Constancy,不變性,,,2017-04-11
2926950,constant phase,恆相,,,2017-04-11
2926951,constants,常數,,,2017-04-11
2926952,constructive interference,建設性干涉,,,2017-04-11
2926953,continental drift,大陸漂移,,,2017-04-11
2926954,continental sphere,陸圈,,,2017-04-11
2926955,continuity equation,連續方程,,,2017-04-11
2926956,continuous emission,連續發射,,,2017-04-11
2926957,continuous mode,連續模,,,2017-04-11
2926958,continuous spectrum,連續譜,,,2017-04-11
2926959,cloud type,雲種,,,2017-04-11
2926960,continuous wave ionosondes,連續波電離層探測儀,,,2017-04-11
2926961,control module,控制艙； 控制模組,,,2017-04-11
2926962,convection,對流,,,2017-04-11
2926963,convection cell,對流胞,,,2017-04-11
2926964,convection of frozen-in field line,凍結[磁]力線對流,,,2017-04-11
2926965,convection pattern,對流圖形,,,2017-04-11
2926966,convection rates,對流率,,,2017-04-11
2926967,convective cloud,對流雲,,,2017-04-11
2926968,convective motion,對流運動,,,2017-04-11
2926969,convective region,對流區,,,2017-04-11
2926970,convergence zone,輻合帶,,,2017-04-11
2926971,conversion factor,轉換因子,,,2017-04-11
2926972,cooling,冷卻,,,2017-04-11
2926973,cooling mechanism,冷卻機制,,,2017-04-11
2926974,coplanar,共面的,,,2017-04-11
2926975,coplanar orbit,共面軌道,,,2017-04-11
2926976,core,核；核心；譜線中心；地核,,,2017-04-11
2926977,core field,地核磁場,,,2017-04-11
2926978,Coriolis effect,柯氏效應,,,2017-04-11
2926979,Coriolis force,柯氏力,,,2017-04-11
2926980,corona,冕；日冕,,,2017-04-11
2926981,corona discharge,冕放電,,,2017-04-11
2926982,coronagraph,日冕儀,,,2017-04-11
2926983,coronal disturbances,日冕擾亂,,,2017-04-11
2926984,coronal enhancement,日冕增強,,,2017-04-11
2926985,coronal equilibrium,日冕平衡,,,2017-04-11
2926986,coronal flare,日冕閃焰,,,2017-04-11
2926987,coronal hole,冕洞；日冕洞,,,2017-04-11
2926988,coronal line,日冕[譜]線,,,2017-04-11
2926989,coronal loop,冕環；日冕環,,,2017-04-11
2926990,coronal prominence,冕珥,,,2017-04-11
2926991,coronal region,冕區；日冕區,,,2017-04-11
2926992,coronal streamer,冕流束,,,2017-04-11
2926993,coronal sunspot prominence,黑子冕珥,,,2017-04-11
2926994,coronal transient,日冕暫態,,,2017-04-11
2926995,coronal wind,冕風,,,2017-04-11
2926996,coronascope,日冕觀測鏡,,,2017-04-11
2926997,corotate,共旋,,,2017-04-11
2926998,corotating magnetic field line,共旋磁力線,,,2017-04-11
2926999,corotating magnetic structure,共旋磁場結構,,,2017-04-11
2927000,corotating spatial structure,共旋空間結構,,,2017-04-11
2927001,corotation,共旋,,,2017-04-11
2927002,corotation field strength,共旋場強度,,,2017-04-11
2927003,corotation region,共旋區,,,2017-04-11
2927004,corotation velocity,共旋速度,,,2017-04-11
2927005,corotational motion,共旋運動,,,2017-04-11
2927006,corpuscle,粒子,,,2017-04-11
2927007,corpuscular cosmic ray,宇宙粒子射線；宇宙粒子射束,,,2017-04-11
2927008,corpuscular eclipse,粒子食,,,2017-04-11
2927009,corpuscular effect,粒子效應,,,2017-04-11
2927010,corpuscular heating,粒子加熱,,,2017-04-11
2927011,corpuscular radiation,粒子輻射,,,2017-04-11
2927012,corpuscular stream,粒子束,,,2017-04-11
2927013,corrected dipole coordinate,訂正偶極坐標,,,2017-04-11
2927014,corrected geomagnetic coordinate,訂正地磁坐標,,,2017-04-11
2927015,corrected geomagnetic latitude,訂正地磁緯度；訂正磁緯,,,2017-04-11
2927016,corrected geomagnetic pole,訂正磁極,,,2017-04-11
2927017,corrected local magnetic time,訂正磁地方時,,,2017-04-11
2927018,correction,訂正；校正；修正,,,2017-04-11
2927019,correlated fluctuations,相關擾動,,,2017-04-11
2927020,correlation,相關,,,2017-04-11
2927021,correlation analysis,相關分析,,,2017-04-11
2927022,correlation coefficient,相關系數,,,2017-04-11
2927023,cosmic abundance,宇宙豐度,,,2017-04-11
2927024,cosmic background radiation,宇宙背景輻射,,,2017-04-11
2927025,cosmic ray background,宇宙射線背景,,,2017-04-11
2927026,comic ray burst,宇宙射線暴,,,2017-04-11
2927027,comic ray spectrum,宇宙射線譜,,,2017-04-11
2927028,cosmic cloud,宇宙雲,,,2017-04-11
2927029,cosmic dust,宇宙塵,,,2017-04-11
2927030,cosmic light,宇宙光,,,2017-04-11
2927031,cosmic magnetic field,宇宙磁場,,,2017-04-11
2927032,cosmic noise,宇宙雜訊；宇宙噪音,,,2017-04-11
2927033,cosmic plasma,宇宙電漿,,,2017-04-11
2927034,cosmic radiation,宇宙輻射,,,2017-04-11
2927035,cosmic radiation particle,宇宙輻射粒子,,,2017-04-11
2927036,cosmic radio radiation,宇宙電波輻射,,,2017-04-11
2927037,cosmic radio waves,宇宙電波,,,2017-04-11
2927038,cosmic ray astronomy,宇宙射線天文學,,,2017-04-11
2927039,cosmic ray detector,宇宙射線探測器,,,2017-04-11
2927040,cosmic ray diffusion,宇宙射線擴散,,,2017-04-11
2927041,cosmic ray jet,宇宙射線噴流,,,2017-04-11
2927042,cosmic ray shower,宇宙線射叢,,,2017-04-11
2927043,cosmic ray star,宇宙線星,,,2017-04-11
2927044,cosmic rays,宇宙射線,,,2017-04-11
2927045,cosmical constant,宇宙常數,,,2017-04-11
2927046,cosmical electrodynamics,宇宙電動力學,,,2017-04-11
2927047,cosmical physics,宇宙物理學,,,2017-04-11
2927048,cosmological constant,宇宙常數,,,2017-04-11
2927049,cosmology,宇宙學；宇宙論,,,2017-04-11
2927050,cosmonaut,太空人,,,2017-04-11
2927051,cosmonautics,宇航學,,,2017-04-11
2927052,cosmos,宇宙,,,2017-04-11
2927053,Coulomb,庫侖,,,2017-04-11
2927054,Coulomb collision,庫侖碰撞,,,2017-04-11
2927055,Coulomb damping,庫侖阻尼,,,2017-04-11
2927056,Coulomb energy loss,庫倫能量耗散,,,2017-04-11
2927057,Coulomb field,庫侖場,,,2017-04-11
2927058,Coulomb scattering,庫侖散射,,,2017-04-11
2927059,Coulomb’s law,庫侖定律,,,2017-04-11
2927060,count rate meter,計數率計,,,2017-04-11
2927061,countdown,倒數,,,2017-04-11
2927062,counter,計數器,,,2017-04-11
2927063,counter-clockwise direction,逆時針方向,,,2017-04-11
2927064,coupling,耦合,,,2017-04-11
2927065,covariance,共變異數,,,2017-04-11
2927066,cover,覆蓋；遮蔽；涵蓋,,,2017-04-11
2927067,coverage,涵蓋範圍,,,2017-04-11
2927068,Cowling conductivity,考林電導率,,,2017-04-11
2927069,crater,環形山；火山口；隕石坑,,,2017-04-11
2927070,critical design review,關鍵設計審查,,,2017-04-11
2927071,critical distance,臨界距離,,,2017-04-11
2927072,critical energy,臨界能量,,,2017-04-11
2927073,critical frequency,臨界頻率,,,2017-04-11
2927074,critical level,臨界高度,,,2017-04-11
2927075,critical level of escape,臨界逃逸高度,,,2017-04-11
2927076,critical mass,臨界質量,,,2017-04-11
2927077,critical mirror height,臨界鏡點高度,,,2017-04-11
2927078,critical point,臨界點,,,2017-04-11
2927079,critical pressure,臨界壓力,,,2017-04-11
2927080,critical speed,臨界速率,,,2017-04-11
2927081,critical temperature,臨界溫度,,,2017-04-11
2927082,critical velocity,臨界速度,,,2017-04-11
2927083,cross correlation,交叉相關,,,2017-04-11
2927084,cross-modulation,交叉調制,,,2017-04-11
2927085,cross-polar-cap convection,越極帽對流,,,2017-04-11
2927086,cross-section,截面,,,2017-04-11
2927087,cross-tail current,越尾電流,,,2017-04-11
2927088,cross-tail field,越尾場,,,2017-04-11
2927089,crust,地殼,,,2017-04-11
2927090,crystal spectrometer,晶體光譜計； 晶體光譜儀,,,2017-04-11
2927091,Curie,居里,,,2017-04-11
2927092,Curie point,居里點,,,2017-04-11
2927093,Curie temperature,居里溫度,,,2017-04-11
2927094,curl,旋度；旋狀[極光],,,2017-04-11
2927095,curl-free,無旋的,,,2017-04-11
2927096,current,電流,,,2017-04-11
2927097,current cell,電流胞,,,2017-04-11
2927098,current function,流函數,,,2017-04-11
2927099,current interruption,電流中斷,,,2017-04-11
2927100,current ionization chamber,電流游離腔；電流游離艙,,,2017-04-11
2927101,current pattern,電流形態,,,2017-04-11
2927102,current sheath model,電流鞘模式,,,2017-04-11
2927103,current sheet,電流片,,,2017-04-11
2927104,current strength,電流強度,,,2017-04-11
2927105,current system,電流系統,,,2017-04-11
2927106,current vector,電流向量；電流矢量,,,2017-04-11
2927107,curtain-like structure,帘狀結構,,,2017-04-11
2927108,curvature drift current,曲率漂移電流,,,2017-04-11
2927109,curvature drift,曲率漂移,,,2017-04-11
2927110,curvature of the earth,地球曲率,,,2017-04-11
2927111,curvature vector,曲率向量,,,2017-04-11
2927112,curved tail,曲彗尾,,,2017-04-11
2927113,cusp,磁斗區,,,2017-04-11
2927114,cut-off energy,截止能量,,,2017-04-11
2927115,cutoff,截止,,,2017-04-11
2927116,cycle,循環；周期,,,2017-04-11
2927117,Debye shielding distance,德拜屏蔽距離,,,2017-04-11
2927118,Debye-Hückel model,德拜-休克耳模型,,,2017-04-11
2927119,Debye-length,德拜長度,,,2017-04-11
2927120,differential Doppler effect,差分都卜勒效應,,,2017-04-11
2927121,differential Faraday method,差分法拉第法,,,2017-04-11
2927122,Doppler broadening,都卜勒致寬,,,2017-04-11
2927123,Doppler contour,都卜勒等值線,,,2017-04-11
2927124,Doppler core,都卜勒[譜線]核,,,2017-04-11
2927125,Doppler displacement,都卜勒位移,,,2017-04-11
2927126,Doppler frequency shift,都卜勒頻移,,,2017-04-11
2927127,Doppler navigation,都卜勒導航,,,2017-04-11
2927128,Doppler ranging,都卜勒測距,,,2017-04-11
2927129,Doppler tracking system,都卜勒追蹤系統,,,2017-04-11
2927130,Doppler width,都卜勒頻寬,,,2017-04-11
2927131,differential rotation,差速自轉；差動自轉,,,2017-04-11
2927132,D layer,D層,,,2017-04-11
2927133,D region,D域,,,2017-04-11
2927134,D ring,D環 {土星的最內環},,,2017-04-11
2927135,damping constant,阻尼常數,,,2017-04-11
2927136,dark flocculus,暗譜斑,,,2017-04-11
2927137,dark hemisphere,背陽半球,,,2017-04-11
2927138,dark hours,背陽時間,,,2017-04-11
2927139,dark limb,暗邊緣,,,2017-04-11
2927140,data-acquisition,資料擷取,,,2017-04-11
2927141,dawn and dusk meridian,晨昏子午線,,,2017-04-11
2927142,dawn effect,黎明效應；曙光效應,,,2017-04-11
2927143,dawn meridian,黎明子午線,,,2017-04-11
2927144,dawn side,晨側,,,2017-04-11
2927145,dawn side magnetosphere,晨側磁層,,,2017-04-11
2927146,dawn side of magnetopause,晨側磁層頂,,,2017-04-11
2927147,dawn-dusk asymmetry,晨昏不對稱性,,,2017-04-11
2927148,dawn-dusk electric field,晨昏電場,,,2017-04-11
2927149,dawn-night-dusk side,晨-夜-昏側,,,2017-04-11
2927150,dawnside auroral oval,晨側極光橢圓圈,,,2017-04-11
2927151,dawnside magnetotail,晨側磁尾,,,2017-04-11
2927152,day airglow,日氣暉,,,2017-04-11
2927153,day arc,晝弧,,,2017-04-11
2927154,day hemisphere,向陽半球,,,2017-04-11
2927155,dayglow emission,日氣暉發射,,,2017-04-11
2927156,daylight effect,晝光效應,,,2017-04-11
2927157,dayside,晝側,,,2017-04-11
2927158,dayside aurora,晝側極光,,,2017-04-11
2927159,dayside auroral oval,晝側極光橢圓圈,,,2017-04-11
2927160,dayside boundary,晝側邊界,,,2017-04-11
2927161,dayside ionosphere,晝側電離層,,,2017-04-11
2927162,dayside magnetosphere,晝側磁層,,,2017-04-11
2927163,dayside polar cap boundary,晝側極帽邊界,,,2017-04-11
2927164,daytime ion production,白晝離子產生,,,2017-04-11
2927165,daytime meteor,白晝流星,,,2017-04-11
2927166,daytime train,白晝[流星]餘跡,,,2017-04-11
2927167,day-to-day solar-weather effects,逐日太陽-天氣效應,,,2017-04-11
2927168,deactivation,去活化[作用],,,2017-04-11
2927169,decameter wave,十米波,,,2017-04-11
2927170,decay product,衰變產物,,,2017-04-11
2927171,decay time constant,衰變時間常數,,,2017-04-11
2927172,deceleration radiation,減速輻射,,,2017-04-11
2927173,decibel,分貝,,,2017-04-11
2927174,decimeter radio emission,分米電波發射,,,2017-04-11
2927175,declination of the geomagnetic field,磁偏角,,,2017-04-11
2927176,declinometer,磁偏儀；磁偏角儀,,,2017-04-11
2927177,decouple,去耦；退耦,,,2017-04-11
2927178,deep magnetospheric convection,近地磁層對流,,,2017-04-11
2927179,deep space,深太空,,,2017-04-11
2927180,de-excitation,去激發,,,2017-04-11
2927181,deflecting magnet,致偏磁體,,,2017-04-11
2927182,deflecting magnetic field,致偏磁場,,,2017-04-11
2927183,degauss,去磁； 退磁,,,2017-04-11
2927184,degree of excitation,激發度,,,2017-04-11
2927185,deionization,去離子化,,,2017-04-11
2927186,delay- time telemetry,延時遙傳,,,2017-04-11
2927187,delayed fallout,延遲落塵,,,2017-04-11
2927188,delay-time,延遲時間,,,2017-04-11
2927189,demagnetization,消磁化； 去磁化,,,2017-04-11
2927190,demagnetize,消磁； 去磁,,,2017-04-11
2927191,density distribution,密度分布,,,2017-04-11
2927192,density fluctuations,密度擾動,,,2017-04-11
2927193,density perturbations,密度微擾,,,2017-04-11
2927194,density wave,密度波,,,2017-04-11
2927195,deposition region,沉積區,,,2017-04-11
2927196,descent path,[下]降軌[道]； 下降路徑,,,2017-04-11
2927197,despun orbits,消旋期軌道,,,2017-04-11
2927198,destructive interference,破壞性干涉,,,2017-04-11
2927199,detector array,探測器陣列,,,2017-04-11
2927200,determination of orbit,軌道測定； 測軌,,,2017-04-11
2927201,deviate absorption,偏向吸收,,,2017-04-11
2927202,diamagnetic moment,抗磁矩； 反磁矩,,,2017-04-11
2927203,diamagnetism,抗磁性； 反磁性,,,2017-04-11
2927204,diamond antenna,菱形天線,,,2017-04-11
2927205,diatomic molecule,雙原子分子,,,2017-04-11
2927206,difference frequency,差頻 [率],,,2017-04-11
2927207,differential absorption,差分吸收,,,2017-04-11
2927208,differential charging,差分充填,,,2017-04-11
2927209,differential density spectrum,差分密度譜,,,2017-04-11
2927210,differential discriminator,差分鑑別器,,,2017-04-11
2927211,differential energy spectrum,差分能量譜,,,2017-04-11
2927212,diffraction grating,繞射光柵,,,2017-04-11
2927213,diffraction pattern,繞射圖型,,,2017-04-11
2927214,diffuse aruoral band,擴散極光帶,,,2017-04-11
2927215,diffuse aurora,擴散極光,,,2017-04-11
2927216,diffuse solar radiation,太陽漫輻射,,,2017-04-11
2927217,diffuse surfaces,漫射面,,,2017-04-11
2927218,diffused light,漫射光,,,2017-04-11
2927219,diffusion equation,擴散方程,,,2017-04-11
2927220,diffusion processes,擴散過程,,,2017-04-11
2927221,diffusion velocity,擴散速度,,,2017-04-11
2927222,diffusion wave,擴散波,,,2017-04-11
2927223,diffusive equilibrium,擴散平衡,,,2017-04-11
2927224,diffusive layer,擴散層,,,2017-04-11
2927225,diffusive separation,擴散分離,,,2017-04-11
2927226,Digital telemetry,數位記錄傳導,,,2017-04-11
2927227,digital-to-analog conversion,數位類比轉換,,,2017-04-11
2927228,dilute plasma,稀釋電漿,,,2017-04-11
2927229,dip angle,磁傾角,,,2017-04-11
2927230,dip circle,磁傾圈,,,2017-04-11
2927231,dip equator,磁傾赤道,,,2017-04-11
2927232,dip latitude,磁傾緯度,,,2017-04-11
2927233,dip of horizon,地平傾角,,,2017-04-11
2927234,dip pole,磁傾極,,,2017-04-11
2927235,dip-needle,磁傾指針,,,2017-04-11
2927236,dipolar geomagnetic field,偶極地磁場,,,2017-04-11
2927237,dipole axis,偶極軸,,,2017-04-11
2927238,dipole colatitude,偶極餘緯 [度],,,2017-04-11
2927239,dipole coordinates,偶極坐標,,,2017-04-11
2927240,dipole equator,偶極赤道,,,2017-04-11
2927241,dipole field,偶極場,,,2017-04-11
2927242,dipole latitude,偶極緯度,,,2017-04-11
2927243,dipole local time coordinate system,偶極地方時坐標系,,,2017-04-11
2927244,dipole longitude,偶極經度,,,2017-04-11
2927245,dipole meridian,偶極子午圈； 偶極子午線,,,2017-04-11
2927246,dipole midnight,偶極子夜,,,2017-04-11
2927247,dipole noon,偶極正午,,,2017-04-11
2927248,dipole pole,偶極子極,,,2017-04-11
2927249,dipole radiation,偶極輻射,,,2017-04-11
2927250,dipole time (=geomagnetic time),偶極時； 地磁時,,,2017-04-11
2927251,dipping needle,磁傾針,,,2017-04-11
2927252,direct broadcasting satellite,直播衛星,,,2017-04-11
2927253,direct solar effects,直接太陽效應,,,2017-04-11
2927254,direct solar radiation,直接太陽輻射,,,2017-04-11
2927255,direct terrestrial response,直接地球響應{指太陽活動時},,,2017-04-11
2927256,direction angle,方位角,,,2017-04-11
2927257,direction cosine,方向餘弦,,,2017-04-11
2927258,direction finder,定向儀,,,2017-04-11
2927259,direction finding,定向,,,2017-04-11
2927260,Direction gyro,航向陀螺儀,,,2017-04-11
2927261,direction of magnetization,磁化方向,,,2017-04-11
2927262,directional antenna,定向天線,,,2017-04-11
2927263,directive antenna,定向天線,,,2017-04-11
2927264,discontinuous spectrum,不連續光譜,,,2017-04-11
2927265,discrete beams,不連續束；離散束,,,2017-04-11
2927266,discrete polar cap aurora,離散極帽區極光,,,2017-04-11
2927267,discrete radio source,離散電波源,,,2017-04-11
2927268,discrete spectrum,離散光譜,,,2017-04-11
2927269,discrete X-ray sources,離散X射線源,,,2017-04-11
2927270,discriminator,鑑別器； 鑑頻器,,,2017-04-11
2927271,dispersion equation,色散方程； 頻散方程,,,2017-04-11
2927272,dispersion wave,色散波； 頻散波,,,2017-04-11
2927273,displacement current,位移電流,,,2017-04-11
2927274,disruption,潰消{電流}； 崩裂{磁力線},,,2017-04-11
2927275,dissipative,消耗性的； 損耗性的,,,2017-04-11
2927276,dissipative force,耗散力,,,2017-04-11
2927277,dissociation,解離,,,2017-04-11
2927278,dissociation potential,解離電勢； 解離電位,,,2017-04-11
2927279,dissociative attachment,解離性附著,,,2017-04-11
2927280,dissociative recombination,解離復合,,,2017-04-11
2927281,distant magnetotail,遠磁尾,,,2017-04-11
2927282,distorted wave,畸變波,,,2017-04-11
2927283,distribution function,分布函數,,,2017-04-11
2927284,disturbance corpuscular flux,擾動微粒通量,,,2017-04-11
2927285,disturbance daily variation,擾動逐日變化,,,2017-04-11
2927286,disturbance field,擾動場,,,2017-04-11
2927287,disturbance of the geomagnetic field,地磁場擾動,,,2017-04-11
2927288,disturbance polar current,擾動極區電流,,,2017-04-11
2927289,disturbance ring,擾動環,,,2017-04-11
2927290,disturbed sun,擾動太陽,,,2017-04-11
2927291,disturbed time,擾動期,,,2017-04-11
2927292,diurnal,日[的],,,2017-04-11
2927293,diurnal amplitude,日振幅,,,2017-04-11
2927294,diurnal component,日分量,,,2017-04-11
2927295,diurnal modulation,日調制,,,2017-04-11
2927296,diurnal range,日變幅； 日較差,,,2017-04-11
2927297,Dome,圓頂； 穹面,,,2017-04-11
2927298,double layer,雙層,,,2017-04-11
2927299,double sheath,雙鞘； 雙片,,,2017-04-11
2927300,double sunspot cycle,太陽黑子雙周期,,,2017-04-11
2927301,doublet line,雙線,,,2017-04-11
2927302,doughnut-shaped zone,環管形輻射帶,,,2017-04-11
2927303,down coming sky wave,下傳天波,,,2017-04-11
2927304,downgoing wave,下傳波,,,2017-04-11
2927305,down-link,向下傳訊； 下鏈,,,2017-04-11
2927306,downstream,下游,,,2017-04-11
2927307,downtail convection,尾向對流,,,2017-04-11
2927308,drag effect,拖曳效應,,,2017-04-11
2927309,drapery,極光幔,,,2017-04-11
2927310,drift flute mode instability,漂移笛模不穩定,,,2017-04-11
2927311,drift shell,漂移殼,,,2017-04-11
2927312,drift speed,漂移速率,,,2017-04-11
2927313,drift velocity,漂移速度,,,2017-04-11
2927314,driving function,驅動功能,,,2017-04-11
2927315,driving mechanism,驅動機制,,,2017-04-11
2927316,drizzle type,細雨形,,,2017-04-11
2927317,Dst index,赤道環形電流磁[暴]指數,,,2017-04-11
2927318,dual frequency phase locked receiver,雙頻鎖相接收機,,,2017-04-11
2927319,ducted propagation,導管傳播,,,2017-04-11
2927320,ducted whistler,導管哨波,,,2017-04-11
2927321,dumbbeli distribution,啞鈴形分布,,,2017-04-11
2927322,duration of eclipse,掩食時間,,,2017-04-11
2927323,duration of totality,全食時間,,,2017-04-11
2927324,dusk meridian,黃昏子午圈； 黃昏子午線,,,2017-04-11
2927325,dusk side,昏側,,,2017-04-11
2927326,dusk-midnight sector,昏夜區段,,,2017-04-11
2927327,duskside magnetosphere,昏側磁層,,,2017-04-11
2927328,duskside magnetotail,昏側磁尾,,,2017-04-11
2927329,duskside of the magnetopause,昏側磁層頂,,,2017-04-11
2927330,duskside oval,昏側橢圓圈,,,2017-04-11
2927331,duskside tail,昏側磁尾,,,2017-04-11
2927332,duty ratio,占空比,,,2017-04-11
2927333,Dynamic Explorer,動力探索衛星,,,2017-04-11
2927334,dynamic interaction,動力相互作用,,,2017-04-11
2927335,dynamic morphology,動力形態學,,,2017-04-11
2927336,dynamic spectrum,動態[頻]譜,,,2017-04-11
2927337,dynamical processes,動力過程,,,2017-04-11
2927338,dynamo,發電機,,,2017-04-11
2927339,dynasonde,電離層動態探測儀,,,2017-04-11
2927340,daily extremes,日極值,,,2017-04-11
2927341,daily mean,日平均； 日均值,,,2017-04-11
2927342,daily range,日變幅； 日較差,,,2017-04-11
2927343,daily variation,日變化； 逐日變化,,,2017-04-11
2927344,damped wave,阻尼波,,,2017-04-11
2927345,damping,阻尼； 衰減,,,2017-04-11
2927346,data link,資料鏈,,,2017-04-11
2927347,data reduction,資料簡化,,,2017-04-11
2927348,data relay satellite,數據中繼衛星,,,2017-04-11
2927349,daylight,晝光,,,2017-04-11
2927350,debris,碎屑,,,2017-04-11
2927351,decay time,衰變時間,,,2017-04-11
2927352,declination,磁偏角； 偏角； 赤緯,,,2017-04-11
2927353,declination circle,赤緯圈,,,2017-04-11
2927354,decoder,譯碼機； 解碼器,,,2017-04-11
2927355,deflection,偏轉,,,2017-04-11
2927356,degree of freedom,自由度,,,2017-04-11
2927357,degree of ionization,電離度,,,2017-04-11
2927358,demodulation,解調,,,2017-04-11
2927359,depletion layer,空乏層,,,2017-04-11
2927360,descending node,降交點,,,2017-04-11
2927361,despun antenna,消旋天線,,,2017-04-11
2927362,detached shock wave,分離震波,,,2017-04-11
2927363,detection,探測； 檢測； 檢波； 偵測,,,2017-04-11
2927364,detector,探測器； 檢波器,,,2017-04-11
2927365,deviation,偏差,,,2017-04-11
2927366,dielectric,電介質； 介電的,,,2017-04-11
2927367,diffraction,繞射,,,2017-04-11
2927368,diffuse radiation,漫輻射,,,2017-04-11
2927369,diffuse reflection,漫反射,,,2017-04-11
2927370,diffusion,擴散； 漫射,,,2017-04-11
2927371,diffusion coefficient,擴散係數,,,2017-04-11
2927372,dip,傾角； 傾斜,,,2017-04-11
2927373,dipole antenna,偶極天線,,,2017-04-11
2927374,dish,碟[形天線],,,2017-04-11
2927375,dispersion,色散； 頻散,,,2017-04-11
2927376,distortion,畸變； 變形,,,2017-04-11
2927377,diurnal variation,日變化,,,2017-04-11
2927378,divergence,輻散  散度,,,2017-04-11
2927379,doublet,雙線； 偶極線,,,2017-04-11
2927380,drag,曳力； 拖曳； 阻力,,,2017-04-11
2927381,drag coefficient,拖曳係數,,,2017-04-11
2927382,drift,漂移,,,2017-04-11
2927383,drift rate,漂移率,,,2017-04-11
2927384,dropsonde,投落送； 空投探空儀,,,2017-04-11
2927385,duct,導管； 管道,,,2017-04-11
2927386,dusk,黃昏,,,2017-04-11
2927387,dynamic pressure,動力壓,,,2017-04-11
2927388,dynamic range,動態範圍,,,2017-04-11
2927389,dynamic viscosity,動力黏性,,,2017-04-11
2927390,Doppler effect,都卜勒效應,,,2017-04-11
2927391,Doppler radar,都卜勒雷達,,,2017-04-11
2927392,Doppler shift,都卜勒頻移,,,2017-04-11
3397199,escape,逃逸；逃脫,,,2018-03-21
3397200,eruptive prominence,爆發日珥,,,2018-03-21
3397201,eruption,爆發,,,2018-03-21
3397202,ertor,愛爾拖；艾爾托；臭氧層有效輻射温度,,,2018-03-21
3397203,eradiation,地球輻射；地射,,,2018-03-21
3397204,equivalent width,等效寬度；相當波寬,,,2018-03-21
3397205,equivalent voltage,等效電壓,,,2018-03-21
3397206,equivalent temperature,等效溫度,,,2018-03-21
3397207,equivalent ring current,等效環形電流,,,2018-03-21
3397208,equivalent noise temperature,等效雜訊溫度,,,2018-03-21
3397209,electro-optics,電光學,,,2018-03-21
3397210,geomagnetic field,地磁場,,,2018-03-21
3397211,equivalent height,等效高度；相當高度,,,2018-03-21
3397212,equivalent depth,等效深度；等效厚度；相當厚度,,,2018-03-21
3397213,equivalent current,等效電流,,,2018-03-21
3397214,equipotential surface,等位面；等勢面,,,2018-03-21
3397215,equipotential line,等位線；等勢線,,,2018-03-21
3397216,equinox,二分點；春秋分,,,2018-03-21
3397217,equinoctial points,二分點；春秋分點,,,2018-03-21
3397218,equinoctial colure,二分圈,,,2018-03-21
3397219,equilines,等值線,,,2018-03-21
3397220,equilibrium temperatures,平衡溫度,,,2018-03-21
3397221,electron-ion recombination,電子-離子複合；電子-離子再結合,,,2018-03-21
3397222,geomagnetic equator,地磁赤道,,,2018-03-21
3397223,equilibrium number density,平衡數密度,,,2018-03-21
3397224,equilibrium energy spectrum,平衡能譜,,,2018-03-21
3397225,equatorwards,向赤道方向,,,2018-03-21
3397226,equatorward edge,赤道側邊緣,,,2018-03-21
3397227,equatorward boundary,赤道側邊界,,,2018-03-21
3397228,equatorside,赤道側,,,2018-03-21
3397229,equatorial spread F,赤道擴散F,,,2018-03-21
3397230,equatorial ring current index,赤道環形電流指數,,,2018-03-21
3397231,equatorial ring current,赤道環形電流,,,2018-03-21
3397232,equatorial region,赤道區,,,2018-03-21
3397233,electron-ion collision frequency,電子-離子碰撞頻率,,,2018-03-21
3397234,geomagnetic effect,地磁效應,,,2018-03-21
3397235,equatorial radius,赤道半徑,,,2018-03-21
