ID,英文名稱,中文名稱,圖片,更新日期
3601202,Vice Minister of Ministry of Science and Technology,科技部常務次長,,2018-10-31
3601203,Deputy Minister of Ministry of Science and Technology,科技部政務次長,,2018-10-31
3601204,Ministry of Science and Technology,科技部,,2018-10-31
