ID,英文名稱,中文名稱,圖片,中國大陸譯名,更新日期
3166729,light amplification by stimulated emission of radiation{＝laser},雷射,,laser 激光；激光器,2017-07-24
3166730,light emitting diode {=LED},發光二極體,,发光二极管,2017-07-24
3166731,light meter,光計,,曝光表,2017-07-24
3166732,light pipe,光導管,,［导］光管,2017-07-24
3166733,light quantum,光量子,,光量子,2017-07-24
3166734,light reaction,光反應,,光反应,2017-07-24
3166735,light year,光年（長度單位）,,光年,2017-07-24
3166736,liquid,液體,,液体,2017-07-24
3166737,liquid crystal,液晶；液態晶體,,液晶,2017-07-24
3166738,liquid crystal display{=LCD},液晶顯示器,,液晶显示,2017-07-24
3166739,local group,本星系群,,本星系群,2017-07-24
3166740,locus,軌跡,,轨迹,2017-07-24
3166741,long range order,長程序,,长程序,2017-07-24
3166742,longitudinal wave,縱波,,纵波,2017-07-24
3166743,loop,迴路；迴圈,,回路；环路,2017-07-24
3166744,Lorentz factor,勞侖茲因子,,洛伦兹因子,2017-07-24
3166745,Lorentz transformation,勞侖茲變換,,洛伦兹变换,2017-07-24
3166746,loudness,響度,,响度,2017-07-24
3166747,luminescence,冷光,,发光,2017-07-24
3166748,luminous flux,光通量,,光通量,2017-07-24
3166749,luminous intensity,光強度,,发光强度,2022-07-15
3166750,Lyman series,來曼系,,莱曼系,2017-07-24
3166751,lyotropic liquid crystal,溶致液晶,,溶致液晶,2017-07-24
3166752,Mach angle,馬赫角,,马赫角,2017-07-24
3166753,Mach number,馬赫數,,马赫数,2017-07-24
3166754,magnesia,氧化鎂,,氧化镁,2017-07-24
3166755,magnet,磁體；磁鐵,,磁体,2017-07-24
3166756,magnetic declination,磁偏角,,磁偏角,2017-07-24
3166757,magnetic domain,磁域,,磁畴,2017-07-24
3166758,magnetic field,磁場,,磁场,2017-07-24
3166759,magnetic flux,磁通量,,磁通量,2017-07-24
3166760,magnetic force,磁力,,磁力,2017-07-24
3166761,magnetic induction,磁感應；磁感應強度,,磁感［应］强度,2017-07-24
3166762,magnetic pole,磁極,,磁极,2017-07-24
3166763,magnetic resonance imaging{=MRI},磁振造影,,磁共振成像,2017-07-24
3166764,magnetite,磁鐵礦,,磁铁矿,2017-07-24
3166765,magnification,放大；放大率,,放大；放大率,2017-07-24
3166766,Mars,火星,,火星,2017-07-24
3166767,mass,質量,,质量,2017-07-24
3166768,mass flow rate,質量流率,,质量流率,2017-07-24
3166769,mass number,質量數,,质量数,2017-07-24
3166770,mass spectrograph,質譜儀,,质谱仪,2017-07-24
3166771,matter wave,物質波,,物质波,2017-07-24
3166772,mean lifetime,平均壽命,,平均寿命,2017-07-24
3166773,mechanical energy,力學能,,机械能,2017-07-24
3166774,mechanical equivalent of heat,熱功當量,,热功当量,2017-07-24
3166775,mechanical wave,力學波,,机械波,2017-07-24
3166776,medium,介質,,介质,2017-07-24
3166777,melting point,熔點,,熔点,2017-07-24
3166778,Mercury,水星,,水星,2017-07-24
3166779,meson,介子,,介子,2017-07-24
3166780,mesophase,介相；中[間]相,,中介相,2017-07-24
3166781,mesoscopic physics,介觀物理；中觀物理,,介观物理［学］,2017-07-24
3166782,metastable state,準穩態,,亚稳态,2017-07-24
3166783,meter,公尺；米（長度單位）；量計,,米,2017-07-24
3166784,Michelson interferometer,邁克生干涉儀,,迈克耳孙干涉仪,2017-07-24
3166785,micrometer,測微計；微米(=micron),,微米,2017-07-24
3166786,microwave,微波,,微波,2017-07-24
3166787,Milky Way,銀河[系],,银河[系],2017-07-24
3166788,milligram,毫克,,毫克,2017-07-24
3166789,millimeter,毫米（長度單位）,,毫米,2021-06-07
3166790,mirror reflection,鏡反射,,镜［面］反射； 镜像反射,2017-07-24
3166791,moderator,緩和劑,,减速剂，慢化剂,2017-07-24
3166792,modern physics,近代物理[學],,近代物理［学］,2017-07-24
3166793,mole,莫耳（物量單位）,,摩尔,2017-07-24
3166794,moment of inertia,轉動慣量,,转动惯量,2017-07-24
3166795,momentum,動量,,动量,2017-07-24
3166796,monochromatic light,單色光,,单色光,2017-07-24
3166797,motion,[運]動,,[运]动,2017-07-24
3166798,motor,發動機；馬達,,电动机,2017-07-24
3166799,muon,緲子,,［轻］子,2017-07-24
3166800,musical sound,樂音,,乐音,2017-07-24
3166801,myopia,近視,,近视,2017-07-24
3166802,nanometer{=nm},奈米,,纳米,2017-07-24
3166803,natural frequency,固有頻率,,固有频率,2017-07-24
3166804,nebula,星雲,,星云,2017-07-24
3166805,negative charge,負電荷,,负电荷,2017-07-24
3166806,negative pressure,負壓,,负压[强],2017-07-24
3166807,nematic liquid crystal,向列型液晶,,丝状相液晶；向列相液晶,2017-07-24
3166808,Neptune,海王星,,海王星,2017-07-24
3166809,neutrino,微中子,,中微子,2017-07-24
3166810,neutron,中子,,中子,2017-07-24
3166811,Newton,牛頓,,牛顿,2017-07-24
3166812,nm {=nanometer},奈米,,纳米,2017-07-24
3166813,node,[波]節；結點,,节点;结点,2017-07-24
3166814,noise,噪音；雜訊,,噪声,2017-07-24
3166815,normal,法線,,法线,2017-07-24
3166816,normal acceleration,法向加速度,,法向加速度,2017-07-24
3166817,normal force,正向力；法向力,,法向力,2017-07-24
3166818,north pole,北極,,［指］北极,2017-07-24
3166819,north seeking pole,指北極,,指北极,2017-07-24
3166820,n-type semiconductor,n型半導體,,n型半导体,2017-07-24
3166821,nuclear decay,核衰變,,核衰变,2017-07-24
3166822,nuclear energy,核能,,核能,2017-07-24
3166823,nuclear fission,核分裂；核裂變,,核裂变,2017-07-24
3166824,nuclear force,核力,,核力,2017-07-24
