ID,英文名稱,中文名稱,圖片,中國大陸譯名,更新日期
1218702,cuboid,長方體,,长方体,2012-11-26
1218703,cumulative frequency curve,累積頻率曲線,,累积频率曲线,2012-11-26
1218704,cumulative frequency distribution,累積次數分配,,累积频率分布,2012-11-26
1218705,cumulative relative frequency polygon,累積相對次數折線圖,,累积相对频数多边形,2012-11-26
1218706,cylinder,柱；柱面,,圆柱,2012-11-26
1218707,data,資料；數據,,数据,2012-11-26
1218708,De Moivre formula,棣美弗公式,,棣莫弗公式,2012-11-26
1218709,De morgan law,笛摩根法則,,德摩根法则,2012-11-26
1218710,decimal ,小數；十進制小數,,十进制；小数,2012-11-26
1218711,decimal point,小數點,,小数点,2012-11-26
1218712,definite integral,定積分,,定积分,2012-11-26
1218713,degree,次[數]；度[數],,度,2012-11-26
1218714,degree measure　　　　　　　  ,角度[法],,角度[法],2012-11-26
1218715,denominator,分母,,分母,2012-11-26
1218716,denseness,稠密性,,稠密性,2012-11-26
1218717,density,密度；稠密性,,密度,2012-11-26
1218718,dependent event,相依事件,,相关事件,2012-11-26
1218719,dependent system of equations,相依方程組,,相关系统方程,2012-11-26
1218720,dependent variable,應變數；依變數；因變數；應變量,,因变量,2012-11-26
1218721,derivative,導數,,导数,2012-11-26
1218722,derivatives of higher order,高階導數,,高阶导数,2012-11-26
1218723,descending power,降冪,,降幂,2012-11-26
1218724,descriptive statistics,敘述統計[學],,描述性统计[学],2012-11-26
1218725,determinant,行列式,,行列式,2012-11-26
1218726,determinant of order n,n階行列式,,n阶行列式,2012-11-26
1218727,determinantal expansion,行列式的展開式,,行列式展开式,2012-11-26
1218728,deviation,偏差,,偏差,2012-11-26
1218729,diameter,直徑,,直径,2012-11-26
1218730,difference                    ,差；差分,,[有限]差分,2012-11-26
1218731,difference of events,差事件　,,事件的差,2012-11-26
1218732,difference set,差集,,差集,2012-11-26
1218733,differentiable　,可微[分]的,,可微的,2012-11-26
1218734,differentiable function,可微[分]函數,,可微函数,2012-11-26
1218735,digit,數字,,数字,2012-11-26
1218736,dihedral angle,二面角,,二面角,2012-11-26
1218737,direct demonstration,直接證法,,直接证明,2012-11-26
1218738,directed angle,有向角,,有向角,2012-11-26
1218739,directed line segment,有向線段,,有向线段,2012-11-26
1218740,direction                   ,方向,,方向,2012-11-26
1218741,direction angle,方向角,,方向角,2012-11-26
1218742,direction cosine,方向餘弦,,方向余弦,2012-11-26
1218743,direction vector,方向向量,,方向向量,2012-11-26
1218744,directrix,準線,,准线,2012-11-26
1218745,discrete data,離散數據,,离散数据,2012-11-26
1218746,discreteness of integers,整數的離散性,,整数的离散性,2012-11-26
1218747,discriminant,判別式　,,判别式,2012-11-26
1218748,disjoint events,分離事件,,不相容事件,2012-11-26
1218749,displacement,位移,,位移,2012-11-26
1218750,distance,距離,,距离,2012-11-26
1218751,distance formula        ,距離公式　,,距离公式,2012-11-26
1218752,distributive law,分配律,,分配律,2012-11-26
1218753,divergence,發散[性]；散度； 發散量,,散度,2012-11-26
1218754,divergent sequence,發散序列,,发散序列,2012-11-26
1218755,divergent series,發散級數,,发散级数,2012-11-26
1218756,dividend,被除數；被除式,,被除数,2012-11-26
1218757,division,除[法],,除 ,2012-11-26
1218758,division algorithm,除法算則；長除法,,带余除法,2012-11-26
1218759,divisor,因子；因式；因數；除數,,除子,2012-11-26
1218760,domain,[區]域；定義域,,区域,2012-11-26
1218761,domain of definition,定義域,,定义域,2012-11-26
1218762,domain of function　　　　　　 ,函數的定義域,,函数的定义域,2012-11-26
1218763,double angle formula ,倍角公式,,倍角公式,2012-11-26
1218764,double root,二重根,,二重根,2012-11-26
1218765,edge,稜；邊,,棱,2012-11-26
1218766,element,元素,,元[素],2012-11-26
1218767,elementary event,基本事件,,基本事件,2012-11-26
1218768,elimination by addition or subtraction,加減消去法,,加减消元法,2012-11-26
1218769,elimination by comparison,比較消去法,,比较消元法,2012-11-26
1218770,elimination by substitution,代入消去法,,代入消元法,2012-11-26
