ID,英文名稱,中文名稱,圖片,化學式,更新日期
620333,potassium primary arsenate,砷酸二氫鉀,,"<Font html:Color=""#000000"">KH</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">AsO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
620334,potassium praseodymium sulfate,硫酸鐠鉀,,"<Font html:Color=""#000000"">3K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">SO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">·Pr</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">(SO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
620336,potassium plutonyl iodate,碘酸氧鈽鉀,,"<Font html:Color=""#000000"">PuO</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">(IO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">·6KIO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
620337,potassium plumbate,鉛酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">PbO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">; K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">PbO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">·K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">O</Font>",2012-11-26
620338,potassium platinum(II) sulfide,[二]硫鉑(II)化鉀；[二]硫化鉑(II)鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">PtS</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
620339,potassium platinate,鉑酸鉀；六羥鉑(IV)酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">[Pt(OH)</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub><Font html:Color=""#000000"">]</Font>",2012-11-26
620341,potassium piperate,胡椒酸鉀,,"<Font html:Color=""#000000"">C</Font><Sub><Fonthtml:Color=""#000000"">11</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">9</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">CO</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">K</Font>",2012-11-26
620343,potassium phthalimide,酞醯亞胺鉀,,"<Font html:Color=""#000000"">C</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">(CO)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">NK</Font>",2012-11-26
620344,potassium picrate,苦味酸鉀；三硝基苯酚鉀,,"<Font html:Color=""#000000"">KOC</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">(NO</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
620345,potassium phthalate,酞酸鉀,,"<Font html:Color=""#000000"">C</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">(CO</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">K)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
620346,potassium phosphide,磷化鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">P</Font>",2012-11-26
620347,potassium phosphite,亞磷酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">HPO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
620348,potassium phosphate,磷酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">PO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
620349,potassium phenylsulfate,苯硫酸鉀,,"<Font html:Color=""#000000"">C</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">5</Font></Sub><Font html:Color=""#000000"">SO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">K</Font>",2012-11-26
620350,potassium phenylate,苯酚鉀,,"<Font html:Color=""#000000"">C</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">5</Font></Sub><Font html:Color=""#000000"">OK</Font>",2012-11-26
620351,potassium phenoxide,苯氧[化]鉀,,"<Font html:Color=""#000000"">C</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">5</Font></Sub><Font html:Color=""#000000"">OK</Font>",2012-11-26
620352,potassium phenolsulfonate,苯酚磺酸鉀,,"<Font html:Color=""#000000"">(OH)C</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">SO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">K</Font>",2012-11-26
620353,potassium peruranate,過鈾酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">UO</Font><Sub><Fonthtml:Color=""#000000"">5</Font></Sub>",2012-11-26
620355,potassium perthiocarbonate,過硫碳酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">CS</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
620356,potassium pertitanate,過氧鈦酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">TiO</Font><Sub><Fonthtml:Color=""#000000"">8</Font></Sub>",2012-11-26
620357,potassium persulfate,過硫酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">S</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">8</Font></Sub>",2012-11-26
620358,potassium pertantalate,過氧鉭酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">TaO</Font><Sub><Fonthtml:Color=""#000000"">8</Font></Sub>",2012-11-26
620359,potassium perrhenate,過錸酸鉀,,"<Font html:Color=""#000000"">KReO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
620360,potassium perruthenate,過釕酸鉀,,"<Font html:Color=""#000000"">KRuO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
620361,potassium peroxyuranate,過氧鈾酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">UO</Font><Sub><Fonthtml:Color=""#000000"">8</Font></Sub>",2012-11-26
620362,potassium peroxyzirconate,過氧[二]鋯酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">Zr</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">11</Font></Sub>",2012-11-26
620363,potassium peroxytitanate,過氧鈦酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">TiO</Font><Sub><Fonthtml:Color=""#000000"">8</Font></Sub>",2012-11-26
620364,potassium peroxytantalate,過氧鉭酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">TaO</Font><Sub><Fonthtml:Color=""#000000"">8</Font></Sub>",2012-11-26
620366,potassium peroxyniobate,過氧鈮酸鉀,,"<Font html:Color=""#000000"">KNbO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
620368,potassium peroxydisulfate,過氧二硫酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">S</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">8</Font></Sub>",2012-11-26
620369,potassium peroxydichromate,過氧二鉻酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">Cr</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">12</Font></Sub>",2017-05-25
620370,potassium peroxydiphosphate,過氧二磷酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">P</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">8</Font></Sub>",2012-11-26
620372,potassium peroxide,過氧化鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
620373,potassium peroxyborate {potassium perborate},過氧硼酸鉀 {過硼酸鉀},,KBO<Sub>3</Sub>,2012-11-26
620374,potassium pernitrate,過硝酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">NO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
620375,potassium perosmate,過鋨酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">[OsO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">(OH)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">]</Font>",2012-11-26
620377,potassium permanganate,過錳酸鉀,,"<Font html:Color=""#000000"">KMnO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
620378,potassium perniobate,過鈮酸鉀,,"<Font html:Color=""#000000"">KNbO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
620379,potassium periodate,過碘酸鉀,,"<Font html:Color=""#000000"">KIO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
620380,potassium perchromate; potassium peroxychromate,過氧鉻酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">CrO</Font><Sub><Fonthtml:Color=""#000000"">8</Font></Sub>",2012-11-26
620381,potassium perchlorate,過氯酸鉀,,"<Font html:Color=""#000000"">KClO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
620382,potassium percarbonate; potassium peroxycarbonate,過氧碳酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">C</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub>",2012-11-26
620383,potassium perborate,過硼酸鉀,,"<Font html:Color=""#000000"">KBO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
620384,potassium pentauranate,五鈾酸鉀,,"<Font html:Color=""#000000"">(K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">O)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">·5UO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
620385,potassium pentathionate,五硫磺酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">S</Font><Sub><Fonthtml:Color=""#000000"">5</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub>",2012-11-26
620386,potassium pentasulfide,五硫化二鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">S</Font><Sub><Fonthtml:Color=""#000000"">5</Font></Sub>",2012-11-26
620387,potassium pentaborate,五硼酸鉀,,"<Font html:Color=""#000000"">KB</Font><Sub><Fonthtml:Color=""#000000"">5</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">8</Font></Sub>",2012-11-26
620388,potassium pentaborane,五硼烷[二]鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">B</Font><Sub><Fonthtml:Color=""#000000"">5</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">9</Font></Sub>",2012-11-26
620389,potassium paratungstate,仲鎢酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">10</Font></Sub><Font html:Color=""#000000"">[W</Font><Sub><Fonthtml:Color=""#000000"">12</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">52</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">22</Font></Sub><Font html:Color=""#000000"">]</Font>",2012-11-26
620390,potassium paratetraarsenite,仲四亞砷酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">As</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">7</Font></Sub>",2012-11-26
620391,potassium paramolybdate,仲鉬酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub><Font html:Color=""#000000"">[Mo</Font><Sub><Fonthtml:Color=""#000000"">7</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">24</Font></Sub><Font html:Color=""#000000"">]</Font>",2012-11-26
620392,potassium palmitate,軟脂酸鉀 {十六酸鉀},,"<Font html:Color=""#000000"">C</Font><Sub><Fonthtml:Color=""#000000"">15</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">31</Font></Sub><Font html:Color=""#000000"">COOK</Font>",2012-11-26
620393,potassium oxotrithiotungstate,三硫代鎢酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">WS</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">O</Font>",2012-11-26
620394,potassium oxide,氧化鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">O</Font>",2012-11-26
620395,potassium osmiamate,三氧氮鋨酸鉀,,"<Font html:Color=""#000000"">KNOsO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
620396,potassium oxalate,草酸鉀；乙二酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">C</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
620397,potassium osmate,鋨酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">OsO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
620398,potassium orthovanadate,[正]釩酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">VO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
620399,potassium orthothiostannate,[正]硫錫酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">SnS</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
620400,potassium orthothioarsenite,[正]硫亞砷酸鉀；[三]硫砷(III)酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">AsS</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
620401,potassium orthothioarsenate,[正]硫砷酸鉀；[四]硫砷(V)酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">AsS</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
620402,potassium orthothioantimonate,[正]硫銻酸鉀；[四]硫銻(V)酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">SbS</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
620403,potassium octaborate,八硼酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">B</Font><Sub><Fonthtml:Color=""#000000"">8</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">13</Font></Sub>",2012-11-26
620404,potassium oleate,油酸鉀,,"<Font html:Color=""#000000"">C</Font><Sub><Fonthtml:Color=""#000000"">17</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">33</Font></Sub><Font html:Color=""#000000"">COOK</Font>",2012-11-26
620405,potassium nitrosodisulfonate,亞硝二(磺酸鉀),,"<Font html:Color=""#000000"">(ON)(SO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">K)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
620406,potassium nitrite,亞硝酸鉀,,"<Font html:Color=""#000000"">KNO</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
620407,potassium nitridotrisulfate; potassium nitridosulfite; potassium nitridotrisulfonate,氮三(磺酸鉀),,"<Font html:Color=""#000000"">N(SO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">K)</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
620408,potassium nitride,氮化鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">N</Font>",2012-11-26
620409,potassium nitrate,硝酸鉀,,"<Font html:Color=""#000000"">KNO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
620410,potassium nickel(II) sulfate,硫酸鎳(II)鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">Ni(SO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
620411,potassium nickel oxalate,草酸鎳(II)鉀；乙二酸鎳(II)鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">[Ni(C</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">]</Font>",2012-11-26
620412,potassium nickel carbonate,碳酸鎳(II)鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">[Ni(CO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">]</Font>",2012-11-26
620413,"potassium naphthalene-1,5-disulfonate","萘-1,5-二(磺酸鉀)",,"<Font html:Color=""#000000"">C</Font><Sub><Fonthtml:Color=""#000000"">10</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub><Font html:Color=""#000000"">(SO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">K)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
620414,potassium myronate,山葵酸鉀,,"<Font html:Color=""#000000"">C</Font><Sub><Fonthtml:Color=""#000000"">10</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">16</Font></Sub><Font html:Color=""#000000"">NO</Font><Sub><Fonthtml:Color=""#000000"">9</Font></Sub><Font html:Color=""#000000"">S</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">K</Font>",2012-11-26
620415,potassium myristate,肉豆蔻酸鉀,,"<Font html:Color=""#000000"">C</Font><Sub><Fonthtml:Color=""#000000"">13</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">27</Font></Sub><Font html:Color=""#000000"">COOK</Font>",2012-11-26
620416,potassium monosulfide,[一]硫化鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">S</Font>",2012-11-26
620417,potassium monofluorophosphate,[一]氟代磷酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">PO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">F</Font>",2012-11-26
620418,potassium methylsulfate,甲硫酸鉀,,"<Font html:Color=""#000000"">CH</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">SO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">K</Font>",2012-11-26
620419,potassium methionate,甲二(磺酸鉀),,"<Font html:Color=""#000000"">CH</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">(SO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub><Font html:Color=""#000000"">K)</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
620420,potassium metavanadate,偏釩酸鉀,,"<Font html:Color=""#000000"">KVO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
620421,potassium metatungstate,偏鎢酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub><Font html:Color=""#000000"">H</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">W</Font><Sub><Fonthtml:Color=""#000000"">12</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">40</Font></Sub>",2012-11-26
620422,potassium metatitanate,偏鈦酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">TiO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
620423,potassium metathiostannate,偏硫錫酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">SnS</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
620424,potassium metathioarsenite,偏[二]硫代亞砷酸鉀,,"<Font html:Color=""#000000"">KAsS</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub>",2012-11-26
620425,potassium metatetraarsenite,偏四亞砷酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">6</Font></Sub><Font html:Color=""#000000"">As</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">9</Font></Sub>",2012-11-26
620426,potassium metastannate,偏[五]錫酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">Sn</Font><Sub><Fonthtml:Color=""#000000"">5</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">11</Font></Sub>",2012-11-26
620427,potassium metaphosphate,偏磷酸鉀,,"<Font html:Color=""#000000"">KPO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
620428,potassium metasilicate,偏矽酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">SiO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
620429,potassium metaperiodate,[偏]過碘酸鉀,,"<Font html:Color=""#000000"">KIO</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub>",2012-11-26
620430,potassium metagermanate,偏鍺酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">GeO</Font><Sub><Fonthtml:Color=""#000000"">3</Font></Sub>",2012-11-26
620431,potassium metamolybdate,偏鉬酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">4</Font></Sub><Font html:Color=""#000000"">Mo</Font><Sub><Fonthtml:Color=""#000000"">8</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">26</Font></Sub>",2012-11-26
620433,potassium metabisulfite,偏二亞硫酸鉀,,"<Font html:Color=""#000000"">K</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">S</Font><Sub><Fonthtml:Color=""#000000"">2</Font></Sub><Font html:Color=""#000000"">O</Font><Sub><Fonthtml:Color=""#000000"">5</Font></Sub>",2012-11-26
