ID,英文名稱,中文名稱,圖片,更新日期
3298905,scale coefficient,比例係數,,2018-03-15
3298906,scale down,等比縮小,,2018-03-15
3298907,scale factor,比例因數,,2018-03-15
3298908,scale fiber,有鱗（片）纖維（黏膠）,,2018-03-15
3298909,scale formation,積垢,,2018-03-15
3298910,scale indicator,標度指示器,,2018-03-15
3298911,scale up,等比增大,,2018-03-15
3298912,scale-up problem,放大問題,,2018-03-15
3298913,scale-up rule,放大法則,,2018-03-15
3298914,scaling,定標；比例化；標度化；片落[現象]；積垢,,2018-03-15
3298915,scaling factor for heat transfer,熱傳積垢因數,,2018-03-15
3298916,scaling law,標度律,,2018-03-15
3298917,scanning calorimetry,掃描量熱法,,2018-03-15
3298918,scanning electron microscope{=SEM},掃描電子顯微鏡,,2018-03-15
3298919,scanning electron microscopy,掃描電子顯微法,,2018-03-15
3298920,scanning rate,掃描速度,,2018-03-15
3298921,scarf joint,嵌接頭,,2018-03-15
3298922,scattering,散射,,2018-03-15
3298923,scattering angle,散射角,,2018-03-15
3298924,scattering cell,散射池,,2018-03-15
3298925,scattering coefficient,散射係數,,2018-03-15
3298926,scattering pattern,散射圖樣,,2018-03-15
3298927,scattering volume,散射體積,,2018-03-15
3298928,scavenger,去除劑；捕獲劑,,2018-03-15
3298929,scf{standard cubic foot},標準立方呎,,2018-03-15
3298930,schedule number,管壁厚度系列號,,2018-03-15
3298931,schematic diagram,示意圖,,2018-03-15
3298932,schematics,示意圖,,2018-03-15
3298933,Schiff base,希夫鹼,,2018-03-15
3298934,Schiff base polymer,希夫鹼聚合物,,2018-03-15
3298935,Schmidt number,施密特數,,2018-03-15
3298936,Schob elastometer,肖伯彈性計,,2018-03-15
3298937,Schob resilience,肖伯回彈性,,2018-03-15
3298938,schonite,硫酸鉀鎂礦,,2018-03-15
3298939,Schopper tensile tester,肖珀張力試驗機,,2018-03-15
3298940,Schulz-Zimm distribution,舒爾茨–齊姆分布,,2018-03-15
3298941,scission,斷裂,,2018-03-15
3298942,SCLC{space-charge-limited current},空間電荷限制電流,,2018-03-15
3298943,sclerometer,硬度計,,2018-03-15
3298944,scope,範圍,,2018-03-15
3298945,scorch retarder,防焦劑,,2018-03-15
3298946,scorching,過早硫化[現象]；焦化[現象],,2018-03-15
3298947,scorching test,焦化試驗,,2018-03-15
3298948,scorch-resisting treatment,防焦處理,,2018-03-15
3298949,Scott flexometer,斯科特撓度計,,2018-03-15
3298950,scouring,洗滌,,2018-03-15
3298951,scrap rubber,廢橡膠,,2018-03-15
3298952,scraper,刮刀,,2018-03-15
3298953,scraper chiller,刮刀冷凍器,,2018-03-15
3298954,scraper conveyor,刮運機,,2018-03-15
3298955,scraper heat exchanger,刮刀熱交換器,,2018-03-15
3298956,scratch,刮痕,,2018-03-15
3298957,scratch hardness,刮痕硬度,,2018-03-15
3298958,scratch resistance,抗刮性,,2018-03-15
3298959,screen,篩網；屏幕,,2018-03-15
3298960,screen analysis,篩析,,2018-03-15
3298961,screen aperture,篩孔,,2018-03-15
3298962,screen bank,篩組,,2018-03-15
3298963,screen bank,篩組,,2018-03-15
3298964,screen changer,換濾網裝置,,2018-03-15
3298965,screen conveyor,篩運機,,2018-03-15
3298966,screen effectiveness,篩有效度,,2018-03-15
3298967,screen filter,篩濾機,,2018-03-15
3298968,screen mill,篩磨機,,2018-03-15
3298969,screen opening,篩孔,,2018-03-15
3298970,screen pack,篩組件,,2018-03-15
3298971,screen plate,篩板,,2018-03-15
3298972,screening,篩選；屏蔽,,2018-03-15
3298973,screening device,篩選裝置,,2018-03-15
3298974,screening efficiency,篩選效率,,2018-03-15
3298975,screening test,篩選試驗,,2018-03-15
3298976,screening trommel,轉筒篩,,2018-03-15
3298977,screw,螺桿；螺釘,,2018-03-15
3298978,screw core pin,螺桿蕊栓,,2018-03-15
3298979,screw dislocation,螺旋差排,,2018-03-15
3298980,screw efficiency,螺桿效率,,2018-03-15
3298981,screw extractor,拔螺釘器,,2018-03-15
3298982,screw extruder,螺桿擠出機,,2018-03-15
3298983,screw extruder reactor,螺桿擠出反應器,,2018-03-15
3298984,screw extrusion,螺桿擠出成形,,2018-03-15
3298985,screw preplasticating type injection molding machine,螺桿式預塑化成型機,,2018-03-15
3298986,screw pump,螺桿泵,,2018-03-15
3298987,screw structure,螺旋結構,,2018-03-15
3298988,screw type injection molding machine,螺桿式注塑成型機,,2018-03-15
3298989,scroop,絲鳴,,2018-03-15
3298990,scrubber,洗滌器,,2018-03-15
3298991,scrubbing tower,洗滌塔,,2018-03-15
3298992,scum,浮渣,,2018-03-15
3298993,scum-collecting device,浮渣收集設備,,2018-03-15
3298994,sea island cotton,海島棉,,2018-03-15
3298995,seal,密封,,2018-03-15
3298996,seal cement,密封膠合劑,,2018-03-15
3298997,seal gum,封口膠,,2018-03-15
3298998,seal leg,封柱,,2018-03-15
3298999,seal oil,海豹油,,2018-03-15
3299000,seal pot,密封罐,,2018-03-15
3299001,sealant,密封劑,,2018-03-15
3299002,sealed tube,密封管,,2018-03-15
3299003,sealer,封口機,,2018-03-15
3299004,sealing,封口,,2018-03-15
3299005,sealing compound,密封劑,,2018-03-15
3299006,sealing joint,密封接頭,,2018-03-15
3299007,sealing liquid,密封液,,2018-03-15
3299008,sealing machine,封口機,,2018-03-15
3299009,sealing oil,密封油,,2018-03-15
3299010,sealing property,密封性質,,2018-03-15
3299011,sealing wax,封蠟；火漆,,2018-03-15
3299012,seam welder,縫焊機,,2018-03-15
3299013,seam welding,縫焊,,2018-03-15
3299014,seamless pipe,無縫管,,2018-03-15
3299015,seaweed fiber,海藻纖維,,2018-03-15
3299016,sebacic acid,癸二酸,,2018-03-15
3299017,secant modulus,正割模數,,2018-03-15
3299018,second moment,二次[力]矩；二次動差{統計},,2018-03-15
3299019,second order crystallization,二級結晶,,2018-03-15
3299020,second order ionization potential,二級游離電位,,2018-03-15
3299021,second order lag,二級落後,,2018-03-15
3299022,second order moment,二次[力]矩；二次動差{統計},,2018-03-15
3299023,second order nucleation,二級成核作用,,2018-03-15
3299024,second order transition,二級[相]轉變,,2018-03-15
3299025,second order transition temperature,二級[相]轉變溫度,,2018-03-15
3299026,secondary accelerator,助促進劑,,2018-03-15
3299027,secondary amine,二級胺,,2018-03-15
3299028,secondary antioxidant,助抗氧劑,,2018-03-15
3299029,secondary cell wall,次生細胞壁,,2018-03-15
3299030,secondary clarifier,二級澄清器,,2018-03-15
3299031,secondary creep,二期潛變,,2018-03-15
3299032,secondary crystallization,二次結晶,,2018-03-15
3299033,secondary dimension,次要因次,,2018-03-15
3299034,secondary dispersion,次生分散,,2018-03-15
3299035,secondary feeder,二級加料器,,2018-03-15
3299036,secondary gluing,二次膠合,,2018-03-15
3299037,secondary impact,次要衝擊,,2018-03-15
3299038,secondary loop,副環路,,2018-03-15
3299039,secondary normal stress coefficient,次正應力係數,,2018-03-15
3299040,secondary nucleation,二次成核,,2018-03-15
3299041,secondary nucleation,次成核,,2018-03-15
3299042,secondary oil recovery,二次石油回收,,2018-03-15
3299043,secondary plasticizer,助塑化劑,,2018-03-15
3299044,secondary polymerization reaction,二級聚合反應,,2018-03-15
3299045,secondary product,次要產物,,2018-03-15
3299046,secondary reaction,次要反應,,2018-03-15
3299047,secondary relaxation,次級鬆弛,,2018-03-15
3299048,secondary relaxation temperature,次級鬆弛溫度,,2018-03-15
3299049,secondary settler,二級沈降槽,,2018-03-15
3299050,secondary standard,二級標準,,2018-03-15
3299051,secondary structure,二級結構,,2018-03-15
3299052,secondary transition,次級轉變,,2018-03-15
3299053,secondary treatment,二級處理,,2018-03-15
3299054,secondary trickling filter,二級滴濾池,,2018-03-15
3299055,second-order fluid,二階流體,,2018-03-15
3299056,second-order response,二階應答,,2018-03-15
3299057,second-order system,二階系統,,2018-03-15
3299058,sectioning,剖切,,2018-03-15
3299059,sediment,沈積物,,2018-03-15
3299060,sedimentary clay,沈積黏土,,2018-03-15
3299061,sedimentary kaolin,沈積高嶺土,,2018-03-15
3299062,sedimentary rock,沈積岩,,2018-03-15
3299063,sedimentation,沈降,,2018-03-15
3299064,sedimentation average molecular weight,沈降平均分子量,,2018-03-15
3299065,sedimentation basin,沈降池,,2018-03-15
3299066,sedimentation bottle,沈降瓶,,2018-03-15
3299067,sedimentation chamber,沈降槽,,2018-03-15
3299068,sedimentation coefficient,沈降係數,,2018-03-15
3299069,sedimentation constant,沈降常數,,2018-03-15
3299070,sedimentation equilibrium,沈降平衡,,2018-03-15
3299071,sedimentation equilibrium method,沈降平衡法,,2018-03-15
3299072,sedimentation method,沈降法,,2018-03-15
3299073,sedimentation pan,沈降盤,,2018-03-15
3299074,sedimentation potential,沈降電位,,2018-03-15
3299075,sedimentation rate,沈積速率,,2018-03-15
3299076,sedimentation tank,沈積槽,,2018-03-15
3299077,sedimentation velocity,沈降速度,,2018-03-15
3299078,sedimentation velocity method,沈降速度法,,2018-03-15
3299079,seed cotton,籽棉,,2018-03-15
3299080,seed crystal,晶種,,2018-03-15
3299081,seed grain,晶種粒,,2018-03-15
3299082,seed hair,種子纖維,,2018-03-15
3299083,seed mixer,晶種混合槽,,2018-03-15
3299084,seeded crystallization,晶種結晶,,2018-03-15
3299085,seeding,播晶種,,2018-03-15
3299086,seeding polymerization,核種聚合,,2018-03-15
3299087,segment,[鏈]段,,2018-03-15
3299088,segment anisotropy,鏈段各向異性,,2018-03-15
3299089,segment copolymer,鏈段共聚物,,2018-03-15
3299090,segment copolymerization,鏈段共聚合,,2018-03-15
3299091,segment rotation,鏈段旋轉,,2018-03-15
