ID,英文名稱,中文名稱,圖片,所在國,經緯坐標,備註,更新日期
3010038,Puerto Eten,艾坦港,,秘魯,6° 56′ S 79° 52′ W,,2017-06-09
3010039,Puerto Harberton,哈柏頓港,,阿根廷,54° 52′ S 67° 19′ W,,2017-06-09
3010040,Puerto Heath,希斯港,,玻利維亞,12° 30′ S 68° 40′ W,,2017-06-09
3010041,Puerto Isabel,伊沙貝爾港,,玻利維亞,18° 11′ S 57° 37′ W,,2017-06-09
3010042,Puerto La Cruz,克魯茲港,,委內瑞拉,10° 13′ N 64° 38′ W,,2017-06-09
3010043,Puerto La Victoria (Puerto Casado),維多利亞港(卡沙多港),,巴拉圭,22° 20′ S 57° 55′ W,,2017-06-09
3010044,Puerto Leguizamo,列基沙摩港,,哥倫比亞,0° 12′ S 74° 47′ W,,2017-06-09
3010045,Puerto Libertad,利伯塔港,,阿根廷,25° 55′ S 54° 37′ W,,2017-06-09
3010046,Puerto Limon,利蒙港,,哥斯大黎加,10° 00′ N 83° 02′ W,,2017-06-09
3010047,Puerto Lobos,洛波斯港,,阿根廷,42° 00′ S 65° 04′ W,,2017-06-09
3010048,Puerto Madryn,馬德林港,,阿根廷,42° 46′ S 65° 02′ W,,2017-06-09
3010049,Puerto Maldonado,馬爾多納多港,,秘魯,12° 36′ S 69° 11′ W,,2017-06-09
3010050,Puerto Mexico,墨西哥港,,墨西哥,20° 06′ N 99° 00′ W,,2017-06-09
3010051,Puerto Miniso,密尼索港,,墨西哥,16° 07′ N 98° 00′ W,,2017-06-09
3010052,Puerto Mirana(Mirana),米拉涅港,,哥倫比亞,1° 20′ S 70° 19′ W,,2017-06-09
3010053,Puerto Montt,蒙特港,,智利,41° 28′ S 72° 57′ W,,2017-06-09
3010054,Puerto Morelos,摩雷洛斯港,,墨西哥,20° 51′ N 86° 52′ W,,2017-06-09
3010055,Puerto Natales,納塔列斯港,,智利,51° 44′ S 72° 31′ W,,2017-06-09
3010056,Puerto Nuevo,奴耶伏港,,巴拉圭,20° 37′ S 58° 03′ W,,2017-06-09
3010057,Puerto Pinasco,皮納斯科港,,巴拉圭,22° 43′ S 57° 50′ W,,2017-06-09
3010058,Puerto Piramide,皮拉米德港,,阿根廷,42° 34′ S 64° 17′ W,,2017-06-09
3010059,Puerto Piritu,皮里土港,,委內瑞拉,10° 04′ N 65° 03′ W,,2017-06-09
3010060,"Puerto Plata, Provincia de",普拉塔港省,,多明尼加,19° 45′ N 70° 45′ W,,2017-06-09
3010061,Puerto Princesa,普林塞沙港,,菲律賓,9° 44′ N 118° 44′ E,,2017-06-09
3010062,Puerto Principe,普林西佩港,,哥倫比亞,0° 24′ N 74° 06′ W,,2017-06-09
3010063,Puerto Quellon,奎永港,,智利,43° 07′ S 73° 37′ W,,2017-06-09
3010064,Puerto Quijarro,基哈羅港,,玻利維亞,17° 47′ S 57° 46′ W,,2017-06-09
3010065,Puerto Raso (Cabo Raso),拉索港(卡波拉索),,阿根廷,44° 21′ S 65° 14′ W,,2017-06-09
3010066,Puerto Real,雷亞爾港,,西班牙,36° 32′ N 6° 11′ W,,2017-06-09
3010067,Puerto Rico,波多黎各,,美屬{中美洲},,,2017-06-09
3010068,Puerto Rico,波多黎各,,美屬{加勒比海},18° 15′ N 66° 30′ W,,2017-06-09
3010069,Puerto Rico I.,波多黎各島,,美屬{波多黎各},18° 15′ N 66° 30′ W,,2017-06-09
3010070,Puerto Salgar,沙爾加港,,哥倫比亞,5° 28′ N 74° 39′ W,,2017-06-09
3010071,Puerto Suarez,蘇亞雷斯港,,玻利維亞,18° 57′ S 57° 48′ W,,2017-06-09
3010072,Puerto Sucre,蘇克雷港,,玻利維亞,19° 00′ S 57° 43′ W,,2017-06-09
3010073,Puerto Tejada,特哈達港,,哥倫比亞,3° 14′ N 76° 25′ W,,2017-06-09
3010074,Puerto Toledo,托列多港,,玻利維亞,17° 32′ S 62° 46′ W,,2017-06-09
3010075,Puerto Vallarta,瓦雅塔港,,墨西哥,20° 37′ N 105° 15′ W,,2017-06-09
3010076,Puerto Varas,瓦拉斯港,,智利,41° 19′ S 72° 59′ W,,2017-06-09
3010077,Puerto Victoria,維多利亞港,,秘魯,9° 52′ S 74° 56′ W,,2017-06-09
3010078,Puerto Villamizar,維雅米薩港,,哥倫比亞,8° 19′ N 72° 26′ W,,2017-06-09
3010079,Puerto Visser,維瑟港,,阿根廷,45° 24′ S 67° 08′ W,,2017-06-09
3010080,Puerto Wilches,維爾切斯港,,哥倫比亞,7° 21′ N 73° 54′ W,,2017-06-09
3010081,Puertollano,波多雅諾,,西班牙,38° 41′ N 4° 07′ W,,2017-06-09
3010082,"Pueyrredon, Lago (Cochrane, Lago)",培列敦湖(科契拉內湖),,阿根廷/智利,47° 14′ N 72° 35′ W,,2017-06-09
3010083,Pugachev,普加契夫,,俄羅斯,52° 01′ N 48° 48′ E,,2017-06-09
3010084,Pugal,普加爾,,印度,28° 30′ N 72° 48′ E,,2017-06-09
3010085,Puget,皮熱,,法國,43° 45′ N 5° 16′ E,,2017-06-09
3010086,Puget Sd.,普吉特灣,,美國,47° 38′ N 122° 27′ W,,2017-06-09
3010087,"Puglia, Regione",普利亞政區,,義大利,41° 15′ N 16° 15′ E,,2017-06-09
3010088,Pugo-dong,富居洞,,北韓,38° 26′ N 126° 13′ E,,2017-06-09
3010089,Pugog,釜谷,,韓國,37° 19′ N 126° 57′ E,,2017-06-09
3010090,Pugu,富邱,,韓國,37° 06′ N 129° 21′ E,,2017-06-09
3010091,Pugwash,帕格沃什,,加拿大,45° 51′ N 63° 39′ W,,2017-06-09
3010092,Puhalepa,普哈列帕,,愛沙尼亞,58° 52′ N 22° 59′ E,,2017-06-09
3010093,Puhi,普希,,美國,21° 58′ N 159° 24′ W,,2017-06-09
3010094,Puigcerda,普伊色達,,西班牙,42° 26′ N 1° 56′ E,,2017-06-09
3010095,Pujon-gowon,赴戰高原,,北韓,40° 29′ N 127° 39′ E,,2017-06-09
3010096,"Pukaki, L.",普卡基湖,,紐西蘭,44° 07′ S 170° 10′ E,,2017-06-09
3010097,Pukapuka Atoll (Danger Is.),普卡普卡環礁(丹吉爾群島),,庫克群島,10° 50′ S 165° 50′ W,,2017-06-09
3010098,"Pukapuka, Atoll",普卡普卡環礁,,法屬{玻里尼西亞},14° 49′ S 138° 48′ W,,2017-06-09
3010099,Pukchang,北倉,,韓國,36° 03′ N 128° 36′ E,,2017-06-09
3010100,Pukchin,北鎮,,韓國,34° 48′ N 126° 07′ E,,2017-06-09
3010101,Pukchong,北青,,北韓,40° 15′ N 128° 19′ E,,2017-06-09
3010102,Pukë,普喀,,阿爾巴尼亞,42° 03′ N 19° 54′ E,,2017-06-09
3010103,Pukeashun Mt.,普基宋山,,加拿大,51° 12′ N 119° 14′ W,,2017-06-09
3010104,Pukekohe,普基科希,,紐西蘭,37° 12′ S 174° 55′ E,,2017-06-09
3010105,Pukhon-gang,北漢江,,韓國,37° 32′ N 127° 19′ E,,2017-06-09
3010106,Pukpyong,北坪,,韓國,36° 57′ N 129° 23′ E,,2017-06-09
3010107,Pula,普拉,,克羅埃西亞,44° 54′ N 13° 52′ E,,2017-06-09
3010108,Pulacayo,普拉卡約,,玻利維亞,20° 23′ S 66° 42′ W,,2017-06-09
3010109,"Pulai, Gunung",布賴山,,馬來西亞,1° 36′ N 103° 33′ E,,2017-06-09
3010110,Pulap I.,普拉島,,密克羅尼西亞,7° 37′ N 149° 30′ E,,2017-06-09
3010111,"Pular, Cerro",普拉山,,智利,24° 11′ S 68° 04′ W,,2017-06-09
3010112,Pulaski,普拉斯基,,美國,35° 16′ N 87° 02′ W,,2017-06-09
3010113,"Pulau Pinang, Negeri",檳城州,,馬來西亞,5° 20′ N 100° 19′ E,,2017-06-09
3010114,Pulawy,普瓦維,,波蘭,51° 25′ N 21° 58′ E,,2017-06-09
3010115,Pulicat L.,普利卡湖,,印度,13° 40′ N 80° 10′ E,,2017-06-09
3010116,Pulkkila,普基拉,,芬蘭,64° 16′ N 25° 52′ E,,2017-06-09
3010117,Pullen I.,普倫島,,加拿大,69° 46′ N 134° 23′ W,,2017-06-09
3010118,Pullman,普爾曼,,美國,46° 46′ N 117° 09′ W,,2017-06-09
3010119,Pulozero,普洛吉羅,,俄羅斯,68° 21′ N 33° 17′ E,,2017-06-09
3010120,Pultneyville,普特內維,,美國,43° 17′ N 77° 11′ W,,2017-06-09
3010121,Pultusk,普烏土斯克,,波蘭,52° 42′ N 21° 05′ E,,2017-06-09
3010122,Puma,普馬,,坦尚尼亞,5° 00′ S 34° 44′ E,,2017-06-09
3010123,Pumpville,旁普維,,美國,29° 58′ N 101° 44′ W,,2017-06-09
3010124,Puna,普納,,阿根廷,27° 48′ S 62° 31′ W,,2017-06-09
3010125,"Puna, Isla",普納島,,厄瓜多,2° 50′ S 80° 08′ W,,2017-06-09
3010126,Punakha,普納卡,,不丹,27° 35′ N 89° 52′ E,,2017-06-09
3010127,Punaluu,普納魯烏,,美國,19° 10′ N 155° 30′ W,,2017-06-09
3010128,Punam-do,扶南島,,韓國,35° 04′ N 125° 55′ E,,2017-06-09
3010129,Punam-gundo,扶南群島,,韓國,35° 04′ N 125° 56′ E,,2017-06-09
3010130,Punch,旁赤,,{喀什米爾},33° 46′ N 74° 05′ E,,2017-06-09
3010131,Pundri,旁德里,,印度,29° 45′ N 76° 33′ E,,2017-06-09
3010132,Pung-do,豐島,,韓國,37° 06′ N 126° 23′ E,,2017-06-09
3010133,Pungam,峰巖,,北韓,38° 08′ N 125° 33′ E,,2017-06-09
3010134,Pungam-ni,豐巖里,,韓國,37° 43′ N 128° 11′ E,,2017-06-09
3010135,Pungdong-ni,豐德里,,韓國,34° 39′ N 126° 51′ E,,2017-06-09
3010136,Punggi-dong,豐甚洞,,北韓,37° 57′ N 125° 54′ E,,2017-06-09
3010137,Pungsan,豐山,,韓國,36° 35′ N 128° 34′ E,,2017-06-09
3010138,Pungso-ri,豐西里,,北韓,40° 06′ N 127° 25′ E,,2017-06-09
3010139,Pungsong-ni,豐松里,,韓國,39° 56′ N 125° 26′ E,,2017-06-09
3010140,Punjab,旁遮普,,巴基斯坦,30° 52′ N 72° 19′ E,,2017-06-09
3010141,"Punjab, State of",旁遮普邦,,印度,30° 55′ N 75° 25′ E,,2019-09-12
3010142,Punkaharju,旁卡哈尤,,芬蘭,61° 48′ N 29° 24′ E,,2017-06-09
3010143,Puno,普諾,,秘魯,15° 50′ S 70° 02′ W,,2017-06-09
3010144,Punta Alta,旁塔阿爾塔,,阿根廷,38° 53′ S 62° 04′ W,,2017-06-09
3010145,Punta Arenas,旁塔阿雷納斯,,智利,53° 09′ S 70° 55′ W,,2017-06-09
3010146,Punta del Este,旁塔艾斯提,,烏拉圭,34° 58′ S 54° 57′ W,,2017-06-09
3010147,Punta Gorda,旁塔哥達,,貝里斯,16° 10′ N 88° 49′ W,,2017-06-09
3010148,Punta Gorda,旁塔哥達,,美國,26° 52′ N 82° 04′ W,,2017-06-09
3010149,Punta Robalo(Robalo),[旁塔]羅巴洛,,巴拿馬,9° 02′ N 82° 15′ W,,2017-06-09
3010150,Puntarenas,旁塔雷納斯,,哥斯大黎加,9° 59′ N 84° 50′ W,,2017-06-09
3010151,"Punto, Cerro",蓬托山,,秘魯,11° 42′ S 75° 11′ W,,2017-06-09
3010152,Punxsutawney,旁蘇托尼,,美國,40° 58′ N 78° 59′ W,,2017-06-09
3010153,Puolanka,普歐蘭卡,,芬蘭,64° 52′ N 27° 40′ E,,2017-06-09
3010154,Puottaure,普歐陶雷,,瑞典,66° 11′ N 20° 16′ E,,2017-06-09
3010155,Pupayoj,普帕約赫,,玻利維亞,19° 33′ S 64° 40′ W,,2017-06-09
3010156,Pupyong-ni,富坪里,,韓國,37° 44′ N 127° 13′ E,,2017-06-09
3010157,Puquio,普基歐,,秘魯,14° 42′ S 74° 08′ W,,2017-06-09
3010158,Purbeck Hills,珀貝克丘陵,,英國,50° 38′ N 2° 07′ W,,2017-06-09
3010159,Purcell,普瑟爾,,美國,35° 03′ N 97° 26′ W,,2017-06-09
3010160,Purepero,普雷佩羅,,墨西哥,19° 55′ N 102° 01′ W,,2017-06-09
3010161,Purgatoire R.,普加特瓦河,,美國,38° 05′ N 103° 12′ W,,2017-06-09
3010162,Puri,普里,,印度,19° 48′ N 85° 51′ E,,2017-06-09
3010163,"Purial, Sierra del",普里亞山脈,,古巴,20° 12′ N 74° 42′ W,,2017-06-09
3010164,Purificacion,普里非卡西翁,,哥倫比亞,3° 52′ N 74° 56′ W,,2017-06-09
3010165,Purkersdorf,普克斯道夫,,奧地利,48° 12′ N 16° 10′ E,,2017-06-09
3010166,Purna R.,普納河,,印度,20° 56′ N 72° 48′ E,,2017-06-09
3010167,Purnia(Purnea),普尼亞,,印度,25° 47′ N 87° 28′ E,,2017-06-09
3010168,Puruandiro,普魯安迪羅,,墨西哥,20° 05′ N 101° 30′ W,,2017-06-09
3010169,Puruliya(Purulia),普魯利亞,,印度,23° 20′ N 86° 22′ E,,2017-06-09
3010170,"Purus, Rio",普魯斯河,,巴西/秘魯,3° 42′ S 61° 28′ W,,2017-06-09
3010171,Purvis,普維斯,,美國,31° 04′ N 89° 27′ W,,2017-06-09
3010172,Purwa,普瓦,,印度,26° 28′ N 80° 47′ E,,2017-06-09
3010173,Puryong,富寧,,北韓,42° 04′ N 129° 43′ E,,2017-06-09
3010174,Pusan,釜山,,韓國,35° 08′ N 129° 03′ E,,2017-06-09
3010175,Pusan-man,釜山灣,,韓國,35° 05′ N 129° 06′ E,,2017-06-09
3010176,Pushchino,普什奇諾,,俄羅斯,54° 50′ N 37° 38′ E,,2017-06-09
3010177,Pusht-i-Badam,普什特巴丹,,伊朗,33° 01′ N 55° 34′ E,,2017-06-09
3010178,Pusong-ni,富成里,,北韓,38° 23′ N 125° 37′ E,,2017-06-09
3010179,Pustoshka,普斯托什卡,,俄羅斯,56° 20′ N 29° 22′ E,,2017-06-09
3010180,Putaendo,普塔恩多,,智利,32° 39′ S 70° 44′ W,,2017-06-09
3010181,Putat,普塔特,,菲律賓,7° 34′ N 122° 29′ E,,2017-06-09
3010182,Putbus,普特布斯,,德國,54° 21′ N 13° 29′ E,,2017-06-09
3010183,Puteaux,皮托,,法國,48° 53′ N 2° 14′ E,,2017-06-09
3010184,Puteng,普滕格,,印尼,7° 23′ S 112° 31′ E,,2017-06-09
3010185,Putfontein,普特芳坦,,南非,26° 15′ S 26° 29′ E,,2017-06-09
3010186,Putignano,普提涅諾,,義大利,40° 51′ N 17° 07′ E,,2017-06-09
3010187,Putivl′,普提夫利,,俄羅斯,51° 20′ N 33° 52′ E,,2017-06-09
3010188,Putnam,普特南,,美國,41° 56′ N 71° 54′ W,,2017-06-09
3010189,Putney,普特尼,,英國,51° 28′ N 0° 14′ W,,2017-06-09
3010190,Putnok,普特諾克,,匈牙利,48° 18′ N 20° 26′ E,,2017-06-09
3010191,"Putorana, Plato",普托拉納高地,,俄羅斯,69° 00′ N 95° 00′ E,,2017-06-09
3010192,Putrajaya,布城,,馬來西亞,2° 55′ N 101° 42′ E,,2017-06-09
3010193,Puttalam,普塔藍,,斯里蘭卡,8° 01′ N 79° 50′ E,,2017-06-09
3010194,Putte,普特,,比利時,51° 03′ N 4° 40′ E,,2017-06-09
3010195,Putten,皮坦,,荷蘭,52° 17′ N 5° 38′ E,,2017-06-09
3010196,Puttur,普土爾,,印度,12° 44′ N 75° 12′ E,,2017-06-09
3010197,Putu Ra.(Niete Mts.),普圖嶺(涅特山脈),,賴比瑞亞,5° 40′ N 8° 11′ W,,2017-06-09
3010198,"Putumayo, Rio",普土馬約河,,哥倫比亞,2° 43′ S 70° 04′ W,,2017-06-09
3010199,Putussibau,普土夕包,,印尼,0° 50′ N 112° 56′ E,,2017-06-09
3010200,Puulavesi,普拉湖,,芬蘭,61° 50′ N 26° 42′ E,,2017-06-09
3010201,Puurs,皮爾斯,,比利時,51° 04′ N 4° 17′ E,,2017-06-09
3010202,Puwon-dong,釜院洞,,韓國,36° 27′ N 128° 09′ E,,2017-06-09
3010203,Puy de Dome,庇伊丘,,法國,45° 46′ N 2° 58′ E,,2017-06-09
3010204,"Puy-de-Dome, Departement du",庇伊丘省,,法國,45° 40′ N 3° 00′ E,,2017-06-09
3010205,Puyallup,普雅路普,,美國,47° 11′ N 122° 17′ W,,2017-06-09
3010206,Puyo,扶餘,,韓國,36° 17′ N 126° 55′ E,,2017-06-09
3010207,Puyun-dong,富潤洞,,北韓,42° 08′ N 129° 23′ E,,2017-06-09
3010208,"Puzak, Hamun-i-",普查克鹽湖,,阿富汗,31° 30′ N 61° 45′ E,,2017-06-09
3010209,Pweto,普威托,,剛果{金夏沙},8° 28′ S 28° 54′ E,,2017-06-09
3010210,Pwllheli,普爾赫利,,英國,52° 53′ N 4° 25′ W,,2017-06-09
3010211,Pyapon,皮亞朋 (壁榜),,緬甸,16° 17′ N 95° 41′ E,,2017-06-09
3010212,Pyasina,皮亞西納河,,俄羅斯,73° 50′ N 87° 10′ E,,2017-06-09
3010213,Pyatigorsk,皮亞提哥斯克,,俄羅斯,44° 03′ N 43° 04′ E,,2017-06-09
3010214,Pyatistennoye,皮亞提斯田諾耶,,俄羅斯,67° 58′ N 161° 24′ E,,2017-06-09
3010215,Pyhäjärvi,皮亥湖,,芬蘭,61° 28′ N 23° 35′ E,,2017-06-09
3010216,Pyhäntä,皮漢泰,,芬蘭,64° 06′ N 26° 19′ E,,2017-06-09
3010217,Pyinmana,彬馬那(平蠻),,緬甸,19° 44′ N 96° 13′ E,,2017-06-09
3010218,Pyok-tong,碧潼,,韓國,34° 59′ N 128° 04′ E,,2017-06-09
3010219,Pyoktan,碧團,,北韓,40° 38′ N 125° 17′ E,,2017-06-09
3010220,Pyon-so,弁岩,,韓國,34° 31′ N 125° 21′ E,,2017-06-09
3010221,Pyong-do,平島,,韓國,34° 15′ N 127° 27′ E,,2017-06-09
3010222,Pyong-ni,坪里,,韓國,36° 51′ N 126° 47′ E,,2017-06-09
3010223,Pyongchang,平昌,,韓國,36° 26′ N 126° 35′ E,,2017-06-09
3010224,Pyongchon,平村,,韓國,34° 36′ N 127° 20′ E,,2017-06-09
3010225,Pyongdong-ni,平洞里,,韓國,34° 38′ N 126° 46′ E,,2017-06-09
3010226,Pyonggang,平康,,北韓,38° 25′ N 127° 18′ E,,2017-06-09
3010227,Pyonghae,平海,,韓國,36° 44′ N 129° 26′ E,,2017-06-09
3010228,Pyongjiwon,平地院,,北韓,39° 47′ N 125° 38′ E,,2017-06-09
3010229,Pyongpung-do,屏風島,,韓國,34° 58′ N 126° 13′ E,,2017-06-09
3010230,Pyongsa,平沙,,韓國,34° 57′ N 127° 20′ E,,2017-06-09
3010231,Pyongsan,平山,,韓國,35° 02′ N 128° 22′ E,,2017-06-09
3010232,Pyongtaek,平澤,,韓國,37° 00′ N 127° 05′ E,,2017-06-09
3010233,Pyongwon,坪院,,北韓,39° 18′ N 125° 36′ E,,2017-06-09
3010234,Pyongyang,平壤,,北韓,39° 01′ N 125° 45′ E,,2017-06-09
3010235,Pyongyong,兵營,,韓國,34° 43′ N 126° 49′ E,,2017-06-09
3010236,Pyorha-ri,別河里,,北韓,40° 34′ N 125° 43′ E,,2017-06-09
3010237,Pyramid Hill,皮拉密丘,,澳大利亞,36° 04′ S 144° 08′ E,,2017-06-09
3010238,Pyramid L.,皮拉密湖,,美國,40° 10′ N 119° 38′ W,,2017-06-09
3010239,Pyramid Pk.,皮拉密峰(金字塔峰),,美國,40° 04′ N 107° 03′ W,,2017-06-09
3010240,"Pyrenees (Pireneus, Pirineos)",庇里牛斯山脈,,{歐洲},42° 40′ N 1° 00′ E,,2017-06-09
3010241,Pyrenees-Orientales,東庇里牛斯省,,法國,42° 30′ N 2° 20′ E,,2017-06-09
3010242,Pyrzyce,佩日策,,波蘭,53° 09′ N 14° 54′ E,,2017-06-09
3010243,Pytalovo,皮塔洛伏,,俄羅斯,57° 04′ N 27° 55′ E,,2017-06-09
3010244,Pyu,彪關,,緬甸,18° 29′ N 96° 26′ E,,2017-06-09
3010245,Pyzdry,佩茲德雷,,波蘭,52° 10′ N 17° 41′ E,,2017-06-19
3010246,Qabatiyah(Qabatiya),蓋巴提耶,,{巴勒斯坦},32° 25′ N 35° 17′ E,,2017-06-09
3010247,Qaiya,蓋伊雅,,沙烏地阿拉伯,21° 14′ N 42° 48′ E,,2017-06-09
3010248,Qalah-ye Ahangaran,阿罕加蘭堡,,阿富汗,33° 33′ N 68° 24′ E,,2017-06-09
3010249,Qalat,卡拉特,,阿富汗,32° 06′ N 66° 55′ E,,2017-06-09
3010250,Qalat al Marqab,麥爾蓋卜堡,,敘利亞,35° 09′ N 35° 57′ E,20180129修訂,2018-03-19
3010251,Qalat al Muazzam,木亞占堡,,沙烏地阿拉伯,27° 44′ N 37° 31′ E,,2017-06-09
3010252,Qalat Dar-al-Hamra (Ad Dar al Hamra),達爾漢拉[堡],,沙烏地阿拉伯,27° 19′ N 37° 44′ E,,2017-06-09
3010253,Qalat ed Daba,代巴堡,,約旦,31° 36′ N 36° 04′ E,,2017-06-09
3010254,Qalat el Madiq,麥迪格堡,,敘利亞,35° 25′ N 36° 23′ E,,2017-06-09
3010255,Qalat Siman,西曼堡,,敘利亞,36° 20′ N 36° 51′ E,,2017-06-09
3010256,Qalat Uneiza,歐奈札堡,,約旦,30° 29′ N 35° 48′ E,,2017-06-09
3010257,"Qalb el Bair, Jebel",夸布巴伊爾山,,蘇丹,15° 39′ N 26° 28′ E,,2017-06-09
3010258,Qaleh-ye Mashiz (Bardsir),馬希茲堡(巴德夕爾),,伊朗,29° 56′ N 56° 35′ E,,2017-06-09
3010259,Qalqiliya(Kal Kiliya),卡爾基里雅,,{巴勒斯坦},32° 11′ N 34° 58′ E,,2017-06-09
3010260,"Qamar, Ghubbat al",蓋麥爾灣,,葉門,15° 56′ N 52° 13′ E,,2017-06-09
3010261,Qanarit (Qennarit),蓋納里特,,黎巴嫩,33° 30′ N 35° 23′ E,,2017-06-09
3010262,Qarah,卡拉,,埃及,29° 37′ N 26° 30′ E,,2017-06-09
3010263,Qareh Su,卡勒蘇,,伊朗,38° 17′ N 38° 17′ N,,2017-06-09
3010264,Qartaba,蓋爾塔巴,,黎巴嫩,34° 06′ N 35° 51′ E,,2017-06-09
3010265,"Qarun, Birket",卡倫洞泉,,埃及,29° 27′ N 30° 36′ E,,2017-06-09
3010266,"Qash, Jar-e (Kash)",卡什河,,阿富汗,34° 44′ N 66° 25′ E,,2017-06-09
3010267,Qashqadaryo Viloyati,卡什卡達里亞州,,烏茲別克,38° 35′ N 66° 00′ E,,2017-06-09
3010268,Qasr-e Shirin,希林堡,,伊朗,34° 31′ N 45° 35′ E,,2017-06-09
3010269,Qatabah (Kataba),卡塔巴,,葉門,13° 51′ N 44° 42′ E,,2017-06-09
3010270,Qatana (Katana ),卡塔納,,敘利亞,33° 26′ N 36° 05′ E,,2017-06-09
3010271,State of Qatar,卡達,,{亞洲},,20190425修訂,2019-04-25
3010272,"Qattara Depression (Qattarah, Munkhafad al)",蓋塔拉窪地,,埃及,30° 14′ N 27° 46′ E,,2017-06-09
3010273,Qawz(Quz),高茲(庫茲),,沙烏地阿拉伯,18° 58′ N 41° 19′ E,,2017-06-09
3010274,Qayen,加延,,伊朗,33° 44′ N 59° 11′ E,,2017-06-09
3010275,Qazvin,加茲溫,,伊朗,36° 17′ N 50° 00′ E,,2017-06-09
3010276,"Qeshm, Jazireh-ye",基什母島,,伊朗,26° 51′ N 55° 53′ E,,2017-06-09
3010277,"Qeys, Jazireh-ye",蓋斯島,,伊朗,26° 32′ N 53° 58′ E,,2017-06-09
3010278,"Qeysar, Chah-e",蓋薩井,,伊朗,28° 48′ N 55° 51′ E,,2017-06-09
3010279,"Qibliyah, Jaza’ir al",基布利雅群島,,埃及,31° 07′ N 32° 04′ E,,2017-06-09
3010280,Qift,基夫特,,埃及,26° 00′ N 32° 49′ E,,2017-06-09
3010281,Qina(Qena),基納,,埃及,26° 10′ N 32° 44′ E,,2017-06-09
3010282,Qishn,基辛,,葉門,15° 25′ N 51° 41′ E,,2017-06-09
3010283,"Qishran, Jazirat",基什蘭島,,沙烏地阿拉伯,20° 12′ N 40° 07′ E,,2017-06-09
3010284,Qizana,基札納,,沙烏地阿拉伯,19° 47′ N 41° 44′ E,,2017-06-09
3010285,"Qobad, Chah-e",哥巴井,,伊朗,34° 11′ N 52° 18′ E,,2017-06-09
3010286,Qormi(Curmi),庫爾米,,馬爾他,35° 53′ N 14° 28′ E,,2017-06-09
3010287,"Qorrot, Dahlet",科羅特灣,,馬爾他,36°03′N14°19′E,,2017-06-09
3010288,Qotur(Kutur),庫土爾,,伊朗,38° 28′ N 44° 25′ E,,2017-06-09
3010289,Quadra I.,夸德拉島,,加拿大,50° 10′ N 125° 14′ W,,2017-06-09
3010290,Quakenbrück,夸肯布呂克,,德國,52° 41′ N 7° 57′ E,,2017-06-09
3010291,Quakertown,夸克鎮,,美國,40° 26′ N 75° 20′ W,,2017-06-09
3010292,Quambatook,寬巴土克,,澳大利亞,35° 51′ S 143° 31′ E,,2017-06-09
3010293,Quambone,寬伯恩,,澳大利亞,30° 56′ S 147° 52′ E,,2017-06-09
3010294,Quanah,夸納,,美國,34° 23′ N 99° 45′ W,,2017-06-09
3010295,"Quang Bình, Tỉnh",廣平省,,越南,17° 30′ N 106° 20′ E,,2017-06-09
3010296,"Quang Nam,Tỉnh",廣南省,,越南,15° 35′ N 107° 55′ E,,2017-06-09
3010297,"Quang Ngai, Tỉnh",廣義省,,越南,15° 00′ N 108° 40′ E,,2017-06-09
3010298,"Quang Ninh, Tỉnh",廣寧省,,越南,21° 15′ N 107° 20′ E,,2017-06-09
3010299,"Quang Tri, Tỉnh",廣治省,,越南,16° 45′ N 107° 00′ E,,2017-06-09
3010300,Quantico,寬提科,,美國,38° 31′ N 77° 18′ W,,2017-06-09
3010301,Quantock Hills,寬托克丘陵,,英國,51° 08′ N 3° 13′ W,,2017-06-09
3010302,Quarai (Quarahy ),夸拉伊,,巴西,30° 23′ S 56° 27′ W,,2017-06-09
3010303,Quartu S. Elena,夸圖聖埃列納,,義大利,39° 15′ N 9° 11′ E,,2017-06-09
3010304,Quatre-Bras,卡特布哈斯,,比利時,50° 34′ N 4° 41′ E,,2017-06-09
3010305,Quchan,庫昌,,伊朗,37° 06′ N 58° 31′ E,,2017-06-09
3010306,Que Que (Kwekwe),奎奎,,辛巴威,18° 56′ S 29° 49′ E,,2017-06-09
3010307,Queanbeyan,昆比安,,澳大利亞,35° 21′ S 149° 14′ E,,2017-06-09
3010308,"Quebec, Province du",魁北克省,,加拿大,54° 00′ N 72° 00′ W,,2017-06-09
3010309,Quebracho,奎布拉求,,烏拉圭,31° 57′ S 57° 53′ W,,2017-06-09
3010310,Quedlinburg,奎德林堡,,德國,51° 47′ N 11° 09′ E,,2017-06-09
3010311,Queen Alexandra Ra.,亞力山卓皇后嶺,,{南極洲},84° 00′ S 168° 00′ E,,2017-06-09
3010312,Queen Anne,昆安妮,,美國,38° 55′ N 75° 57′ W,,2017-06-09
3010313,"Queen Bess, Mount",貝絲女王峰,,加拿大,51° 18′ N 124° 33′ W,,2017-06-09
3010314,Queen Charlotte B.,夏洛特皇后灣,,英屬{福克蘭群島},51° 50′ S 60° 43′ W,,2017-06-09
3010315,Queen Charlotte Sd.,夏洛特皇后峽灣,,加拿大,51° 30′ N 129° 00′ W,,2017-06-09
3010316,Queen Elizabeth Is.,伊利莎白女王群島,,加拿大,78° 00′ N 90° 00′ W,,2017-06-09
3010317,Queen Mary Ld.,瑪麗皇后地,,{南極洲},68° 53′ S 95° 00′ E,,2017-06-09
