ID,英文名稱,中文名稱,圖片,領域,祖籍,更新日期
3606198,"Fuchs, Georg Friedrich",傅柯斯，葛歐克,,音樂,,2018-11-20
3606199,"Fuchs, Johann Nepomuk",傅柯斯，約翰,,音樂,,2018-11-20
3606200,"Fuchs, Klaus Emil Julius",傅柯斯,,物理,,2018-11-20
3606201,"Fuchs, Peter Paul",傅柯斯，彼得,,音樂,,2018-11-20
3606202,"Fuchs, Robert",傅柯斯，羅伯特,,音樂,,2018-11-20
3606203,"Furtwängler, Wilhelm",傅特溫勒,,音樂,,2018-11-20
3606204,"Fux, Johann Joseph",傅柯斯,,音樂,,2018-11-20
3606205,"Gadski, Johanna",加特斯奇,,音樂,,2018-11-20
3606206,"Gál, Hans",加爾,,音樂,,2018-11-20
3606207,"Galliard, John Ernest",加亞爾特,,音樂,,2018-11-20
3606208,"Ganebin, Henri",加納班,,音樂,,2018-11-20
3606209,"Ganz, Rudolf",甘慈，魯道夫,,音樂,,2018-11-20
3606210,"Ganz, Wilhelm",甘慈，威廉,,音樂,,2018-11-20
3606211,"Gassmann, Florian Leopold",加斯曼,,音樂,,2018-11-20
3606212,"Gauß, Johann Carl Friedrich",高斯,,物理,,2018-11-20
3606213,"Gees, Michael",給斯,,音樂,,2018-11-20
3606214,"Gehrcke, Ernst",給爾可,,物理,,2018-11-20
3606215,"Geiger, Hans",蓋格,,物理,,2018-11-20
3606216,"Geißler, Johann Heinrich Wilhelm",蓋斯勒,,物理,,2018-11-20
3606217,"Gellhorn,  Peter",給爾洪,,音樂,,2018-11-20
3606218,"Gell-Mann, Murray",給爾-曼,,物理,,2018-11-20
3606219,"Genée, Richard",熱內,,音樂,,2018-11-20
3606220,"Genzmer, Harald",根慈默,,音樂,,2018-11-20
3606221,"Gerhardt, Elena",給爾哈特,,音樂,,2018-11-20
3606222,"Gericke, Wilhelm",格瑞可,,音樂,,2018-11-20
3606223,"Gerlach, Walter",給爾拉何,,物理,,2018-11-20
3606224,"Gerster, Etelka",給爾斯特,,音樂,,2018-11-20
3606225,"Gertler, André",給爾特勒,,音樂,,2018-11-20
3606226,"Gielen, Michael",紀稜,,音樂,,2018-11-20
3606227,"Gieseking, Walter Wilhelm",紀熱金,,音樂,,2018-11-20
3606228,"Glandien, Lutz",葛藍迪恩,,音樂,,2018-11-20
3606229,"Glanert, Detlev",葛拉內特,,音樂,,2018-11-20
3606230,"Goebbels, Heiner",歌伯爾斯,,音樂,,2018-11-20
3606231,"Goeppert-Mayer, Maria",歌培特-麥爾,,物理,,2018-11-20
3606232,"Goetz, Hermann Gustav",歌慈,,音樂,,2018-11-20
3606233,"Goldberg,  Johann Gottlieb",苟爾特貝柯，約翰,,音樂,,2018-11-20
3606234,"Goldmark, Karl",苟爾特馬柯,,音樂,,2018-11-20
3606235,"Goldschmidt, Otto Moritz David",茍爾許米特,,音樂,,2018-11-20
3606236,"Goldschmidt, Victor Moritz",苟爾許米特,,物理,,2018-11-20
3606237,"Goltermann, Georg Eduard",茍爾特曼,,音樂,,2018-11-20
3606238,"Goltz, Christel",茍爾慈,,音樂,,2018-11-20
3606239,"Gompertz, Richard",宮姆培爾慈,,音樂,,2018-11-20
3606240,"Gordan, Paul Albert",苟丹,,物理,,2018-11-20
3606241,"Graener, Paul",葛瑞納,,音樂,,2018-11-20
3606242,"Graetzer, Guillermo",葛瑞策,,音樂,,2018-11-20
3606243,"Grashof, Franz",葛拉斯侯夫,,物理,,2018-11-20
3606244,"Grassmann, Hermann Günther",葛拉斯曼,,物理,,2018-11-20
3606245,"Graubart, Michael",葛勞巴特,,音樂,,2018-11-20
3606246,"Graun, Carl Heinrich",葛勞恩，卡爾,,音樂,,2018-11-20
3606247,"Graun, Johann Gottlieb",葛勞恩，約翰,,音樂,,2018-11-20
3606248,"Graupner, Christoph",葛勞普納,,音樂,,2018-11-20
3606249,"Gregor, Bohumil",葛瑞苟爾,,音樂,,2018-11-20
3606250,"Greindl, Josef",葛萊因德,,音樂,,2018-11-20
3606251,"Grimm, Rudolf",葛林姆,,物理,,2018-11-20
3606252,"Gronostay, Walter",葛羅諾許泰,,音樂,,2018-11-20
3606253,"Grosskopf, Giovanni",葛洛斯寇夫,,音樂,,2018-11-20
3606254,"Grosz, Wilhelm",葛洛斯,,音樂,,2018-11-20
3606255,"Gruber, Heinz Karl",葛路伯,,音樂,,2018-11-20
3606256,"Grümmer, Elisabeth",葛呂默,,音樂,,2018-11-20
3606257,"Grüneisen, Eduard",葛林艾仁,,物理,,2018-11-20
3606258,"Güden, Hilde",居登,,音樂,,2018-11-20
3606259,"Gulda, Friedrich",顧爾達,,音樂,,2018-11-20
3606260,"Gurlitt, Gustav Cornelius",顧里特，古斯塔夫,,音樂,,2018-11-20
3606261,"Gurlitt, Manfred",顧里特，曼福瑞特,,音樂,,2018-11-20
3606262,"Gurlitt, Wilibald Ludwig Ferdinand",顧里特，威利巴特,,音樂,,2018-11-20
3606263,"Gutchë, Gene",顧闕,,音樂,,2018-11-20
3606264,"Gyrowetz, Adalbert",紀羅威慈,,音樂,,2018-11-20
3606265,"Haas, Joseph",哈斯，約瑟夫,,音樂,,2018-11-20
3606266,"Haas, Karl Wilhelm Jacob",哈斯，卡爾,,音樂,,2018-11-20
3606267,"Haber, Fritz",哈伯,,物理,,2018-11-20
3606268,"Haber, Fritz",哈伯,,化學,,2018-11-20
3606269,"Haberbier, Ernst",哈伯比爾,,音樂,,2018-11-20
3606270,"Haebler, Ingrid",黑布勒,,音樂,,2018-11-20
3606271,"Haeckel, Ernst Heinrich Philipp August",黑可爾,,生命科學,,2018-11-20
3606272,"Hakenberg, Stefan",哈肯貝爾柯,,音樂,,2018-11-20
3606273,"Halm, August Otto",哈爾姆,,音樂,,2018-11-20
3606274,"Handl, Jacobus",漢德爾,,音樂,,2018-11-20
3606275,"Hanslick, Eduard",漢斯里柯,,音樂,,2018-11-20
3606276,"Harnoncourt, Nikolaus",阿爾農庫爾,,音樂,,2018-11-20
3606277,"Hartig, Heinz",哈提希,,音樂,,2018-11-20
3606278,"Hartmann, Johann Peter Emilius",哈特曼，約翰,,音樂,,2018-11-20
3606279,"Hartmann, Karl Amadeus",哈特曼，卡爾,,音樂,,2018-11-20
3606280,"Hartmann,Werner",哈特曼,,化學,,2018-11-20
3606281,"Haskil, Clara",哈斯奇爾,,音樂,,2018-11-20
3606282,"Hass, Robert",哈斯,,音樂,,2018-11-20
3606283,"Hasse, Johann Adolph",哈瑟,,音樂,,2018-11-20
3606284,"Hassler, Hans Leo",哈斯勒，漢斯,,音樂,,2018-11-20
3606285,"Hassler, Johann Wilhelm",哈斯勒，約翰,,音樂,,2018-11-20
3606286,"Haubenstock-Ramati, Roman",浩本許托柯-拉馬提,,音樂,,2018-11-20
3606287,"Hauer, Josef Matthias",浩爾,,音樂,,2018-11-20
3606288,"Haug, Hans",浩柯,,音樂,,2018-11-20
3606289,"Hauptmann, Moritz",浩普特曼,,音樂,,2018-11-20
3606290,"Haus, Karl",浩斯,,音樂,,2018-11-20
3606291,"Hausdorff, Felix",浩斯朵夫,,物理,,2018-11-20
3606292,"Hausmann, Robert",浩斯曼,,音樂,,2018-11-20
3606293,"Haydn, Franz Joseph",海頓，法蘭茲,,音樂,,2018-11-20
3606294,"Haydn, Michael",海登，米歇爾,,音樂,,2018-11-20
3606295,"Haym, Hans",海姆,,音樂,,2018-11-20
3606296,"Hecht, Eduard",黑希特,,音樂,,2018-11-20
3606297,"Heckel, Johann Adam",黑可爾,,音樂,,2018-11-20
3606298,"Heermann, Hugo",黑爾曼,,音樂,,2018-11-20
3606299,"Heiden, Bernhard",海登,,音樂,,2018-11-20
3606300,"Heiller, Anton",海勒,,音樂,,2018-11-20
3606301,"Heinichen, Johann David",海尼欣,,音樂,,2018-11-20
3606302,"Heinrich, Anthony Philip",海因呂希,,音樂,,2018-11-20
3606303,"Heisenberg, Werner Karl",海森堡,,物理,,2018-11-20
3606304,"Heitler, Walter Heinrich",海特勒,,物理,,2018-11-20
3606305,"Heller, Barbara",黑勒，芭芭拉,,音樂,,2018-11-20
3606306,"Heller, Stephen",黑勒，史提芬,,音樂,,2018-11-20
3606307,"Hellmesberger, Georg",黑默斯貝爾格，葛歐克,,音樂,,2018-11-20
3606308,"Hellmesberger, Joseph Jr.",黑默斯貝爾格，約瑟夫二世,,音樂,,2018-11-20
3606309,"Hellmesberger, Joseph Sr.",黑默斯貝爾格，約瑟夫一世,,音樂,,2018-11-20
3606310,"Helmholtz, Hermann",封‧黑姆侯爾慈,,音樂,,2018-11-20
3606311,"Hempel, Frieda",黑姆培爾,,音樂,,2018-11-20
3606312,"Henking, Hermann Paul August Otto",亨金,,生命科學,,2018-11-20
3606313,"Henle, Friedrich Gustav Jakob",亨勒,,生命科學,,2018-11-20
3606314,"Hensel, Fanny Cecile",亨熱爾,,音樂,,2018-11-20
3606315,"Henze, Hans Werner",亨策,,音樂,,2018-11-20
3606316,"Herbig, Gunther",黑爾比希,,音樂,,2018-11-20
3606317,"Herglotz, Gustav",黑爾柯羅慈,,物理,,2018-11-20
3606318,"Hering, Karl Ewald Konstantin",黑林,,物理,,2018-11-20
3606319,"Hermann, Carl",黑爾曼,,物理,,2018-11-20
3606320,"Herschel, Frederick William",黑爾薛,,物理,,2018-11-20
3606321,"Hertel, Johann Wilhelm",黑爾特爾,,音樂,,2018-11-20
3606322,"Hertz, Alfred",黑爾慈,,音樂,,2018-11-20
3606323,"Hertz, Gustav Ludwig",赫茲,,物理,,2018-11-20
3606324,"Hertz, Gustav Ludwig",赫茲,,化學,,2018-11-20
3606325,"Herz, Henri",黑爾慈,,音樂,,2018-11-20
3606326,"Hespos, Hans-Joachim",黑斯波斯,,音樂,,2018-11-20
3606327,"Hess, Victor Francis",黑斯,,物理,,2018-11-20
3606328,"Hess, Victor Francis",黑斯,,化學,,2018-11-20
3606329,"Hess, Willy",黑斯，威利,,音樂,,2018-11-20
3606330,"Hesse, Ludwig Otto",黑瑟,,物理,,2018-11-20
3606331,"Heuberger, Richard",侯宇貝爾格,,音樂,,2018-11-20
3606332,"Heusler, Friedrich",侯宇斯勒,,物理,,2018-11-20
3606333,"Hilbert, David",希伯特,,物理,,2018-11-20
3606334,"Hill, Frank",希爾，法蘭克,,音樂,,2018-11-20
3606335,"Hiller, Ferdinand",希勒，費迪南,,音樂,,2018-11-20
3606336,"Hiller, Johann Adam",希勒，約翰,,音樂,,2018-11-20
3606337,"Himmel, Friedrich Heinrich",希默爾,,音樂,,2018-11-20
3606338,"Hittorf, Johann Wilhelm",希托夫,,物理,,2018-11-20
3606339,"Hoffman, Ludwig",霍夫曼，路德維希,,音樂,,2018-11-20
3606340,"Hoffmann, Ernst Theodor Amadeus  (E.T.A.)",霍夫曼，恩斯特,,音樂,,2018-11-20
3606341,"Hoffmann, Karl",霍夫曼，卡爾,,音樂,,2018-11-20
3606342,"Hoffmann, Leopold",霍夫曼，雷歐波特,,音樂,,2018-11-20
3606343,"Hoffmann, Roald",霍夫曼,,物理,,2018-11-20
3606344,"Hoffmann, Roald",霍夫曼,,化學,,2018-11-20
3606345,"Hoffmeister, Franz Anton",霍夫麥斯特,,音樂,,2018-11-20
3606346,"Hoffnung, Gerard",霍夫農,,音樂,,2018-11-20
3606347,"Hoffstetter,  Roman(us)",霍夫許貼特,,音樂,,2018-11-20
3606348,"Hofhaymer, Paul",霍夫海默,,音樂,,2018-11-20
3606349,"Hofmann, Heinrich",霍夫曼，海因利希,,音樂,,2018-11-20
3606350,"Hofmann, Josef",霍夫曼，約瑟夫,,音樂,,2018-11-20
3606351,"Hofmann, Leopold",霍夫曼，雷歐波特,,音樂,,2018-11-20
3606352,"Hofmeister, Rudolf Heinrich",霍夫麥斯特,,物理,,2018-11-20
3606353,"Hollaender, Gustav",霍連德，古斯塔夫,,音樂,,2018-11-20
3606354,"Hollaender, Viktor",霍連德，維克托,,音樂,,2018-11-20
3606355,"Holler, Karl",霍勒,,音樂,,2018-11-20
3606356,"Holliger, Heinz",霍里格,,音樂,,2018-11-20
3606357,"Hollreiser, Heinrich",霍爾萊熱,,音樂,,2018-11-20
3606358,"Hollweg, Werner Friedrich",霍爾威柯,,音樂,,2018-11-20
3606359,"Holtz, Peter Wilhelm Joseph",霍慈,,物理,,2018-11-20
3606360,"Holzbauer, gnaz",霍爾慈包爾,,音樂,,2018-11-20
3606361,"Homilius, Gottfried August",侯密流斯,,音樂,,2018-11-20
3606362,"Honauer, Leontzi",霍瑙爾,,音樂,,2018-11-20
3606363,"Honegger, Arthur",霍內格,,音樂,,2018-11-20
3606364,"Höngen, Elisabeth",亨格恩,,音樂,,2018-11-20
3606365,"Hopf, Heinz",霍普夫,,物理,,2018-11-20
3606366,"Hopf,Hans",霍普夫,,音樂,,2018-11-20
3606367,"Horn, Karl Friedrich",霍爾恩，卡爾,,音樂,,2018-11-20
3606368,"Hotter, Hans",霍特,,音樂,,2018-11-20
3606369,"Huber, Hans",忽伯，漢斯,,音樂,,2018-11-20
3606370,"Huber, Klaus",忽伯，克勞斯,,音樂,,2018-11-20
3606371,"Hubermann, Bronislaw",忽伯曼,,音樂,,2018-11-20
3606372,"Hückel, Erich Armand Arthur Joseph",徐可爾,,物理,,2018-11-20
3606373,"Hummel, Bertold",胡默爾，貝托爾特,,音樂,,2018-11-20
3606374,"Hummel, Johann Nepomuk",胡默爾，約翰,,音樂,,2018-11-20
3606375,"Humperdinck, Engelbert",胡姆培丁柯,,音樂,,2018-11-20
3606376,"Hund, Friedrich Hermann",胡恩特,,物理,,2018-11-20
3606377,"Hund, Friedrich Hermann",胡恩特,,化學,,2018-11-20
3606378,"Hurlebusch, Konrad Friedrich",胡爾勒布許,,音樂,,2018-11-20
3606379,"Hüsch, Gerhard",徐許,,音樂,,2018-11-20
3606380,"Hüttenbrenner, Anselm",徐騰布雷納,,音樂,,2018-11-20
3606381,"Inghelbrecht, Désiré Émile",英格布列希特,,音樂,,2018-11-20
3606382,"Isaac, Heinrich",伊薩柯,,音樂,,2018-11-20
3606383,"Isepp, Martin",伊熱普,,音樂,,2018-11-20
3606384,"Ising, Ernst",伊辛,,物理,,2018-11-20
3606385,"Istel, Edgar",伊斯特,,音樂,,2018-11-20
3606386,"Ivogün, Maria",伊沃君,,音樂,,2018-11-20
3606387,"Jacques-Dalcroze, Emile",賈克-達勒克洛茲,,音樂,,2018-11-20
3606388,"Jadassohn, Salomon",亞達斯宋,,音樂,,2018-11-20
3606389,"Janowitz, Gundula",亞諾威慈,,音樂,,2018-11-20
3606390,"Janssen, Herbert",楊森，赫伯特,,音樂,,2018-11-20
3606391,"Jarnach, Philipp",亞爾納何,,音樂,,2018-11-20
3606392,"Jelinek, Hanns",葉里內柯,,音樂,,2018-11-20
3606393,"Jenner, Gustav Uwe",葉納,,音樂,,2018-11-20
3606394,"Jensen, Adolf",燕仁,,音樂,,2018-11-20
3606395,"Jerger, Alfred",葉爾格,,音樂,,2018-11-20
3606396,"Joachim, Joseph",攸阿辛,,音樂,,2018-11-20
3606397,"Jochum, Eugen",佑胡姆,,音樂,,2018-11-20
3606398,"Kahn, Erich Itor",卡恩,,音樂,,2018-11-20
3606399,"Kalkbrenner, Christian",卡柯布雷納，克里斯提安,,音樂,,2018-11-20
3606400,"Kalkbrenner, Friedrich",卡柯布雷納，弗里德里希,,音樂,,2018-11-20
3606401,"Kaluza, Theodor Franz Eduard",卡路察,,物理,,2018-11-20
3606402,"Kaminski, Heinrich",卡民斯奇，海因利希,,音樂,,2018-11-20
3606403,"Kaminski, Joseph",卡民斯奇，約瑟夫,,音樂,,2018-11-20
3606404,"Karg-Elert, Sigfrid",卡爾柯-艾勒特,,音樂,,2018-11-20
3606405,"Kauder, Hugo",考德,,音樂,,2018-11-20
3606406,"Kaufmann, Georg Friedrich",考夫曼,,音樂,,2018-11-20
3606407,"Kaun, Hugo",考恩,,音樂,,2018-11-20
3606408,"Kayser, Heinrich Ernst",凱熱,,音樂,,2018-11-20
3606409,"Keilberth, Joseph",凱爾貝特,,音樂,,2018-11-20
3606410,"Keiser, Reinhard",凱熱,,音樂,,2018-11-20
3606411,"Kekulé, Friedrich August",克庫雷,,化學,,2018-11-20
3606412,"Kellner, Carl",克爾納,,物理,,2018-11-20
3606413,"Kelterborn, Rudolph",克爾特博恩,,音樂,,2018-11-20
3606414,"Kemp, Barbara",肯姆普,,音樂,,2018-11-20
3606415,"Kempe, Rudolf",肯姆培,,音樂,,2018-11-20
3606416,"Kempff, Wilhelm",肯姆普夫,,音樂,,2018-11-20
3606417,"Kepler, Johannes",克普勒,,物理,,2018-11-20
3606418,"Kerll, Johann Caspar",克爾,,音樂,,2018-11-20
3606419,"Kern, Adele",克爾恩,,音樂,,2018-11-20
3606420,"Kerstens, Huub",克爾斯騰斯,,音樂,,2018-11-20
3606421,"Kes, Willem",克斯,,音樂,,2018-11-20
3606422,"Ketting, Otto",克廷，奧圖,,音樂,,2018-11-20
3606423,"Ketting, Piet",克廷，皮特,,音樂,,2018-11-20
3606424,"Kiel, Friedrich",奇爾,,音樂,,2018-11-20
3606425,"Kienzl, Wilhelm",金策爾,,音樂,,2018-11-20
3606426,"Killing, Wilhelm Karl Joseph",奇陵,,物理,,2018-11-20
3606427,"Kinsky, Georg Ludwig",金斯奇,,音樂,,2018-11-20
3606428,"Kirchhoff, Gustav Robert",奇爾希侯夫,,物理,,2018-11-20
3606429,"Kirchner, Leon",奇爾希納，雷翁,,音樂,,2018-11-20
3606430,"Kirchner, Theodor",奇爾希納，特歐多,,音樂,,2018-11-20
3606431,"Kirkman, Jacob",奇爾柯曼,,音樂,,2018-11-20
3606432,"Kirnberger, Johann Philipp",奇恩貝爾格,,音樂,,2018-11-20
3606433,"Kistler, Cyrill",奇斯特勒,,音樂,,2018-11-20
3606434,"Kittel, Bruno",奇特，布魯諾,,音樂,,2018-11-20
3606435,"Kittel, Johann Christian",奇特，約翰,,音樂,,2018-11-20
3606436,"Kittl, Johann Friedrich",奇特,,音樂,,2018-11-20
3606437,"Klebe, Giselher",柯列伯,,音樂,,2018-11-20
3606438,"Kleeberg, Clotilde",柯列貝爾柯,,音樂,,2018-11-20
3606439,"Kleiber, Carlos",柯賴伯，卡洛斯,,音樂,,2018-11-20
3606440,"Kleiber, Erich",柯賴伯，艾瑞希,,音樂,,2018-11-20
3606441,"Klein, Gideon",柯賴因,,音樂,,2018-11-20
3606442,"Klemperer, Otto",柯列姆培熱,,音樂,,2018-11-20
3606443,"Klengel, August Alexander",柯連格爾，奧古斯特,,音樂,,2018-11-20
3606444,"Klengel, Julius",柯連格爾，尤流斯,,音樂,,2018-11-20
3606445,"Klengel, Paul",柯連格爾，保羅,,音樂,,2018-11-20
3606446,"Kletzki, Paul",柯列慈奇,,音樂,,2018-11-20
3606447,"Klien, Walter",柯里恩,,音樂,,2018-11-20
3606448,"Klindworth, Karl",柯林特沃特,,音樂,,2018-11-20
3606449,"Knappertsbusch, Hans",柯納培慈布許,,音樂,,2018-11-20
3606450,"Kneisel, Franz",柯耐熱爾,,音樂,,2018-11-20
3606451,"Knorr, Iwan",柯諾爾,,音樂,,2018-11-20
3606452,"Knote, Heinrich",柯諾特,,音樂,,2018-11-20
3606453,"Knüpfer, Sebastian",柯女普佛爾,,音樂,,2018-11-20
3606454,"Koch, Pauline",寇何,,物理,,2018-11-20
3606455,"Kochan, Hans Günther",寇韓,,音樂,,2018-11-20
3606456,"Koellreutter, Hans-Joachim",克爾洛宇特,,音樂,,2018-11-20
3606457,"Köhler, August Karl Johann Valentin",柯勒,,物理,,2018-11-20
3606458,"Kohler, Christian Louis Heinrich",寇勒,,音樂,,2018-11-20
3606459,"Kohlrausch, Friedrich Wilhelm Georg",寇爾勞許，弗里德里希,,化學,,2018-11-20
3606460,"Kohlrausch, Karl Wilhelm Friedrich",寇爾勞許，卡爾,,化學,,2018-11-20
3606461,"Kollo, René",寇樓,,音樂,,2018-11-20
3606462,"Kolp, Pierre",寇爾普,,音樂,,2018-11-20
3606463,"Konietzny, Heinrich",寇尼慈尼,,音樂,,2018-11-20
3606464,"Konwitschny, Franz",孔魏曲尼,,音樂,,2018-11-20
3606465,"Kopp, Hermann Franz Moritz",寇普,,化學,,2018-11-20
3606466,"Korn, Peter Jona",寇恩,,音樂,,2018-11-20
3606467,"Koschat, Thomas",寇夏特,,音樂,,2018-11-20
3606468,"Kossel, Ludwig Karl Martin Leonhard Albrecht",寇瑟爾，路德維希,,化學,,2018-11-20
3606469,"Kossel, Walther Ludwig Julius",寇瑟爾，瓦特,,物理,,2018-11-20
3606470,"Kossel, Walther Ludwig Julius",寇瑟爾，瓦特,,化學,,2018-11-20
3606471,"Kossel, Walther Ludwig Julius",寇瑟爾，瓦特,,物理,,2018-11-20
3606472,"Kosterlitz, Hans Walter",寇斯特里慈，漢斯,,物理,,2018-11-20
3606473,"Kowssler, Hans",寇斯勒,,音樂,,2018-11-20
3606474,"Kraft, Anton",柯拉夫特，安東,,音樂,,2018-11-20
3606475,"Kraft, Nicolaus",柯拉夫特，尼可勞斯,,音樂,,2018-11-20
3606476,"Kraft, William",柯拉夫特，威廉,,音樂,,2018-11-20
3606477,"Kraus, Joseph Martin",柯勞斯，約瑟夫,,音樂,,2018-11-20
3606478,"Kraus, Lili",柯勞斯，莉莉,,音樂,,2018-11-20
3606479,"Krauss, Clemens",柯勞斯，克雷門斯,,音樂,,2018-11-20
3606480,"Krebs, Johann Ludwig",柯瑞普斯，約翰,,音樂,,2018-11-20
3606481,"Krebs, Marie",柯瑞普斯，瑪莉,,音樂,,2018-11-20
3606482,"Kreisler, Fritz",柯萊斯勒,,音樂,,2018-11-20
3606483,"Kreutzer, Conradin",柯洛宇策，孔拉丁,,音樂,,2018-11-20
3606484,"Kreutzer, Rodolphe",柯洛宇策，洛多芙,,音樂,,2018-11-20
3606485,"Krieger, Adam",柯瑞格，亞當,,音樂,,2018-11-20
3606486,"Krieger, Johann",柯瑞格，約翰,,音樂,,2018-11-20
3606487,"Krieger, Johann Philipp",柯瑞格，約翰,,音樂,,2018-11-20
3606488,"Krips, Henry",柯瑞普斯，亨利,,音樂,,2018-11-20
3606489,"Krips, Josef",柯瑞普斯，約瑟夫,,音樂,,2018-11-20
3606490,"Kröll, Georg",柯略爾,,音樂,,2018-11-20
3606491,"Krommer, Franz",柯洛默,,音樂,,2018-11-20
3606492,"Kronecker, Leopold",柯洛內可,,物理,,2018-11-20
3606493,"Kronig, Ralph",柯洛尼希,,物理,,2018-11-20
3606494,"Krueger, Karl",柯呂格,,音樂,,2018-11-20
3606495,"Krumpholtz, Jean-Baptiste",柯倫姆普侯爾慈，約翰,,音樂,,2018-11-20
3606496,"Krumpholtz, Wenzel",柯倫姆普侯爾慈，溫策爾,,音樂,,2018-11-20
3606497,"Kuhlau, Friedrich Daniel Rudolf",庫勞,,音樂,,2018-11-20
3606498,"Kuhn, Richard",庫恩,,物理,,2018-11-20
3606499,"Kuhnau, Johann",庫瑙,,音樂,,2018-11-20
3606500,"Kulenkampff, Georg",庫稜坎姆夫,,音樂,,2018-11-20
3606501,"Kullak, Theodor",庫拉柯,,音樂,,2018-11-20
3606502,"Kummer, Friedrich August",庫默,,音樂,,2018-11-20
3606503,"Kundt, August",昆特,,物理,,2018-11-20
3606504,"Kunz, Erich",昆慈,,音樂,,2018-11-20
3606505,"Kurz, Selma",庫爾慈，瑟爾瑪,,音樂,,2018-11-20
3606506,"Kusser, Johann Sigismund",庫瑟,,音樂,,2018-11-20
3606507,"Kyburz, Hanspeter",奇布慈,,音樂,,2018-11-20
3606508,"Lachenmann, Helmut",拉亨曼,,音樂,,2018-11-20
3606509,"Lachner, Franz Paul",拉何納,,音樂,,2018-11-20
3606510,"Ladenburg, Albert",拉登布爾柯,,化學,,2018-11-20
3606511,"Lambert, Johann Heinrich",拉姆貝爾特,,物理,,2018-11-20
3606512,"Landsteiner, Karl",藍特許泰納,,生命科學,,2018-11-20
3606513,"Lang, Josephine",朗恩，約瑟芬,,音樂,,2018-11-20
3606514,"Lange-Müller, Peter Erasmus",朗額-繆勒,,音樂,,2018-11-20
3606515,"Langerhans, Paul",朗額韓斯,,生命科學,,2018-11-20
3606516,"Lanner, Joseph",拉納,,音樂,,2018-11-20
3606517,"Lauber, Joseph",勞伯,,音樂,,2018-11-20
3606518,"Laves, Fritz",拉佛斯,,物理,,2018-11-20
3606519,"Lecher, Ernst",列歇爾,,物理,,2018-11-20
3606520,"Lechner, Leonhard",列希納,,音樂,,2018-11-20
3606521,"Lee, Sebastian",列伊,,音樂,,2018-11-20
3606522,"Lehmann, Harry",列曼,,物理,,2018-11-20
3606523,"Lehmann, Lilli",列曼，莉莉,,音樂,,2018-11-20
3606524,"Lehmann, Lotte",列曼，蘿特,,音樂,,2018-11-20
3606525,"Leibniz, Gottfried Wilhelm",萊布尼茲,,物理,,2018-11-20
3606526,"Leichtentritt, Hugo",賴希騰特呂特,,音樂,,2018-11-20
3606527,"Leider, Frida",賴德,,音樂,,2018-11-20
3606528,"Leitner, Ferdinand",賴特納,,音樂,,2018-11-20
3606529,"Lemnitz, Tiana",列姆尼慈,,音樂,,2018-11-20
3606530,"Lentz, Georges",連慈，喬治,,音樂,,2018-11-20
3606531,"Lentz, Johan Nicolaas",連慈，約翰,,音樂,,2018-11-20
3606532,"Leonhardt, Gustav",列翁哈特,,音樂,,2018-11-20
3606533,"Levi, Hermann",列威,,音樂,,2018-11-20
3606534,"Libeling, Georg",利伯陵，葛歐克,,音樂,,2018-11-20
3606535,"Libeling, Leonard",利伯陵，雷翁納特,,音樂,,2018-11-20
3606536,"Liebermann, Rolf",利伯曼，羅夫,,音樂,,2018-11-20
3606537,"Lierhammer, Theodor",利爾哈默,,音樂,,2018-11-20
3606538,"Lincke, Carl Emil Paul",令可,,音樂,,2018-11-20
3606539,"Lindberg, Magnus",林特貝爾柯，瑪葛努斯,,音樂,,2018-11-20
3606540,"Lindberg, Oskar",林特貝爾柯，奧斯卡,,音樂,,2018-11-20
3606541,"Lindblad, Adolf Fredrik",林德布拉德,,音樂,,2018-11-20
3606542,"Linde, Hans-Martin",林德,,音樂,,2018-11-20
3606543,"Lindemann, Frederick Alexander",林德曼,,物理,,2018-11-20
3606544,"Lipp, Wilma",利普,,音樂,,2018-11-20
3606545,"Lippisch, Alexander Martin",利皮許,,物理,,2018-11-20
3606546,"Lobe, Johann Christian",鏤伯,,音樂,,2018-11-20
3606547,"Loeschhorn, Albert",略許洪,,音樂,,2018-11-20
3606548,"Logothetis, Anestis",樓茍貼提斯,,音樂,,2018-11-20
3606549,"Löhr, Hermann",略爾,,音樂,,2018-11-20
3606550,"Lohse, Carl Gustav Otto",鏤熱,,音樂,,2018-11-20
3606551,"London, Fritz Wolfgang",洛恩董,,物理,,2018-11-20
3606552,"Lorenz, Max",鏤連慈,,音樂,,2018-11-20
3606553,"Lortzing, Gustav Albert",洛秦,,音樂,,2018-11-20
3606554,"Loschmidt, Johann Josef",洛許米特,,物理,,2018-11-20
3606555,"Lothar, Mark",鏤塔,,音樂,,2018-11-20
3606556,"Löwe, Ferdinand",略威，費迪南,,音樂,,2018-11-20
3606557,"Löwe, Johann Carl Gottfried",略威，約翰卡爾,,音樂,,2018-11-20
3606558,"Löwe, Johann Jacob",略威，約翰雅克伯,,音樂,,2018-11-20
3606559,"Lübeck, Vincent",呂貝柯,,音樂,,2018-11-20
3606560,"Lucca, Pauline",路卡,,音樂,,2018-11-20
3606561,"Lüders, Gerhart",呂德斯,,物理,,2018-11-20
3606562,"Ludwig, Christa",路特威希，克麗絲塔,,音樂,,2018-11-20
3606563,"Ludwig, Friedrich",路特威希，弗里德里希,,音樂,,2018-11-20
3606564,"Ludwig, Leopold",路特威希，雷歐波特,,音樂,,2018-11-20
