ID,英文名稱,中文名稱,圖片,領域,祖籍,更新日期
3606565,"Ludwig, William",路特威希，威廉,,音樂,,2018-11-20
3606566,"Lummer, Otto Richard",路默,,物理,,2018-11-20
3606567,"Luther, Martin",路特,,音樂,,2018-11-20
3606568,"Mach, Ernst",馬何,,物理,,2018-11-20
3606569,"Madelung, Erwin",馬德隆,,物理,,2018-11-20
3606570,"Magnus, Heinrich Gustav",馬葛奴斯,,物理,,2018-11-20
3606571,"Mahler, Gustav",馬勒，古斯塔夫,,音樂,,2018-11-20
3606572,"Malling, Otto Valdemar",馬陵,,音樂,,2018-11-20
3606573,"Mallinger, Mathide",馬陵格,,音樂,,2018-11-20
3606574,"Malten, Therese",馬爾騰,,音樂,,2018-11-20
3606575,"Mälzel, Johann Nepomuk",梅爾策,,音樂,,2018-11-20
3606576,"Mann, Matthias Georg",曼恩,,音樂,,2018-11-20
3606577,"Mara, Gertrude",馬拉,,音樂,,2018-11-20
3606578,"Marchesi, Mathilde",馬爾克吉,,音樂,,2018-11-20
3606579,"Marggraf, Andreas Sigismund",馬柯葛拉夫,,化學,,2018-11-20
3606580,"Margules, Max",馬古雷斯,,物理,,2018-11-20
3606581,"Marschalk, Max",馬夏爾柯,,音樂,,2018-11-20
3606582,"Marschner, Heinrich August",馬許納,,音樂,,2018-11-20
3606583,"Marx, Joseph Rupert Rudolf",馬柯斯，約瑟夫,,音樂,,2018-11-20
3606584,"Marx, Karl",馬柯斯，卡爾,,音樂,,2018-11-20
3606585,"Materna, Amalie",馬貼納,,音樂,,2018-11-20
3606586,"Mathis, Edith",馬提斯,,音樂,,2018-11-20
3606587,"Mattheson, Johann",馬特宋,,音樂,,2018-11-20
3606588,"Maurer, Ludwig",毛熱,,音樂,,2018-11-20
3606589,"Maute, Matthias",毛特,,音樂,,2018-11-20
3606590,"Mayer, Emilie Luise Friederika",麥爾,,音樂,,2018-11-20
3606591,"Mayer, Hans Ferdinand",麥爾，漢斯,,物理,,2018-11-20
3606592,"Mayer, Johann Tobias",麥爾，約翰,,物理,,2018-11-20
3606593,"Mayer-Helmund, Erik",麥爾-黑爾牧恩特,,音樂,,2018-11-20
3606594,"Mayr, Ernst Walter",麥爾，恩斯特,,生命科學,,2018-11-20
3606595,"Mayr, Johann Simon",麥爾，約翰,,音樂,,2018-11-20
3606596,"Mayr, Richard",麥爾，理查,,音樂,,2018-11-20
3606597,"Mayseder, Josef",麥熱德,,音樂,,2018-11-20
3606598,"Meijering, Cord",梅耶林,,音樂,,2018-11-20
3606599,"Meili, Max",麥里,,音樂,,2018-11-20
3606600,"Meißner, Alexander",麥斯納，亞歷山大,,物理,,2018-11-20
3606601,"Meißner, Fritz Walther",麥斯納，弗里兹,,物理,,2018-11-20
3606602,"Melkus, Eduard",梅爾庫斯,,音樂,,2018-11-20
3606603,"Mendel, Gregor Johann",孟德爾,,生命科學,,2018-11-20
3606604,"Mendelssohn-Bartholdy, Jakob Ludwig Felix",孟德爾頌-巴妥爾迪,,音樂,,2018-11-20
3606605,"Mendelssohn-Hensel, Fanny Cäcilie",孟德爾斯宋-亨熱爾,,音樂,,2018-11-20
3606606,"Mengelberg, Curt Rudolf",孟格貝爾柯，庫爾特,,音樂,,2018-11-20
3606607,"Mengelberg, Joseph Willem",孟格貝爾柯，約瑟夫,,音樂,,2018-11-20
3606608,"Menter, Sophie",孟特,,音樂,,2018-11-20
3606609,"Merkel, Gustav Adolf",梅可爾,,音樂,,2018-11-20
3606610,"Meyerbeer, Giacomo",麥爾貝爾,,音樂,,2018-11-20
3606611,"Middelschulte, Wilhelm",密德舒爾特,,音樂,,2018-11-20
3606612,"Mie, Gustav Adolf Feodor Wilhelm Ludwig",密氏,,物理,,2018-11-20
3606613,"Millöcker, Karl",密略可,,音樂,,2018-11-20
3606614,"Minkus, Léon(Ludwig)",民庫斯,,音樂,,2018-11-20
3606615,"Mitscherlich, Eilhard",密闕里希,,物理,,2018-11-20
3606616,"Mödl, Martha",默德爾,,音樂,,2018-11-20
3606617,"Moeschinger, Albert Jean",默荀額爾,,音樂,,2018-11-20
3606618,"Mohaupt, Richard",莫郝普特,,音樂,,2018-11-20
3606619,"Molique, Wilhelm Bernhard",莫里柯,,音樂,,2018-11-20
3606620,"Mollier, Richard",莫利埃,,物理,,2018-11-20
3606621,"Molter, Jokann-Melchior",莫爾特,,音樂,,2018-11-20
3606622,"Monn, Matthias Georg",蒙恩,,音樂,,2018-11-20
3606623,"Moralt, Rudolf",莫拉爾特,,音樂,,2018-11-20
3606624,"Morini, Erica",莫呂尼,,音樂,,2018-11-20
3606625,"Moscheles, Ignaz",莫薛勒斯,,音樂,,2018-11-20
3606626,"Moser, Hans Joachim",莫熱,,音樂,,2018-11-20
3606627,"Mössbauer, Rudolf Ludwig",默斯包爾,,物理,,2018-11-20
3606628,"Mottl, Felix",莫特爾,,音樂,,2018-11-20
3606629,"Mozart, Franz Xaver Wolfgang",莫察特，法蘭茲,,音樂,,2018-11-20
3606630,"Mozart, Johann Georg Leopold",莫察特，約翰,,音樂,,2018-11-20
3606631,"Mozart, Wolfgang Amadeus",莫札特，沃夫岡,,音樂,,2018-11-20
3606632,"Muck, Karl",牧柯,,音樂,,2018-11-20
3606633,"Muffat, Georg",牧法特，葛歐克,,音樂,,2018-11-20
3606634,"Muffat, Gottlieb Theophil",牧法特，哥特利普,,音樂,,2018-11-20
3606635,"Mühlfeld, Richard",繆爾費特,,音樂,,2018-11-20
3606636,"Müller, Erwin Wilhelm",繆勒，艾爾溫,,物理,,2018-11-20
3606637,"Müller, Karl Alexander",繆勒，卡爾,,物理,,2018-11-20
3606638,"Müller, Walther",繆勒，瓦特,,物理,,2018-11-20
3606639,"Müller-Hartmann, Robert Gerson",繆勒-哈特曼,,音樂,,2018-11-20
3606640,"Münchinger, Karl",閔興額,,音樂,,2018-11-20
3606641,"Mundry, Isabel",牧恩德呂,,音樂,,2018-11-20
3606642,"Müthel, Johann Gottfried",繆特爾,,音樂,,2018-11-20
3606643,"Nagel, Wilibald",納格爾，威利巴特,,音樂,,2018-11-20
3606644,"Nägeli, Hans Georg",內格里,,音樂,,2018-11-20
3606645,"Naumann,Johann Gottlieb",瑙曼,,音樂,,2018-11-20
3606646,"Neefe, Christian Gettlob",內佛,,音樂,,2018-11-20
3606647,"Neidlinger, Gustav",耐特陵額,,音樂,,2018-11-20
3606648,"Nernst, Walther Hermann",內恩斯特,,物理,,2018-11-20
3606649,"Nessler, Victor Ernst",內斯勒,,音樂,,2018-11-20
3606650,"Neumann, Angelo",諾宇曼，安格洛,,音樂,,2018-11-20
3606651,"Neumann, Franz Ernst",諾宇曼,,物理,,2018-11-20
3606652,"Neumann, Václav",諾宇曼，瓦茲拉夫,,音樂,,2018-11-20
3606653,"Neumann, Werner",諾宇曼，威爾納,,音樂,,2018-11-20
3606654,"Neuwirth, Olga",諾宇威特,,音樂,,2018-11-20
3606655,"Nicodé, Jean Louis",尼寇德,,音樂,,2018-11-20
3606656,"Nicolai, Carl Otto Ehrenfried",尼寇萊,,音樂,,2018-11-20
3606657,"Niecks, Frederick",尼柯斯,,音樂,,2018-11-20
3606658,"Niederberger, Maria A.",尼德貝爾格,,音樂,,2018-11-20
3606659,"Niedermeyer, Abraham Louis",尼德麥爾,,音樂,,2018-11-20
3606660,"Niemann, Albert",尼曼,,音樂,,2018-11-20
3606661,"Nietzsche, Friedrich Wilhelm",尼采,,音樂,,2018-11-20
3606662,"Niggli, Paul",尼葛里,,物理,,2018-11-20
3606663,"Nikisch, Arthur",尼奇許,,音樂,,2018-11-20
3606664,"Noether, Amalie Emmy",諾特,,物理,,2018-11-20
3606665,"Nordheim, Arne",諾特海姆,,音樂,,2018-11-20
3606666,"Nottebohm, Gustav",諾特博姆,,音樂,,2018-11-20
3606667,"Nowak, Leopold",諾瓦柯，雷歐波特,,音樂,,2018-11-20
3606668,"Obrecht, Jakob",歐布雷何特,,音樂,,2018-11-20
3606669,"Ohm, Georg Simon",歐姆,,物理,,2018-11-20
3606670,"Olbers, Heinrich Wilhelm Matthäus",奧伯斯,,物理,,2018-11-20
3606671,"Olczewska, Maria",歐闕夫斯卡,,音樂,,2018-11-20
3606672,"Onegin, Sigrid",歐內金,,音樂,,2018-11-20
3606673,"Orel, Alfred",歐雷爾,,音樂,,2018-11-20
3606674,"Orff, Carl",奧爾夫,,音樂,,2018-11-20
3606675,"Othmayr, Caspar",奧特麥爾,,音樂,,2018-11-20
3606676,"Pachelbel, Johann",帕何貝爾,,音樂,,2018-11-20
3606677,"Pachmann, Vladimir de",德‧帕何曼,,音樂,,2018-11-20
3606678,"Paer, Ferdinando",帕耶爾,,音樂,,2018-11-20
3606679,"Palm, Siegfried",帕爾姆,,音樂,,2018-11-20
3606680,"Panofka, Heinrich",帕諾夫卡,,音樂,,2018-11-20
3606681,"Papier, Rosa",帕皮爾,,音樂,,2018-11-20
3606682,"Paschen, Louis Karl Heinrich Friedrich",帕宣,,化學,,2018-11-20
3606683,"Paschen, Louis Karl Heinrich Friedrich",帕宣,,物理,,2018-11-20
3606684,"Patzak, Julius",帕察柯,,音樂,,2018-11-20
3606685,"Pauer, Ernst",袍爾，恩斯特,,音樂,,2018-11-20
3606686,"Pauer, Max",袍爾，馬克斯,,音樂,,2018-11-20
3606687,"Pauly, Rosa",袍里,,音樂,,2018-11-20
3606688,"Paumann, Conrad",袍曼,,音樂,,2018-11-20
3606689,"Paumgartner, Bernhard",袍姆加特納,,音樂,,2018-11-20
3606690,"Paur, Emil",袍爾,,音樂,,2018-11-20
3606691,"Peierls, Rudolf Ernst",派爾斯,,物理,,2018-11-20
3606692,"Pepping, Ernst",佩平,,音樂,,2018-11-20
3606693,"Pepusch, Johann Christoph",佩普許,,音樂,,2018-11-20
3606694,"Peters, Carl",佩特斯,,音樂,,2018-11-20
3606695,"Petersen, Wilhelm",佩特仁,,音樂,,2018-11-20
3606696,"Petri, Egon",佩特呂,,音樂,,2018-11-20
3606697,"Petrini, Francesco",佩特瑞尼,,音樂,,2018-11-20
3606698,"Petzold, Christian",佩綢爾特,,音樂,,2018-11-20
3606699,"Pezel, Johann Christoph",佩策爾,,音樂,,2018-11-20
3606700,"Pfitzner, Hans",普費慈納,,音樂,,2018-11-20
3606701,"Pilarczyk, Helga",皮拉屈柯,,音樂,,2018-11-20
3606702,"Pirani, Marcello Stefano",皮拉尼,,物理,,2018-11-20
3606703,"Pisendel, Johann Georg",皮仁德爾,,音樂,,2018-11-20
3606704,"Pitz, Wilhelm",皮慈,,音樂,,2018-11-20
3606705,"Pixis, Johann Peter",皮柯西斯,,音樂,,2018-11-20
3606706,"Plaidy, Louis",普萊迪,,音樂,,2018-11-20
3606707,"Planck, Max Karl Ernst Ludwig",普朗克,,化學,,2018-11-20
3606708,"Planck, Max Karl Ernst Ludwig",普朗克,,物理,,2018-11-20
3606709,"Pohl, Carl Ferdinand",波爾,,音樂,,2018-11-20
3606710,"Pohl, Robert Wichard",波爾,,物理,,2018-11-20
3606711,"Poos, Heinrich",普斯,,音樂,,2018-11-20
3606712,"Popp, Lucia",波普,,音樂,,2018-11-20
3606713,"Popper, David",波培爾,,音樂,,2018-11-20
3606714,"Praeger, Ferdinand",普瑞格,,音樂,,2018-11-20
3606715,"Praetorius, Hieronymus",普雷透呂烏斯，西羅尼木斯,,音樂,,2018-11-20
3606716,"Praetorius, Jacob",普雷透呂烏斯，雅克伯,,音樂,,2018-11-20
3606717,"Praetorius, Michael",普雷透呂烏斯，米歇爾,,音樂,,2018-11-20
3606718,"Prandtl, Ludwig",普朗特,,物理,,2018-11-20
3606719,"Prey, Hermann",普萊,,音樂,,2018-11-20
3606720,"Prohaska, Jaro",普洛哈斯卡，雅羅,,音樂,,2018-11-20
3606721,"Prohaska, Karl",普洛哈斯卡，卡爾,,音樂,,2018-11-20
3606722,"Pulfrich, Carl",普夫呂希,,物理,,2018-11-20
3606723,"Quantz, Johann Joachim",寬慈,,音樂,,2018-11-20
3606724,"Quincke, Georg Hermann",柯魏因可,,物理,,2018-11-20
3606725,"Raabe,Peter",拉伯,,音樂,,2018-11-20
3606726,"Raaff, Anton",拉夫,,音樂,,2018-11-20
3606727,"Raff, Joseph Joachim",拉夫,,音樂,,2018-11-20
3606728,"Raimann, Rudolf",萊曼,,音樂,,2018-11-20
3606729,"Ramsauer, Carl Wilhelm",拉姆饒爾,,物理,,2018-11-20
3606730,"Raphael, Günter",拉法埃爾,,音樂,,2018-11-20
3606731,"Rappoldi, Eduard",拉波迪,,音樂,,2018-11-20
3606732,"Reda, Siegfried",瑞達,,音樂,,2018-11-20
3606733,"Reger, Johann Baptist Joseph Maximilian",瑞格,,音樂,,2018-11-20
3606734,"Rehfuss, Heinz Julius",瑞夫斯,,音樂,,2018-11-20
3606735,"Reich, Willi",萊希,,音樂,,2018-11-20
3606736,"Reichardt, Johann Friedrich",萊夏特,,音樂,,2018-11-20
3606737,"Reiche, Fritz",萊歇,,物理,,2018-11-20
3606738,"Reichmann, Theodor",萊希曼,,音樂,,2018-11-20
3606739,"Reichwein, Leopold",萊希外因,,音樂,,2018-11-20
3606740,"Reimann, Aribert",萊曼,,音樂,,2018-11-20
3606741,"Reinecke, Carl Heinrich Carsten",萊內可,,音樂,,2018-11-20
3606742,"Reinhardt, Delia",萊因哈特,,音樂,,2018-11-20
3606743,"Reining, Maria",萊寧,,音樂,,2018-11-20
3606744,"Reinken, Johann Adam",萊因肯,,音樂,,2018-11-20
3606745,"Reisenauer, Alfred",萊仁奧爾,,音樂,,2018-11-20
3606746,"Reiss, Albert",萊斯,,音樂,,2018-11-20
3606747,"Reißiger, Carl Gottlieb",萊西格，卡爾,,音樂,,2018-11-20
3606748,"Reißiger, Friedrich August",萊西格，弗里德里希,,音樂,,2018-11-20
3606749,"Reizenstein, Franz Theodor",萊岑許坦,,音樂,,2018-11-20
3606750,"Remy, Alfred",瑞米,,音樂,,2018-11-20
3606751,"Reubke, Julius",洛宇普可,,音樂,,2018-11-20
3606752,"Reusner, Esaias",洛宇斯納,,音樂,,2018-11-20
3606753,"Reutter, Hermann",洛宇特,,音樂,,2018-11-20
3606754,"Rheinberger, Joseph Gabriel",萊因貝爾格,,音樂,,2018-11-20
3606755,"Richter, Ernst Friedrich Eduard",瑞希特，恩斯特,,音樂,,2018-11-20
3606756,"Richter, Franz Xaver",瑞希特，法蘭茲,,音樂,,2018-11-20
3606757,"Richter, Hans",瑞希特，漢斯,,音樂,,2018-11-20
3606758,"Richter, Karl",瑞希特，卡爾,,音樂,,2018-11-20
3606759,"Richter-Haaser, Hans",瑞希特-哈熱,,音樂,,2018-11-20
3606760,"Rickenbacher, Karl Anton",瑞肯巴何,,音樂,,2018-11-20
3606761,"Ridderbusch, Karl",瑞德布許,,音樂,,2018-11-20
3606762,"Rieding, Oskar",瑞丁,,音樂,,2018-11-20
3606763,"Riedl, Bartholomäus",瑞德爾,,音樂,,2018-11-20
3606764,"Riehm, Rolf",瑞姆,,音樂,,2018-11-20
3606765,"Riemann, Georg Friedrich Bernhard",瑞曼,,物理,,2018-11-20
3606766,"Riemann, Karl Wilhelm Julius Hugo",瑞曼,,音樂,,2018-11-20
3606767,"Ries, Ferdinand",瑞斯，費迪南,,音樂,,2018-11-20
3606768,"Ries, Franz Anton Xaverius",瑞斯，法蘭茲,,音樂,,2018-11-20
3606769,"Ries, Pieter Hubert",瑞斯，胡伯特,,音樂,,2018-11-20
3606770,"Rietz, August Wilhelm Julius",瑞慈,,音樂,,2018-11-20
3606771,"Rigel, Henri-Joseph",瑞格爾,,音樂,,2018-11-20
3606772,"Rihm, Wolfgang Michael",瑞姆,,音樂,,2018-11-20
3606773,"Rinck, Johann Christian Heinrich",林柯,,音樂,,2018-11-20
3606774,"Ritter, Alexander Sascha",瑞特，亞歷山大,,音樂,,2018-11-20
3606775,"Ritter, August Gottfried",瑞特，奧古斯特,,音樂,,2018-11-20
3606776,"Ritter, Hermann",瑞特，赫爾曼,,音樂,,2018-11-20
3606777,"Roemhildt, Johann Theodor",略姆希爾特,,音樂,,2018-11-20
3606778,"Rogg, Lionel",洛柯,,音樂,,2018-11-20
3606779,"Rogowski, Walter",羅苟夫斯奇,,物理,,2018-11-20
3606780,"Romberg, Andreas Jakob",隆姆貝爾柯，安德瑞阿斯,,音樂,,2018-11-20
3606781,"Romberg, Bernhard Heinrich",隆姆貝爾柯，伯恩哈特,,音樂,,2018-11-20
3606782,"Röntgen, Julius Engelbert",略恩特根,,音樂,,2018-11-20
3606783,"Röntgen, Wilhelm Conrad",倫琴,,物理,,2018-11-20
3606784,"Rosa, Carl August Nicholas",洛沙,,音樂,,2018-11-20
3606785,"Rosbaud, Hans",洛斯包特,,音樂,,2018-11-20
3606786,"Rosé, Arnold Josef",洛熱,,音樂,,2018-11-20
3606787,"Rosenmüller, Johann",洛仁繆勒,,音樂,,2018-11-20
3606788,"Rosenthal, Moriz",洛仁塔爾,,音樂,,2018-11-20
3606789,"Rössel-Majdan, Hildegard",略瑟-麥丹,,音樂,,2018-11-20
3606790,"Rössler, Otto",略斯勒,,物理,,2018-11-20
3606791,"Rothemüller, Marko",洛特繆勒,,音樂,,2018-11-20
3606792,"Rothenberger, Anneliese",洛騰貝爾格,,音樂,,2018-11-20
3606793,"Rummel, Christian",路默爾，克里斯提安,,音樂,,2018-11-20
3606794,"Rummel, Franz",路默爾，法蘭茲,,音樂,,2018-11-20
3606795,"Rummel, Walter Morse",路默爾，瓦特,,音樂,,2018-11-20
3606796,"Rust, Friedrich Wilhelm",路斯特，弗里德里希,,音樂,,2018-11-20
3606797,"Rust, Wilhelm",路斯特，威廉,,音樂,,2018-11-20
3606798,"Rust, Wilhelm Karl",路斯特，威廉 卡爾,,音樂,,2018-11-20
3606799,"Sacher, Paul",薩何爾,,音樂,,2018-11-20
3606800,"Sachs, Curt",薩柯斯,,音樂,,2018-11-20
3606801,"Sackur, Otto",薩庫,,物理,,2018-11-20
3606802,"Salmhofer, Franz",薩爾姆侯佛,,音樂,,2018-11-20
3606803,"Salomon, Johan Peter",薩樓蒙,,音樂,,2018-11-20
3606804,"Sauer, Maud",饒爾,,音樂,,2018-11-20
3606805,"Sawallisch, Wolfgang",沙瓦里許,,音樂,,2018-11-20
3606806,"Schack, Benedikt",夏柯,,音樂,,2018-11-20
3606807,"Schäffer, Bogusław Julien",薛佛,,音樂,,2018-11-20
3606808,"Schaffrath, Christoph",夏夫拉特,,音樂,,2018-11-20
3606809,"Schalk, Franz",夏爾柯,,音樂,,2018-11-20
3606810,"Scharwenka, Xaver",夏爾溫卡，克沙維,,音樂,,2018-11-20
3606811,"Scharwenka, Ludwig Philipp",夏爾溫卡，路德維希,,音樂,,2018-11-20
3606812,"Scheibe, Johann Adolf",夏伯,,音樂,,2018-11-20
3606813,"Scheidemann, Heinrich",夏德曼,,音樂,,2018-11-20
3606814,"Scheidt, Samuel",夏特,,音樂,,2018-11-20
3606815,"Schein, Johann Hermann",夏因,,音樂,,2018-11-20
3606816,"Schenk, Johann Baptist",宣柯,,音樂,,2018-11-20
3606817,"Schenker, Friedrich",宣可，弗里德里希,,音樂,,2018-11-20
3606818,"Schenker, Heinrich",宣可，海因利希,,音樂,,2018-11-20
3606819,"Scherber, Martin",薛爾伯,,音樂,,2018-11-20
3606820,"Scherchen, Hermann Carl Julius",薛爾欣,,音樂,,2018-11-20
3606821,"Scherchen-Hsiao, Tona",薛爾欣-蕭,,音樂,,2018-11-20
3606822,"Schibler, Armin",徐布勒,,音樂,,2018-11-20
3606823,"Schiff, András",徐夫,,音樂,,2018-11-20
3606824,"Schindelmeisser, Louis",荀德麥瑟,,音樂,,2018-11-20
3606825,"Schindler, Anton Felix",荀德勒,,音樂,,2018-11-20
3606826,"Schleiden, Matthias Jakob",許賴登,,生命科學,,2018-11-20
3606827,"Schlick, Arnolt",許利柯，阿諾特,,音樂,,2018-11-20
3606828,"Schlick, Johann",許利柯，約翰,,音樂,,2018-11-20
3606829,"Schlusnus, Heinrich",許路斯奴斯,,音樂,,2018-11-20
3606830,"Schmelzer, Johann Heinrich",許梅爾策,,音樂,,2018-11-20
3606831,"Schmid, Erich",許密特，艾瑞希,,音樂,,2018-11-20
3606832,"Schmidt, Franz",許密特，法蘭茲,,音樂,,2018-11-20
3606833,"Schmidt, Joseph",許密特，約瑟夫,,音樂,,2018-11-20
3606834,"Schmidt, Ole",許密特，歐勒,,音樂,,2018-11-20
3606835,"Schmidt-Isserstedt, Hans",許密特-伊瑟許貼特,,音樂,,2018-11-20
3606836,"Schmieder, Wolfgang",許密德,,音樂,,2018-11-20
3606837,"Schmitt, Aloys",許密特，阿洛伊斯,,音樂,,2018-11-20
3606838,"Schnabel, Artur",許納伯爾，阿圖爾,,音樂,,2018-11-20
3606839,"Schnabel, Karl Ulrich",許納伯爾，卡爾,,音樂,,2018-11-20
3606840,"Schnebel, Dieter",許內伯爾,,音樂,,2018-11-20
3606841,"Schnéevoigt, Georg",許內佛柯特,,音樂,,2018-11-20
3606842,"Schneider, Friedrich",許耐德，弗里德里希,,音樂,,2018-11-20
3606843,"Schneiderhan, Wolfgang",許耐德韓,,音樂,,2018-11-20
3606844,"Schnyder, Daniel",許尼德,,音樂,,2018-11-20
3606845,"Schobert, Johann",秀伯特,,音樂,,2018-11-20
3606846,"Schock, Rudolf",秀柯,,音樂,,2018-11-20
3606847,"Schoeck, Othmar",薛柯,,音樂,,2018-11-20
3606848,"Schöffler, Paul",薛夫勒,,音樂,,2018-11-20
3606849,"Schollum, Robert",秀魯姆,,音樂,,2018-11-20
3606850,"Scholz, Bernhard E.",秀爾慈,,音樂,,2018-11-20
3606851,"Schönbach, Dieter",薛恩巴何,,音樂,,2018-11-20
3606852,"Schönberg, Arnold",薛恩貝爾柯,,音樂,,2018-11-20
3606853,"Schönherr, Max",薛恩黑爾,,音樂,,2018-11-20
3606854,"Schönzeler, Hans-Hubert",薛恩策勒,,音樂,,2018-11-20
3606855,"Schradieck, Henry",許拉迪柯,,音樂,,2018-11-20
3606856,"Schreck, Brundo",許瑞柯,,音樂,,2018-11-20
3606857,"Schreier, Peter",許萊爾,,音樂,,2018-11-20
3606858,"Schreker, Franz",許瑞可,,音樂,,2018-11-20
3606859,"Schröder, Hermann",許略德,,音樂,,2018-11-20
3606860,"Schröder-Devrient, Wilhelmine",許略德-迭弗林特,,音樂,,2018-11-20
3606861,"Schubert, Franz",舒伯特,,音樂,,2018-11-20
3606862,"Schulhoff, Erwin",舒爾侯夫，艾爾溫,,音樂,,2018-11-20
3606863,"Schulhoff, Julius",舒爾侯夫，尤流斯,,音樂,,2018-11-20
3606864,"Schultz, Wolfgang-Andreas",舒爾慈，沃夫岡-安德瑞阿斯,,音樂,,2018-11-20
3606865,"Schulz, Johann Abraham Peter",舒爾慈，約翰,,音樂,,2018-11-20
3606866,"Schulz-Beuthen, Heinrich",舒爾慈-博宇騰,,音樂,,2018-11-20
3606867,"Schumann, Clara",舒曼，克拉拉,,音樂,,2018-11-20
3606868,"Schumann, Elizabeth",舒曼，伊莉莎白,,音樂,,2018-11-20
3606869,"Schumann, Robert",舒曼，羅伯特,,音樂,,2018-11-20
3606870,"Schuppanzigh, Ignaz",舒潘齊柯,,音樂,,2018-11-20
3606871,"Schuricht, Carl",舒呂希特,,音樂,,2018-11-20
3606872,"Schurmann, Georg Caspar",舒爾曼，葛歐克,,音樂,,2018-11-20
3606873,"Schurmann, Gerard",舒爾曼，葛拉特,,音樂,,2018-11-20
3606874,"Schutt, Eduard",舒特,,音樂,,2018-11-20
3606875,"Schütz, Heinrich",緒慈,,音樂,,2018-11-20
3606876,"Schwann, Theodor",許瓦恩,,生命科學,,2018-11-20
3606877,"Schwarzkopf, Elisabeth",許瓦慈寇夫,,音樂,,2018-11-20
3606878,"Schwarzschild, Karl",許瓦慈徐特,,物理,,2018-11-20
3606879,"Schwencke, Christian Friedrich Gottlieb",許溫可,,音樂,,2018-11-20
3606880,"Schwertsik, Kurt",許魏爾齊柯　,,音樂,,2018-11-20
3606881,"Schwindl, Friedrich",許汶因德,,音樂,,2018-11-20
3606882,"Sechter, Simon",熱希特,,音樂,,2018-11-20
3606883,"Seefried, Irmgard",熱弗呂特,,音樂,,2018-11-20
3606884,"Seger, Hermann August",熱格,,物理,,2018-11-20
3606885,"Seinemeyer, Meta",賽內麥爾,,音樂,,2018-11-20
3606886,"Seitz, Fritz",賽慈　　,,音樂,,2018-11-20
3606887,"Sekles, Bernhard",熱柯勒斯,,音樂,,2018-11-20
3606888,"Senfl, Ludwig",仁佛,,音樂,,2018-11-20
3606889,"Sieber, Ferdinand",夕伯,,音樂,,2018-11-20
3606890,"Siems, Margarethe",夕姆斯,,音樂,,2018-11-20
3606891,"Slezak, Leo",斯列察柯,,音樂,,2018-11-20
3606892,"Sohncke, Leonhard",宋可,,物理,,2018-11-20
3606893,"Soldat, Marie",柔大特,,音樂,,2018-11-20
3606894,"Sommer, Raphael",宋默，拉斐爾,,音樂,,2018-11-20
3606895,"Sommer, Vladimir",宋默，弗拉迪米爾,,音樂,,2018-11-20
3606896,"Sommerfeld, Arnold Johannes Wilhelm",宋默費特,,物理,,2018-11-20
3606897,"Sontag, Henriette",宋塔柯,,音樂,,2018-11-20
3606898,"Soret, Charles",索雷,,物理,,2018-11-20
3606899,"Sorge, Georg Andreas",柔格,,音樂,,2018-11-20
3606900,"Speer, Georgy Daniel",許佩爾,,音樂,,2018-11-20
3606901,"Spindler, Fritz",許品德勒,,音樂,,2018-11-20
3606902,"Spinner, Leopold",許皮納,,音樂,,2018-11-20
3606903,"Spitta, Philipp",許皮塔,,音樂,,2018-11-20
3606904,"Spohr, Ludwig",許波爾,,音樂,,2018-11-20
3606905,"Stader, Maria",許塔德,,音樂,,2018-11-20
3606906,"Staempfli, Edward",許騰普夫里,,音樂,,2018-11-20
3606907,"Stamitz, Carl Philipp",許塔米慈，卡爾,,音樂,,2018-11-20
3606908,"Stamitz, Johann Wenzel Anton",許塔米慈，約翰,,音樂,,2018-11-20
3606909,"Stark, Johannes",許塔柯,,物理,,2018-11-20
3606910,"Starzer, Josef",許塔策,,音樂,,2018-11-20
3606911,"Stavenhagen, Bernard",許塔文哈根,,音樂,,2018-11-20
3606912,"Stefan, Joseph",許貼凡,,物理,,2018-11-20
3606913,"Stefan, Paul",許貼凡，保羅,,音樂,,2018-11-20
3606914,"Steffan, Ernest",許貼凡,,音樂,,2018-11-20
3606915,"Stehle, Sophie",許貼勒,,音樂,,2018-11-20
3606916,"Steibelt, Daniel",許泰貝爾特,,音樂,,2018-11-20
3606917,"Steiger, Rand",許泰格,,音樂,,2018-11-20
3606918,"Stein, Erwin",許坦，艾爾溫,,音樂,,2018-11-20
3606919,"Stein, Fritz William",許坦，弗里茲,,音樂,,2018-11-20
3606920,"Stein, Richard Heinrich",許坦，理查,,音樂,,2018-11-20
3606921,"Steinbach, Emil",許坦巴何，艾米爾,,音樂,,2018-11-20
3606922,"Steinbach, Fritz",許坦巴何，弗里茲,,音樂,,2018-11-20
3606923,"Steinmetz, Charles Proteus",許坦梅慈,,物理,,2018-11-20
3606924,"Steinweg, Heinrich Engelhardt",許坦威柯,,音樂,,2018-11-20
3606925,"Stephan, Rudi",許貼凡，路迪,,音樂,,2018-11-20
3606926,"Stern, Julius",許貼恩,,音樂,,2018-11-20
3606927,"Stern, Otto",許貼恩,,物理,,2018-11-20
3606928,"Stockhausen, Franz",許透柯郝仁，法蘭茲,,音樂,,2018-11-20
3606929,"Stockhausen, Julius",許透柯郝仁，尤流斯,,音樂,,2018-11-20
3606930,"Stockhausen, Karlheinz",許透柯郝仁，卡爾海因茨,,音樂,,2018-11-20
3606931,"Stolz, Robert",許透慈，羅伯特,,音樂,,2018-11-20
