ID,英文名稱,中文名稱,圖片,界,門,綱,目,科,屬,種,資料來源,更新日期
3592857,Triceratium shadboltianum,短刺三角藻,,Chromista原藻界,Ochrophyta褐藻門,Coscinodiscophyceae圓篩藻綱,Biddulphiales盒形藻目,Biddulphiaceae盒形藻科,Triceratium三角藻屬,shadboltianum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592858,Taiwanaspidiotus shakunagi,臺灣圓盾介殼蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Diaspididae盾介殼蟲科,Taiwanaspidiotus圓盾介殼蟲屬,shakunagi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592859,Eosentomon shalihsienense,沙里仙古蚖,,Animalia動物界,Arthropoda節肢動物門,Entognatha內口綱,Protura原尾目,Eosentomidae古蚖科,Eosentomon古蚖屬,shalihsienense,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592860,Carlavirus Shallot latent virus,分蔥潛隱病毒,,Viruses病毒,,,正鏈RNA病毒,Flexiviridae彎曲病毒科,Carlavirus康乃馨潛隱病毒屬,Shallot latent virus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592861,Potyvirus Shallot yellow stripe virus,分蔥黃條斑紋病毒,,Viruses病毒,,,正鏈RNA病毒,Potyviridae馬鈴薯Y病毒科,Potyvirus馬鈴薯Y病毒屬,Shallot yellow stripe virus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592862,Cereopsius shamankarriyali,呂宋粗天牛;蘭嶼粗天牛,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Cerambycidae天牛科,Cereopsius,shamankarriyali,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592863,Thaumastopeus shangaicus,暗藍扁騷金龜,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Scarabaeidae金龜子科,Thaumastopeus扁騷金龜屬,shangaicus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592864,Crypsis shangrongae,褐球擬步行蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Tenebrionidae擬步行蟲科,Crypsis球擬步行蟲屬,shangrongae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592865,Polycopinoidea shangyangi,商鞅似多枝介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Myodocopida麗足介目,Polycopidae多枝介科,Polycopinoidea似多枝介屬,shangyangi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592866,Corybas shanlinshiensis,杉林溪盔蘭,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Asparagales天門冬目,Orchidaceae蘭科,Corybas鎧蘭屬,shanlinshiensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592867,Cidariplura shanmeii,山美胸鬚裳蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Erebidae裳蛾科,Cidariplura胸鬚裳蛾屬,shanmeii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592868,Euhemicera shantita,長匏胸擬迴木蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Tenebrionidae擬步行蟲科,Euhemicera擬迴木蟲屬,shantita,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592869,Crocidura shantungensis hosletti,荷氏小麝鼩;小麝鼩,,Animalia動物界,Chordata脊索動物門,Mammalia哺乳綱,Soricomorpha鼩形目,Soricidae尖鼠科,Crocidura麝鼩屬,shantungensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592870,Bufoceratias shaoi,邵氏蟾蜍角__;邵氏蟾__;深海__,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Lophiiformes__目,Diceratiidae雙角__科,Bufoceratias蟾蜍角__屬,shaoi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592871,Enneapterygius shaoi,邵氏雙線_;狗鰷;三鰭_,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Perciformes鱸形目,Tripterygiidae三鰭_科,Enneapterygius雙線_屬,shaoi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592872,Gymnothorax shaoi,邵氏裸胸鯙;錢鰻;薯鰻;虎鰻,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Anguilliformes鰻形目,Muraenidae鯙科,Gymnothorax裸胸鯙屬,shaoi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592873,Macrobrachium shaoi,邵氏沼蝦,,Animalia動物界,Arthropoda節肢動物門,Malacostraca軟甲綱,Decapoda十足目,Palaemonidae長臂蝦科,Macrobrachium沼蝦屬,shaoi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592874,Ophichthus shaoi,邵氏蛇鰻,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Anguilliformes鰻形目,Ophichthidae蛇鰻科,Ophichthus蛇鰻屬,shaoi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592875,Parapercis shaoi,邵氏擬鱸;海狗甘仔;狗_;舉目魚;雨傘閂;花狗母海;沙鱸,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Perciformes鱸形目,Pinguipedidae擬鱸科,Parapercis擬鱸屬,shaoi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592876,Mileewa sharpa,尖頭窗翅葉蟬,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Cicadellidae葉蟬科,Mileewa窗翅葉蟬屬,sharpa,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592877,Euponera sharpi,夏氏粗針蟻,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hymenoptera膜翅目,Formicidae蟻科,Euponera,sharpi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592878,Haliplus sharpi,夏普氏小頭水蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Haliplidae小頭水蟲科,Haliplus小頭水蟲屬,sharpi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592879,Laccophilus sharpi,夏普氏粒龍蝨,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Dytiscidae龍蝨科,Laccophilus粒龍蝨屬,sharpi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592880,Homaliadelphus sharpii,夏氏擬扁枝苔,,Plantae植物界,Bryophyta苔類植物門,Bryopsida苔綱,Leucodontales白齒苔目,Neckeraceae平苔科,Homaliadelphus擬扁枝苔屬,sharpii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592881,Homaliadelphus sharpii rotundatus,夏氏擬扁枝苔,,Plantae植物界,Bryophyta苔類植物門,Bryopsida苔綱,Leucodontales白齒苔目,Neckeraceae平苔科,Homaliadelphus擬扁枝苔屬,sharpii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592882,Athyrium sheareri,華東安蕨,,Plantae植物界,Pteridophyta蕨類植物門,Filicopsida真蕨綱,Polypodiales水龍骨目,Athyriaceae蹄蓋蕨科,Athyrium,sheareri,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592883,Pyrrosia sheareri,盧山石葦,,Plantae植物界,Pteridophyta蕨類植物門,Filicopsida真蕨綱,Polypodiales水龍骨目,Polypodiaceae水龍骨科,Pyrrosia石葦屬,sheareri,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592884,Eupenicillium shearii,希爾正青霉,,Fungi真菌界,Ascomycota子囊菌門,Eurotiomycetes散囊菌綱,Eurotiales散囊菌目,Trichocomaceae髮菌科,Eupenicillium正青霉屬,shearii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592885,Penicillium shearii,許爾氏青黴,,Fungi真菌界,Ascomycota子囊菌門,Eurotiomycetes散囊菌綱,Eurotiales散囊菌目,Trichocomaceae髮菌科,Penicillium青黴屬,shearii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592886,Macrocypris shechiia,社稷巨星介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Macrocyprididae巨星介科,Macrocypris巨星介屬,shechiia,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592887,Borboresthes shedingshanus,社頂山汙毛朽木甲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Tenebrionidae擬步行蟲科,Borboresthes污毛朽木甲屬,shedingshanus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592888,Capripoxvirus Sheeppox virus,綿羊痘病毒,,Viruses病毒,,,dsDNA雙鏈DNA病毒,Poxviridae痘病毒科,Capripoxvirus羊痘病毒屬,Sheeppox virus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592889,Etompterus sheikoi,希氏烏鯊,,Animalia動物界,Chordata脊索動物門,Chondrichthyes軟骨魚綱,Squaliformes角鯊目,Etmopteridae烏鯊科,Etompterus,sheikoi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592890,Timomenus shelfordi,順鋏蠼_,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Dermaptera革翅目,Forficulidae蠼_科,Timomenus喬球_屬,shelfordi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592891,Bubuloceratina shengfuhi,勝負牛角介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Bathocytheridae深海花介科,Bubuloceratina牛角介屬,shengfuhi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592892,Cytherella shengmu,神木小浪花介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Cytherellidae小浪花介科,Cytherella小浪花介屬,shengmu,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592893,Aglaiocypris shengmuna,神木紅花介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Paracyprididae副金星介科,Aglaiocypris紅花介屬,shengmuna,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592894,Callogobius sheni,沈氏硬皮_虎;沈氏美_虎魚,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Perciformes鱸形目,Gobiidae_虎科,Callogobius硬皮_虎屬,sheni,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592895,Coelorinchus sheni,沈氏腔吻鱈;鱈魚,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Gadiformes鱈形目,Macrouridae鼠尾鱈科,Coelorinchus腔吻鱈屬,sheni,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592896,Enneapterygius sheni,沈氏雙線_;狗鰷;三鰭_,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Perciformes鱸形目,Tripterygiidae三鰭_科,Enneapterygius雙線_屬,sheni,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592897,Eptatretus sheni,沈氏黏盲鰻;青眠鰻;無目鰻;鰻背;龍筋,,Animalia動物界,Chordata脊索動物門,Myxini盲鰻綱,Myxiniformes盲鰻目,Myxinidae盲鰻科,Eptatretus黏盲鰻屬,sheni,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592898,Hemimyzon sheni,沈氏間爬岩鰍;沈氏間吸鰍;石貼仔,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Cypriniformes鯉形目,Balitoridae爬鰍科,Hemimyzon間爬岩鰍屬,sheni,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592899,Ostichthys sheni,沈氏骨鱗魚;沈氏骨_;金鱗甲;鐵甲兵;瀾公妾;鐵線婆,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Beryciformes金眼鯛目,Holocentridae金鱗魚科,Ostichthys骨鱗魚屬,sheni,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592900,Plectranthias sheni,沈氏棘花鱸;花鱸,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Perciformes鱸形目,Serranidae鮨科,Plectranthias棘花鱸屬,sheni,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592901,Stalix sheni,沈氏叉棘魚;沈氏叉棘_;叉棘_;狗旗仔,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Perciformes鱸形目,Opistognathidae後頜魚科,Stalix叉棘魚屬,sheni,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592902,Scalida shenklingi,沈氏草蠊,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Blattodea蜚蠊目,Ectobiidae姬蠊科,Scalida草蠊屬,shenklingi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592903,Ponera shennong,神農針蟻,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hymenoptera膜翅目,Formicidae蟻科,Ponera針蟻屬,shennong,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592904,Illeis shensiensis,陝西素菌瓢蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Coccinellidae瓢蟲科,Illeis素菌瓢蟲屬,shensiensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592905,Aceria shepherdiae,胡頹子瘤節蜱,,Animalia動物界,Arthropoda節肢動物門,Arachnida蛛形綱,Trombidiformes絨_目,Eriophyidae節蜱科,Aceria瘤節蜱屬,shepherdiae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592906,Euphaedusa sheridani,謝氏小煙管蝸牛,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Stylommatophora柄眼目,Clausiliidae煙管蝸牛科,Euphaedusa小煙管蝸牛屬,sheridani,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592907,Aegista shermani,薛氏盾蝸牛,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Stylommatophora柄眼目,Bradybaenidae扁蝸牛科,Aegista盾蝸牛屬,shermani,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592908,Videnoida shermani,平笠蝸牛,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Stylommatophora柄眼目,Trochomorphidae笠蝸牛科,Videnoida笠蝸牛屬,shermani,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592909,Geothelphusa shernshan,神山澤蟹,,Animalia動物界,Arthropoda節肢動物門,Malacostraca軟甲綱,Decapoda十足目,Potamidae溪蟹科,Geothelphusa澤蟹屬,shernshan,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592910,Microcypris sheyao,戲謔小金星介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Cyprididae金星介科,Microcypris小金星介屬,sheyao,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592911,Paracytheridea shiaguandonga,下關東似美花介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Paracytherideidae似美花介科,Paracytheridea似美花介屬,shiaguandonga,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592912,Brahmina shibatai,柴田赤褐金龜,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Scarabaeidae金龜子科,Brahmina赤褐金龜屬,shibatai,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592913,Byrsax shibatai,_肩蟾皮擬步行蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Tenebrionidae擬步行蟲科,Byrsax蟾皮擬步行蟲屬,shibatai,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592914,Chloridolum shibatai,芝田氏大綠天牛,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Cerambycidae天牛科,Chloridolum,shibatai,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592915,Clada (Taiwanoclada) shibatai,柴田櫛角尨蕈甲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Ptinidae蛛甲科,Clada (Taiwanoclada)櫛角尨蕈甲屬,shibatai,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592916,Diphyrrhynchus shibatai,柴田卵擬步行蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Tenebrionidae擬步行蟲科,Diphyrrhynchus卵擬步行蟲屬,shibatai,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592917,Eryssamena shibatai,柴田氏細條天牛,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Cerambycidae天牛科,Eryssamena,shibatai,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592918,Formozygaena shibatai,柴谷氏蓬萊斑蛾;黑緣黃斑蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Zygaenidae斑蛾科,Formozygaena蓬萊斑蛾屬,shibatai,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592919,Holotrichia shibatai,柴田黑金龜,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Scarabaeidae金龜子科,Holotrichia黑金龜屬,shibatai,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592920,Hoplia shibatai yushana,玉山綠長腳金龜,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Scarabaeidae金龜子科,Hoplia長腳金龜屬,shibatai,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592921,Hoplia shibatai makiharai,桃園綠長腳金龜,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Scarabaeidae金龜子科,Hoplia長腳金龜屬,shibatai,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592922,Hoplia shibatai shibatai,綠長腳金龜,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Scarabaeidae金龜子科,Hoplia長腳金龜屬,shibatai,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592923,Hoplia (Pseudohoplia) shibatai matsudai,南投綠長腳金龜,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Scarabaeidae金龜子科,Hoplia (Pseudohoplia),shibatai,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592924,Hoplomaladera shibatai,柴田橫溝絨毛金龜,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Scarabaeidae金龜子科,Hoplomaladera溝絨毛金龜屬,shibatai,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592925,Leiopus shibatai,芝田氏寬腿天牛,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Cerambycidae天牛科,Leiopus,shibatai,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592926,Panorpa shibatai,柴田蠍蛉,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Mecoptera長翅目,Panorpidae蠍蛉科,Panorpa蠍蛉屬,shibatai,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592927,Prothemus shibatai,芝田氏圓胸菊虎;柴田氏圓胸菊虎,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Cantharidae菊虎科,Prothemus圓胸菊虎屬,shibatai,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592928,Oligosita shibuyae,長突寡索赤眼蜂,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hymenoptera膜翅目,Trichogrammatidae赤眼蜂科,Oligosita,shibuyae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592929,Cytherura shiehkuani,師曠尾花介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Cytheruridae尾花介科,Cytherura尾花介屬,shiehkuani,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592930,Longipalpus shigarorogi,蘭嶼姬棕天牛;蘭嶼飴色天牛,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Cerambycidae天牛科,Longipalpus姬棕天牛屬,shigarorogi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592931,Plesiophthalmus shigeoi,墾丁隆背迴木蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Tenebrionidae擬步行蟲科,Plesiophthalmus,shigeoi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592932,Arrenurus shih,石氏雄尾_,,Animalia動物界,Arthropoda節肢動物門,Arachnida蛛形綱,Trombidiformes絨_目,Arrenuridae雄尾_科,Arrenurus雄尾_屬,shih,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592933,Euhemicera shihchiehi,仕傑擬迴木蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Tenebrionidae擬步行蟲科,Euhemicera擬迴木蟲屬,shihchiehi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592934,Mesophora shihi,施氏花磚螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Heterogastropoda異腹足目,Triphoridae左錐螺科,Mesophora玄珠螺屬,shihi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592935,Phlyctocythere shihkui,郤穀泡疹介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Loxoconchidae彎貝介科,Phlyctocythere泡疹介屬,shihkui,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592936,Aleuromarginatus shihmenensis,石門緣粉蝨,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Aleyrodidae粉蝨科,Aleuromarginatus緣粉蝨屬,shihmenensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592937,Pseudocercospora shihmenensis,石門假尾孢菌,,Fungi真菌界,Ascomycota子囊菌門,Dothideomycetes座囊菌綱,Mycosphaerellales球腔菌目,Mycosphaerellaceae球腔菌科,Pseudocercospora假尾孢菌屬,shihmenensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592938,Actinocythereis shihy_i,史魚光束介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Trachyleheridae粗面介科,Actinocythereis光束介屬,shihy_i,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592939,Parakrithe shihyungi,郤雍副克里介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Cytherideidae荊花介科,Parakrithe副克里介屬,shihyungi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592940,Aleurolobus shiiae,烤穴粉蝨,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Aleyrodidae粉蝨科,Aleurolobus穴粉蝨屬,shiiae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592941,Meliola shiiae,栲黑煤菌,,Fungi真菌界,Ascomycota子囊菌門,Ascomycetes子囊菌綱,Meliolales小煤炭菌目,Meliolaceae小煤炭菌科,Meliola小煤炭菌屬,shiiae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3592942,Suzukia shikikunensis,鈴木草;假馬蹄草,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Lamiales唇形目,Lamiaceae唇形科,Suzukia鈴木草屬,shikikunensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
