ID,英文名稱,中文名稱,圖片,備註,更新日期
504131,Dianthus chinensis L.var.lanciniatus Koern,洛陽花；垂瓣石竹（于）,,,2012-11-26
504132,Dianthus chinensis L.; Chinese pink; rainbow pink,石竹（P.）（Br.）；石柱子花（東北）；瞿麥（H.M.）；洛陽花,,,2012-11-26
504133,Dianthus caryophyllus L.; carnation; clove pink; gillyflower,香石竹；紅茂草（H.M.）康乃馨,,,2012-11-26
504134,Dianthus caesius Smith; cheddar pink,歐洲蔓叢石竹,,,2012-11-26
504136,Dianthus barbatus L.; Sweet william; bearded pink,美國石竹,,,2012-11-26
504137,Dianthus amurensis Jacq.,東北瞿麥,,,2012-11-26
504138,Dianella straminea Yatabe,黃花桔梗蘭,,,2012-11-26
504139,Dianella nemorosa Lam.,山菅蘭（K. F.）,,,2012-11-26
504140,Dianella ensifolia Red.,桔梗蘭；水葉蘭,,,2012-11-26
504141,Dianella,桔梗蘭屬（百合科）,,,2012-11-26
504142,diandrous,有二雄蕊的,,,2012-11-26
504143,diandric,雌性異型的；（雄性XY型）父體X染色體上的基因傳遞於女兒）,,,2012-11-26
504144,Diandria,二雄蕊門,,,2012-11-26
504145,diamond green; brilliant green; malachite green,鑽石錄；孔雀綠,,,2012-11-26
504146,diamond,鑽石；金剛石,,,2012-11-26
504147,diamino-diphosphatide,二胺二磷脂,,,2012-11-26
504148,diamino acid,二胺基酸,,,2012-11-26
504149,diamine,二胺,,,2012-11-26
504150,diamidine,聯【月+米】,,,2012-11-26
504151,diamide,二醯胺,,,2012-11-26
504152,diameter transversa,橫徑,,,2012-11-26
504154,diameter at breast height (D.B.H); diameter breast high,胸高直徑,,,2012-11-26
504156,dialyzator,透析器,,,2012-11-26
504158,dialysis,透析,,,2012-11-26
504159,dialystele,離生中心柱,,,2012-11-26
504160,dialyser,透析器,,,2012-11-26
504162,dialysate,透析物,,,2012-11-26
504163,dialysepalous calyx; schizosepalous calyx,離片萼,,,2012-11-26
504164,dialypetalous flower,離瓣花,,,2012-11-26
504167,dialypetalous corolla; choripetalous chorolla; schizopetalous corolla,離瓣花冠,,,2012-11-26
504168,dialypetalous,多片的,,,2012-11-26
504170,dialypetalous,離瓣的；花瓣分離的,,,2012-11-26
504171,dialycarpic,心皮分離的,,,2012-11-26
504173,dially1,二丙烯基,,,2012-11-26
504175,diallelic (Atwood 1944),二基因的；二對偶基因的,,,2012-11-26
504177,diallel crossing (Schmidt 1919),全互交,,,2012-11-26
504179,diallel analysis,全互交分析,,,2012-11-26
504180,diakinesis (Haecker 1897) stage,（減數分裂）趨動期；聯會期,,,2012-11-26
504182,diaheliotropism,橫向日性,,,2012-11-26
504183,diagynic,雄性異型的；（雌性XY型）母體X染色體上的基因遺傳於男兒,,,2012-11-26
504185,diagonal chiasmata; disparate chiasmata; progressive chiasmata,三（或三以上）分體交叉；對角線交叉點,,,2012-11-26
504186,diagram of respiration,呼吸作用圖式；呼吸描錄,,,2012-11-26
504187,diagonal,對角線的,,,2012-11-26
504188,diagnosis,簡明記載；診斷,,,2012-11-26
504189,diagnosis of nutrient condition,營養狀況診斷,,,2012-11-26
504190,dia-geotropism,橫向地性,,,2012-11-26
504191,diagalvano tropism,橫向電性,,,2012-11-26
504192,diadelphous stamen,二體雄蕊,,,2012-11-26
504193,diadelphous,二體的,,,2012-11-26
504194,Diadelphia,兩體雄蕊門,,,2012-11-26
504195,diad,二分子；二子,,,2012-11-26
504196,diachya,葉肉,,,2012-11-26
504197,diachenium,懸果；雙懸果,,,2012-11-26
504198,Diachea,白軸壺黴屬（白軸壺黴科）,,,2012-11-26
