ID,英文名稱,中文名稱,圖片,中國大陸譯名,更新日期
3542843,bond,債券,,债券,2018-06-26
3542844,bond issued at discount,折價發行債券,,折价债券,2018-06-26
3542845,bond issued at par,平價發行債券,,平价债券,2018-06-26
3542846,bond issued at premium,溢價發行債券,,溢价债券,2018-06-26
3542847,bonds payable,應付公司債,,应付债券,2018-06-26
3542848,Bonus issue,分紅配股,,,2018-06-26
3542849,bonus plan,分紅計畫,,,2018-06-26
3542850,book of contracts,合約組合,,,2018-06-26
3542851,book value,帳面價值,,账面价值,2018-06-26
3542852,book value of fixed assets,固定資產帳面價值；固定資產帳面金額,,,2018-06-26
3542853,"book value of property, plant and equipment {=PPE}",不動產、廠房及設備帳面價值；不動產、廠房及設備帳面金額,,,2018-06-26
3542854,borrowing costs,借款成本,,,2018-06-26
3542855,bottleneck,瓶頸,,,2018-06-26
3542856,bottom-up test,由下而上測試法,,,2018-06-26
3542857,boundary systems,邊界系統,,,2018-06-26
3542858,break-even point,損益兩平點,,盈亏平衡点,2018-06-26
3542859,budget,預算,,预算,2018-06-26
3542860,budget slack,預算寛列,,预算松弛,2018-06-26
3542861,budgetary slack,虛擬預算,,,2018-06-26
3542862,budgeted cost,預算成本,,,2018-06-26
3542863,budgeted indirect-cost rate,預計間接成本率,,,2018-06-26
3542864,budgeted performance,預算績效,,,2018-06-26
3542865,budgets,預算,,,2018-06-26
3542866,build-operate-transfer {=BOT},興建─營運─移轉,,,2018-06-26
3542867,bundled product,套裝產品,,,2018-06-26
3542868,business,業務{IFRS3},,,2018-06-26
3542869,business combination involving entities or businesses under common control,共同控制下個體或業務之企業合併,,,2018-06-26
3542870,business combination[s],企業合併,,,2018-06-26
3542871,business combinations - classification either as acquisitions or unitings of interests,企業合併：收購法或權益結合法之分類,,,2018-06-26
3542872,business failure,企業失敗,,,2018-06-26
3542873,business function costs,企業職能成本,,,2018-06-26
3542874,business model,經營模式,,,2018-06-26
3542875,business process level,營運流程層級,,,2018-06-26
3542876,business risk,營業風險,,,2018-06-26
3542877,business segment,業務部門,,,2018-06-26
3542878,business unit,業務單位,,,2018-06-26
3542879,buying segment,採購部門,,,2018-06-26
3542880,by-product,副產品,,,2018-06-26
3542881,byproducts,副產品,,,2018-06-26
3542882,call options,買權,,,2018-06-26
3542883,call provision,贖回條款；買回條款,,,2018-06-26
3542884,callable,可買回,,,2018-06-26
