ID,英文名稱,中文名稱,圖片,備註,更新日期
2711891,educational endowment,教育捐款；教育基金,,,2016-10-04
2711892,educational excursion,參觀教學,,,2016-10-04
2711893,educational expenditure,教育經費支出；教育開支,,,2016-10-04
2711894,educational experimentation,教育實驗,,,2016-10-04
2711895,educational expert,教育專家,,,2016-10-04
2711896,educational finance,教育財政,,,2016-10-04
2711897,"Educational Funding Committee, Executive Yuan",行政院教育經費基準委員會,,,2016-10-04
2711898,educational funding formula,教育經費計算基準,,,2016-10-04
2711899,"Educational Grants Committee, Ministry of Education",教育部教育經費分配審議委員會,,,2016-10-04
2711900,educational guide,教育指導；教育指南,,,2016-10-04
2711901,Educational Institute of Scotland {=EIS},蘇格蘭教師聯合會 {英},,英國教育學,2016-10-04
2711902,educational journal,教育期刊,,,2016-10-04
2711903,educational ladder,教育階梯,,,2016-10-04
2711904,educational library,教育圖書館,,,2016-10-04
2711905,educational literature,教育文獻,,,2016-10-04
2711906,educational magazine,教育雜誌,,,2016-10-04
2711907,educational management information system,教育管理資訊系統,,,2016-10-04
2711908,educational measurement,教育測量,,,2016-10-04
2711909,educational museum,教育博物館,,,2016-10-04
2711910,educational neutralism,教育中立原則,,,2016-10-04
2711911,educational opportunity,教育機會,,,2016-10-04
2711912,educational pathology,教育病理學,,,2016-10-04
2711913,educational penalty,教育的懲罰,,,2016-10-04
2711914,educational period,教育時期,,,2016-10-04
2711915,educational periodical,教育期刊,,,2016-10-04
2711916,educational philosophy,教育哲學,,,2016-10-04
2711917,educational plant,教育設備；教育設施,,,2016-10-04
2711918,educational policy,教育政策,,,2016-10-04
2711919,educational priority areas project,教育優先區計畫,,,2016-10-04
2711920,educational process,教育歷程,,,2016-10-04
2711921,educational propaganda,教育宣導,,,2016-10-04
2711922,educational psychologist,教育心理師,,,2016-10-04
2711923,educational psychology,教育心理學,,,2016-10-04
2711924,educational punishment,教育的懲罰,,,2016-10-04
2711925,educational quotient {= E.Q.},教育商數,,,2016-10-04
2711926,educational reform,教育改革,,,2016-10-04
2711927,educational research,教育研究,,,2016-10-04
2711928,educational right,教育權[利],,,2016-10-04
2711929,educational sociology,教育社會學,,,2016-10-04
2711930,educational statistics,教育統計[學],,,2016-10-04
2711931,educational suggestion,教育建議,,,2016-10-04
2711932,educational system,教育制度,,,2016-10-04
2711933,educational test,教育測驗,,,2016-10-04
2711934,educational value,教育價值,,,2016-10-04
2711935,educational yearbook,教育年鑑；教育年刊,,,2016-10-04
2711936,educationalist,教育學家；教育學者,,,2016-10-04
2711937,educationist,教育學家；教育學者,,,2016-10-04
2711938,educator,教育工作者,,,2016-10-04
2711939,Effective Learning Project,有效學習方案 {英},,英國教育學,2016-10-04
2711940,efficiency gains,效益指標,,,2016-10-04
2711941,egocentric,自我中心,,,2016-10-04
2711942,elective subject,選習科,,,2016-10-04
2711943,elective system,選修制,,,2016-10-04
2711944,electronic-based school administration,校務行政ｅ化,,,2016-10-04
2711945,elementary and junior high school,國民中小學,,,2016-10-04
2711946,elementary and secondary school,中小學,,,2016-10-04
2711947,elementary and secondary school of aboriginal,原住民中小學,,,2016-10-04
2711948,elementary education,初等教育,,,2016-10-04
2711949,elementary school,小學；基礎學校,,,2016-10-04
2711950,elementary school English teaching,國小英語教學,,,2016-10-04
2711951,elocution,演講；辯論術,,,2016-10-04
2711952,emergency assistance for overseas Chinese students,僑生急難救助,,,2016-10-04
2711953,emotion,情緒,,,2016-10-04
2711954,empirical method,經驗法；實徵,,,2016-10-04
2711955,empirical pedagogy,經驗教育學,,,2016-10-04
2711956,empirical psychology,實徵心理學,,,2021-03-26
2711957,empiricism,經驗論；經驗主義,,,2016-10-04
2711958,encyclopedia of education,教育百科全書,,,2016-10-04
2711959,endowed school,捐資學校,,,2016-10-04
2711960,endurance test,持久測驗；耐力測驗,,,2016-10-04
2711961,engineering college,工學院,,,2016-10-04
2711962,engineering education,工程教育,,,2016-10-04
2711963,English,英語,,,2016-10-04
2711964,Enlightenment,啟蒙運動,,,2016-10-04
2711965,enrollment,登記；入學；註冊,,,2016-10-04
2711966,enrollment promoting association,招生策進總會,,,2016-10-04
2711967,entrance age,入學年齡,,,2016-10-04
2711968,entrance examination,入學考試,,,2016-10-04
2711969,entrance requirement,入學標準；入學條件,,,2016-10-04
2711970,environmental education,環境教育,,,2016-10-04
2711971,Episcopal school,主教座堂學校；聖公會學校,,,2016-10-04
2711972,epitome method,摘要法,,,2016-10-04
2711973,equal opportunity for education,教育機會平等,,,2016-10-04
2711974,equivalent education level,同等學力,,,2016-10-04
2711975,equivalent-group method,等組法,,,2016-10-04
2711976,error curve,錯誤曲線,,,2016-10-04
2711977,Esperanto,世界語,,,2016-10-04
2711978,esprit de corps ed.,精神教育　,,,2016-10-04
2711979,essay-type examination,論文式考試；申論方式測驗,,,2016-10-04
2711980,esthetic judgment,美感判斷,,,2016-10-04
2711981,esthetic pedagogy,美育[教]學,,,2016-10-04
2711982,esthetics,美學,,,2016-10-04
2711983,ethical education,倫理教育,,,2016-10-04
2711984,Ethics,倫理學,,,2016-10-04
2711985,Eugenics,優生學,,,2016-10-04
2711986,European art diploma,歐洲藝術文憑,,,2016-10-04
2711987,European Community's Telematics Programme,歐盟社區電腦化教學專案,,,2016-10-04
2711988,European Union,歐洲聯盟；歐盟,,,2016-10-04
2711989,evaluation bulletin,評鑑公告；評鑑刊物,,,2016-10-04
2711990,evaluation of teaching profession,教師專業評鑑,,,2016-10-04
2711991,evaluation outcome,評鑑成果,,,2016-10-04
2711992,evaluation standard criteria,評鑑標準,,,2016-10-04
2711993,evening school,夜校,,,2016-10-04
2711994,evolutionistic pedagogy,進化論派教育學,,,2016-10-04
2711995,examination,考試；檢查,,,2016-10-04
2711996,examination and recognition,考試與檢覈,,,2016-10-04
2711997,government sponsorship examination for overseas study,公費留學考試；公費留考,,<p>20250610修訂</p>,2016-10-04
2711998,examination system,考試制度,,,2016-10-04
2711999,examining committee,考試委員會,,,2016-10-04
2712000,excellence for all,追求全體的卓越,,,2016-10-04
2712001,excellence in schools,追求學校卓越,,,2016-10-04
2712002,excellent performance,績優,,,2016-10-04
2712003,exchange of students,學生交換,,,2016-10-04
2712004,exchange professors,交換教授,,,2016-10-04
2712005,exclusion from school,解散；退學；驅除,,,2016-10-04
2712006,executing group,工作執行小組,,,2016-10-04
2712007,exemplification,例證；範例；楷模,,,2016-10-04
2712008,exemption,免除；豁免,,,2016-10-04
2712009,expectant attention,預期注意,,,2016-10-04
2712010,expense of instruction,教學費用,,,2016-10-04
2712011,experimental didactics,實驗教學法,,,2016-10-04
2712012,experimental education,實驗教育,,,2016-10-04
2712013,experimental group,實驗組,,,2016-10-04
2712014,experimental high school,實驗高級中學,,,2016-10-04
2712015,experimental method,實驗法,,,2016-10-04
2712016,experimental pedagogy,實驗教育學；實驗教學論,,,2016-10-04
2712017,experimental program of education,實驗教育,,,2016-10-04
2712018,experimental psychology,實驗心理學,,,2016-10-04
2712019,experimental school,實驗學校,,,2016-10-04
2712020,exploration course,試探科目,,,2016-10-04
2712021,exploratory course,試探科目,,,2016-10-04
2712022,express class,速成班,,,2016-10-04
2712023,expressive subject,發表學科,,,2016-10-04
2712024,expulsion,解散；退學；驅除；勒令退學,,,2016-10-04
2712025,extension class,推廣班,,,2016-10-04
2712026,extension course,推廣科目,,,2016-10-04
2712027,extensive method,博覽法,,,2016-10-04
2712028,extern,走讀生；通學生,,,2016-10-04
2712029,external complaints adjudicator,局外申訴仲裁員 {英},,英國教育學,2016-10-04
2712030,external degree,外部學位,,,2016-10-04
2712031,external evaluation,外部評鑑,,,2016-10-04
2712032,external examination,外部考試,,,2016-10-04
2712033,external graduate,外部畢業生,,,2016-10-04
2712034,extra assignment,額外指定作業,,,2016-10-04
2712035,extra-class activity,課外活動,,,2016-10-04
2712036,extra-curriculum activity,課外活動,,,2016-10-04
2712037,extra-school activity,校外活動,,,2016-10-04
2712038,extroversion,外向,,,2016-10-04
2712039,extrovert,外向者,,,2016-10-04
2712040,factory apprentice school,工廠藝徒學校,,,2016-10-04
2712041,factory school,工場學校,,,2016-10-04
2712042,faculty,教師；科系；所,,,2016-10-04
2712043,faculty of arts,文學院,,,2016-10-04
2712044,faculty psychology,官能心理學,,,2016-10-04
2712045,failing school,劣等學校；不合格之學校,,,2016-10-04
2712046,family education,家庭教育,,,2016-10-04
2712047,family-related factor,家庭因素,,,2016-10-04
2712048,fancy,幻想,,,2016-10-04
2712049,fantasy,幻想,,,2016-10-04
2712050,farm school,農場學校,,,2016-10-04
2712051,feeble children,低能兒童,,,2016-10-04
2712052,feeble mindedness,低能,,,2016-10-04
2712053,feeling,感情；感受；情感,,,2016-10-04
2712054,fellowship,獎學金；研究基金,,,2016-10-04
2712055,field lesson,實地學習課,,,2016-10-04
2712056,field practice,野外實習；實地實習,,,2016-10-04
2712057,field work,實地工作,,,2016-10-04
2712058,fighting instinct,爭鬥本能,,,2016-10-04
2712059,figurability,可陶冶性；可塑性,,,2016-10-04
2712060,final examination,期末考試,,,2016-10-04
2712061,final oral examination graduate degree,研究生學位考試,,,2016-10-04
2712062,fine arts school,美術學校,,,2016-10-04
2712063,finger alphabet,指語字母,,,2016-10-04
2712064,finger language,指語,,,2016-10-04
2712065,finger manipulation,指算,,,2016-10-04
2712066,finger reading,指讀法,,,2016-10-04
2712067,finger speech,指語,,,2016-10-04
2712068,first certificate examination,中學第一試 {英},,英國教育學,2016-10-04
2712069,first review,初審,,,2016-10-04
2712070,first stage certification,初檢,,,2016-10-04
2712071,fisheries education,水產教育,,,2016-10-04
2712072,five formal lesson-steps,五段教學法,,,2016-10-04
2712073,flexible promotion,彈性升級,,,2016-10-04
2712074,flexible shifting group plan,彈性分組制,,,2016-10-04
2712075,folk high school,民間中學；人民高中；民眾高等學校{丹麥},,,2016-10-04
2712076,folk psychology,民族心理學,,,2016-10-04
2712077,follow-up evaluation,追蹤評鑑,,,2016-10-04
2712078,follow-up inspection,追蹤訪視；追蹤視導,,,2016-10-04
2712079,forced attendance at school,強迫就學,,,2016-10-04
2712080,foreign English teacher,外籍英語教師,,,2016-10-04
2712081,foreign student,外國學生；外籍學生,,,2016-10-04
2712082,foreign student study in Taiwan,來臺外籍生,,,2016-10-04
2712083,forest school,林間學校,,,2016-10-04
2712084,forestry education,林業教育,,,2016-10-04
2712085,forgetting curve,遺忘曲線,,,2016-10-04
2712086,form,年級,,,2016-10-04
2712087,form master,年級主任；班主任；年級教師 {男},,,2016-10-04
2712088,form mistress,年級主任；班主任；年級教師 {女},,,2016-10-04
2712089,form system,年級制 {英},,英國教育學,2016-10-04
2712090,formal culture,形式陶冶；形式訓練；正式文化,,,2016-10-04
2712091,formal discipline,形式陶冶；形式訓練；正式訓練,,,2016-10-04
2712092,formal education,正規教育,,,2016-10-04
2712093,formal subject,正式學科,,,2016-10-04
2712094,formation of character,品格培養,,,2016-10-04
2712095,foundation reader,基礎讀本,,,2016-10-04
2712096,foundation school,基礎學校,,,2016-10-04
2712097,Foundation Subjects,基礎科目,,,2016-10-04
2712098,fraternity,兄弟會,,,2016-10-04
2712099,free association,自由聯想,,,2016-10-04
2712100,free education,免費教育,,,2016-10-04
2712101,free place,免費入學員額,,,2016-10-04
2712102,free play,自由遊戲,,,2016-10-04
2712103,free school,免費學校,,,2016-10-04
2712104,free will,自由意志,,,2016-10-04
2712105,frequency,次數,,,2016-10-04
2712106,frequency distribution,次數分配,,,2016-10-04
2712107,frequency polygon,次數多邊形,,,2016-10-04
2712108,frequency surface,次數面,,,2016-10-04
2712109,frequency table,次數表,,,2016-10-04
2712110,Fresh Start Scheme,重新出發計畫 {英},,英國教育學,2016-10-04
2712111,fresh-air class,露天教學班,,,2016-10-04
2712112,fresh-air school,露天學校,,,2016-10-04
2712113,freshman,新生；一年級學生；新手,,,2016-10-04
2712114,freshman class,新生班,,,2016-10-04
2712115,freshman week,新生週,,,2016-10-04
2712116,frontier education,邊疆教育,,,2016-10-04
2712117,F-score,F分數,,,2016-10-04
2712118,full-time student,全職生；全時生,,,2016-10-04
2712119,full-time teacher,專任教師,,,2016-10-04
2712120,functional psychology,機能心理學,,,2016-10-04
2712121,fundamental subject,基本科目；基本學科,,,2016-10-04
2712122,Funding Agency for Schools {=FAS},學校經費局 {英},,英國教育學,2016-10-04
2712123,Further and Higher Education Act,擴充與高等教育法案 {英},,英國教育學,2016-10-04
2712124,further education {=FE},進修教育；擴充教育 {英},,英國教育學,2016-10-04
2712125,Further Education College {=FE College},擴充教育學院 {英},,英國教育學,2016-10-04
2712126,Further Education Funding Council {=FEFC},擴充教育撥款委員會 {英},,英國教育學,2016-10-04
2712127,Further Education Funding Council for England {=FEFCE},英格蘭擴充教育撥款委員會 {英},,英國教育學,2016-10-04
2712128,Further Education Funding Council for Wales {=FEFCI},威爾斯擴充教育撥款委員會 {英},,英國教育學,2016-10-04
2712129,Further Education Headmaster League {=FEHL},擴充教育學院校長聯盟 {英},,英國教育學,2016-10-04
2712130,Future Learning Centre,未來學習中心{英},,英國教育學,2016-10-04
2712131,gardening school,園藝學校,,,2016-10-04
2712132,gender discrimination,性別歧視,,,2016-10-04
2712133,gender education,兩性教育,,,2016-10-04
2712134,gender equity,性別平等,,,2016-10-04
2712135,gender equity education,性別平等教育,,,2016-10-04
2712136,gender stereotype,性別刻板印象,,,2016-10-04
2712137,gender tendency,性別傾向,,,2016-10-04
2712138,gender traits,性別特質,,,2016-10-04
2712139,general ability,一般能力,,,2016-10-04
2712140,general and vocational high school,高中職,,,2016-10-04
2712141,General Certificate of Education Advanced level {=GCE A level},普通教育證書進階級會考 {英},,英國教育學,2016-10-04
2712142,General Certificate of Education Advanced Supplementary level {=GCE AS level},普通教育證書進階輔助級會考 {英},,英國教育學,2016-10-04
2712143,General Certificate of Education Ordinary Level {=GCE O level},普通教育證書尋常級會考 {英},,英國教育學,2016-10-04
2712144,General Certificate of Secondary Education {=GCSE},中等教育普通證書{英},,英國教育學,2016-10-04
2712145,general culture,一般陶冶,,,2016-10-04
2712146,general didactics,普通教授學,,,2016-10-04
2712147,general education,普通教育,,,2016-10-04
2712148,general educational subsidy,一般教育補助,,,2016-10-04
2712149,General English Proficiency Test,全民英語能力分級檢定測驗,,,2016-10-04
2712150,general intelligence,一般智能,,,2016-10-04
2712151,general method of teaching,普通教學法,,,2016-10-04
2712152,General National Vocational Qualifications {=GNVQ},國家普通職業資格證書 {英},,英國教育學,2016-10-04
2712153,General National Vocational Qualifications Advance Level {=GNVQ Advance Level },國家普通職業資格證書-進階級 {英},,英國教育學,2016-10-04
2712154,General National Vocational Qualifications Foundation Level {= GNVQ Foundation Level},國家普通職業資格證書-基礎級 {英},,英國教育學,2016-10-04
2712155,General National Vocational Qualifications Intermediate Level {= GNVQ Intermediate Level},國家普通職業資格證書-中間級 {英},,英國教育學,2016-10-04
2712156,general project,一般型計畫,,,2016-10-04
2712157,general science,自然科學通論,,,2016-10-04
2712158,General Teaching Council,教學總會 {英},,英國教育學,2016-10-04
2712159,generalization,類化,,,2016-10-04
2712160,genetic method,發生法,,,2016-10-04
2712161,genetic psychology,發生心理學,,,2016-10-04
2712162,genius,天才,,,2016-10-04
2712163,gestalt psychology,格式塔心理學；完形心理學,,,2016-10-04
2712164,gesture language,肢體語言,,,2016-10-04
2712165,gift,恩物,,,2016-10-04
2712166,gifted child,天才兒童；優異兒童,,,2016-10-04
2712167,gild school,行會學校,,,2016-10-04
2712168,girl scout,女童子軍,,,2016-10-04
2712169,girlhood,少女期,,,2016-10-04
2712170,girls' high school,女子中學,,,2016-10-04
2712171,glee club,歌詠團,,,2016-10-04
2712172,government scholarship,公費獎學金,,,2016-10-04
2712173,government sponsorship,公費待遇,,,2016-10-04
2712174,gradation method,等第法,,,2016-10-04
2712175,grade,等第；年級；分數,,,2016-10-04
2712176,Grade 1-9 Curriculum,九年一貫課程；一至九年級課程,,,2016-10-04
2712177,Grade 1-9 Curriculum Guidelines,九年一貫課程綱要；一至九年級課程綱要,,,2016-10-04
2712178,grade distribution,等級分配；年級分配,,,2016-10-04
2712179,grade forum,學年會議,,,2016-10-04
2712180,grade group plan,年級分組制,,,2016-10-04
2712181,grade norm,年級常模,,,2016-10-04
2712182,grade scale,年級量表,,,2016-10-04
2712183,grade school,學級學校,,,2016-10-04
2712184,graded system,多級制,,,2016-10-04
2712185,grade-progress table,成績進步表,,,2016-10-04
2712186,graduate,畢業生,,,2016-10-04
2712187,graduate of the current year,應屆畢業,,,2016-10-04
2712188,graduate school,研究所,,,2016-10-04
2712189,graduate student,研究生,,,2016-10-04
2712190,graduation,畢業,,,2016-10-04
2712191,graduation certificate,證明書,,,2016-10-04
2712192,graduation requirement,畢業條件；畢業要求標準,,,2016-10-04
2712193,grammar course,文法課程,,,2016-10-04
2712194,grammar school,文法學校 {美}；文法中學 {英},,,2016-10-04
2712195,grandparenting,隔代教養,,,2016-10-04
2712196,grant-maintained school {=GMS/GM schools},直接受[中央政府]補助學校{英},,英國教育學,2016-10-04
2712197,grant-maintained special school {=GMSS},直接受[中央政府]補助之特殊學校 {英},,英國教育學,2016-10-04
2712198,grants,補助費；補助金；獎助學金,,,2016-10-04
2712199,graphical representation,圖示,,,2016-10-04
2712200,gregarious instinct,群聚本能,,,2016-10-04
2712201,grievance,申訴,,,2016-10-04
2712202,group instruction,分組教學,,,2016-10-04
2712203,group supervision,團體視導；團體督導,,,2016-10-04
2712204,group system,分組制,,,2016-10-04
2712205,grouping by ability,能力分組,,,2016-10-04
2712206,G-score,G分數,,,2016-10-04
2712207,guest-pupil,旁聽生,,,2016-10-04
2712208,guidance department,輔導處,,,2016-10-04
2712209,guidance group,輔導團,,,2016-10-04
2712210,guild school,行會學校,,,2016-10-04
2712211,gustatory sensation,味覺,,,2016-10-04
2712212,gymnasium,體育館；文科中學 {德},,,2016-10-04
2712213,gymnastics,體操,,,2016-10-04
2712214,half-day school,半日制學校,,,2016-10-04
2712215,half-time system,二部制,,,2016-10-04
2712216,hallucination,幻覺,,,2016-10-04
2712217,handicraft school,手工藝學校,,,2016-10-04
2712218,hazing,被欺侮；受辱,,,2016-10-04
2712219,headmaster,中小學男校長,,,2016-10-04
2712220,headmistress,中小學女校長,,,2016-10-04
2712221,heads of department {=HOD},系主任 {大學}；學科主任 {中小學},,,2016-10-04
2712222,headteacher,中小學校長；小學校長 {英},,英國教育學,2016-10-04
2712223,health and physical education,健康與體育,,,2016-10-04
2712224,health education,健康教育,,,2016-10-04
2712225,health impairments,身體病弱,,,2016-10-04
2712226,hearing impairments,聽覺障礙,,,2016-10-04
2712227,height-weight table,身高體重表,,,2016-10-04
2712228,Her Majesty's Chief Inspector of Schools,皇家總督學 {英},,英國教育學,2016-10-04
2712229,Her Majesty's Inspectorate,皇家督學處 {英},,英國教育學,2016-10-04
2712230,Her Majesty's Inspectors of Schools,皇家督學 {英},,英國教育學,2016-10-04
2712231,heredity,遺傳,,,2016-10-04
2712232,heuristic method,捷思法,,,2016-10-04
2712233,heuristic mode of teaching,啟發式教學,,,2016-10-04
2712234,high school,中學,,,2016-10-04
2712235,high school district,中學區,,,2016-10-04
2712236,high school integrating with local community,高中職社區化,,,2016-10-04
2712237,higher education,高等教育,,,2016-10-04
2712238,Higher Education Funding Council {=HEFC},高等教育撥款委員會 {英},,英國教育學,2016-10-04
2712239,Higher Education Funding Council for England {=HEFCE},英格蘭高等教育撥款委員會 {英},,英國教育學,2016-10-04
2712240,Higher Education Funding Council for Wales {=HEFCW},威爾斯高等教育撥款委員會 {英},,英國教育學,2016-10-04
2712241,Higher National Certificate {=HNC},高等國家證書{英},,英國教育學,2016-10-04
2712242,higher normal school,高等師範學校 {法},,,2016-10-04
2712243,Higher Still,高續證書{蘇格蘭},,,2016-10-04
2712244,Higher Still Development Unit,高續證書發展小組 {蘇格蘭},,,2016-10-04
2712245,high-school extension,中學推廣教育,,,2016-10-04
2712246,histogram,直方圖,,,2016-10-04
2712247,history of education,教育史,,,2016-10-04
2712248,holiday,假日,,,2016-10-04
2712249,holiday course,假日班；假日課程,,,2016-10-04
2712250,home and school club,家庭與學校聯誼社,,,2016-10-04
2712251,home card,家庭聯絡卡,,,2016-10-04
2712252,home economics education,家政教育；家事教育,,,2016-10-04
2712253,home education,家庭教育；在家教育,,,2016-10-04
2712254,home lesson,家庭課業,,,2016-10-04
2712255,home liaison teacher,家庭聯絡教師 {英},,英國教育學,2016-10-04
2712256,home room,主班；自己的教室 {美},,,2016-10-04
2712257,home tutor,家庭教師 {英},,英國教育學,2016-10-04
2712258,home visiting,家庭訪問,,,2016-10-04
2712259,home work,家庭作業,,,2016-10-04
2712260,home-economics school,家政學校,,,2016-10-04
2712261,home-room teacher,班導師,,,2016-10-04
2712262,Home-School Councils,家庭學校委員會 {英},,英國教育學,2016-10-04
2712263,homework clubs,安親班；課業輔導班 {英},,英國教育學,2016-10-04
2712264,honor course,大學優異級課程 {英},,英國教育學,2016-10-04
2712265,honor credit,大學優異級學分 {英},,英國教育學,2016-10-04
2712266,honor roll,榮譽榜,,,2016-10-04
2712267,honor system,榮譽制,,,2016-10-04
2712268,honorary degree,榮譽學位,,,2016-10-04
2712269,honorary doctorate,名譽博士；榮譽博士,,,2016-10-04
2712270,honorary professor,名譽教授,,,2016-10-04
2712271,honors degree,高等學士學位 {英},,英國教育學,2016-10-04
2712272,honors student,優等生,,,2016-10-04
2712273,hostel,招待所；小旅館；大學生宿舍,,,2016-10-04
2712274,hourly pay,鐘點費,,,2016-10-04
2712275,house master,男舍監,,,2016-10-04
2712276,house of correction,矯正院；感化院,,,2016-10-04
2712277,house system,齋舍制 {英},,英國教育學,2016-10-04
2712278,household education,家政教育；家事教育,,,2016-10-04
2712279,human capital,人力資本,,,2016-10-04
2712280,human resource development,人力資源發展；人才培育,,,2016-10-04
2712281,human rights education,人權教育,,,2016-10-04
2712282,humanism,人本主義；人文主義,,,2016-10-04
2712283,humanistic education,人本教育；人文教育,,,2016-10-04
2712284,hygiene education,衛生教育；保健教育,,,2016-10-04
2712285,hypermnesia,強記,,,2016-10-04
2712286,idea,觀念,,,2016-10-04
2712287,ideal,理想,,,2016-10-04
2712288,idealism,理想主義；唯心論；觀念論,,,2016-10-04
2712289,idiocy,下愚,,,2016-10-04
2712290,idiot,下愚者,,,2016-10-04
2712291,illiterate,文盲,,,2016-10-04
2712292,illusion,錯覺,,,2016-10-04
2712293,illustration meeting,說明會,,,2016-10-04
2712294,image,意像；像,,,2016-10-04
2712295,imageless thought,無意像之思想,,,2016-10-04
2712296,imbecile,中愚者,,,2016-10-04
2712297,imbecility,中愚,,,2016-10-04
2712298,imitation,模仿,,,2016-10-04
2712299,imitativeness,模仿性,,,2016-10-04
2712300,immediate experience,立即經驗,,,2016-10-04
2712301,immigrant education,移民教育,,,2016-10-04
2712302,improvement curve,進步曲線,,,2016-10-04
2712303,impulse,衝動,,,2016-10-04
2712304,impulsiveness,衝動性,,,2016-10-04
2712305,incidental education,隨機教育,,,2016-10-04
2712306,incidental learning,隨機學習,,,2016-10-04
2712307,incidental teaching method,隨機教學法,,,2016-10-04
2712308,incompetent teacher,不適任教師,,,2016-10-04
2712309,Incorporated Association of Preparatory Schools {=IAPS},預備學校法人協會 {英},,英國教育學,2016-10-04
2712310,incorporation teaching method,融入式教學,,,2016-10-04
2712311,indefinite tenure,無限任期,,,2016-10-04
2712312,independent further education college,獨立的擴充教育學院 {英}；私立的擴充教育學院 {英},,英國教育學,2016-10-04
2712313,independent inspector,獨立督學 {英},,英國教育學,2016-10-04
2712314,independent reading,獨立閱讀,,,2016-10-04
2712315,independent school,獨立學校 {英}；私立學校 {英},,英國教育學,2016-10-04
2712316,Independent Schools Information Service {=ISIS},獨立學校資訊服務處 {英}；私立學校資訊服務處 {英},,英國教育學,2016-10-04
2712317,indicator of educational quality,教育品質指標,,,2016-10-04
2712318,indigenous educational right,民族教育權；原住民教育權,,,2016-10-04
2712319,indirect discipline,間接訓練,,,2016-10-04
2712320,indirect interest,間接興趣,,,2016-10-04
2712321,indirect learning,間接學習,,,2016-10-04
2712322,indirect method of teaching,間接教學法,,,2016-10-04
2712323,individual application,個人申請,,,2016-10-04
2712324,individual difference,個別差異,,,2016-10-04
2712325,individual education,個別教育,,,2016-10-04
2712326,individual initiative,個人創動,,,2016-10-04
2712327,individual instruction,個別教學,,,2016-10-04
2712328,individual intelligence test,個別智力測驗,,,2016-10-04
2712329,Individual psychology,個人心理學,,,2016-10-04
2712330,individual reading,個別閱讀,,,2016-10-04
2712331,individual teaching,個別教學,,,2016-10-04
2712332,individualism,個人主義,,,2016-10-04
2712333,Individualized Education Program {= IEP},個別化教育計畫,,,2016-10-04
2712334,Individualized Transition Plan {= ITP},個別化轉銜計畫,,,2016-10-04
2712335,indoor play,室內活動,,,2016-10-04
2712336,inductive method,歸納法,,,2016-10-04
2712337,industrial arts,工藝,,,2016-10-04
2712338,industrial arts education,工藝教育,,,2016-10-04
2712339,industrial education,工業教育；實業教育,,,2016-10-04
2712340,industrial psychology,工業心理學,,,2016-10-04
2712341,industrial school,工業學校；實業學校,,,2016-10-04
2712342,infancy,嬰孩期,,,2016-10-04
2712343,infant education,幼兒教育,,,2016-10-04
2712344,infant prodigy,天才兒童；優異兒童,,,2016-10-04
2712345,infant school,幼兒學校 {英},,英國教育學,2016-10-04
2712346,infant-asylum,育幼院,,,2016-10-04
2712347,infantia,嬰孩期,,,2016-10-04
2712348,inference,推論；推理,,,2016-10-04
2712349,inferiority complex,自卑情結,,,2016-10-04
2712350,informal education,非正規教育；非正式教育,,,2016-10-04
2712351,information,資訊；知識,,,2016-10-04
2712352,information and communication technology {=ICT},資訊與通訊科技 {英},,英國教育學,2016-10-04
2712353,information subject,知識科目；資訊學科,,,2016-10-04
2712354,information technology education,資訊教育,,,2016-10-04
2712355,inheritance,遺傳,,,2016-10-04
2712356,initial contract,初聘,,,2016-10-04
2712357,initial teacher training {=ITT},教師職前培訓；初任教師培訓,,,2016-10-04
2712358,innate idea,先天觀念,,,2016-10-04
2712359,Innovations Centre,創意中心,,,2016-10-04
2712360,in-service education of teachers {=INSET},教師在職教育,,,2016-10-04
2712361,in-service education program,在職專班,,,2016-10-04
2712362,in-service training,在職進修,,,2016-10-04
2712363,insight,頓悟；洞悟；洞見；洞察,,,2016-10-04
2712364,insight learning,頓悟學習；洞悟學習,,,2016-10-04
2712365,insignia,徽章,,,2016-10-04
2712366,inspection,視察,,,2016-10-04
2712367,inspector,督學,,,2016-10-04
2712368,inspector-general,主任督學,,,2016-10-04
2712369,instinct,本能,,,2016-10-04
2712370,instinct of construction,建造本能,,,2016-10-04
2712371,instinct of curiosity,好奇本能,,,2016-10-04
2712372,institute,所；會；社；館；學院；研究所,,,2016-10-04
2712373,institute for promoting aboriginal education,原住民推廣教育機構,,,2016-10-04
2712374,"Institute of Education, University of London",倫敦大學教育學院,,,2016-10-04
2712375,institution status change,[學校]改制,,,2016-10-04
2712376,institutions for academic research,學術研究機構,,,2016-10-04
2712377,institutions of higher education {=HEIs},大專校院,,,2016-10-04
2712378,instruction,講授；教導；教學,,,2016-10-04
2712379,instruction by academic competence-based grouping,學科能力分組教學,,,2016-10-04
2712380,instruction equipment budget,教學設備經費,,,2016-10-04
2712381,instructional assessment,教學評量,,,2016-10-04
2712382,instructor,講師；教師,,,2016-10-04
2712383,integral experimental project,整合實驗方案,,,2016-10-04
2712384,integrated curriculum,統整課程,,,2016-10-04
2712385,integrated instruction,統整教學；整合教學,,,2016-10-04
2712386,integrated project,整合型計畫,,,2016-10-04
2712387,integrated services digital network {=ISDN},整合型服務數位網路,,,2016-10-04
2712388,integrating kindergartens and nursery schools,幼托整合,,,2016-10-04
2712389,integrating with local community,社區化,,,2016-10-04
2712390,integrative activities,綜合活動,,,2016-10-04
