ID,英文名稱,中文名稱,圖片,中國大陸譯名,更新日期
3186018,balanced block design,平衡區組設計,,平衡区组设计,2017-07-24
3186019,balanced design,平衡設計,,平衡设计,2017-07-24
3186020,balanced incomplete block design,平衡不完全區組設計,,平衡不完全区组设计,2017-07-24
3186021,balanced module,平衡模,,平衡模,2017-07-24
3186022,balayage operator,掃除算子,,扫除算子,2017-07-24
3186023,ball,球,,球,2017-07-24
3186024,Banach algebra,Banach 代數,,巴拿赫代数,2017-07-24
3186025,Banach lattice,Banach 絡,,巴拿赫格,2017-07-24
3186026,Banach manifold,Banach 流形,,巴拿赫流形,2017-07-24
3186027,Banach space,Banach 空間,,巴拿赫空间,2017-07-24
3186028,band matrix,帶狀矩陣,,带状矩阵,2017-07-24
3186029,band width,帶寬,,带宽,2017-07-24
3186030,bang-bang control,砰砰控制,,砰砰控制,2017-07-24
3186031,bargaining set,談判集,,谈判集,2017-07-24
3186032,bargaining solution,談判解,,谈判解,2017-07-24
3186033,Barnes extended hypergeometric function,Barnes 廣義超幾何函數,,巴恩斯广义超几何函数,2017-07-24
3186034,barrel,桶集,,桶集,2017-07-24
3186035,barrelled space,桶性空間,,桶型空间,2017-07-24
3186036,barrier cone,閘錐,,闸锥,2017-07-24
3186037,barrier function,閘函數,,闸函数；障碍函数,2017-07-24
3186038,barycenter,重心,,重心,2017-07-24
3186039,barycentric coordinates,重心坐標,,重心坐标,2017-07-24
3186040,barycentric mapping,重心映射,,单纯映射,2017-07-24
3186041,barycentric subdivision,重心細分,,重心重分,2017-07-24
3186042,base angle,底角,,底角,2017-07-24
3186043,base number,底數,,底数,2017-07-24
3186044,base point,基點,,基点,2017-07-24
3186045,base space,底空間,,底空间,2017-07-24
3186046,basic feasible solution,基本可行解,,基本可行解,2017-07-24
3186047,basic invariant,基本不變式：基本不變式量,,基本不变式,2017-07-24
3186048,basic variable,基本變量,,基[本]变量,2017-07-24
3186049,basin of attraction,吸引區域,,吸引区域,2017-07-24
3186050,basis coherent with the orientation,順向基[底],,顺向基,2017-07-24
3186051,basis of linear space,線性空間的基[底],,线性空间的基,2017-07-24
3186052,Bayes classification rule,貝氏分類法則,,贝叶斯分类规则,2017-07-24
3186053,Bayes decision function,貝氏決策函數,,贝叶斯决策函数,2017-07-24
3186054,Bayes estimate,貝氏估計,,贝叶斯估计,2017-07-24
3186055,Bayes formula,貝氏公式,,贝叶斯公式,2017-07-24
3186056,Bayes interval estimate,貝氏區間估計,,贝叶斯区间估计,2017-07-24
3186057,Bayes risk,貝氏風險,,贝叶斯风险,2017-07-24
3186058,Bayes sequential decision function,貝氏逐次決策函數,,贝叶斯序贯决策函数,2017-07-24
3186059,Bayes statistics,貝氏統計,,贝叶斯统计,2017-07-24
3186060,Bernoulli differential equation,Bernoulli 微分方程,,伯努利微分方程,2017-07-24
3186061,Bernoulli distribution,Bernoulli 分布；Bernoulli 分配,,伯努利分布,2017-07-24
3186062,Bernoulli polynomial,Bernoulli 多項式,,伯努利多项式,2017-07-24
3186063,Bernoulli trial,Bernoulli 試探,,伯努利试验,2017-07-24
3186064,Bernstein polynomial,Bernstein 多項式,,伯恩斯坦多项式,2017-07-24
3186065,Bessel inequality,Bessel 不等式,,贝塞尔不等式,2017-07-24
3186066,best approximation,最佳逼近；最佳近似,,最佳逼近,2017-07-24
3186067,best fit,最佳擬合,,最佳拟合,2017-07-24
3186068,beta distribution,β分布；β分配,,β分布,2017-07-24
3186069,β-distribution,β分布；β分配,,β分布,2017-07-24
3186070,Beta function,β函數,,β函数,2017-07-24
3186071,β-function,β函數,,β函数,2017-07-24
3186072,Betti number,Betti 數,,贝蒂数,2017-07-24
3186073,bias sampling technique,有偏抽樣技巧,,偏倚抽样方法,2017-07-24
3186074,biaxial spherical surface function,雙軸球面函數,,双轴球面函数,2017-07-24
3186075,bicharacteristic ray,雙特徵射線,,次特征射线,2017-07-24
3186076,bicharacteristics,雙特徵性；雙特徵線,,次特征[线],2017-07-24
3186077,bicubic element,雙三次元,,双三次元,2017-07-24
3186078,bicubic interpolation,雙三次內挿值,,双三次插值,2017-07-24
3186079,bidual space,二次對偶空間,,二次对偶空间,2017-07-24
3186080,Bieberbach conjecture,Bieberbach 猜想,,比伯巴赫猜想,2017-07-24
3186081,bifurcation point,歧點,,歧点,2017-07-24
3186082,bifurcation theory,分歧理論,,分歧理论,2017-07-24
3186083,biharmonic equation,雙調和方程,,双调和方程,2017-07-24
3186084,biharmonic function,雙調和函數,,双调和函数,2017-07-24
3186085,biharmonic operator,雙調和算子,,双调和算子,2017-07-24
3186086,bijection,對射,,一一映射,2017-07-24
3186087,bilateral surface,雙側曲面,,双侧曲面,2017-07-24
3186088,bilinear form,雙線性型,,双线性型,2017-07-24
3186089,bilinear function,雙線性函數,,双线性函数,2017-07-24
3186090,bilinear interpolation,雙線性挿值；雙線性內挿,,双线性插值,2017-07-24
3186091,bilinear mapping,雙線性映射,,双线性映射,2017-07-24
3186092,bilinear operator,雙線性算子,,双线性算子,2017-07-24
3186093,binary cubic form,二元三次式；二元三次型,,二元三次型,2017-07-24
3186094,binary detection,二元檢測,,双择检测,2017-07-24
3186095,binary erasure channel,二進位刪除頻道,,二进删除信道,2017-07-24
3186096,binary operation,二元運算,,二元运算,2017-07-24
3186097,binary symmetric channel,二進位對稱頻道,,二进对称信道,2017-07-24
3186098,binary system,二進位制,,二进制,2017-07-24
3186099,binary time series,二值時間序列,,二值时间序列,2017-07-24
3186100,binding number,聯結數,,联结数,2017-07-24
3186101,Binet formula,Binet公式,,比内公式,2017-07-24
3186102,binomial,二項式,,二项式,2017-07-24
3186103,binomial coefficient,二項式係數,,二项式系数,2017-07-24
3186104,binomial distribution,二項分布；二項分配,,二项分布,2017-07-24
3186105,binomial equation,二項方程,,二项方程,2017-07-24
3186106,binomial theorem,二項式定理,,二项式定理,2017-07-24
3186107,binormal,副法線,,副法线,2017-07-24
3186108,biorthogonal,雙正交,,双正交[的],2017-07-24
3186109,biorthogonal system,雙正交系,,双正交系,2017-07-24
3186110,bipartite graph,二部圖,,二部图,2017-07-24
3186111,biquadratic interpolation,雙二次挿值,,双二次插值,2017-07-24
3186112,biquadratic reciprocity law,四次互反律,,四次互反律,2017-07-24
3186113,birational equivalence,雙有理等價,,双有理等价,2017-07-24
3186114,birational invariant,雙有理不變量,,双有理不变量,2017-07-24
3186115,birational mapping,雙有理映射,,双有理映射,2017-07-24
3186116,birational morphism,雙有理態射,,双有理态射,2017-07-24
3186117,birth and death process,生滅過程,,生灭过程,2017-07-24
3186118,birth process,增生過程,,纯生过程,2017-07-24
3186119,bisection method,二分法,,对分法,2017-07-24
3186120,bit,位元,,位；比特,2017-07-24
3186121,block code,分組碼；分塊碼,,分组码,2017-07-24
3186122,block coding,分組編碼,,分组编码,2017-07-24
3186123,block data compression,分塊數據壓縮,,分块数据压缩,2017-07-24
3186124,block decoding,分組譯碼,,分组译码,2017-07-24
3186125,block design,區組設計,,区组设计,2017-07-24
3186126,block diagonal matrix,分塊對角方陣,,分块对角矩阵,2017-07-24
3186127,block diagram,框圖,,框图,2017-07-24
3186128,block length,分組長度,,分组长度,2017-07-24
3186129,block multiplication,分塊相乘,,分块乘法,2017-07-24
3186130,block relaxation,分塊鬆弛,,块松弛,2017-07-24
3186131,block replacement policy,成批更換策略,,成批更换策略,2017-07-24
3186132,block search,分塊搜尋,,分批试验法,2017-07-24
3186133,block tridiagonal matrix,分塊三對角矩陣,,块三对角[矩]阵,2017-07-24
3186134,body-fitted curvilinear coordinates,貼體曲線坐標,,贴体曲线坐标,2017-07-24
3186135,Boolean algebra,Boole 代數,,布尔代数,2017-07-24
3186136,Boolean lattice,Boole 絡,,布尔格,2017-07-24
3186137,Boolean polynomial,Boole 多項式,,布尔多项式,2017-07-24
3186138,Boolean power,Boole 冪,,布尔幂,2017-07-24
3186139,Boolean product,Boole 積,,布尔积,2017-07-24
3186140,Boolean ring,Boole 環,,布尔环,2017-07-24
3186141,Boolean space,Boole 空間,,布尔空间,2017-07-24
3186142,border set,邊界集,,边缘集,2017-07-24
3186143,bordered matrix,升階矩陣,,加边矩阵,2017-07-24
3186144,Borel set,Borel集,,博雷尔集,2017-07-24
3186145,Borel subgroup,Borel子群,,博雷尔子群,2017-07-24
3186146,Borel summation,Borel求和,,博雷尔求和,2017-07-24
3186147,bornologic space,囿空間,,有界型空间,2017-07-24
3186148,bound occurrence,約束出現,,约束出现,2017-07-24
3186149,bound variable,約束變詞；約束變項；約束變數,,约束变量,2017-07-24
3186150,boundary,邊界；邊緣；邊緣體,,边缘,2017-07-24
3186151,boundary behavior,邊界行為,,边界表现,2017-07-24
