ID,英文名稱,中文名稱,圖片,更新日期
21310510,self-contained turbogenerator,自足式渦輪發電機,,
21310511,self-contained underwater breathing apparatus (SCUBA),自足式水下呼吸器；水肺,,
21310512,self-cooling vane,自冷式葉片,,
21310513,self-defence ship,自衛艦,,
21310514,self-discharge bulk carrier,自卸式散裝貨運載船,,
21310515,self-docking dock,[可]分段[進本塢]接合浮塢,,
21310516,self-draining cockpit,自動洩水艇艉凹艙,,
21310517,self-elevating boat,自升式工作船,,
21310518,self-elevating unit,自升式平臺,,
21310519,self-emptying installation,抽艙排泥裝置,,
21310520,self-excited circuit,自激電路,,
21310521,self-excited generator,自激式發電機,,
21310522,self-extinguishing resin,自熄性樹脂,,
21310523,self-ignition engine,自行點燃式發動機；壓燃式發動機,,
21310524,self-ignition light,自燃信號燈,,
21310525,self-induced velocity,自誘導速度,,
21310526,self-inflating life raft,自動膨脹救生筏,,
21310527,self-ingiting buoy light,[救生圈]自燃燈,,
21310528,self-lighting type,自動照明型,,
21310529,self-lubricating bearing,自潤軸承,,
21310530,self-operated control,自力控制,,
21310531,self-pitch propeller,自調螺距螺槳,,
21310532,self-polishing anti-fouling paint,自磨光防污漆,,
21310533,self-polishing copolymer (SPC) anti-fouling paint,自拋光共聚物防污漆；自磨型共聚物防污漆,,
21310534,self-priming,自動注入,,
21310535,self-priming pump,自注泵,,
21310536,self-propelled barge,自推駁船,,
21310537,self-propelled model,自推模型,,
21310538,self-propelled unit,自推式裝置,,
21310539,self-propelled vessel,自推船；機動船,,
21310540,self-propelling dredger,自推式挖泥船,,
21310541,self-propulsion factor,自推因子,,
21310542,self-propulsion test,自推試驗,,
21310543,self-propusion point,自推點；自推進點,,
21310544,self-radiation impedance,自輻射阻抗,,
21310545,self-regulation,自調,,
21310546,self-right partially enclosed life boat,自動扶正部分圍蔽救生艇,,
21310547,self-righter,自動扶正船,,
21310548,self-righting boat,自動扶正艇,,
21310549,self-righting type,自動扶正型,,
21310550,self-shielding fluxcored electrode welding,自遮覆包藥電極銲[接]；自遮護包藥電極銲[接],,
21310551,self-stabilization,自動穩定,,
21310552,self-starter,自動起動器,,
21310553,self-stripping device,自動收艙裝置,,
21310554,self-supplying capacity,自供能力,,
21310555,self-supporting system,自支系統(LNG)；自供系統,,
21310556,self-synchronous motor,自動同步馬達,,
21310557,self-tapping screw,自攻螺釘,,
21310558,self-trimming collier,自動調平煤船,,
21310559,self-trimming tank,自平衡液艙,,
21310560,self-trimming vessel,自動調平[散裝貨]船；自動平艙船；自動勻貨船,,
21310561,self-unloader,自動卸載機,,
21310562,self-unloading bulk carrier,自卸式散裝貨運載船,,
21310563,self-unloading vessel,自卸載船,,
21310564,semi built-up crank shaft,半組合曲柄軸,,
21310565,semi built-up type,半組立式,,
21310566,semi-automatic linkage,半自動連接裝置,,
21310567,semi-automatic welding,半自動銲,,
21310568,semi-balanced rudder,半懸舵；半平衡舵,,
21310569,semi-bituminous coal,半煙煤,,
21310570,semi-box beam,半箱型樑,,
21310571,semi-cargo boat,貨客船,,
21310572,semi-closed cycle,半閉式循環,,
21310573,semi-closed feed water system,半閉式給水系統,,
21310574,semiconductor integrated circuit,半導體積體電路；半導體集成電路,,
21310575,semi-container ship,半貨櫃船；半集裝箱船,,
21310576,semi-cylindrical bow,半柱形艏,,
21310577,semi-diesel engine,半柴油引擎,,
21310578,semi-displacement type,半排水型,,
21310579,semi-dock building berth,半塢式船臺,,
21310580,semi-dry dock,半乾塢,,
21310581,semi-integrated circuit,半積體電路；半集成電路,,
21310582,semi-killed steel,半淨鋼,,
21310583,semi-membrane tank,半薄膜槽,,
21310584,semi-metallic packing,半金屬迫緊,,
21310585,semi-planing,半滑航,,
21310586,semi-planing hull,半滑航船體,,
21310587,semi-portable fire extinguisher,半攜帶式滅火器；便攜式滅火器,,
21310588,semi-portal crane,半門型起重機,,
21310589,semi-rigid type of joint,半剛性式接頭,,
21310590,semi-steel,鋼性鑄鐵,,
21310591,semi-submarine ice-breaking tanker (SSIT),半潛式破冰液貨船,,
21310592,semi-submerged catamaran (SSC),半潛式雙胴體船,,
21310593,semi-submerged foil,半浸式翼,,
21310594,semi-submerged ship,半潛式船；半潛船,,
21310595,semi-submerged shipway,半乾塢,,
21310596,semi-submersible,半潛式鑽油臺；半潛式,,
21310597,semi-submersible crane vessel,半潛式起重船,,
21310598,semi-submersible drilling platform,半潛式鑽井平臺,,
21310599,semi-submersible drilling rig,半潛式鑽探平臺,,
21310600,semi-submersible drilling unit,半潛式鑽井平臺,,
21310601,semi-submersible vessel,半潛式浮體；半潛船；半潛平臺,,
21310602,semi-tandem building system,半串列建造法,,
21310603,semi-wing blade,半翼葉片,,
21310604,send,船體[為波]浪掀；波浪推力,,
21310605,sending set,發送裝置,,
21310606,senhouse slip,鵜嘴形滑鉤；速脫鉤；滑脫鉤,,
21310607,senior engineer,高級工程師；高級輪機員,,
21310608,senior officer,高級船員,,
21310609,sennit line,編索；花線；包線,,
21310610,sensation level,感覺位準,,
21310611,sensibility,靈敏度,,
21310612,sensible heat,顯熱,,
21310613,sensing device,感測裝置,,
21310614,sensitive hydrometer,精密比重計,,
21310615,sensitive paper,感光紙,,
21310616,sensitiveness,敏感,,
21310617,sensitivity,靈敏度,,
21310618,sensitivity control,靈敏度控制,,
21310619,sensitivity test,靈敏度試驗,,
