ID,英文名稱,中文名稱,圖片,中國大陸譯名,更新日期
2445204,brine shrimp (Artemia),豐年蝦,,咸水虾 〈农〉,2015-09-16
2445205,saltwater fish,海水魚,,咸水鱼  〈渔〉,2015-09-16
2445207,clownfish,小丑魚,,小丑鱼 〈渔〉,2015-09-16
2445208,smalllittle yellow croaker (Pseudosciaena polyactis),小黃魚,,小黄鱼 〈渔〉,2015-09-16
2445209,crayfish； crawfish,淡水螯蝦,,"小龙虾""=淡水螯虾"" 〈渔〉",2015-09-16
2445210,Taihu lake icefish (Neosalanx taihuensis),太湖新銀魚,,小银鱼 〈渔〉→太湖新银鱼,2015-09-16
2445211,crab,蟹[類],,蟹 〈渔〉,2015-09-16
2445212,freshwater crab,淡水蟹,,河蟹,2015-09-16
2445213,hermit crab,寄居蟹,,寄居蟹,2015-09-16
2445214,swimming crab,梭子蟹,,梭子蟹,2015-09-16
2445215,cod (Gadus macrocephalus),鱈魚(大頭鱈),,鳕鱼  〈渔〉,2015-09-16
2445216,pond inspection,巡塘,,巡塘   〈渔〉,2015-09-16
2445217,common sturgeongeneric term for genus Acipenser,鱘魚類,,鲟  〈渔〉,2015-09-16
2445218,Pacific fluke；lefteye flounder (Paralichthys olivaceus),牙鮃,,牙鲆  =偏口鱼，比目鱼 〈渔〉,2015-09-16
2445219,whiting (Gadus merlangus),牙鱈,,牙鳕 〈农〉,2015-09-16
2445220,mullet; Chinese sucker  (Myxocyprinus asiaticus),胭脂魚,,胭脂鱼  =雷公鱼 〈渔〉,2015-09-16
2445221,(of fish) culture farming,[魚類]養殖,,养鱼 〈渔〉,2015-09-16
2445222,"ray, skate Batomorpha",魟,,鳐 〈渔〉,2015-09-16
2445223,(sea) mussel,貽貝,,贻贝  =海红 〈渔〉,2015-09-16
2445224,bluecommon  mussel (Mytilus edulis),食用貽貝,,紫  =海红 〈渔〉,2015-09-16
2445225,razor clam (Sinonovacula constricta),食用貽貝,,缢蛏=蛏子 〈渔〉,2015-09-16
2445226,silvery pomfret (Pampus argenteus),銀鯧,,"银鲳 =平鱼, 鲳 〈渔〉",2015-09-16
2445227,cohosilver salmon (Oncorhynchus kisutch),銀鈎吻鮭,,银大麻哈鱼〈渔〉,2015-09-16
2445228,whitebait；salangid; icicle fish; icefish,銀魚類；冰魚類,,银鱼 〈渔〉,2015-09-16
2445229,bighead variegated carp (Aristichthys nobilis),黑鰱,,"鳙 =花鲢,=""胖头鱼"" pàngtóuyú  〈渔〉",2015-09-16
2445230,squid,鎖管；魷魚；小管,,鱿鱼 〈渔〉,2015-09-16
2445231,fish,魚[類],,鱼   〈渔〉,2015-09-16
2445232,marketable on grown fish,成魚,,成鱼,2015-09-16
2445233,young fish,幼魚,,幼鱼,2015-09-16
2445234,juvenile,稚魚,,稚鱼,2015-09-16
2445235,larva fish,仔魚,,仔鱼,2015-09-16
2445237,common carp,鯉魚,,鲤鱼,2015-09-16
2445238,crucian carp,鯽[魚],,鲫鱼,2015-09-16
2445239,silver carp,白鰱,,白鲢鱼,2015-09-16
2445240,black carp,青魚,,青鱼,2015-09-16
2445241,grass carp; Chinese ide,草魚,,草鱼,2015-09-16
2445242,spotted silver carp; big head,花鰱,,"胖头鱼 =""花鲢""",2015-09-16
2445243,pomfret,鯧魚,,鲳鱼,2015-09-16
2445244,roach,擬鯉,,石斑鱼,2015-09-16
2445246,skate,鱝,,鳐鱼,2015-09-16
2445247,shad,真鰶屬(西鯡屬),,鲥鱼,2015-09-16
2445248,haddock,鱈 (黑線鱈),,小口鳕鱼,2015-09-16
2445249,bluntsnout,團頭魴,,武昌鱼(团头鲂),2015-09-16
2445250,sturgeon,鱘,,鲟鱼,2015-09-16
2445252,flounder,鰈；比目魚,,鲽鱼,2015-09-16
2445253,long tailed anchovy,鳳尾魚,,凤尾鱼,2015-09-16
2445254,perch,鱸魚,,鲈鱼,2015-09-16
2445255,sea eel,海鰻,,鳗鱼,2015-09-16
2445256,catfish,鯰魚,,鲇鱼,2015-09-16
2445257,lefteyed flounder,鮃,,鲆鱼,2015-09-16
2445258,mackerel,鯖,,鲭鱼,2015-09-16
2445259,freshwater eel,鰻魚,,鳝鱼,2015-09-16
2445260,pike,梭子魚,,梭子鱼,2015-09-16
2445261,whitebait; salangid,南乳魚；銀魚,,银鱼,2015-09-16
2445262,globefish,河豚,,河豚鱼,2015-09-16
2445263,squid,鎖管；魷魚；小管,,鱿鱼,2015-09-16
2445264,cuttlefish,烏賊；墨魚,,墨鱼,2015-09-16
2445265,octopus,章魚,,章鱼,2015-09-16
2445266,turbot; flat fish,大菱鮃；比目魚,,比目鱼,2015-09-16
2445267,hairtail; cutlass fish,帶魚,,带鱼,2015-09-16
2445268,tuna,鮪[魚],,金枪鱼,2015-09-16
2445269,sardine,沙丁[魚],,沙丁鱼,2015-09-16
2445270,shark,鯊[魚],,鲨鱼,2015-09-16
2445271,turtle,龜,,"鼋鱼 =""甲""",2015-09-16
2445272,artificial fish spawning nest,人工魚巢,,鱼巢 〈渔〉,2015-09-16
2445273,fishes,魚類,,鱼类  〈渔〉,2015-09-16
2445274,cartilaginous fishes,軟骨魚[類],,软骨鱼类,2015-09-16
2445275,food fishes,食用魚[類],,食用鱼类,2015-09-16
2445276,medicinal shellfishes,藥用貝[類],,药用鱼类,2015-09-16
2445277,bony fishes,硬骨魚[類],,硬骨鱼类,2015-09-16
2445278,(fish)eggroe,魚卵,,鱼卵  〈渔〉,2015-09-16
2445279,（fish）fry,魚苗,,鱼苗  〈渔〉,2015-09-16
2445280,shoalschool of fish；fish shoalschool,魚群,,鱼群  〈渔〉,2015-09-16
2445281,(fish)fingerling；fish seedfish breed,魚苗,,鱼种 〈渔〉,2015-09-16
2445282,"(fish)spear；fishgig, fish fork",魚鏢；魚叉,,渔叉 〈渔〉,2015-09-16
2445283,fishing ground；fishery,漁場；漁業,,渔场 〈渔〉,2015-09-16
2445284,fishing vessel boat,漁船,,渔船  〈渔〉,2015-09-16
2445285,fishing raft,漁筏,,渔筏 〈渔〉,2015-09-16
2445286,fishery port harbor,漁港,,渔港 〈渔〉,2015-09-16
2445287,catch yield,漁獲量,,渔获量 〈渔〉,2015-09-16
2445288,catch,漁獲,,渔获物  〈渔〉,2015-09-16
2445289,fishing tackle gear,釣漁具,,渔具  〈渔〉,2015-09-16
2445290,traces of a fish shoal; fishing condition,漁況,,渔情 〈渔〉,2015-09-16
2445291,fishing area zone,漁區,,渔区 〈渔〉,2015-09-16
2445292,skiff,小舟；輕艇,,渔艇 〈渔〉,2015-09-16
2445293,fishing season,漁期,,渔汛  〈渔〉,2015-09-16
2445294,fishery,漁業,,渔业  〈渔〉,2015-09-16
2445295,soft-shelled turtle (Pelochelys bibroni),鼈(甌江大鼈),,鼋 =元鱼 〈渔〉,2015-09-16
2445296,over-wintering ground,越冬場,,越冬场 〈渔〉,2015-09-16
2445297,algae,藻類,,藻类 〈渔〉,2015-09-16
2445298,enhancement oxygen； oxygenation,充氧,,增氧〈渔〉,2015-09-16
2445299,freshwater shrimp (Macrobrachium),淡水蝦(沼蝦),,沼虾 =青虾 〈渔〉,2015-09-16
2445300,pearl,珍珠/真珠,,珍珠 〈渔〉,2015-09-16
2445301,pearl oystershell,珍珠蛤/真珠蛤,,珍珠贝 〈渔〉,2015-09-16
2445302,Pacific round herring,脂眼鯡,,脂眼鲱 〈农〉,2015-09-16
2445303,Chinese mitten crab；mitten crab ( Eriocheir sinensis),中華絨螯蟹；大閘蟹,,中华绒螯蟹  =大闸蟹 〈渔〉,2015-09-16
2445304,Chinese sturgeon(Acipenser sinensis),中國鱘(中華鱘),,中华鲟 〈渔〉,2015-09-16
2445305,pond snailgeneric term for genus Lymnaea,椎實螺,,椎实螺  〈渔〉,2015-09-16
2445306,lavergeneric term for genus Porphyra,紫菜,,紫菜  〈渔〉,2015-09-16
2445307,mussel (Mytilus edulis),貽貝,,紫贻贝  =海红 〈渔〉,2015-09-16
