ID,英文名稱,中文名稱,圖片,領域,祖籍,更新日期
6962766,"Glyn, Gareth",葛林,,音樂,,2020-03-16
6962767,"Goddard, Philip",高達德,,音樂,,2020-03-16
6962768,"Godfrey, Daniel",高德福瑞,,音樂,,2020-03-16
6962769,"Godin, Felix (Henry Albert)",高登,,音樂,,2020-03-16
6962770,"Godowsky, Leopold",葛多夫斯基,,音樂,,2020-03-16
6962771,"Goehr, Alexander","葛爾,亞歷山大",,音樂,,2020-03-16
6962772,"Goehr, Walter","葛爾,沃特",,音樂,,2020-03-16
6962773,Goertzel,葛澤爾,,物理,,2020-03-16
6962774,"Goetschius, Percy",蓋奇爾斯,,音樂,,2020-03-16
6962775,"Gold, Edward",勾爾德,,音樂,,2020-03-16
6962776,"Goldberg, Reuben","勾德伯格,如本",,音樂,,2020-03-16
6962777,"Goldberg, Szymon","勾德伯格,西蒙",,音樂,,2020-03-16
6962778,Goldberger,勾德伯葛,,物理,,2020-03-16
6962779,"Goldkind, Elliott",勾德肯德,,音樂,,2020-03-16
6962780,"Goldmark, Rubin","勾德馬可,魯賓",,音樂,,2020-03-16
6962781,"Goldschmidt, Victor Moritz","勾德許米特,維克特",,物理,,2020-03-16
6962782,"Goldschmidt, Berthold","勾德許米特,貝陶德",,音樂,,2020-03-16
6962783,"Goldsmith, Jerry",勾德斯密斯,,音樂,,2020-03-16
6962784,"Goldstone, Jeffrey","勾德斯東,傑福瑞",,物理,,2020-03-16
6962785,"Goldstone, Anthony Goldschmidt","勾德斯東,安森尼",,音樂,,2020-03-16
6962786,"Golightly, David Frederick",葛賴特里,,音樂,,2020-03-16
6962787,"Golschmann, Vladimir",勾許門,,音樂,,2020-03-16
6962788,"Gomez, Jill",勾梅斯,,音樂,,2020-03-16
6962789,"Goodall, Reginald",顧多爾,,音樂,,2020-03-16
6962790,Goodman,顧德門,,物理,,2020-03-16
6962791,"Goodman, Benny","顧德門, 本尼",,音樂,,2020-03-16
6962792,"Goossens, Eugene",顧森斯,,音樂,,2020-03-16
6962793,"Gordon, Geoffrey","勾登,傑福瑞",,音樂,,2020-03-16
6962794,"Gordon, Jacques","勾登,扎克",,音樂,,2020-03-16
6962795,"Gordon, Michael","勾登,麥可",,音樂,,2020-03-16
6962796,"Gosfield, Annie",高斯菲爾德,,音樂,,2020-03-16
6962797,"Goss, John",高斯,,音樂,,2020-03-16
6962798,"Gottshalk, Louis Moreau",高特夏克,,音樂,,2020-03-16
6962799,Goubau,高包,,物理,,2020-03-16
6962800,"Goudsmit, Samuel Abraham",高斯密特,,物理,,2020-03-16
6962801,"Gould, Glenn","顧爾德,葛倫",,音樂,,2020-03-16
6962802,"Gould, Morton","顧爾德,莫爾頓",,音樂,,2020-03-16
6962803,"Gould, Nathaniel Duren","顧爾德,拿桑尼爾",,音樂,,2020-03-16
6962804,"Gow, Nathaniel",高烏,,音樂,,2020-03-16
6962805,Grad,格瑞德,,物理,,2020-03-16
6962806,"Graffman, Gary",葛拉夫門,,音樂,,2020-03-16
6962807,"Graham, Thomas",葛瑞姆,,化學,,2020-03-16
6962808,"Graham, Thomas",葛瑞姆,,物理,,2020-03-16
6962809,"Grainger, Percy",葛蘭哲,,音樂,,2020-03-16
6962810,"Gram, Donald",葛蘭姆,,音樂,,2020-03-16
6962811,"Grandjany, Marcel",葛蘭賈尼,,音樂,,2020-03-16
6962812,"Grashof,  Franz",格拉秀夫,,物理,,2020-03-16
6962813,"Grassmann, Hermann Günther",格拉斯曼,,物理,,2020-03-16
6962814,Grassot,革拉索,,物理,,2020-03-16
6962815,Gray,葛瑞,,物理,,2020-03-16
6962816,"Gray, Alan","葛瑞,阿倫",,音樂,,2020-03-16
6962817,"Gray, Cecil","葛瑞,瑟西爾",,音樂,,2020-03-16
6962818,"Gray, Stephen","葛瑞,司蒂文",,音樂,,2020-03-16
6962819,"Greaves, Terence",葛瑞夫斯,,音樂,,2020-03-16
6962820,"Green, George","格林,喬治",,物理,,2020-03-16
6962821,"Green, Herbert Sydney","格林,赫伯特",,物理,,2020-03-16
6962822,Greenaugh,格林諾夫,,物理,,2020-03-16
6962823,"Greenbaum, Hyam",葛林包姆,,音樂,,2020-03-16
6962824,"Greenberg, Robert",葛林伯格,,音樂,,2020-03-16
6962825,"Greene, Maurice","葛林,莫瑞斯",,音樂,,2020-03-16
6962826,"Greene, Plunket","葛林,普蘭基特",,音樂,,2020-03-16
6962827,"Gregory, David",葛瑞格里,,物理,,2020-03-16
6962828,"Gregson, Edward",葛瑞格森,,音樂,,2020-03-16
6962829,"Grey, Geoffrey",格瑞,,音樂,,2020-03-16
6962830,"Griffes, Charles Tomlinson",葛瑞菲斯,,音樂,,2020-03-16
6962831,"Griffith, Frederick",葛瑞夫斯,,生命科學,,2020-03-16
6962832,Griffiths,葛瑞夫思,,物理,,2020-03-16
6962833,"Grimaldi, Francesco Maria",格里馬迪,,物理,,2020-03-16
6962834,"Grimm, Rudolf",格林姆,,物理,,2020-03-16
6962835,"Grist, Reri",葛瑞斯特,,音樂,,2020-03-16
6962836,"Grofé, Ferde",葛若費,,音樂,,2020-03-16
6962837,Gross,葛羅斯,,物理,,2020-03-16
6962838,"Grout, Donald Jay",葛勞特,,音樂,,2020-03-16
6962839,"Grove, George","葛洛夫,喬治",,音樂,,2020-03-16
6962840,"Grove, Stefans","葛洛夫,司帝凡斯",,音樂,,2020-03-16
6962841,"Groves, Charles",葛洛夫斯,,音樂,,2020-03-16
6962842,"Gruenberg, Erich","葛如恩伯格,艾瑞克",,音樂,,2020-03-16
6962843,"Gruenberg, Louis","葛如恩伯格,路易斯",,音樂,,2020-03-16
6962844,"Gruenberg, Louis",葛如恩伯格,,音樂,,2020-03-16
6962845,"Gruhn, Nora",葛潤,,音樂,,2020-03-16
6962846,"Grunebaum, Hermann",葛如內包姆,,音樂,,2020-03-16
6962847,Guchmann,古赫曼,,物理,,2020-03-16
6962848,"Gudden, Johann Bernhard Aloys von",古登,,物理,,2020-03-16
6962849,"Guest, Douglas",蓋斯特,,音樂,,2020-03-16
6962850,"Guggenheim,  Edward Armand",古根漢姆,,物理,,2020-03-16
6962851,"Guion, David",蓋恩,,音樂,,2020-03-16
6962852,"Gundry, Inglis",甘德瑞,,音樂,,2020-03-16
6962853,"Gunn, John Battiscombe",耿恩,,物理,,2020-03-16
6962854,"Gupta, Suraj Narayan",古普塔,,物理,,2020-03-16
6962855,"Gurney, Ivor",葛尼,,音樂,,2020-03-16
6962856,"Gustavson, Mark",顧斯塔弗森,,音樂,,2020-03-16
6962857,"Guthrie, James",賈斯瑞,,音樂,,2020-03-16
6962858,"Haber, Fritz",哈柏,,物理,,2020-03-16
6962859,"Haber, Fritz",哈柏,,化學,,2020-03-16
6962860,"Hackett, Charles",哈科特,,音樂,,2020-03-16
6962861,"Hadley, Henry","哈德利,亨利",,音樂,,2020-03-16
6962862,"Hadley, Patrick","哈德利,派翠克",,音樂,,2020-03-16
6962863,"Hadow, William Henry",哈多,,音樂,,2020-03-16
6962864,"Haendel, Ida",漢德爾,,音樂,,2020-03-16
6962865,"Hageman, Richard",哈格門,,音樂,,2020-03-16
6962866,"Hagen, Daron",哈根,,音樂,,2020-03-16
6962867,"Hagg, Jakob Adolf",哈格,,音樂,,2020-03-16
6962868,"Hailstork, Adolphus",黑爾斯多克,,音樂,,2020-03-16
6962869,"Hale, Philip",黑爾,,音樂,,2020-03-16
6962870,"Hall, Edwin Herbert","霍爾,艾德溫",,物理,,2020-03-16
6962871,"Hall, Marie","霍爾,瑪莉",,音樂,,2020-03-16
6962872,"Hall, Richard","霍爾,理查",,音樂,,2020-03-16
6962873,"Halle, Charles",哈雷,,音樂,,2020-03-16
6962874,"Halley, Edmond",哈理,,物理,,2020-03-16
6962875,"Hallis, Adolph",哈利斯,,音樂,,2020-03-16
6962876,Halsey,霍爾西,,物理,,2020-03-16
6962877,"Halsey, Louis",霍爾西,,音樂,,2020-03-16
6962878,"Hamburger, Paul",漢伯格,,音樂,,2020-03-16
6962879,"Hamilton, William Rowan","哈莫頓,威廉",,物理,,2020-03-16
6962880,"Hamilton, Iain","哈莫頓,伊恩",,音樂,,2020-03-16
6962881,"Hammond, Joan",漢門德,,音樂,,2020-03-16
6962882,"Handel, George Friedrich (Händel, Georg Friedrich)",韓德爾,,音樂,,2020-03-16
6962883,"Handford, Maurice",漢德福特,,音樂,,2020-03-16
6962884,"Handley, Vernon",漢德里,,音樂,,2020-03-16
6962885,"Hannah, Ron",漢納,,音樂,,2020-03-16
6962886,"Hanson, Howard",漢森,,音樂,,2020-03-16
6962887,"Harbison, John",哈比森,,音樂,,2020-03-16
6962888,"Hardy, Godfrey Harold",哈迪,,生命科學,,2020-03-16
6962889,Harker,哈克,,物理,,2020-03-16
6962890,"Harlap, Aharon",哈勒普,,音樂,,2020-03-16
6962891,"Harley, James",哈里,,音樂,,2020-03-16
6962892,"Harper, Edward","哈普爾,愛德華",,音樂,,2020-03-16
6962893,"Harper, Heather","哈普爾,黑瑟",,音樂,,2020-03-16
6962894,"Harrell, Lynn",哈瑞爾,,音樂,,2020-03-16
6962895,"Harris, Kevin Franz Josef","哈瑞斯,凱文",,音樂,,2020-03-16
6962896,"Harris, Roy","哈瑞斯,若伊",,音樂,,2020-03-16
6962897,"Harris, William","哈瑞斯,威廉",,音樂,,2020-03-16
6962898,"Harrison, Edward Robert","哈瑞森,愛德華",,物理,,2020-03-16
6962899,"Harrison, Beatrice","哈瑞森,畢翠絲",,音樂,,2020-03-16
6962900,"Harrison, Julius","哈瑞森,朱里爾斯",,音樂,,2020-03-16
6962901,"Harrison, Lou","哈瑞森,羅",,音樂,,2020-03-16
6962902,"Harrison, Pamela","哈瑞森,帕梅拉",,音樂,,2020-03-16
6962903,"Hart, Fritz Bennicke",哈特,,音樂,,2020-03-16
6962904,"Hartke, Stephen",哈特基,,音樂,,2020-03-16
6962905,"Hartley, Ralph Vinton Lyon","哈特里,洛夫",,物理,,2020-03-16
6962906,"Hartley, Walter","哈特里,沃特",,音樂,,2020-03-16
6962907,"Hartmann, William Morris",哈特曼,,物理,,2020-03-16
6962908,"Hartree,  Douglas Rayner",哈崔,,物理,,2020-03-16
6962909,"Harty, Herbert Hamilton",哈堤,,音樂,,2020-03-16
6962910,Harvard,哈佛,,物理,,2020-03-16
6962911,"Harvey, Jonathan","哈維,江納森",,音樂,,2020-03-16
6962912,"Harvey, Trevor","哈維,崔弗",,音樂,,2020-03-16
6962913,"Harwood, Basil","哈伍德,貝索",,音樂,,2020-03-16
6962914,"Harwood, Elizabeth","哈伍德,伊莉莎白",,音樂,,2020-03-16
6962915,"Hasse, Jean",哈瑟,,音樂,,2020-03-16
6962916,"Hasted, Derek",哈斯堤德,,音樂,,2020-03-16
6962917,"Hatton, John Liptrot",哈頓,,音樂,,2020-03-16
6962918,Hauck,豪克,,物理,,2020-03-16
6962919,"Hauk, Minnie",浩克,,音樂,,2020-03-16
6962920,"Hausdorff, Felix",郝斯多夫,,物理,,2020-03-16
6962921,"Havers, Clopton",黑弗斯,,生命科學,,2020-03-16
6962922,"Haweis, Hugh Reginald",霍斯,,音樂,,2020-03-16
6962923,"Hawes, William",霍茲,,音樂,,2020-03-16
6962924,"Hawking, Stephen William",霍金,,物理,,2020-03-16
6962925,"Hawkins, John",霍金斯,,音樂,,2020-03-16
6962926,"Hayes, Roland","黑茲,羅蘭",,音樂,,2020-03-16
6962927,"Hayes, William","黑茲,威廉",,音樂,,2020-03-16
6962928,"Hayward, Henry",黑沃德,,音樂,,2020-03-16
6962929,Haze,黑資,,物理,,2020-03-16
6962930,Hazen,黑忍,,物理,,2020-03-16
6962931,"Head, Micheal(Dewar)",黑德,,音樂,,2020-03-16
6962932,"Headington, Christopher",黑丁騰,,音樂,,2020-03-16
6962933,Hearn,赫恩,,物理,,2020-03-16
6962934,"Heaviside, Oliver",黑維塞德,,物理,,2020-03-16
6962935,"Hebden, John",黑伯登,,音樂,,2020-03-16
6962936,"Hedgecock, Ken",黑吉考克,,音樂,,2020-03-16
6962937,"Hedges, Anthony",黑吉斯,,音樂,,2020-03-16
6962938,Hefner (Friedrich Heinrich Philipp Franz von Hefner-Alteneck),黑夫納,,物理,,2020-03-16
6962939,"Heifetz, Jascha",海菲茨,,音樂,,2020-03-16
6962940,"Heimlich, Henry Jay",海姆立克,,生命科學,,2020-03-16
6962941,"Heinze, Bernard",海恩奇,,音樂,,2020-03-16
6962942,"Heisenberg, Werner",海忍伯格,,物理,,2020-03-16
6962943,"Heitler, Walter Heinrich",海特勒,,物理,,2020-03-16
6962944,"Helliwell, Clifton",黑里威爾,,音樂,,2020-03-16
6962945,"Helm, Everett",黑爾姆,,音樂,,2020-03-16
6962946,"Helps, Robert",黑爾普斯,,音樂,,2020-03-16
6962947,"Hely-Hutchinson, Victor",黑里－哈欽森,,音樂,,2020-03-16
6962948,"Hemsley, Thomas",黑姆斯里,,音樂,,2020-03-16
6962949,"Henderson, William James",韓德森,,音樂,,2021-11-01
6962950,"Henking, Hermann Paul August Otto",漢金,,生命科學,,2020-03-16
6962951,Henning,黑寧,,物理,,2020-03-16
6962952,"Henry, William",亨利,,物理,,2020-03-16
6962953,"Henry, William",亨利,,化學,,2020-03-16
6962954,"Henschel, George",亨首,,音樂,,2020-03-16
6962955,"Henson, Medora",亨森,,音樂,,2020-03-16
6962956,Hepp,黑普,,物理,,2020-03-16
6962957,"Herbage, Julian",赫比吉,,音樂,,2020-03-16
6962958,"Herbert, Victor",赫伯特,,音樂,,2020-03-16
6962959,"Herrmann, Bernard",赫門,,音樂,,2020-03-16
6962960,"Herschbach, Dudley Robert",赫許巴克,,化學,,2020-03-16
6962961,"Herschel, Frederick William",赫首,,物理,,2020-03-16
6962962,"Hersee, Rose",赫席,,音樂,,2020-03-16
6962963,Hertiz,赫提茲,,物理,,2020-03-16
6962964,"Hertz, Gustav Ludwig",赫玆,,物理,,2020-03-16
6962965,"Hertz, Gustav Ludwig",赫茲,,化學,,2020-03-16
6962966,"Hess, Myra","黑斯,麥拉",,音樂,,2020-03-16
6962967,"Hess, Victor Francis","黑斯,維克特",,化學,,2020-03-16
6962968,"Hess, Victor Francis","黑斯,維克特",,物理,,2020-03-16
6962969,"Heward, Leslie",修爾德,,音樂,,2020-03-16
6962970,Hewlett,休立特,,物理,,2020-03-16
6962971,Heylandt,黑蘭特,,物理,,2020-03-16
6962972,"Higgs, Peter Ware",希格斯,,物理,,2020-03-16
6962973,"Hilbert, David",希爾伯特,,物理,,2020-03-16
6962974,"Hildebrand, Joel Henry",希爾得布朗德,,物理,,2020-03-16
6962975,Hill,希爾,,物理,,2020-03-16
6962976,"Hill, Robert","希爾,羅伯特",,生命科學,,2020-03-16
6962977,"Hill, Alfred","希爾,阿福瑞德",,音樂,,2020-03-16
6962978,"Hill, Edward Burlingame","希爾,愛德華",,音樂,,2020-03-16
6962979,"Hill, Thomas Weist","希爾,湯瑪斯",,音樂,,2020-03-16
6962980,"Hiller, Lejaren","希勒,李賈仁",,音樂,,2020-03-16
6962981,"Hilsberg, Alexander",希斯伯格,,音樂,,2020-03-16
6962982,"Hinshaw, William Wade",辛修,,音樂,,2020-03-16
6962983,"Hinton, Arthur",辛頓,,音樂,,2020-03-16
6962984,"Hipkins, Alfred",希普金斯,,音樂,,2020-03-16
6962985,"Hirst, Thomas Archer",赫斯特,,物理,,2020-03-16
6962986,"Hislop, Joseph",希斯洛普,,音樂,,2020-03-16
6962987,"Hoddinott, Alun",霍迪諾特,,音樂,,2020-03-16
6962988,"Hodgson, Alfreda","霍吉森,阿芙瑞達",,音樂,,2020-03-16
6962989,"Hodgson, Peter","霍吉森,彼得",,音樂,,2020-03-16
6962990,"Hoffman, Grace","霍夫門,葛瑞絲",,音樂,,2020-03-16
6962991,"Hoffman, Ivin","霍夫門,艾文",,音樂,,2020-03-16
6962992,"Hoffman, Joel","霍夫門,周爾",,音樂,,2020-03-16
6962993,"Hoffman, Stan","霍夫門,史坦",,音樂,,2020-03-16
6962994,"Hoffmann, Roald",霍夫曼,,化學,,2020-03-16
6962995,"Hoffmann, Roald",霍夫曼,,物理,,2020-03-16
6962996,"Hoiby, Lee",霍伊比,,音樂,,2020-03-16
6962997,"Holborne, Anthony",霍爾本,,音樂,,2020-03-16
6962998,"Holbrooke, Joseph",郝爾布魯克,,音樂,,2020-03-16
6962999,"Hold, Trevor",霍爾德,,音樂,,2020-03-16
6963000,"Hollingsworth, John Ernest","霍林斯沃斯,約翰",,音樂,,2020-03-16
6963001,"Hollingsworth, Stanley","霍林斯沃斯,斯丹里",,音樂,,2020-03-16
6963002,"Hollins, Alfred",霍林斯,,音樂,,2020-03-16
6963003,"Holloway, Robin",霍勒維,,音樂,,2020-03-16
6963004,"Holmes, Alfred",侯姆茲,,音樂,,2020-03-16
6963005,"Holst, Gustav Theodore","侯爾斯特,古斯達夫",,音樂,,2020-03-16
6963006,"Holst, Imogen Clare","侯爾斯特,伊莫真",,音樂,,2020-03-16
6963007,"Holt, Simon","侯爾特,賽門",,音樂,,2020-03-16
6963008,Holtz,霍茲,,物理,,2020-03-16
6963009,"Homer, Sidney",侯摩,,音樂,,2020-03-16
6963010,"Hönigsberg, David",賀尼斯伯格,,音樂,,2020-03-16
6963011,"Hook, James",胡克,,音樂,,2020-03-16
6963012,"Hooke, Robert",虎克,,生命科學,,2020-03-16
6963013,"Hooke, Robert",虎克,,物理,,2020-03-16
6963014,"Hooton, Florence",胡騰,,音樂,,2020-03-16
6963015,"Hoover, Katherine",胡弗,,音樂,,2020-03-16
6963016,Hopkins,霍普金斯,,物理,,2020-03-16
6963017,"Hopkins, Bill (G.W.)","霍普金斯,比爾",,音樂,,2020-03-16
6963018,"Hopkins, Edward John","霍普金斯,愛德華",,音樂,,2020-03-16
6963019,"Hopkinson, Francis",霍普金森,,音樂,,2020-03-16
6963020,"Horne, Marilyn","霍恩,瑪莉蓮",,音樂,,2020-03-16
6963021,"Horner, James","霍納,詹姆斯",,音樂,,2020-03-16
6963022,"Horovitz, Joseph",霍勒維茨,,音樂,,2020-03-16
6963023,"Horowitz, Vladimir",霍勒威茨,,音樂,,2020-03-16
6963024,"Horsley, Colin",霍斯里,,音樂,,2020-03-16
6963025,"Horst, Louis",霍斯特,,音樂,,2020-03-16
6963026,"Houghton, Phillip",侯騰,,音樂,,2020-03-16
6963027,"Hovhaness, Alan",霍夫哈尼斯,,音樂,,2020-03-16
6963028,"Howard, Ann","浩爾德,安",,音樂,,2020-03-16
6963029,"Howard, John Tasker","浩爾德,約翰",,音樂,,2020-03-16
6963030,"Howard, Leslie","浩爾德,雷斯里",,音樂,,2020-03-16
6963031,"Howell, Dorothy",浩爾,,音樂,,2020-03-16
6963032,"Howells, Herbert Norman",浩爾茲,,音樂,,2020-03-16
6963033,"Howes, Frank",浩茲,,音樂,,2020-03-16
6963034,"Hubble, Edwin Powell",哈伯,,物理,,2020-03-16
6963035,"Hughes, Arwel","休斯,阿威爾",,音樂,,2020-03-16
6963036,"Hughes, Herbert","休斯,赫伯特",,音樂,,2020-03-16
6963037,"Hughes, Owain Arwel","休斯,歐威恩",,音樂,,2020-03-16
6963038,"Hughes, Spike","休斯,斯派克",,音樂,,2020-03-16
6963039,Hull,哈爾,,物理,,2020-03-16
6963040,Hume,休姆,,物理,,2020-03-16
6963041,"Hume, Tobias",休姆,,音樂,,2020-03-16
6963042,"Hume-Rothery, William",休姆-羅瑟瑞,,物理,,2020-03-16
6963043,Hummel,哈莫爾,,物理,,2020-03-16
6963044,"Huneker, James",哈尼克,,音樂,,2020-03-16
6963045,"Hunt, Donald","漢特,達諾德",,音樂,,2020-03-16
6963046,"Hunt, Jerry","漢特,傑瑞",,音樂,,2020-03-16
6963047,"Hunter, Rita",韓特,,音樂,,2020-03-16
6963048,"Huntington, George",韓廷騰,,生命科學,,2020-03-16
6963049,"Hurd, Michael",賀德,,音樂,,2020-03-16
6963050,"Hurford, Peter",賀福德,,音樂,,2020-03-16
6963051,"Hurlstone, William",賀爾斯頓,,音樂,,2020-03-16
6963052,"Hurst, George",賀斯特,,音樂,,2020-03-16
6963053,"Hurwitz, Emanuel",賀維茲,,音樂,,2020-03-16
6963054,"Husa, Karel",修瑟,,音樂,,2020-03-16
6963055,"Huss, Henry Holden",哈斯,,音樂,,2020-03-16
6963056,"Hutcheson, Ernest",哈契森,,音樂,,2020-03-16
6963057,Huygens,海根斯,,物理,,2020-03-16
6963058,"Hyde, Walter",海德,,音樂,,2020-03-16
6963059,"Imbrie, Andrew Welsh",殷布瑞,,音樂,,2020-03-16
6963060,"Ingoldsby, Tom",映格茲比,,音樂,,2020-03-16
6963061,"Ireland, John",艾爾蘭,,音樂,,2020-03-16
6963062,"Irving, Ernest","爾文,恩尼斯特",,音樂,,2020-03-16
6963063,"Irving, Robert Augustine","爾文,羅伯特",,音樂,,2020-03-16
6963064,"Isaacs, Edward",艾澤克斯,,音樂,,2020-03-16
6963065,"Isador, Michael",伊澤多爾,,音樂,,2020-03-16
6963066,"Issaca, Leonard",伊瑟可,,音樂,,2020-03-16
6963067,"Istomin, Eugene",伊斯特敏,,音樂,,2020-03-16
6963068,"Ives, Charles",艾弗茲,,音樂,,2020-03-16
6963069,"Jackiw, Roman W.",賈基夫,,物理,,2020-03-16
6963070,"Jackson, Francis","傑克森,法蘭西斯",,音樂,,2020-03-16
6963071,"Jackson, William","傑克森,威廉",,音樂,,2020-03-16
6963072,"Jacob, Gordon",傑可卜,,音樂,,2020-03-16
6963073,"Jacobi, Frederick",哲寇比,,音樂,,2020-03-16
6963074,"Jacobson, Maurice",傑可卜森,,音樂,,2020-03-16
6963075,"Jacques, Reginald",扎克,,音樂,,2020-03-16
6963076,"James, Ivor","詹姆斯,艾弗",,音樂,,2020-03-16
6963077,"James, Philip","詹姆斯,菲利普",,音樂,,2020-03-16
6963078,"Janssen, Werner",詹森,,音樂,,2020-03-16
6963079,"Jarvlepp, Jan",賈弗列普,,音樂,,2020-03-16
6963080,"Jeans, James Hopwood",金斯,,物理,,2020-03-16
6963081,"Jenkins, John","簡金斯,約翰",,音樂,,2020-03-16
6963082,"Jenkins, Karl","簡金斯,卡爾",,音樂,,2020-03-16
6963083,"Jepson, Helen",傑普森,,音樂,,2020-03-16
6963084,"Jewell, Fred",朱歐,,音樂,,2020-03-16
6963085,"Job, Lynn",賈伯,,音樂,,2020-03-16
6963086,"Joel, William",周歐,,音樂,,2020-03-16
6963087,"Johannesen, Grant",周哈尼森,,音樂,,2020-03-16
6963088,"Johnson, Ben","江森,本恩",,音樂,,2020-03-16
6963089,"Johnson, Edward","江森,愛德華",,音樂,,2020-03-16
6963090,"Johnson, Graham","江森,葛瑞姆",,音樂,,2020-03-16
6963091,"Johnson, Hall (Francis)","江森,霍爾",,音樂,,2020-03-16
6963092,"Johnson, Hunter","江森,韓特",,音樂,,2020-03-16
6963093,"Johnson, Robert Sherlaw","江森,羅伯特",,音樂,,2020-03-16
6963094,"Johnson, Scott","江森,司考特",,音樂,,2020-03-16
6963095,"Johnson, Tom","江森,湯姆",,音樂,,2020-03-16
6963096,"Johnstone, Maurice",江斯頓,,音樂,,2020-03-16
6963097,"Jones, Charles","鍾斯,查爾斯",,音樂,,2020-03-16
6963098,"Jones, Daniel","鍾斯,丹尼爾",,音樂,,2020-03-16
6963099,"Jones, Evlyn Howard","鍾斯,艾弗林",,音樂,,2020-03-16
6963100,"Jones, Geraint","鍾斯,吉倫特",,音樂,,2020-03-16
6963101,"Jones, Gwyneth","鍾斯,桂妮絲",,音樂,,2020-03-16
6963102,"Jones, Parry","鍾斯,培里",,音樂,,2020-03-16
6963103,"Jones, Robert","鍾斯,羅伯特",,音樂,,2020-03-16
6963104,"Jones, Sidney","鍾斯,西德尼",,音樂,,2020-03-16
6963105,"Joplin, Scott",賈普林,,音樂,,2020-03-16
6963106,"Jordá, Enrique",霍爾大,,音樂,,2020-03-16
6963107,"Jordan, Marie Ennemond Camille","周爾登,瑪莉",,物理,,2020-03-16
6963108,"Jordan, Jules","周爾登,朱爾斯",,音樂,,2020-03-16
6963109,"Josephs, Wilfred",周瑟夫斯,,音樂,,2020-03-16
6963110,"Josephson, Brian David",周瑟夫森,,物理,,2020-03-16
6963111,"Josten, Werner",姚斯頓,,音樂,,2020-03-16
6963112,"Joubert, John",朱伯特,,音樂,,2020-03-16
6963113,"Joule, James Prescott",焦爾,,物理,,2020-03-16
6963114,"Joule, James Prescott",焦爾,,化學,,2020-03-16
6963115,"Joyce, Eileen",周伊斯,,音樂,,2020-03-16
6963116,"Judd, Terence",賈德,,音樂,,2020-03-16
6963117,Justi,加斯地,,物理,,2020-03-16
6963118,"Kac, Mark",卡慈,,物理,,2020-03-16
6963119,Kaman,卡曼,,物理,,2020-03-16
6963120,Kanthal,坎塔爾,,物理,,2020-03-16
6963121,"Kapell, William",卡培爾,,音樂,,2020-03-16
6963122,"Kármán, Theodore von (original Hungarian name: Szőllőskislaki Kármán Tódor)",卡門,,物理,,2020-03-16
6963123,"Kash, Eugeni",卡許,,音樂,,2020-03-16
6963124,Kasper,卡斯珀,,物理,,2020-03-16
6963125,"Kastning, Kevin",卡斯寧,,音樂,,2020-03-16
6963126,"Katchen, Julius",卡欽,,音樂,,2020-03-16
6963127,"Kater, Henry",凱特,,物理,,2020-03-16
6963128,"Katin, Peter",卡廷,,音樂,,2020-03-16
6963129,"Kay, Ulysses",克伊,,音樂,,2020-03-16
6963130,"Keeffe, Bernard",基夫,,音樂,,2020-03-16
6963131,"Keel, James Frederick",基爾,,音樂,,2020-03-16
6963132,"Keene, Christopher",基恩,,音樂,,2020-03-16
6963133,"Kell, Reginald",柯爾,,音樂,,2020-03-16
6963134,"Keller, Hans",柯勒,,音樂,,2020-03-16
6963135,"Kelley, Edgar Stillman{Stillman-Kelley}",克里,,音樂,,2020-03-16
6963136,"Kellner, Carl",克爾納,,物理,,2020-03-16
6963137,"Kellogg, Clara",柯洛格,,音樂,,2020-03-16
6963138,"Kelly, Bryan","克理,布萊恩",,音樂,,2020-03-16
6963139,"Kelly, Frederick","克理,福瑞德里克",,音樂,,2020-03-16
6963140,"Kelly, Michael","克理,麥可",,音樂,,2020-03-16
6963141,"Kelvin (William Thomson, 1st Baron Kelvin)",湯姆森(柯爾文),,化學,,2020-03-16
6963142,"Kelvin (William Thomson, 1st Baron Kelvin)",湯姆森(柯爾文),,物理,,2020-03-16
6963143,"Kemble, Adelaide",肯博,,音樂,,2020-03-16
6963144,"Kennan, Kent Wheeler","肯南,肯特",,音樂,,2020-03-16
6963145,"Kennan, Nigel","肯南,奈久",,音樂,,2020-03-16
6963146,"Kennedy, Daisy","肯拿迪,黛西",,音樂,,2020-03-16
6963147,"Kennelly, Arthur Edwin",肯乃利,,物理,,2020-03-16
6963148,"Kentner, Louis",肯特納,,音樂,,2020-03-16
6963149,"Kepler, Johannes",克卜勒,,物理,,2020-03-16
6963150,"Kern, Jerome",柯恩,,音樂,,2020-03-16
6963151,"Kernis, Aaron Jay",柯尼斯,,音樂,,2020-03-16
6963152,"Kerr, Harrison","柯爾,哈瑞森",,音樂,,2020-03-16
6963153,"Kerr, John","柯爾,約翰",,物理,,2020-03-16
6963154,"Kerry, Gordon",凱瑞,,音樂,,2020-03-16
6963155,Kersten,克斯登,,物理,,2020-03-16
6963156,"Ketelbey, Albert",凱特比,,音樂,,2020-03-16
6963157,Kew,克友,,物理,,2020-03-16
6963158,"Keys, Ivor",基斯,,音樂,,2020-03-16
6963159,"Kibbe, Michael",基伯,,音樂,,2020-03-16
6963160,"Kievman, Carson",基夫曼,,音樂,,2020-03-16
6963161,"Kikuchi, Seishi",菊池,,物理,,2020-03-16
6963162,"Killing, Wilhelm Karl Joseph",基林,,物理,,2020-03-16
