ID,英文名稱,中文名稱,圖片,領域,祖籍,更新日期
6963163,"Kilstofte, Mark",基爾斯托夫特,,音樂,,2020-03-16
6963164,"Kindler, Hans",金德勒,,音樂,,2020-03-16
6963165,"Kings, Steven",金斯,,音樂,,2020-03-16
6963166,"Kinkeldey, Otto",金克蒂,,音樂,,2020-03-16
6963167,"Kipnis, Alexander",基普尼斯,,音樂,,2020-03-16
6963168,"Kirbye, George",柯比,,音樂,,2020-03-16
6963169,"Kirchhoff, Gustav Robert",克希何夫,,物理,,2020-03-16
6963170,"Kirchner, Leon","柯克納,利恩",,音樂,,2020-03-16
6963171,"Kirkby-Lunn, Louise",柯克比－蘭恩,,音樂,,2020-03-16
6963172,"Kirkendall, Ernest",柯肯德,,物理,,2020-03-16
6963173,"Kirkpatrick, John","柯克帕崔克,約翰",,音樂,,2020-03-16
6963174,"Kirkpatrick, Ralph","柯克帕崔克,洛夫",,音樂,,2020-03-16
6963175,"Kirkwood, John Gamble",柯克伍德,,物理,,2020-03-16
6963176,"Kirshbaum, Ralph",柯希包姆,,音樂,,2020-03-16
6963177,"Klein, Oskar Benjamin","克萊恩,歐斯克",,物理,,2020-03-16
6963178,"Klinefelter (Harry Fitch Klinefelter, Jr.)",柯萊恩菲特,,生命科學,,2020-03-16
6963179,"Knight, Edward","奈特,愛德華",,音樂,,2020-03-16
6963180,"Knight, Tim","奈特,提姆",,音樂,,2020-03-16
6963181,"Knight, Walter David Knight","奈特,沃特",,物理,,2020-03-16
6963182,"Knudsen, Martin Hans Christian",克努森,,物理,,2020-03-16
6963183,"Knussen, Oliver",克努森,,音樂,,2020-03-16
6963184,"Kobayashi, Makoto",小林,,物理,,2020-03-16
6963185,"Kobbe, Gustav",寇比,,音樂,,2020-03-16
6963186,"Kobra, Louis",寇布拉,,音樂,,2020-03-16
6963187,"Koch, Pauline",寇赫,,物理,,2020-03-16
6963188,"Kohs, Ellis",寇斯,,音樂,,2020-03-16
6963189,"Kolb, Barbara",寇布,,音樂,,2020-03-16
6963190,"Kondo,  Jun",近藤,,物理,,2020-03-16
6963191,"Kondracki, Michal",康德拉茨基,,音樂,,2020-03-16
6963192,"Kopp, Emil","柯卜,伊米爾",,化學,,2020-03-16
6963193,"Kopp, Hermann Franz Moritz","柯卜,赫門",,化學,,2020-03-16
6963194,"Kopp, Hermann Franz Moritz","柯卜,赫門",,物理,,2020-03-16
6963195,"Korngold, Erich Wolfgang",孔恩勾特,,音樂,,2020-03-16
6963196,"Korteweg, Diederik Johannes",科得維克,,物理,,2020-03-16
6963197,"Kossel, Ludwig Karl Martin Leonhard Albrecht","柯色爾,拉德維格",,化學,,2020-03-16
6963198,"Kossel, Walther Ludwig Julius","科色爾,瓦爾特",,化學,,2020-03-16
6963199,"Kossel, Walther Ludwig Julius","科色爾,瓦爾特",,物理,,2020-03-16
6963200,"Kossel, Walther Ludwig Julius  (son of Albrecht Kossel )","科色爾,瓦爾特",,物理,,2020-03-16
6963201,"Kostelanetz, Andre",寇斯特拉內茨,,音樂,,2020-03-16
6963202,"Kosterlitz, Hans Walter","寇斯特里茲,漢斯",,物理,,2020-03-16
6963203,"Kosterlitz, John Michael","寇斯特里茲,約翰",,物理,,2020-03-16
6963204,"Koussevitzky, Sergei",庫謝維茨基,,音樂,,2020-03-16
6963205,Kovar,科伐,,物理,,2020-03-16
6963206,"Koven, Reginald de",寇文,,音樂,,2020-03-16
6963207,"Kraft, William","克拉夫特,威廉",,音樂,,2020-03-16
6963208,"Kramer, Arthur Walter","克拉莫,阿瑟",,音樂,,2020-03-16
6963209,"Kramer, Robert","克拉莫,羅伯特",,音樂,,2020-03-16
6963210,"Krarup, Carl Emil",克拉若卜,,物理,,2020-03-16
6963211,"Krasner, Louis",克拉斯納,,音樂,,2020-03-16
6963212,"Kraus, Otakar","克勞斯,歐塔卡",,音樂,,2020-03-16
6963213,"Krebs, Sir Hans Adolf","柯瑞卜斯,漢斯",,生命科學,,2020-03-16
6963214,"Krehbiel, Henry",克雷比爾,,音樂,,2020-03-16
6963215,"Krenek, Ernst",克雷內克,,音樂,,2020-03-16
6963216,Krigar,克瑞加,,物理,,2020-03-16
6963217,"Krips, Henry","克瑞普斯,亨利",,音樂,,2020-03-16
6963218,"Kronecker, Leopold",克若聶克,,物理,,2020-03-16
6963219,"Kronig, Ralph",克若尼希,,物理,,2020-03-16
6963220,"Krotoschiner, Harold Walter",柯羅托,,化學,,2020-03-16
6963221,"Krueger, Karl",克魯格,,音樂,,2020-03-16
6963222,"Kruse, Bjørn","克魯則,比約恩",,音樂,,2020-03-16
6963223,"Kruse, Johann","克魯則,約翰",,音樂,,2020-03-16
6963224,"Kruskal (Joseph Bernard Kruskal, Jr.)","柯魯斯可,約瑟夫",,數學,,2020-03-16
6963225,"Kruskal, Martin David","柯魯斯可,馬丁",,物理,,2020-03-16
6963226,"Kruskal, William Henry","柯魯斯可,威廉",,數學,,2020-03-16
6963227,"Kubik, Gail",庫比克,,音樂,,2020-03-16
6963228,"Kucij, Timothy",庫奇,,音樂,,2020-03-16
6963229,"Kuehn, Mikel",丘恩,,音樂,,2020-03-16
6963230,"Kullman, Charles",庫爾曼,,音樂,,2020-03-16
6963231,"Kundt, August",孔特,,物理,,2020-03-16
6963232,"Kupferman, Meyer",庫普菲曼,,音樂,,2020-03-16
6963233,"Kurie, Franz Newell Devereux",庫瑞,,物理,,2020-03-16
6963234,"Kurka, Robert",庫卡,,音樂,,2020-03-16
6963235,"Kurnakov, Nikolai Semenovich",庫納科夫,,物理,,2020-03-16
6963236,"Kurtz, Efrem",庫爾茨,,音樂,,2020-03-16
6963237,Kurz,庫茲,,物理,,2020-03-16
6963238,"La Berge, Anne",拉貝爾吉,,音樂,,2020-03-16
6963239,"La Forge, Frank",拉佛爾吉,,音樂,,2020-03-16
6963240,"La Montaine, John",拉蒙恬內,,音樂,,2020-03-16
6963241,"Labunski, Felix","拉班斯基,菲利克斯",,音樂,,2020-03-16
6963242,"Labunski, Wiktor","拉班斯基,維克多",,音樂,,2020-03-16
6963243,"Ladd, Andrew",拉德,,音樂,,2020-03-16
6963244,"Ladenburg, Albert","拉登柏格,阿伯特",,化學,,2020-03-16
6963245,"Ladenburg, Rudolf Walter","拉登伯格,魯多夫",,物理,,2020-03-16
6963246,"LaFave, Kenneth",拉法弗,,音樂,,2020-03-16
6963247,"Lagrange, Joseph-Louis",拉格朗日,,物理,,2020-03-16
6963248,"Laguerre, Edmond Nicolas",拉格爾,,物理,,2020-03-16
6963249,"Laitman, Lori",賴特門,,音樂,,2020-03-16
6963250,"Lalande, Joseph Jérôme Lefrançois de",拉朗得,,物理,,2020-03-16
6963251,"Lamarck, Jean-Baptiste de",拉馬克,,生命科學,,2020-03-16
6963252,"Lamb (Willis Eugene Lamb, Jr.)",蘭姆,,物理,,2020-03-16
6963253,"Lambert, Johann Heinrich","藍伯特,約翰",,物理,,2020-03-16
6963254,"Lambert, Alexander","藍伯特,亞歷山大",,音樂,,2020-03-16
6963255,"Lambert, Constant","藍伯特,康斯坦特",,音樂,,2020-03-16
6963256,"Lamé, Gabriel",拉美,,物理,,2020-03-16
6963257,"Lamond, Frederic",拉蒙德,,音樂,,2020-03-16
6963258,"Lamont, Johann von",拉蒙,,物理,,2020-03-16
6963259,"Lamy, Bernard",拉密,,物理,,2020-03-16
6963260,"Lanchbery, John",藍奇貝瑞,,音樂,,2020-03-16
6963261,"Lanchester, Frederick William",藍徹斯特,,物理,,2020-03-16
6963262,"Landé, Alfred",蘭德,,物理,,2020-03-16
6963263,"Landsteiner, Karl",藍施泰納,,生命科學,,2020-03-16
6963264,"Lang, Andrew Richard","郎恩,安祖",,物理,,2020-03-16
6963265,"Lang, Robert J.","郎恩,羅伯特",,物理,,2020-03-16
6963266,"Lang, David","郎恩,大衛",,音樂,,2020-03-16
6963267,"Lang, Paul Henry","郎恩,保羅",,音樂,,2020-03-16
6963268,"Lange, Hans","藍吉,漢斯",,音樂,,2020-03-16
6963269,"Langerhans, Paul",蘭格漢,,生命科學,,2020-03-16
6963270,"Langevin, Paul",朗之萬,,物理,,2020-03-16
6963271,"Langmuir, Irving",朗繆,,物理,,2020-03-16
6963272,"Lanier, Nicholas",拉尼爾,,音樂,,2020-03-16
6963273,"Lankester, Michael",藍柯斯特,,音樂,,2020-03-16
6963274,"Lansky, Paul",藍斯基,,音樂,,2020-03-16
6963275,"Lanza, Alcides",藍札,,音樂,,2020-03-16
6963276,"Laporte, Otto",拉波特,,物理,,2020-03-16
6963277,"Larchet, John Francis",拉其特,,音樂,,2020-03-16
6963278,"Laredo, Jaime",拉瑞多,,音樂,,2020-03-16
6963279,"Large, Brain",拉吉,,音樂,,2020-03-16
6963280,"Larmor, Joseph",拉莫,,物理,,2020-03-16
6963281,"LaRocca, Frank",拉羅卡,,音樂,,2020-03-16
6963282,"Lauridsen, Morten",勞瑞德森,,音樂,,2020-03-16
6963283,"Lauritsen, Charles Christian",勞瑞特森,,物理,,2020-03-16
6963284,"Lavallée, Calixa",拉瓦雷,,音樂,,2020-03-16
6963285,"Lawes, William",洛茲,,音樂,,2020-03-16
6963286,"Lawrence, Marjorie",洛倫斯,,音樂,,2020-03-16
6963287,"Lawson, John David",洛森,,物理,,2020-03-16
6963288,"Lear, Evelyn",利爾,,音樂,,2020-03-16
6963289,"Leavins, Arthur",利文斯,,音樂,,2020-03-16
6963290,"Ledger, Philip",雷吉爾,,音樂,,2020-03-16
6963291,Leduc,勒杜克,,物理,,2020-03-16
6963292,T. D. Lee (Tsung-Dao Lee),李政道,,物理,,2021-11-29
6963293,Lees,利斯,,物理,,2020-03-16
6963294,"Lees, Benjamin",利斯,,音樂,,2020-03-16
6963295,"Lefanu, Nicola",雷福紐,,音樂,,2020-03-16
6963296,"Legge, Walter",雷格,,音樂,,2020-03-16
6963297,"Lehmann, Liza","雷曼,莉莎",,音樂,,2020-03-16
6963298,"Lehrman, Leonard",雷門,,音樂,,2020-03-16
6963299,"Leigh, Mitch","利伊,密曲",,音樂,,2020-03-16
6963300,"Leigh, Walter","利伊,沃特",,音樂,,2020-03-16
6963301,"Leigh-Sharpe, William Harold",利伊－夏普,,音樂,,2020-03-16
6963302,"Leighton, Kenneth",雷騰,,音樂,,2020-03-16
6963303,"Leinsdorf, Erich",賴恩斯朵夫,,音樂,,2020-03-16
6963304,"Leisner, David",賴斯拿,,音樂,,2020-03-16
6963305,"Lely, Durward",利里,,音樂,,2020-03-16
6963306,"Lemare, Edwin",勒梅爾,,音樂,,2020-03-16
6963307,"Lemmens-Sherrington, Hellen",雷門斯-薛林頓,,音樂,,2020-03-16
6963308,"Lenya, Lotte",雷尼亞,,音樂,,2020-03-16
6963309,"Leonard, Lawrence",雷納德,,音樂,,2020-03-16
6963310,"Leppard, Raymond",雷普德,,音樂,,2020-03-16
6963311,"Leslie, Henry David",雷斯里,,音樂,,2020-03-16
6963312,"Levant, Oscar",勒萬特,,音樂,,2020-03-16
6963313,"Levering, Arthur",雷弗凌,,音樂,,2020-03-16
6963314,"Levien, John Mewburn",雷汶,,音樂,,2020-03-16
6963315,"Levine, James",勒泛,,音樂,,2020-03-16
6963316,"Levy, Marvin David",利維,,音樂,,2020-03-16
6963317,"Lewenthal, Raymond",陸恩薩爾,,音樂,,2020-03-16
6963318,"Lewis, Gilbert Newton","路伊斯,吉爾伯特",,物理,,2020-03-16
6963319,"Lewis, Gilbert Newton","路伊斯,吉爾伯特",,化學,,2020-03-16
6963320,"Lewis, Anthony","路伊斯,安森尼",,音樂,,2020-03-16
6963321,"Lewis, David","路伊斯,大衛",,音樂,,2020-03-16
6963322,"Lewis, Henry","路伊斯,亨利",,音樂,,2020-03-16
6963323,"Lewis, Jeffrey","路伊斯,傑福瑞",,音樂,,2020-03-16
6963324,"Lewis, Mary","路伊斯,瑪麗",,音樂,,2020-03-16
6963325,"Lewis, Peter Scott","路伊斯,彼得",,音樂,,2020-03-16
6963326,"Lewis, Richard","路伊斯,理查",,音樂,,2020-03-16
6963327,"Ley, Henry",李伊,,音樂,,2020-03-16
6963328,"Lias, Stephen",李亞斯,,音樂,,2020-03-16
6963329,"Libeling, Emil","賴柏陵,伊米爾",,音樂,,2020-03-16
6963330,"Libeling, Leonard","賴柏陵,雷納德",,音樂,,2020-03-16
6963331,"Licette, Miriam",賴瑟特,,音樂,,2020-03-16
6963332,Lichten,利希騰,,物理,,2020-03-16
6963333,"Liebermann, Lowell","李伯曼,羅維爾",,音樂,,2020-03-16
6963334,"Lieberson, Peter",李伯森,,音樂,,2020-03-16
6963335,"Lieurance, Thurlow",劉倫斯,,音樂,,2020-03-16
6963336,"Lilburn, Douglas Gordon",利爾本,,音樂,,2020-03-16
6963337,"Lill, John",利爾,,音樂,,2020-03-16
6963338,"Lindley, Robert",林德里,,音樂,,2020-03-16
6963339,"Linley, Thomas (I)","林里,湯瑪斯一世",,音樂,,2020-03-16
6963340,"Linley, Thomas (II)","林里,湯瑪斯二世",,音樂,,2020-03-16
6963341,"Lipkin, Malcolm",利普金,,音樂,,2020-03-16
6963342,"Lipson, Henry (Solomon)","利普森,亨利",,物理,,2020-03-16
6963343,"Lipson, Michal","利普森,麥可",,物理,,2020-03-16
6963344,Lissajou,利薩儒,,物理,,2020-03-16
6963345,"Lister, Joseph Jackson",李斯特,,物理,,2020-03-16
6963346,Litz,李茲,,物理,,2020-03-16
6963347,"Livens, George Henry",李文斯,,物理,,2020-03-16
6963348,"Llewellyn, Ernest Victor","盧魏林,恩尼斯特",,音樂,,2020-03-16
6963349,"Llewellyn, William","盧魏林,威廉",,音樂,,2020-03-16
6963350,"Lloyd, Charles","洛伊德,查爾斯",,音樂,,2020-03-16
6963351,"Lloyd, Cross","洛伊德,克若斯",,物理,,2020-03-16
6963352,"Lloyd, Edward","洛伊德,愛德華",,音樂,,2020-03-16
6963353,"Lloyd, George","洛伊德,喬治",,音樂,,2020-03-16
6963354,"Lloyd, Richard","洛伊德,理查",,音樂,,2020-03-16
6963355,"Lloyd, Webber Andrew","洛伊德,韋伯",,音樂,,2020-03-16
6963356,"Locke, Matthew",洛克,,音樂,,2020-03-16
6963357,"Lockhart, James",洛克哈特,,音樂,,2020-03-16
6963358,"Lockspeiser, Edward",洛克斯派瑟,,音樂,,2020-03-16
6963359,"Lockwood, Normond",洛克伍德,,音樂,,2020-03-16
6963360,"Loder, Edward","羅德,愛德華",,音樂,,2020-03-16
6963361,"Loder, Kate","羅德,凱特",,音樂,,2020-03-16
6963362,"Loeffler, Charles Martin",雷弗勒,,音樂,,2020-03-16
6963363,"Loesser, Frank",拉瑟,,音樂,,2020-03-16
6963364,"Löhr, Hermann",洛爾,,音樂,,2020-03-16
6963365,"London, George","藍登,喬治",,音樂,,2020-03-16
6963366,"Loomis, Harvey Worthington",陸米斯,,音樂,,2020-03-16
6963367,"Lopatnikoff, Nicolai",羅帕尼科夫,,音樂,,2020-03-16
6963368,"Lord, David","洛德,大衛",,音樂,,2020-03-16
6963369,"Lorenz, Edward Norton","婁忍慈,愛德華",,物理,,2020-03-16
6963370,"Lott, Felicity",洛特,,音樂,,2020-03-16
6963371,"Loughran, James",洛克倫,,音樂,,2020-03-16
6963372,Love,勒夫,,物理,,2020-03-16
6963373,"Loveday, Alan",拉弗德,,音樂,,2020-03-16
6963374,"Loveridge, Iris",拉弗瑞基,,音樂,,2020-03-16
6963375,"Lowe, Claude Egerton",婁武,,音樂,,2020-03-16
6963376,Lowry,勞爾瑞,,化學,,2020-03-16
6963377,"Luboshutz, Lea",盧巴舍茲,,音樂,,2020-03-16
6963378,"Lucas, Clarence","路可斯,克拉倫斯",,音樂,,2020-03-16
6963379,"Lucas, Leighton","路可斯,雷頓",,音樂,,2020-03-16
6963380,"Lucier, Alvin",路希爾,,音樂,,2020-03-16
6963381,"Ludford, Nicholas",勒德福得,,音樂,,2020-03-16
6963382,"Ludwig, Mark Allen","拉德維格,馬克",,物理,,2020-03-16
6963383,"Ludwig, William","拉德維格,威廉",,音樂,,2020-03-16
6963384,"Luengen, Ramona",盧恩簡,,音樂,,2020-03-16
6963385,"Luening, Otto",盧寧,,音樂,,2020-03-16
6963386,"Lumsdaine, David",拉姆斯丁,,音樂,,2020-03-16
6963387,"Lush, Ernest",勒許,,音樂,,2020-03-16
6963388,Luther,陸瑟,,物理,,2020-03-16
6963389,"Lutkin, Peter Christien",拉特金,,音樂,,2020-03-16
6963390,"Luttinger, Joaquin (Quin) Mazdak",陸廷格,,物理,,2020-03-16
6963391,"Lutyens, Elisabeth",勒辰斯,,音樂,,2020-03-16
6963392,"Luxon, Benjamin",勒克桑,,音樂,,2020-03-16
6963393,Lyman,賴門,,化學,,2020-03-16
6963394,"Lyman, Theodore","賴門,希爾多",,物理,,2020-03-16
6963395,"Lympany, Moura",林普尼,,音樂,,2020-03-16
6963396,"Maas, Joseph",馬斯,,音樂,,2020-03-16
6963397,"Maazel, Lorin",馬澤爾,,音樂,,2020-03-16
6963398,"Macbeth, Florence",馬克貝斯,,音樂,,2020-03-16
6963399,"MacCunn, Hamish",馬康,,音樂,,2020-03-16
6963400,"MacDonald, Malcolm",馬克達諾德,,音樂,,2020-03-16
6963401,"MacDowell, Edward",馬克道爾,,音樂,,2020-03-16
6963402,"Macerof, Teo",馬瑟若夫,,音樂,,2020-03-16
6963403,"MacFarren, George Alexander",馬克法倫,,音樂,,2020-03-16
6963404,"Mackenzie, Alexander Campbell",馬肯奇,,音樂,,2020-03-16
6963405,"Mackey, Steven",馬基,,音樂,,2020-03-16
6963406,"Mackie, Thomas Rockwell",馬紀,,物理,,2020-03-16
6963407,"MacMillan, Ernest","馬可密倫,恩尼斯特",,音樂,,2020-03-16
6963408,"MacMillan, James","馬可密倫,詹姆斯",,音樂,,2020-03-16
6963409,"Macnaghten, Anne",馬可諾騰,,音樂,,2020-03-16
6963410,"Maconchy, Elizabeth",馬孔基,,音樂,,2020-03-16
6963411,"Madeira, Jean",馬蒂拉,,音樂,,2020-03-16
6963412,"Maganini, Quinto",馬格尼尼,,音樂,,2020-03-16
6963413,Magdeburg,馬葛德伯格,,物理,,2020-03-16
6963414,Magellan,馬蓋倫,,物理,,2020-03-16
6963415,Magnéli,馬格內利,,物理,,2020-03-16
6963416,"Maine, Basil",梅恩,,音樂,,2020-03-16
6963417,"Malko, Nicolai",馬爾寇,,音樂,,2020-03-16
6963418,"Malter, Zachary",馬爾特,,物理,,2020-03-16
6963419,"Malthus, Thomas Robert",馬爾瑟斯,,生命科學,,2020-03-16
6963420,"Malus, Etienne-Louis",馬路斯,,物理,,2020-03-16
6963421,"Mancini, Henry",曼契尼,,音樂,,2020-03-16
6963422,Mangin,曼京,,物理,,2020-03-16
6963423,"Manners, Charles","馬拿斯,查爾斯",,音樂,,2020-03-16
6963424,"Manners, David","馬拿斯,大衛",,音樂,,2020-03-16
6963425,"Manners, Leopold","馬拿斯,利爾波德",,音樂,,2020-03-16
6963426,"Manning, Jane",曼寧,,音樂,,2020-03-16
6963427,"Manns, August",曼斯,,音樂,,2020-03-16
6963428,"Mantovani, Annunzio",曼托瓦尼,,音樂,,2020-03-16
6963429,"Marchant, Stanley",馬千特,,音樂,,2020-03-16
6963430,"Mark, Peter",馬克,,音樂,,2020-03-16
6963431,"Markarjan, Benjamin (Benik) Jegischewitsch",馬克廉,,物理,,2020-03-16
6963432,"Markowitz, Steve","馬寇維茨,司提夫",,音樂,,2020-03-16
6963433,"Marriner, Neville",馬瑞拿,,音樂,,2020-03-16
6963434,"Marsden, Ernest",馬斯登,,物理,,2020-03-16
6963435,"Marsh, Roger",馬許,,音樂,,2020-03-16
6963436,"Martin, Elizabeth","馬廷,伊莉莎白",,音樂,,2020-03-16
6963437,"Martin, George","馬廷,喬治",,音樂,,2020-03-16
6963438,"Martin, Riccardo","馬廷,瑞卡多",,音樂,,2020-03-16
6963439,"Martino, Donald",馬悌挪,,音樂,,2020-03-16
6963440,"Martirano, Salvatore",馬堤拉挪,,音樂,,2020-03-16
6963441,"Martland, Steve",馬特蘭,,音樂,,2020-03-16
6963442,"Martz, Jasun",馬茨,,音樂,,2020-03-16
6963443,Marx,馬克斯,,物理,,2020-03-16
6963444,"Mascari, Edward P.",馬斯卡瑞,,音樂,,2020-03-16
6963445,"Maskawa, Toshihide",增川,,物理,,2020-03-16
6963446,Mason,梅森,,物理,,2020-03-16
6963447,"Mason, Daniel Gregory","梅森,丹尼爾",,音樂,,2020-03-16
6963448,"Mason, Lowell","梅森,羅維爾",,音樂,,2020-03-16
6963449,"Mason, William","梅森,威廉",,音樂,,2020-03-16
6963450,"Masterson, Valerie",馬斯特森,,音樂,,2020-03-16
6963451,"Matchett, Steve",馬其特,,音樂,,2020-03-16
6963452,"Mather, Bruce",馬瑟,,音樂,,2020-03-16
6963453,"Mathias, William James",馬賽爾斯,,音樂,,2020-03-16
6963454,"Mathieson, Muir",馬希森,,音樂,,2020-03-16
6963455,Mathiessen,馬西森,,物理,,2020-03-16
6963456,"Mathieu, André","馬提厄,安綴",,音樂,,2020-03-16
6963457,"Mathieu, Rodolphe","馬提厄,羅斗夫",,音樂,,2020-03-16
6963458,"Matthay, Tobias",馬塞,,音樂,,2020-03-16
6963459,"Matthews, Colin","馬修斯,寇林",,音樂,,2020-03-16
6963460,"Matthews, David","馬修斯,大衛",,音樂,,2020-03-16
6963461,"Matthews, Denis","馬修斯,丹尼斯",,音樂,,2020-03-16
6963462,"Matthews, Thomas","馬修斯,湯瑪斯",,音樂,,2020-03-16
6963463,Matthias,馬堤亞斯,,物理,,2020-03-16
6963464,"Matton, Roger",馬頓,,音樂,,2020-03-16
6963465,"Mauldin, Michael",莫丁,,音樂,,2020-03-16
6963466,"Maw, Nicholas","莫,尼可拉斯",,音樂,,2020-03-16
6963467,"Maxwell, James Clerk","馬克斯威爾,詹姆斯",,物理,,2020-03-16
6963468,"Maxwell, Davis Peter","馬克斯威爾,戴維斯",,音樂,,2020-03-16
6963469,"Maxwell, William","馬克斯威爾,威廉",,音樂,,2020-03-16
6963470,Mayer (Maria Goeppert-Mayer),"梅爾,瑪麗亞",,物理,,2020-03-16
6963471,"Mayer, Joseph Edward","梅爾,約瑟夫",,物理,,2020-03-16
6963472,"Mayo, Kevin",梅友,,音樂,,2020-03-16
6963473,"Mayr, Ernst Walter",麥爾,,生命科學,,2020-03-16
6963474,"McAllister, Rita",馬卡里斯特,,音樂,,2020-03-16
6963475,"McBeth, William Francis",馬克貝斯,,音樂,,2020-03-16
6963476,"McBride, Robert Guyn",馬克布萊德,,音樂,,2020-03-16
6963477,"McCabe, John",馬凱布,,音樂,,2020-03-16
6963478,"McCaldin, Denis",馬卡爾丁,,音樂,,2020-03-16
6963479,"McCartney, Paul",馬卡特尼,,音樂,,2020-03-16
6963480,"McClelland, William",馬克雷倫德,,音樂,,2020-03-16
6963481,"McCormack, John",馬寇馬可,,音樂,,2020-03-16
6963482,"McCracken, James",馬克瑞肯,,音樂,,2020-03-16
6963483,"McDaniel, Earl W. (Wadsworth)",馬克丹尼爾,,物理,,2020-03-16
6963484,"McDonald, Harl",馬克達諾德,,音樂,,2020-03-16
6963485,"McEwen, John Blackwood",馬克尤恩,,音樂,,2020-03-16
6963486,"McGuire, Edward",馬乖爾,,音樂,,2020-03-16
6963487,"McIntyre, Donald",馬金泰爾,,音樂,,2020-03-16
6963488,"McKay, George Frederick",馬凱,,音樂,,2020-03-16
6963489,"McLeod, Herbert",馬克勞德,,物理,,2020-03-16
6963490,"McLoskey, Lansing",馬克婁斯基,,音樂,,2020-03-16
6963491,"McManus, Stephen",馬克馬拿斯,,音樂,,2020-03-16
6963492,"McNaught, William Gray",馬克諾特,,音樂,,2020-03-16
6963493,"McPhee, Colin",馬克費,,音樂,,2020-03-16
6963494,"Mechem, Kirke",梅肯,,音樂,,2020-03-16
6963495,Meissner [Fritz Walther Meißner (or Meissner)],"麥斯拿,福利茲",,物理,,2020-03-16
6963496,"Meissner, Alexander  (in German: Alexander Meißner )","麥斯拿,亞歷山大",,物理,,2020-03-16
6963497,"Melde, Franz",梅爾德,,物理,,2020-03-16
6963498,"Mellers, Wilfrid",梅勒斯,,音樂,,2020-03-16
6963499,"Mellon, Alfred",梅倫,,音樂,,2020-03-16
6963500,"Mendel, Gregor Johann",孟德爾,,生命科學,,2020-03-16
6963501,"Menges, Herbert","孟吉斯,赫伯特",,音樂,,2020-03-16
6963502,"Menges, Isolde","孟吉斯,伊索德",,音樂,,2020-03-16
6963503,"Mennin, Peter",孟寧,,音樂,,2020-03-16
6963504,"Menotti, Gian Carlo",梅諾提,,音樂,,2020-03-16
6963505,"Menuhin, Yehudi",曼紐因,,音樂,,2020-03-16
6963506,"Menzel, Donald Howard",孟左,,物理,,2020-03-16
6963507,"Merrick, Frank",梅里克,,音樂,,2020-03-16
6963508,"Merrill, Robert",梅里爾,,音樂,,2020-03-16
6963509,"Meselson,  Matthew Stanley",梅瑟森,,生命科學,,2020-03-16
6963510,"Meux, Thomas",繆克斯,,音樂,,2020-03-16
6963511,"Meyer, Stefan",麥爾,,物理,,2020-03-16
6963512,"Meyerowitz, Jan",麥艾羅維茲,,音樂,,2020-03-16
6963513,"Michel, Louis",密歇爾,,物理,,2020-03-16
6963514,"Michelson, Albert Abraham",麥可森,,物理,,2020-03-16
6963515,"Mildmay, Audrey",麥爾德梅,,音樂,,2020-03-16
6963516,"Milford, Robin",密爾弗德,,音樂,,2020-03-16
6963517,"Miller, Stanley Lloyd","密勒,斯丹里",,生命科學,,2020-03-16
6963518,"Miller, William Hallowes","密勒,威廉",,物理,,2020-03-16
6963519,"Miller, Edward","密勒,愛德華",,音樂,,2020-03-16
6963520,"Miller, Elma","密勒,艾爾瑪",,音樂,,2020-03-16
6963521,"Millikan, Robert A.",密里肯,,物理,,2020-03-16
6963522,"Mills, Robert L.","密爾斯,羅伯特",,物理,,2020-03-16
6963523,"Mills, Charles","密爾斯,查爾斯",,音樂,,2020-03-16
6963524,"Mills, Kenneth George","密爾斯,肯尼斯",,音樂,,2020-03-16
6963525,"Milmerstadt, Christopher",密爾梅斯塔特,,音樂,,2020-03-16
6963526,"Milner, Anthony",密爾拿,,音樂,,2020-03-16
6963527,"Milnes, Sherrill",密爾恩斯,,音樂,,2020-03-16
6963528,"Milstein, Nathan",密爾斯坦,,音樂,,2020-03-16
6963529,"Milton, John",密爾頓,,音樂,,2020-03-16
6963530,"Minotto, Paul",米諾托,,音樂,,2020-03-16
6963531,"Mitchell, Howard","密徹爾,浩爾德",,音樂,,2020-03-16
6963532,"Mitchell, John","密徹爾,約翰",,音樂,,2020-03-16
6963533,"Mitchinson, John",密欽森,,音樂,,2020-03-16
6963534,"Moeran, Ernest John",莫倫,,音樂,,2020-03-16
6963535,"Moevs, Robert Walter",莫夫斯,,音樂,,2020-03-16
6963536,"Moffat, John","莫福特,約翰",,物理,,2020-03-16
6963537,"Moffat, Alfred","莫福特,阿福瑞德",,音樂,,2020-03-16
6963538,"Moffo, Anna",莫弗,,音樂,,2020-03-16
6963539,"Moiseiwitsch, Benno",莫伊賽維奇,,音樂,,2020-03-16
6963540,"Møller, Christian",莫勒,,物理,,2020-03-16
6963541,"Mollier, Richard",莫里爾,,物理,,2020-03-16
6963542,"Monckton, Lionel",芒柯頓,,音樂,,2020-03-16
6963543,Monel,莫乃爾,,物理,,2020-03-16
6963544,"Monro (Monroe), George",門若,,音樂,,2020-03-16
6963545,"Montgomery, Bruce","蒙高馬理,布魯斯",,音樂,,2020-03-16
6963546,"Montgomery, Kenneth","蒙高馬理,肯尼斯",,音樂,,2020-03-16
6963547,"Monzo, Joe",蒙佐,,音樂,,2020-03-16
6963548,"Moody, Fanny","穆狄,凡妮",,音樂,,2020-03-16
6963549,"Moody, Ivan","穆狄,伊凡",,音樂,,2020-03-16
