ID,英文名稱,中文名稱,圖片,組別,審定日期,更新日期
19459310,rock asphalt,岩瀝青,,,,2022-07-15
19459311,rock beach,岩灘,,,,2022-07-15
19459312,rock bolt,岩栓,,營管組,,2022-07-15
19459313,rock breaker boat,碎岩船,,,,2022-07-15
19459314,rock burst,岩爆,,,,2022-07-15
19459315,rock classification and support category,岩體分類與開挖支撐類型,,營管組,,2022-07-15
19459316,rock core,岩心,,,,2022-07-15
19459317,rock cutter boat,鑿岩船,,,,2022-07-15
19459318,rock dowel,岩釘；岩銷,,營管組,,2022-07-15
19459319,rock drill,鑿岩機,,,,2022-07-15
19459320,rock drill boat,鑽岩船,,,,2022-07-15
19459321,rock driller,鑽岩機,,,,2022-07-15
19459322,rock fall,落石,,,,2022-07-15
19459323,rock foundation,岩盤基礎,,,,2022-07-15
19459324,rock grab,抓石斗,,,,2022-07-15
19459325,rock grouting,岩盤灌漿,,營管組,,2022-07-15
19459326,rock mechanics,岩石力學,,,,2022-07-15
19459327,rock pillar,岩柱,,,,2022-07-15
19459328,rock pocket,蜂窩{混凝土},,,,2022-07-15
19459329,rock pressure,岩壓,,,,2022-07-15
19459330,rock quality designation (RQD),岩石品質指標,,,,2022-07-15
19459331,rock shovel,鏟石機,,,,2022-07-15
19459332,rocker pier,鉸支橋墩,,,,2022-07-15
19459333,rocker shovel,翻鏟裝載機,,,,2022-07-15
19459334,rocket jet,火箭噴射,,,,2022-07-15
19459335,rockfall prevention,落石防護,,,,2022-07-15
19459336,rock-filled revetment,堆石護岸,,,,2022-07-15
19459337,rocking vibration,搖晃振動,,,,2022-07-15
19459338,Rockwell hardness,洛氏硬度,,材料_FRP,,2022-07-15
19459339,Rococo,洛可可,,,,2022-07-15
19459340,rod,桿,,,,2022-07-15
19459341,rod buster (colloquial),鋼筋工,,,,2022-07-15
19459342,rod mill,棒磨機,,,,2022-07-15
19459343,rod mill crusher,滾磨碎石機,,,,2022-07-15
19459344,rod restrainer,防落拉桿,,營管組,,2022-07-15
19459345,rod screen,桿篩,,,,2022-07-15
19459346,rodability,搗實性,,,,2022-07-15
19459347,rodding,搗實,,,,2022-07-15
19459348,roiliness,攪渾度,,,,2022-07-15
19459349,rolled compact concrete,滾壓混凝土,,,,2022-07-15
19459350,rolled concrete,滾壓混凝土,,,,2022-07-15
19459351,rolled earth dam,輾壓土壩,,,,2022-07-15
19459352,rolled fill,輾壓填土,,,,2022-07-15
19459353,rolled screening,捲[動隔]幕,,營管組,,2022-07-15
19459354,rolled steel joist,型鋼梁,,,,2022-07-15
19459355,rolled steel section,型鋼斷面,,,,2022-07-15
19459356,roller,輥軸；輥支；滾筒；壓路機；滾壓機；輥；滾輪,,材料_FRP,,2022-07-15
19459357,roller blinds,捲簾,,營管組,,2022-07-15
19459358,roller compaction,滾壓,,,,2022-07-15
19459359,roller crusher,滾筒式碎石機,,,,2022-07-15
19459360,roller drum gate,滾筒式閘門,,,,2022-07-15
19459361,Roller lift bascule bridge,輥支上開橋,,,,2022-07-15
19459362,roller support,輥支承,,,,2022-07-15
19459363,roller-compacted concrete,滾壓混凝土,,,,2022-07-15
19459364,roller-compacted earth dam,輾壓土壩,,,,2022-07-15
19459365,roller-lift bascule bridge,上開橋,,,,2022-07-15
19459366,rolling,滾壓；滾動；橫搖,,,,2022-07-15
19459367,rolling bascule bridge,輥支上開橋,,,,2022-07-15
19459368,rolling bearing,輥軸支承；輥支,,,,2022-07-15
19459369,rolling bridge,捲動開啟橋,,,,2022-07-15
19459370,rolling dam,滾水壩,,,,2022-07-15
19459371,rolling drawbridge,拉索輥支上開橋,,,,2022-07-15
19459372,rolling friction,滾動摩擦,,,,2022-07-15
19459373,rolling resistance,滾動阻力,,,,2022-07-15
19459374,rolling stock,軌道車輛 {集合名詞},,,,2022-07-15
19459375,rolling stock and crew utilization plan,車輛與人員運用計畫{鐵路},,,,2022-07-15
19459376,rolling stock depot,機廠；車輛基地,,,,2022-07-15
19459377,rolling stock plan,車輛計畫,,,,2022-07-15
19459378,rolling stock scheduling and assignment,車輛排班與編組,,,,2022-07-15
19459379,roll-on/roll-off,駛上駛下式,,,,2022-07-15
19459380,Roma quadrata,羅馬方城{拉丁文},,,,2022-07-15
19459381,Roman cement,羅馬水泥,,,,2022-07-15
19459382,Roman Empire,羅馬帝國,,,,2022-07-15
19459383,Romanesque,仿羅馬式,,,,2022-07-15
19459384,roof bolt,屋頂螺栓,,,,2022-07-15
19459385,roof covering,屋頂鋪蓋材,,營管組,,2022-07-15
19459386,roof garden,屋頂花園,,,,2022-07-15
19459387,roof insulation,屋頂隔熱,,,,2022-07-15
19459388,roof panel,頂板；頂版,,材料_FRP,,2022-07-15
19459389,roof paves,屋頂鋪面,,營管組,,2022-07-15
19459390,roof pond,屋頂水池,,建築_環控,,2022-07-15
19459391,roof tile,屋瓦,,營管組,,2022-07-15
19459392,roof truss,屋頂桁架,,,,2022-07-15
19459393,roof turret,突出角塔；突出角樓,,,,2022-07-15
19459394,roof waterproof membrane,屋頂防水膜,,營管組,,2022-07-15
19459395,roof window,[可開式]天窗；屋頂窗,,營管組,,2022-07-15
19459396,rooftop rainwater storage system,屋頂雨水儲集系統,,營管組,,2022-07-15
19459397,room temperature curing adhesive,室溫硬化黏著劑,,材料_FRP,,2022-07-15
19459398,room temperature molding,室溫成型；室溫模製,,材料_FRP,,2022-07-15
19459399,root cause analysis,根本原因分析,,營管組,,2022-07-15
19459400,root mean square difference (RMSD),均方根差值,,測量組,,2022-07-15
19459401,root mean square error (RMSE),均方根誤差,,測量組,,2022-07-15
19459402,root of the flange,翼板根部,,,,2022-07-15
19459403,rootes blower,根式送風機,,,,2022-07-15
19459404,rope climber,繩索式爬升梯,,營管組,,2022-07-15
19459405,rope fastening,繫索法,,,,2022-07-15
19459406,rope hoisting,索吊重,,,,2022-07-15
19459407,rose window,玫瑰窗,,,,2022-07-15
19459408,Rosiwal method,羅西瓦法；線性導線法,,,,2022-07-15
19459409,rotary,環行道,,,,2022-07-15
19459410,rotary blower,旋輪送風機,,,,2022-07-15
19459411,rotary car dumper,轉式傾卸車{鐵路},,,,2022-07-15
19459412,rotary compressor,旋轉式壓縮機,,,,2022-07-15
19459413,rotary converter generator,旋轉型變流發電機,,營管組,,2022-07-15
19459414,rotary crane,旋轉吊車,,,,2022-07-15
19459415,rotary crusher,旋轉式碎石機,,,,2022-07-15
19459416,rotary distributor,轉式配料機,,,,2022-07-15
19459417,rotary drilling,旋轉式鑽探,,,,2022-07-15
19459418,rotary excavator,廻轉開挖機,,,,2022-07-15
19459419,rotary float,旋轉式鏝平機；整體粉光機,,,,2022-07-15
19459420,rotary intersection,圓環,,,,2022-07-15
19459421,rotary kiln,旋窯,,,,2022-07-15
19459422,rotary meter,迴轉式流速計,,,,2022-07-15
19459423,rotary motion,迴轉運動,,,,2022-07-15
19459424,rotary percussion drill,旋轉衝擊鑽,,,,2022-07-15
19459425,rotary sampler,旋轉取樣器,,,,2022-07-15
19459426,rotary screen,旋轉式篩,,,,2022-07-15
19459427,rotary snow plough,旋轉剷雪車,,,,2022-07-15
19459429,rotating disc shutter,轉盤快門,,,,2022-07-15
19459430,rotating mold,旋轉模具,,材料_FRP,,2022-07-15
19459431,rotation,轉動；轉角,,,,2022-07-15
19459432,rotation capacity,旋轉容量,,,,2022-07-15
19459433,rotation irrigation,輪灌,,,,2022-07-15
19459434,rotation of cropping,輪作,,,,2022-07-15
19459435,rotation recorder,轉動記錄器,,,,2022-07-15
19459436,rotational irrigation,輪灌,,,,2022-07-15
19459437,rotational molding,旋轉成型；旋轉模製,,材料_FRP,,2022-07-15
19459438,rotational motion,旋轉運動,,,,2022-07-15
19459439,rotational stiffness,旋轉勁度,,,,2022-07-15
19459440,rotifer,輪蟲,,,,2022-07-15
19459441,rotten knot,腐節；朽節,,,,2022-07-15
19459442,rough bolt,粗糙螺栓,,,,2022-07-15
19459443,rough filter,粗濾池,,,,2022-07-15
19459444,rough finishing,粗面粉刷,,,,2022-07-15
19459445,rough grind,粗磨；初磨,,,,2022-07-15
19459446,roughing filter,粗濾池,,,,2022-07-15
19459447,roughness coefficient,糙度係數,,,,2022-07-15
19459448,roughometer,糙度儀,,,,2022-07-15
19459449,round headed nail,圓頭釘,,,,2022-07-15
19459450,round steel,圓鋼,,,,2022-07-15
19459451,roundabout central island,圓環中心島,,,,2022-07-15
19459452,roundabout island,圓環島,,,,2022-07-15
19459453,rounded end,圓弧端,,,,2022-07-15
19459454,round-head rivet,圓頭鉚釘,,,,2022-07-15
19459455,roundness of particle,顆粒圓度,,,,2022-07-15
19459456,rout,擴縫,,,,2022-07-15
19459457,route,路線,,,,2022-07-15
19459458,route assignment,路線指派,,,,2022-07-15
19459459,route authorization,路線授權,,,,2022-07-15
19459460,route cancel,路線取消,,,,2022-07-15
19459461,route indicator,路線指示牌｛公路｝；進路指示器｛鐵路｝,,,,2022-07-15
19459462,route lock,路線鎖定,,,,2022-07-15
19459463,route planning,路線規劃,,,,2022-07-15
19459464,route release,路線解鎖,,,,2022-07-15
19459465,route selection,選線,,,,2022-07-15
19459466,route signal,進路號誌,,,,2022-07-15
19459467,routine test,例行測試,,,,2022-07-15
19459468,roving,紗束；粗紗,,材料_FRP,,2022-07-15
19459469,roving ball,紗束球,,材料_FRP,,2022-07-15
19459470,roving cloth,紗束布,,材料_FRP,,2022-07-15
19459471,row house,連棟住宅,,,,2022-07-15
19459472,row matrix,列矩陣,,,,2022-07-15
19459473,rub brick,研磨磚,,,,2022-07-15
19459474,rub resistant concrete,耐磨混凝土,,營管組,,2022-07-15
19459475,rub resistant flooring,耐磨地坪,,營管組,,2022-07-15
19459476,rubbed finish,磨飾[面],,,,2022-07-15
19459477,rubber additives for bituminous material,瀝青橡化劑,,,,2022-07-15
19459478,rubber belt,橡皮帶,,,,2022-07-15
19459479,rubber cement,橡膠泥,,,,2022-07-15
19459480,rubber fender,橡膠護舷,,,,2022-07-15
19459481,rubber modified asphalt concrete,橡膠改質瀝青混凝土,,,,2022-07-15
19459482,rubber set,假凝,,,,2022-07-15
19459483,rubber setting,假凝,,,,2022-07-15
19459484,rubber sheeting,橡皮伸縮法,,測量組,,2022-07-15
19459485,rubber squeezer,橡膠刮尺,,材料_FRP,,2022-07-15
19459486,rubber tile,橡膠地磚,,營管組,,2022-07-15
19459487,rubber tire compactor,膠輪夯實機；膠輪壓實機,,,,2022-07-15
19459488,rubber water stop,橡膠止水帶,,,,2022-07-15
19459489,rubberized asphalt,橡膠瀝青,,,,2022-07-15
19459490,rubberized asphalt concrete (RAC),橡膠瀝青混凝土,,,,2022-07-15
19459491,rubber-tire compactor,膠輪夯實機；膠輪壓實機,,,,2022-07-15
19459492,rubber-tired rapid transit (RTRT),膠輪式捷運,,,,2022-07-15
19459493,rubbing brick,研磨磚；拋光磚；磨光磚,,,,2022-07-15
19459494,rubble,碎石,,,,2022-07-15
19459495,rubble aggregate,粗粒料,,,,2022-07-15
19459496,rubble concrete,塊石混凝土,,,,2022-07-15
19459497,rubble drain,積石排水溝,,,,2022-07-15
19459498,rubble foundation,粗石基礎,,,,2022-07-15
19459499,rubble wall,塊石牆,,,,2022-07-15
19459500,rubble work,塊石工,,,,2022-07-15
19459501,rubble-mound foundation,粗石基礎,,,,2022-07-15
19459502,rubblization,碎化,,,,2022-07-15
19459503,rubblizing,碎化過程,,,,2022-07-15
19459504,rug,地毯,,營管組,,2022-07-15
19459505,rugosity,皺度,,,,2022-07-15
19459506,ruinous earthquake,激震；毀滅性地震{Mercalli 地震分級第8級｝,,,,2022-07-15
19459507,rule,法則；定則,,,,2022-07-15
19459508,rules of seamanship,船舶駕駛規則,,,,2022-07-15
19459509,rules of the road,航道規則,,,,2022-07-15
19459510,run away,溜逸{鐵路},,,,2022-07-15
19459511,run into wrong line,進入錯線,,,,2022-07-15
19459512,run up,溯升,,,,2022-07-15
19459513,run up wave,溯上波,,,,2022-07-15
19459514,Rundling,圓形或向心式聚落{德文},,,,2022-07-15
19459515,running direction,行車方向,,,,2022-07-15
19459516,running resistance,行駛阻力,,,,2022-07-15
19459517,running shed,機車庫,,,,2022-07-15
19459518,running speed,行駛速率,,,,2022-07-15
19459519,running surface of rail,鋼軌踏面,,,,2022-07-15
19459520,running time,行駛時間,,,,2022-07-15
19459521,running trap,S形存水彎,,,,2022-07-15
19459522,running trim,飾條,,營管組,,2022-07-15
19459523,runoff,逕流,,建築_環控,,2022-07-15
19459524,runoff coefficient,逕流係數,,,,2022-07-15
19459525,runoff cycle,逕流循環,,,,2022-07-15
19459526,runoff delaying,延遲逕流,,建築_環控,,2022-07-15
19459527,runoff depth,逕流深度,,,,2022-07-15
19459528,runoff plot,逕流試驗場,,,,2022-07-15
19459529,runoff volume reducing,減小逕流量,,建築_環控,,2022-07-15
19459530,run-over-type crossing,駛越岔心,,,,2022-07-15
19459531,run-over-type turnout,駛越道岔,,,,2022-07-15
19459532,runway,走道板{混凝土澆置用}；跑道{機場}；坡道,,,,2022-07-15
19459533,runway access taxiway,跑道進出滑行道,,,,2022-07-15
19459534,runway capacity,跑道容量,,,,2022-07-15
19459535,runway clear zone,跑道清除區,,,,2022-07-15
19459536,runway designation marking,跑道編號標線,,,,2022-07-15
19459537,runway edge light,跑道邊燈,,,,2022-07-15
19459538,runway light,跑道燈,,,,2022-07-15
19459539,runway numbering system,跑道編號方法,,,,2022-07-15
19459540,runway orientation,跑道方位,,,,2022-07-15
19459541,runway range marker light,跑道距離燈,,,,2022-07-15
19459542,runway surface,跑道路面,,,,2022-07-15
19459543,runway system,跑道系統,,,,2022-07-15
19459544,runway threshold marking,跑道末端標線,,,,2022-07-15
19459545,runway visual range,跑道視程,,,,2022-07-15
19459546,runway-end identifier light,跑道末端標示燈,,,,2022-07-15
19459547,rupture,破裂,,,,2022-07-15
19459548,rupture modulus,破裂模數,,,,2022-07-15
19459549,rupture strength,破裂強度,,,,2022-07-15
19459550,rural area,鄉村地區,,,,2022-07-15
19459551,rural boundary layer,鄉村邊界層,,建築組,,2022-07-15
19459552,rural climate,鄉村氣候,,建築_環控,,2022-07-15
19459553,rural development,農村發展,,,,2022-07-15
19459554,rural farm population,鄉村務農人口,,,,2022-07-15
19459555,rural landscape,鄉村景觀,,,,2022-07-15
19459556,rural nonfarm population,鄉村非務農人口,,,,2022-07-15
19459557,rural planning,鄉村規劃；農村規劃,,,,2022-07-15
19459558,rural population,鄉村人口,,,,2022-07-15
19459559,rural problem,鄉村問題,,都計組,,2022-07-15
19459560,rural road,郊區道路；鄉村道路,,,,2022-07-15
19459561,rural sanitation,鄉村衛生,,,,2022-07-15
19459562,rural settlement,鄉村集居,,,,2022-07-15
19459563,rural sociology,鄉村社會學,,都計組,,2022-07-15
19459564,rural town,鄉村小鎮,,,,2022-07-15
19459565,rural zone,鄉村區,,,,2022-07-15
19459566,ruralization,鄉村化,,都計組,,2022-07-15
19459567,rustic or washed finish,洗石子[面],,,,2022-07-15
19459568,rustication,混凝土面凹槽；粗琢石面作法,,,,2022-07-15
19459569,rustication strip,模板嵌條,,,,2022-07-15
19459570,rust-proof paint,防鏽漆,,,,2022-07-15
19459571,rutting,車轍,,,,2022-07-15
19459572,R-value,R值{熱傳導係數倒數},,,,2022-07-15
19459573,S curve,S曲線,,,,2022-07-15
19459574,S hydrograph,S歷線,,,,2022-07-15
19459575,sack,袋裝{水泥},,,,2022-07-15
19459576,sack of cement,袋裝水泥,,,,2022-07-15
19459577,sack rub,抹漿修飾,,,,2022-07-15
19459578,sack rubbed finish,布紋粉刷,,,,2022-07-15
19459579,sacked concrete,袋裝混凝土,,,,2022-07-15
19459580,sack-rubbed finishing,布紋粉刷,,,,2022-07-15
19459581,sacrificial anode,犧牲陽極,,,,2022-07-15
19459582,sacrificial protection,犧牲電極防蝕；犧牲性防蝕法,,,,2022-07-15
19459583,saddle clip,分道管,,,,2022-07-15
19459584,safe leg load,施工架安全支柱載重,,,,2022-07-15
19459585,safe stress,安全應力,,,,2022-07-15
19459586,safety and hygiene administration,安全衛生管理,,營管組,,2022-07-15
19459587,safety and hygiene facilities,安全衛生設施,,營管組,,2022-07-15
19459588,safety car,安全車,,,,2022-07-15
19459589,safety case,安全檔案,,,,2022-07-15
19459590,safety factor,安全因數；安全係數,,材料_FRP,,2022-07-15
19459591,safety factor of slide slope,邊坡安全係數,,,,2022-07-15
19459592,safety guards film,{窗玻璃用}安全防護膜,,營管組,,2022-07-15
19459593,safety hardener,安全硬化劑,,材料_FRP,,2022-07-15
19459594,safety integrity level (SIL),安全完整度等級,,,,2022-07-15
19459595,safety island,安全島,,,,2022-07-15
19459596,safety report,職安報告；工安報告,,營管組,,2022-07-15
19459597,safety siding,安全側線,,,,2022-07-15
19459598,safety speed,安全速率,,,,2022-07-15
19459599,safety warning sheet belt,警示帶,,營管組,,2022-07-15
19459600,"safety, health and environment protection plan",安全衛生環保計畫；環安衛計畫,,營管組,,2022-07-15
19459601,sag curve,凹形線,,測量組,,2022-07-15
19459602,sagging,垂流,,,,2022-07-15
19459603,sagging moment,下垂（正）力矩,,,,2022-07-15
19459604,sailing direction,航行指南,,,,2022-07-15
19459605,sailing ship,帆船,,,,2022-07-15
19459606,sailing wire,帆繩,,,,2022-07-15
19459607,saline contamination,鹽分污染,,,,2022-07-15
19459608,saline method,鹽分法,,,,2022-07-15
19459609,saline spring,鹹水泉；鹽水泉,,,,2022-07-15
19459610,salinity,鹽度；鹽分,,,,2022-07-15
19459611,salinization,鹽化,,,,2022-07-15
19459612,salomonica,絞繩形柱,,,,2022-07-15
19459613,salt balance,鹽分平衡,,,,2022-07-15
19459614,salt exclusion,排鹽；脫鹽,,,,2022-07-15
19459615,salt index,鹽分指數,,,,2022-07-15
19459616,salt injury,鹽害,,,,2022-07-15
19459617,salt solution method,鹽液法,,環工組,,2022-07-15
19459618,salt water encroachment,鹽水侵害,,,,2022-07-15
19459619,salt water system,鹽水管系統,,環工組,,2022-07-15
19459620,salt wedge,鹽水楔,,,,2022-07-15
19459621,saltation,[顆粒]跳躍；[顆粒]躍動,,環工組,,2022-07-15
19459622,saltation load,雀躍載重,,,,2022-07-15
19459623,salt-solution method,鹽液法,,,,2022-07-15
19459624,salty wind protection forest,防鹽風林,,,,2022-07-15
19459625,salvage tug,救難拖船,,,,2022-07-15
19459626,salvage vessel,救難船,,,,2022-07-15
19459627,same platform transfer,同月台轉乘,,,,2022-07-15
19459628,sampan,舢舨,,,,2022-07-15
19459629,sample,樣本；樣品,,,,2022-07-15
19459630,sample ejector,樣品頂出器,,,,2022-07-15
19459631,sample splitter,分樣器,,,,2022-07-15
19459632,sample traffic survey,抽樣交通量調查,,,,2022-07-15
19459633,sampling,取樣；採樣；抽樣,,都計組,,2022-07-15
19459634,sampling plan,抽樣計畫,,,,2022-07-15
19459635,sampling reliability,採樣可靠度；樣本可信度,,,,2022-07-15
19459636,sampling spoon,取樣杓；取樣管{大地},,,,2022-07-15
19459637,sampling tube,取樣管,,,,2022-07-15
19459638,sand,砂,,,,2022-07-15
19459639,sand arresting hedge,攔砂柵,,,,2022-07-15
19459640,sand asphalt,砂拌瀝青,,,,2022-07-15
19459641,sand box (or sand jack),砂盒；砂千斤頂,,,,2022-07-15
19459642,sand compaction pile method,夯實砂樁法；擠壓砂樁法,,,,2022-07-15
19459643,sand drain method,砂樁排水法,,,,2022-07-15
19459644,sand equivalent,含砂當量,,,,2022-07-15
19459645,sand filtration,砂濾[作用],,,,2022-07-15
19459646,sand grout,砂漿,,,,2022-07-15
19459647,sand interceptor,截砂井,,,,2022-07-15
19459648,sand island method,砂島法,,,,2022-07-15
19459649,sand jack,砂盒；砂千斤頂,,,,2022-07-15
19459650,sand percentage,含砂率,,,,2022-07-15
19459651,sand pile drainage,砂樁排水,,,,2022-07-15
19459652,sand piling,砂樁法,,,,2022-07-15
19459653,sand plate,夯砂板,,,,2022-07-15
19459654,sand pocket,砂袋{混凝土中細粒料缺水泥部分},,,,2022-07-15
19459655,sand pump dredger,泵砂浚挖機；泵砂挖泥機,,,,2022-07-15
19459656,sand storm,沙塵暴,,都計組,,2022-07-15
19459657,sand streak,[混凝土面]砂紋,,,,2022-07-15
19459658,sand track,撒砂軌道,,,,2022-07-15
19459659,sand volume apparatus,砂量量筒,,,,2022-07-15
19459660,sand-asphalt surface course,瀝青砂面層,,,,2022-07-15
19459661,sandblast,噴砂,,,,2022-07-15
19459662,sand-coarse aggregate ratio,砂石比,,,,2022-07-15
19459663,sanded grout,砂漿,,,,2022-07-15
19459664,sanding,砂磨；撒砂,,,,2022-07-15
19459665,sanding dust,砂磨粉塵,,材料_FRP,,2022-07-15
19459666,sand-lightweight concrete,常重砂輕質混凝土,,,,2022-07-15
19459667,sand-lime brick,石灰砂磚,,,,2022-07-15
19459668,sandmastic method,拋石膠漿法,,,,2022-07-15
19459669,sandstone,砂岩,,,,2022-07-15
19459670,sandwich core,夾層芯材,,材料_FRP,,2022-07-15
19459671,sandwich heating,夾層加熱,,材料_FRP,,2022-07-15
19459672,sandwich panel,三層複合板；[三]夾板,,,,2022-07-15
19459673,sandwich plate,複合層板,,,,2022-07-15
19459674,sandwich seal,夾心封層,,,,2022-07-15
19459675,sandwich slope protection,三明治式護坡,,營管組,,2022-07-15
19459676,sandwich structure,複合結構；夾層結構,,,,2022-07-15
19459677,sandwitch panel,三明治板,,,,2022-07-15
19459678,sandy soil,砂質土,,,,2022-07-15
19459679,sanitary drinking fountain,衛生飲水噴泉；衛生飲水機,,,,2022-07-15
19459680,sanitary engineering,衛生工程[學],,,,2022-07-15
19459681,sanitary landfill,衛生掩埋場,,都計組,,2022-07-15
19459682,sanitary sewage,衛生汚水,,,,2022-07-15
19459683,sanitary sewer,衛生下水道,,,,2022-07-15
19459684,sanitary sewerage,衛生下水道,,營管組,,2022-07-15
19459685,sanitary sewerage system,衛生下水道系統,,,,2022-07-15
19459686,sanitary survey,衛工調查,,建築_環控,,2022-07-15
19459687,sanitary waste and vent piping,衛生污水及透氣配管,,營管組,,2022-07-15
19459688,sanitary waste piping system,衛生污水配管系統,,營管組,,2022-07-15
19459689,sanitary wastewater,家庭廢水,,,,2022-07-15
19459690,sanitary water,衛生汙水,,建築_環控,,2022-07-15
19459691,sanitation inspector,衛生稽查員,,,,2022-07-15
19459692,Santorin earth,凝灰岩,,,,2022-07-15
19459693,sap sleeper,邊材木枕,,,,2022-07-15
19459694,saponification,皂化,,,,2022-07-15
19459695,saprophytic bacteria,腐生菌,,,,2022-07-15
19459696,sap-side,邊材木面,,,,2022-07-15
19459697,sash brace,水平撐材；水平夾材,,,,2022-07-15
19459698,satellite body-fixed coordinate system,衛星本體固定坐標系統,,測量組,,2022-07-15
19459699,satellite city,衛星城市,,,,2022-07-15
19459700,satellite clock bias,衛星時錶差；衛星鐘差,,測量組,,2022-07-15
19459701,satellite clock correction,衛星時錶改正；衛星時錶修正,,測量組,,2022-07-15
19459702,satellite hardware delay,衛星延遲,,測量組,,2022-07-15
19459703,satellite identification,衛星識別,,測量組,,2022-07-15
19459704,satellite system,衛星式系統[停機坪],,,,2022-07-15
19459705,satellite town,衛星市鎮,,,,2022-07-15
19459706,satellite vehicle number (SVN),衛星載具識別碼,,測量組,,2022-07-15
19459707,satin weave,緞織,,材料_FRP,,2022-07-15
19459708,saturated hydrocarbon,飽和碳氫化合物,,,,2022-07-15
19459709,saturated surface-dry,面乾內飽和；飽和面乾,,,,2022-07-15
19459710,saturated surface-dry bulk specific gravity,面乾內飽和容積比重；飽和面乾容積比重,,,,2022-07-15
19459711,saturated surface-dry condition,面乾內飽和狀態,,,,2022-07-15
19459712,saturated surface-dry particle density,面乾內飽和顆粒密度,,,,2022-07-15
19459713,saturated surface-dry specific gravity,面乾內飽和[容積]比重；飽和面乾[容積]比重,,,,2022-07-15
19459714,saturated unit weight,飽和單位重,,,,2022-07-15
19459715,saturation,飽和[度],,,,2022-07-15
19459716,saturation adiabatic lapse rate,飽和絕熱傾率,,,,2022-07-15
19459717,saturation capacity,飽和容量,,,,2022-07-15
19459718,saturation curve,飽和曲線,,,,2022-07-15
19459719,saturation gradient,飽和梯度,,,,2022-07-15
19459720,saturation zone,飽和區,,,,2022-07-15
19459721,saw cut,鋸切,,,,2022-07-15
19459722,saw-cut and seal,鋸切與填縫,,,,2022-07-15
19459723,sawdust concrete,鋸木屑混凝土,,,,2022-07-15
19459724,sawed joint,鋸縫,,,,2022-07-15
19459725,sawn timber,製材；鋸材,,,,2022-07-15
19459726,sawtooth truss,鋸齒桁架,,,,2022-07-15
19459727,scab,對接頭保護木塊,,,,2022-07-15
19459728,scabbing,粗琢石工,,,,2022-07-15
19459729,scaena theatrica,舞台景屋,,,,2022-07-15
19459730,scaffold,施工架；鷹架,,,,2022-07-15
19459731,scaffold board,工作架踏板；鷹架踏板,,,,2022-07-15
19459732,scaffolding,施工架；鷹架,,,,2022-07-15
19459733,scaffolding man,搭棚工,,,,2022-07-15
19459734,scaffolding pole,鷹架桿,,,,2022-07-15
19459735,scalability,尺度可調性,,營管組,,2022-07-15
19459736,scalar product,純量積,,,,2022-07-15
19459737,scale,比例；尺度；比例尺,,,,2022-07-15
19459738,scale determination,比例尺求定,,測量組,,2022-07-15
19459739,scale economy,規模經濟,,都計組,,2022-07-15
19459740,scale effect,規模效應,,,,2022-07-15
19459741,scale factor,比例因子；尺寸因數；尺度因數；尺度因子,,,,2022-07-15
19459742,scale of economy,經濟規模,,都計組,,2022-07-15
19459743,scale of swell,波浪等級,,,,2022-07-15
19459744,scale space,尺度空間,,測量組,,2022-07-15
19459745,scaling,剝落；鱗剝；集垢作用,,,,2022-07-15
19459746,scalper,篩,,,,2022-07-15
19459747,scalping,篩除,,,,2022-07-15
19459748,scalping screen,篩除,,,,2022-07-15
19459750,scanning electron microscope (SEM),掃描式電子顯微鏡,,,,2022-07-15
19459751,scarf connection,嵌接,,,,2022-07-15
19459752,scarf joint,斜接頭；嵌接頭,,,,2022-07-15
19459753,scarfed joint,嵌接頭,,,,2022-07-15
19459754,scarfing,嵌接,,,,2022-07-15
19459755,scattering,散射作用,,測量組,,2022-07-15
19459756,scenario simulation,境況模擬；情境模擬,,都計組,,2022-07-15
19459757,scenic area,風景地區,,,,2022-07-15
19459758,scenic district,風景區,,,,2022-07-15
19459759,scenic site,景點,,,,2022-07-15
19459760,scenic zone,風景區,,,,2022-07-15
19459761,scepticism,懷疑論,,,,2022-07-15
19459762,schedule,進度表,,營管組,,2022-07-15
19459763,schedule activity,進度作業,,營管組,,2022-07-15
19459764,schedule analysis,進度分析,,營管組,,2022-07-15
19459765,schedule baseline,進度基線,,營管組,,2022-07-15
19459766,schedule compression,工期壓縮{調整工序縮減工期},,營管組,,2022-07-15
19459767,schedule contingency,進度寬餘量,,營管組,,2022-07-15
19459768,schedule control,進度控制,,營管組,,2022-07-15
19459769,schedule control guidance,進度控制指引,,營管組,,2022-07-15
19459770,schedule crashing,工期壓縮{增加作業資源縮減工期},,營管組,,2022-07-15
19459771,schedule development,進度編排,,營管組,,2022-07-15
19459772,schedule management,進度管理,,營管組,,2022-07-15
19459773,schedule milestone,進度里程碑,,營管組,,2022-07-15
19459774,schedule model,進度模型,,營管組,,2022-07-15
19459775,schedule network,進度網圖,,營管組,,2022-07-15
19459776,schedule network analysis,進度網圖分析,,營管組,,2022-07-15
19459777,schedule of values,計價進度表,,營管組,,2022-07-15
19459778,schedule performance index (SPI),進度績效指數,,營管組,,2022-07-15
19459779,schedule speed,表定速率,,,,2022-07-15
19459780,schedule time,表定時間,,,,2022-07-15
19459781,schedule train,班表車次,,,,2022-07-15
19459782,schedule variance (SV),進度變異,,營管組,,2022-07-15
19459783,scheduled airline,定期航線,,,,2022-07-15
19459784,scheduled finish date,預定完成日期,,營管組,,2022-07-15
