ID,英文名稱,中文名稱,圖片,化學式,更新日期
1008094,o-tolylcarbinol,鄰-甲苯甲醇；鄰-【艹叨】甲醇,,<p>CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>CH<sub>2</sub>OH</p>,2012-11-26
1008095,"2,3-tolylenediamine","2,3-甲苯二胺",,CH<Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>(NH</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub>,2012-11-26
1008096,"tolylene-2,4-diisocyanate {= TDI}","2,4-二異氰酸甲苯酯",,C<Sub>9</Sub><Font>H</Font><Sub>6</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
1008097,2-(p-tolyl)ethanol,2-(對-甲苯)乙醇；2-(對-【艹叨】)乙醇,,<p>CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>CH<sub>2</sub>CH<sub>2</sub>OH</p>,2012-11-26
1008098,o-tolylhydrazine,鄰-甲苯肼；鄰-【艹叨】肼,,<p>CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>NHNH<sub>2</sub></p>,2012-11-26
1008099,o-tolylhydroxyamine,鄰-【艹叨】胲,,<p>CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>NHOH</p>,2012-11-26
1008100,o-tolylmercuric chloride,氯化鄰-甲苯汞；氯化鄰-【艹叨】汞,,<p>CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>HgCl</p>,2012-11-26
1008101,N-o-tolyl-1-naphthylamine,N-鄰-【艹叨】-1-萘胺；N-鄰-甲苯-1-萘胺,,<p>C<sub>10</sub>H<sub>7</sub>NHC<sub>6</sub>H<sub>4</sub>CH<sub>3</sub></p>,2012-11-26
1008102,o-tolylphosphate,鄰-甲苯磷酸；鄰-【艹叨】磷酸；磷酸單鄰-甲苯酯；磷酸單鄰-【艹叨】酯,,<p>CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>OPO<sub>3</sub>H<sub>2</sub></p>,2012-11-26
1008103,o-tolylstannonic acid,鄰-甲苯錫酸；鄰-【艹叨】錫酸,,<p>CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>OSnO<sub>2</sub>H</p>,2012-11-26
1008104,tolylsulfonyl cyanide; tosyl cyanide S,【草(之上)+叨】磺醯腈,,CH<Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>SO</Font><Sub>2</Sub><Font>CN</Font>,2012-11-26
1008105,tolylthiourea,【草(之上)+叨】硫脲；甲苯硫脲,,CH<Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>NHCSNH</Font><Sub>2</Sub>,2012-11-26
1008106,tolylurea,【草(之上)+叨】脲；甲苯脲,,CH<Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>NHCONH</Font><Sub>2</Sub>,2012-11-26
1008107,tomatine,蕃茄鹼,,C<Sub>50</Sub><Font>H</Font><Sub>83</Sub><Font>NO</Font><Sub>21</Sub>,2012-11-26
1008108,toxicarol,毒灰草酚,,C<Sub>23</Sub><Font>H</Font><Sub>22</Sub><Font>O</Font><Sub>7</Sub>,2012-11-26
1008109,trehalose; mycose,繭糖,,C<Sub>12</Sub><Font>H</Font><Sub>22</Sub><Font>O</Font><Sub>11</Sub>,2019-10-18
1008110,triacetamide,三乙醯胺,,(CH<Sub>3</Sub><Font>CO)</Font><Sub>3</Sub><Font>N</Font>,2012-11-26
1008111,triacetin; triacetylgycerol,三乙酸甘油酯,,(CH<Sub>3</Sub><Font>COO)</Font><Sub>3</Sub><Font>C</Font><Sub>3</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
1008112,triacetin,甘油三乙酸酯；三乙醯甘油,,(CH<Sub>3</Sub><Font>COO)</Font><Sub>3</Sub><Font>C</Font><Sub>3</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
1008113,"triacetonamine; 2,2,6,6-tetramethyl-piperidone","三丙酮胺；2,2,6,6-四甲哌啶酮",,C<Sub>9</Sub><Font>H</Font><Sub>17</Sub><Font>NO</Font>,2012-11-26
1008114,triacetonediamine,三丙酮二胺,,C<Sub>9</Sub><Font>H</Font><Sub>20</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font>,2012-11-26
1008115,triacetylglucose,三乙醯葡萄糖,,(CH<Sub>3</Sub><Font>CO)</Font><Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>9</Sub><Font>O</Font><Sub>6</Sub>,2012-11-26
1008116,triacontane; melissane,三十烷；蜜蠟烷,,CH<Sub>3</Sub><Font>(CH</Font><Sub>2</Sub><Font>)</Font><Sub>28</Sub><Font>CH</Font><Sub>3</Sub>,2012-11-26
1008117,triacontanoic acid; melissic acid,三十酸；蜜蠟酸,,C<Sub>29</Sub><Font>H</Font><Sub>59</Sub><Font>COOH</Font>,2012-11-26
1008118,1-triacontanol,三十醇；蜜蠟醇,,C<Sub>29</Sub><Font>H</Font><Sub>59</Sub><Font>CH</Font><Sub>2</Sub><Font>OH</Font>,2012-11-26
1008119,triacontylene; melene,三十烯；蜜蠟烯,,C<Sub>30</Sub><Font>H</Font><Sub>60</Sub>,2012-11-26
1008120,"triallyl 1,2,4-benzene-tricarboxylate","1,2,4-苯三甲酸烯丙酯",,C<Sub>18</Sub><Font>H</Font><Sub>18</Sub><Font>O</Font><Sub>6</Sub>,2012-11-26
1008121,triallylamine,三烯丙胺,,(CH<Sub>2</Sub><Font>=CHCH</Font><Sub>2</Sub><Font>)</Font><Sub>3</Sub><Font>N</Font>,2012-11-26
1008122,"2,4,3'-triaminoazobenzene","2,4,3'-三胺偶氮苯",,(H<Sub>2</Sub><Font>N)</Font><Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>NNC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>(NH</Font><Sub>2</Sub><Font>)</Font>,2012-11-26
1008123,triaminobenzene; benzenetriamine,三胺苯；苯三胺,,C<Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>(NH</Font><Sub>2</Sub><Font>)</Font><Sub>3</Sub>,2012-11-26
1008124,"2,3,5-triaminobenzoic acid","2,3,5-三胺苯甲酸",,(H<Sub>2</Sub><Font>N)</Font><Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>COOH</Font>,2012-11-26
1008125,"2,4,4'-triaminobiphenyl; 2-aminobenzidine","2,4,4'-三胺聯苯；2-胺聯苯胺",,(H<Sub>2</Sub><Font>N)</Font><Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>NH</Font><Sub>2</Sub>,2012-11-26
1008127,"2,4,6-triamino-1,3,5-triazine; melamine","2,4,6-三胺-1,3,5-三【口+井】；三聚氰胺",,C<Sub>3</Sub><Font>H</Font><Sub>6</Sub><Font>N</Font><Sub>6</Sub>,2012-11-26
1008128,tris(p-aminophenyl)methane; paraleucaniline; leucaniline,參(對-胺苯)甲烷；對白苯胺；白苯胺,,"<p><span style=""font-size:10.5pt""><span style=""background-color:white""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#333333"">C<sub>19</sub>H<sub>19</sub>N<sub>3</sub></span></span></span></span></p>",2012-11-26
1008129,triaminotriphenylmethane; tris(p-aminophenyl)methane,參(對-胺苯)甲烷,,<p>CH(C<sub>6</sub>H<sub>4</sub>NH<sub>2</sub>)<sub>3</sub></p>,2012-11-26
1008130,triamyl borate; triamyloxyboron,硼酸三戊酯；三戊氧硼,,(C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>O)</Font><Sub>3</Sub><Font>B</Font>,2012-11-26
1008131,triamyl orthoformate,原甲酸三戊酯,,HC(C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>O)</Font><Sub>3</Sub>,2012-11-26
1008132,triamylamine,三戊胺,,(C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>)</Font><Sub>3</Sub><Font>N</Font>,2012-11-26
1008133,tri-p-anisylborine; tri-p-anisylborane,三-對-甲氧苯基硼烷,,<p>B(CH<sub>3</sub>OC<sub>6</sub>H<sub>4</sub>)<sub>3</sub></p>,2012-11-26
1008134,triazane,三氮烷,,H<Sub>2</Sub><Font>NNHNH</Font><Sub>2</Sub>,2012-11-26
1008135,triazene,三氮烯,,H<Sub>2</Sub><Font>NN=NH</Font>,2012-11-26
1008136,triazine,三氮𠯤,,<p>C<sub>3</sub>H<sub>3</sub>N<sub>3</sub></p>,2012-11-26
1008137,sym-triazine,對稱-三[氮]𠯤,,<p>C<sub>3</sub>H<sub>3</sub>N<sub>3</sub></p>,2012-11-26
1008138,"1,2,4-triazine-3,5-dione; 6-azauracil","1,2,4-三【口+井】-3,5-二酮；6-氮尿嘧啶",,C<Sub>3</Sub><Font>H</Font><Sub>3</Sub><Font>N</Font><Sub>3</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
1008139,sym-triazinetriol,對稱-三𠯤三醇；三聚氰酸,,<p>C<sub>3</sub>N<sub>3</sub>(OH)<sub>3</sub></p>,2012-11-26
1008140,"s-triazine-2,4,6-trithiol","對稱-三𠯤-2,4,6-三硫醇",,<p>C<sub>3</sub>H<sub>3</sub>N<sub>3</sub>S<sub>2</sub></p>,2012-11-26
1008141,triazidoacetic acid,疊氮乙酸,,N<Sub>3</Sub><Font>CH</Font><Sub>2</Sub><Font>COOH</Font>,2012-11-26
1008142,triazobenzene; phenyl azide,疊氮苯,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>N</Font><Sub>3</Sub>,2012-11-26
1008143,triazole,三[氮]唑,,C<Sub>2</Sub><Font>H</Font><Sub>3</Sub><Font>N</Font><Sub>3</Sub>,2012-11-26
1008144,"sym-triazole; 1,2,4-triazole","對稱-三唑；1,2,4-三唑",,<p>C<sub>2</sub>H<sub>3</sub>N<sub>3</sub></p>,2012-11-26
1008145,"vic-triazole; 1,2,3-triazole","毗三唑；1,2,3-三唑",,C<Sub>2</Sub><Font>H</Font><Sub>3</Sub><Font>N</Font><Sub>3</Sub>,2012-11-26
1008146,triazolidine,三唑啶；四氫三唑,,C<Sub>2</Sub><Font>H</Font><Sub>7</Sub><Font>N</Font><Sub>3</Sub>,2012-11-26
1008147,triazoline,三唑啉；二氫三唑,,C<Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>N</Font><Sub>3</Sub>,2012-11-26
1008148,3-triazolone,三唑-3-酮,,C<Sub>2</Sub><Font>H</Font><Sub>3</Sub><Font>N</Font><Sub>3</Sub><Font>O</Font>,2012-11-26
1008149,triazomethane; methyl azide,疊氮甲烷,,CH<Sub>3</Sub><Font>N</Font><Sub>3</Sub>,2012-11-26
1008150,triazone,二氫三【口+井】酮,,C<Sub>3</Sub><Font>H</Font><Sub>3</Sub><Font>N</Font><Sub>3</Sub><Font>O</Font>,2012-11-26
1008151,α-triazotoluene,α-疊氮甲苯,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH</Font><Sub>2</Sub><Font>N</Font><Sub>3</Sub>,2012-11-26
1008152,tribenzoin,三苯甲酸甘油酯,,(C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>COOCH</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub><Font>CHOOCC</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
1008153,tribenzyl citrate,檸檬酸[三]苄酯,,(C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH</Font><Sub>2</Sub><Font>)</Font><Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>O</Font><Sub>7</Sub>,2012-11-26
1008154,tribenzyl isocyanurate,三聚異氰酸三苄酯,,(C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH</Font><Sub>2</Sub><Font>NCO)</Font><Sub>3</Sub>,2012-11-26
1008155,tribenzylamine,三苄胺,,(C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH</Font><Sub>2</Sub><Font>)</Font><Sub>3</Sub><Font>N</Font>,2012-11-26
1008156,tribenzylarsine oxide,氧化三苄胂,,(C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH</Font><Sub>2</Sub><Font>)</Font><Sub>3</Sub><Font>AsO</Font>,2012-11-26
1008157,tribenzylbenzene,三苄苯,,(C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH</Font><Sub>2</Sub><Font>)</Font><Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub>,2012-11-26
1008158,tribenzylborine,三苄硼[烷],,B(C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH</Font><Sub>2</Sub><Font>)</Font><Sub>3</Sub>,2012-11-26
1008159,tribenzylchlorosilicane; tribenzylchlorosilane,三苄氯矽烷,,(C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH</Font><Sub>2</Sub><Font>)</Font><Sub>3</Sub><Font>SiCl</Font>,2012-11-26
1008160,tribenzylethyltin,三苄基乙錫,,(C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH</Font><Sub>2</Sub><Font>)</Font><Sub>3</Sub><Font>SnC</Font><Sub>2</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
1008161,tribenzylphenol,三苄苯酚,,C<Sub>27</Sub><Font>H</Font><Sub>24</Sub><Font>O</Font>,2012-11-26
1008162,tribenzyltin chloride,氯化三苄錫,,(C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH</Font><Sub>2</Sub><Font>)</Font><Sub>3</Sub><Font>SnCl</Font>,2012-11-26
1008163,tribenzyltin hydroxide,氫氧化三苄錫,,(C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH</Font><Sub>2</Sub><Font>)</Font><Sub>3</Sub><Font>SnOH</Font>,2012-11-26
1008164,tribenzyltin iodide,碘化三苄錫,,(C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH</Font><Sub>2</Sub><Font>)</Font><Sub>3</Sub><Font>SnI</Font>,2012-11-26
1008165,tri-p-biphenyl phosphate,磷酸三(對-聯苯)酯；磷酸三-對-聯苯酯,,<p>(C<sub>6</sub>H<sub>5</sub>C<sub>6</sub>H<sub>4</sub>O)<sub>3</sub>PO</p>,2012-11-26
1008166,tribromoacetaldehyde,三溴乙醛,,Br<Sub>3</Sub><Font>CCHO</Font>,2012-11-26
1008167,tribromoacetamide,三溴乙醯胺,,Br<Sub>3</Sub><Font>CCONH</Font><Sub>2</Sub>,2012-11-26
1008168,tribromoacetic acid,三溴乙酸,,Br<Sub>3</Sub><Font>CCOOH</Font>,2012-11-26
1008169,tribromoacetyl chloride,三溴乙醯氯,,Br<Sub>3</Sub><Font>CCOCl</Font>,2012-11-26
1008170,"2,4,6-tribromoaniline","2,4,6-三溴苯胺",,Br<Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>NH</Font><Sub>2</Sub>,2012-11-26
1008171,tribromobenzene,三溴苯,,C<Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>Br</Font><Sub>3</Sub>,2012-11-26
1008172,"3,4,5-tribromobenzoic acid","3,4,5-三溴苯甲酸",,Br<Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>COOH</Font>,2012-11-26
1008173,tribromodichloroethane,三溴二氯乙烷,,Br<Sub>3</Sub><Font>Cl</Font><Sub>2</Sub><Font>C</Font><Sub>2</Sub><Font>H</Font>,2012-11-26
1008174,"1,1,2-tribromoethane","1,1,2-三溴乙烷",,CHBr<Sub>2</Sub><Font>CH</Font><Sub>2</Sub><Font>Br</Font>,2012-11-26
1008175,"2,2,2-tribromo-1,1-ethanediol; bromal hydrate","2,2,2-三溴-1,1-乙二醇；水合三溴乙醛",,CBr<Sub>3</Sub><Font>CH(OH)</Font><Sub>2</Sub>,2012-11-26
1008176,tribromoethyl alcohol,三溴乙醇,,Br<Sub>3</Sub><Font>CCH</Font><Sub>2</Sub><Font>OH</Font>,2012-11-26
1008177,tribromoethylene,三溴乙烯,,Br<Sub>2</Sub><Font>C=CHBr</Font>,2012-11-26
1008178,tribromomesitylene,三溴【草(之上)+米】,,C<Sub>6</Sub><Font>Br</Font><Sub>3</Sub><Font>(CH</Font><Sub>3</Sub><Font>)</Font><Sub>3</Sub>,2012-11-26
1008179,tribromomethyl phenyl sulfone,三溴甲基苯碸,,C<Sub>7</Sub><Font>H</Font><Sub>5</Sub><Font>Br</Font><Sub>2</Sub><Font>SO</Font><Sub>2</Sub>,2012-11-26
1008180,tribromonitromethane,三溴硝甲烷；硝溴仿；溴化苦,,C(Br)<Sub>3</Sub><Font>NO</Font><Sub>2</Sub>,2012-11-26
1008181,"2,3,5-tribromo-4-nitro-thiophene","2,3,5-三溴-4-硝噻吩",,O<Sub>2</Sub><Font>NC</Font><Sub>4</Sub><Font>SBr</Font><Sub>3</Sub>,2012-11-26
1008182,tribromophenyl acetate,乙酸三溴苯酯,,CH<Sub>3</Sub><Font>COOC</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>Br</Font><Sub>3</Sub>,2012-11-26
1008183,tribromophenyl salicylate,柳酸三溴苯酯,,HOC<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>COOC</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>Br</Font><Sub>3</Sub>,2012-11-26
1008184,"1,2,3-tribromopropane","1,2,3-三溴丙烷",,BrCH<Sub>2</Sub><Font>CHBrCH</Font><Sub>2</Sub><Font>Br</Font>,2012-11-26
1008185,tribromoquinaldine,三溴-2-甲喹啉,,C<Sub>9</Sub><Font>H</Font><Sub>6</Sub><Font>NCBr</Font><Sub>3</Sub>,2012-11-26
1008186,"2,3,5-tribromothiophene","2,3,5-三溴噻吩",,Br<Sub>3</Sub><Font>C</Font><Sub>4</Sub><Font>HS</Font>,2012-11-26
1008187,"2,5,6-tribromo-3,4-xylenol","2,5,6-三溴-3,4-茬酚；2,5,6-三溴-3,4-二甲苯酚",,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>Br</Font><Sub>3</Sub><Font>OH</Font>,2012-11-26
1008188,tributoxyboron,三丁氧硼,,(C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>O)</Font><Sub>3</Sub><Font>B</Font>,2012-11-26
1008189,tributoxyethylphosphate,磷酸三丁氧乙酯,,(C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>OC</Font><Sub>2</Sub><Font>H</Font><Sub>4</Sub><Font>O)</Font><Sub>3</Sub><Font>PO</Font>,2012-11-26
1008190,tributyl phosphate,磷酸三丁酯,,(C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>O)</Font><Sub>3</Sub><Font>PO</Font>,2012-11-26
1008191,tributylamine,三丁胺,,(C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>)</Font><Sub>3</Sub><Font>N</Font>,2012-11-26
1008192,tri-n-butylborine,正三丁硼[烷],,B(C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>)</Font><Sub>3</Sub>,2012-11-26
1008193,tri-tert-butylborane,三-三級-丁基硼烷,,<p>B(C<sub>4</sub>H<sub>9</sub>)<sub>3</sub></p>,2021-09-28
1008194,tributylcarbinol,三丁基甲醇,,(C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>)</Font><Sub>3</Sub><Font>COH</Font>,2012-11-26
1008195,tri-n-butylphosphine,三正丁[基]膦,,C<Sub>12</Sub><Font>H</Font><Sub>27</Sub><Font>P</Font>,2012-11-26
1008196,tri-n-butyltin bromide,溴化三正丁錫,,(C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>)</Font><Sub>3</Sub><Font>SnBr</Font>,2012-11-26
1008197,tricaprin,三癸酸甘油酯,,(C<Sub>9</Sub><Font>H</Font><Sub>19</Sub><Font>COO)</Font><Sub>3</Sub><Font>C</Font><Sub>3</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
1008198,tricaproin,三己酸甘油酯,,(C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>COO)</Font><Sub>3</Sub><Font>C</Font><Sub>3</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
1008199,tricarballylic acid,"1,2,3-丙三甲酸",,C<Sub>6</Sub><Font>H</Font><Sub>8</Sub><Font>O</Font><Sub>6</Sub>,2012-11-26
1008200,tricarbimide; isocyanuric acid,三碳醯亞胺；異三聚氰酸,,C<Sub>3</Sub><Font>H</Font><Sub>3</Sub><Font>N</Font><Sub>3</Sub><Font>O</Font><Sub>3</Sub>,2012-11-26
1008201,"trichloroacetal; 1,1,1-trichloro-2,2-diethoxyethane","三氯縮醛；1,1,1-三氯-2,2-二乙氧乙烷",,Cl<Sub>3</Sub><Font>CCH(OC</Font><Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>)</Font><Sub>2</Sub>,2012-11-26
1008202,trichloroacetaldehyde; chloral,三氯乙醛；氯醛,,Cl<Sub>3</Sub><Font>CCHO</Font>,2012-11-26
1008203,trichloroacetamide,三氯乙醯胺,,Cl<Sub>3</Sub><Font>CCONH</Font><Sub>2</Sub>,2012-11-26
1008204,trichloroacetanilide,三氯乙醯胺苯,,Cl<Sub>3</Sub><Font>CCONHC</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
1008205,trichloroacetic acid,三氯乙酸,,Cl<Sub>3</Sub><Font>CCOOH</Font>,2012-11-26
1008206,trichloroacetic acid methyl ester,三氯乙酸甲酯,,Cl<Sub>3</Sub><Font>CCOOCH</Font><Sub>3</Sub>,2012-11-26
1008207,"trichloroacetic acid, piperazinium salt; piperazinium trichloroacetate",三氯乙酸六氫吡【口+井】鹽,,C<Sub>4</Sub><Font>H</Font><Sub>10</Sub><Font>N</Font><Sub>2</Sub><Font>·2CCl</Font><Sub>3</Sub><Font>COOH</Font>,2012-11-26
1008208,trichloroacetone,三氯丙酮,,Cl<Sub>3</Sub><Font>CCOCH</Font><Sub>3</Sub>,2012-11-26
1008209,trichloroacetyl bromide,三氯乙醯溴,,Cl<Sub>3</Sub><Font>CCOBr</Font>,2012-11-26
1008210,trichloroacetyl chloride,三氯乙醯氯,,CCl<Sub>3</Sub><Font>COCl</Font>,2012-11-26
1008211,trichloroacrylic acid,三氯丙烯酸,,Cl<Sub>2</Sub><Font>C=CClCOOH</Font>,2012-11-26
1008212,"2,3,4-trichloroaniline","2,3,4-三氯苯胺",,Cl<Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>NH</Font><Sub>2</Sub>,2012-11-26
1008213,"1,2,3-trichlorobenzene","1,2,3-三氯苯",,C<Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>Cl</Font><Sub>3</Sub>,2012-11-26
1008214,"2,4,5-trichlorobenzoic acid","2,4,5-三氯苯甲酸",,Cl<Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>COOH</Font>,2012-11-26
1008215,"1,1,1-trichloro-2,2-bis(p-chlorophenyl)ethane {= DDT}","1,1,1-三氯-2,2-雙(對-氯苯)乙烷",,<p>Cl<sub>3</sub>CCH(C<sub>6</sub>H<sub>4</sub>Cl)<sub>2</sub></p>,2012-11-26
1008216,trichloroborine trimethylamine,三甲胺合三氯硼[烷],,(CH<Sub>3</Sub><Font>)</Font><Sub>3</Sub><Font>NBCl</Font><Sub>3</Sub>,2012-11-26
1008217,trichlorobromomethane,三氯溴甲烷,,Cl<Sub>3</Sub><Font>CBr</Font>,2012-11-26
1008218,"1,1,1-trichloro-3-bromonane","1,1,1-三氯-3-溴壬烷",,Cl<Sub>3</Sub><Font>CCH</Font><Sub>2</Sub><Font>CHBr(CH</Font><Sub>2</Sub><Font>)</Font><Sub>6</Sub><Font>CH</Font><Sub>3</Sub>,2012-11-26
1008219,"β,β,β-trichloro-tert-butyl alcohol; chloretone; chlorbutol {1,1,1-trichloro-2-methylpropan-2-ol}","β,β,β-三氯-三級-丁醇；氯丁醇 {1,1,1-三氯-2-甲基丙-2-醇}",,<p>(CH<sub>3</sub>)<sub>2</sub>C(OH)CCl<sub>3</sub></p>,2021-09-28
1008220,trichlorobutyraldehyde,三氯丁醛,,Cl<Sub>3</Sub><Font>C</Font><Sub>3</Sub><Font>H</Font><Sub>4</Sub><Font>CHO</Font>,2012-11-26
1008221,"α,α,β-trichlorobutyr-aldehyde hydrate","水合-α,α,β-三氯丁醛；α,α,β-三氯丁二醇",,CH<Sub>3</Sub><Font>CHClCCl</Font><Sub>2</Sub><Font>CH(OH)</Font><Sub>2</Sub>,2012-11-26
1008222,trichlorobutyric acid,三氯丁酸,,Cl<Sub>3</Sub><Font>C</Font><Sub>3</Sub><Font>H</Font><Sub>4</Sub><Font>COOH</Font>,2012-11-26
1008223,"1,1,1-trichloro-2,2-dibromoethane","1,1,1-三氯-2,2-二溴乙烷",,Cl<Sub>3</Sub><Font>CCHBr</Font>,2012-11-26
1008224,trichloroethanal; chloral,三氯乙醛,,Cl<Sub>3</Sub><Font>CCHO</Font>,2012-11-26
1008225,"1,1,1-trichloroethane","1,1,1-三氯乙烷",,Cl<Sub>3</Sub><Font>CCH</Font><Sub>3</Sub>,2012-11-26
1008226,"2,2,2-trichloro-1,1-ethanediol; chloral hydrate","2,2,2-三氯-1,1-乙二醇；水合氯乙醛",,CCl<Sub>3</Sub><Font>CH(OH)</Font><Sub>2</Sub>,2012-11-26
1008227,"2,2,2-trichloroethanol","2,2,2-三氯乙醇",,CCl<Sub>3</Sub><Font>CH</Font><Sub>2</Sub><Font>OH</Font>,2012-11-26
1008228,"2,2,2-trichloro-1-ethoxy-ethanol; chloral alcoholate","2,2,2-三氯-1-乙氧基乙醇；三氯乙醛合乙醇",,CCl<Sub>3</Sub><Font>CH(OC</Font><Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>)OH</Font>,2012-11-26
1008229,"2,2,2-trichloroethyl chloroformate","氯甲酸2,2,2-三氯乙酯",,ClCOOCH<Sub>2</Sub><Font>CCl</Font><Sub>3</Sub>,2012-11-26
1008230,trichloroethylene,三氯乙烯,,CHCl=CCl<Sub>2</Sub>,2012-11-26
1008231,trichloroethylsilane,乙基三氯矽烷,,Cl<Sub>3</Sub><Font>C</Font><Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>Si</Font>,2012-11-26
1008232,trichlorofluoromethane,三氯氟甲烷,,CCl<Sub>3</Sub><Font>F</Font>,2012-11-26
1008233,"2,3,4-trichlorofuran","2,3,4-三氯呋喃",,C<Sub>4</Sub><Font>HOC1</Font><Sub>3</Sub>,2012-11-26
1008234,trichlorohydroquinone,三氯氫醌,,C<Sub>6</Sub><Font>H(OH)</Font><Sub>2</Sub><Font>Cl</Font><Sub>3</Sub>,2012-11-26
1008235,trichloroiodomethane,三氯碘甲烷,,Cl<Sub>3</Sub><Font>IC</Font>,2012-11-26
1008236,trichlorolactic acid,三氯乳酸,,Cl<Sub>3</Sub><Font>CCH(OH)COOH</Font>,2012-11-26
1008237,trichlorolactonitrile,三氯乳腈；三氯丙醇腈,,Cl<Sub>3</Sub><Font>CCH(OH)CN</Font>,2012-11-26
1008238,trichloromethane; chloroform,三氯甲烷；氯仿,,CHCl<Sub>3</Sub>,2012-11-26
