ID,英文名稱,中文名稱,圖片,化學式,更新日期
532346,nitroquinaldine,硝-2-甲喹啉,,O<Sub>2</Sub><Font>NC</Font><Sub>9</Sub><Font>H</Font><Sub>5</Sub><Font>NCH</Font><Sub>3</Sub>,2012-11-26
532347,5-nitropyromucic acid,5-硝焦黏酸；5-硝-α-呋喃甲酸,,O<Sub>2</Sub><Font>NC</Font><Sub>4</Sub><Font>H</Font><Sub>2</Sub><Font>OCOOH</Font>,2012-11-26
532348,5-nitropseudocumene,"5-硝-1,2,4-三甲苯；5-硝【草(之上)+久】",,O<Sub>2</Sub><Font>NC</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>(CH</Font><Sub>3</Sub><Font>)</Font><Sub>3</Sub>,2012-11-26
532349,N-nitropropylamine,N-硝丙胺,,CH<Sub>3</Sub><Font>CH</Font><Sub>2</Sub><Font>CH</Font><Sub>2</Sub><Font>NHNO</Font><Sub>2</Sub>,2012-11-26
532350,nitropropane,硝丙烷,,C<Sub>3</Sub><Font>H</Font><Sub>7</Sub><Font>NO</Font><Sub>2</Sub>,2012-11-26
532351,3-nitrophthalic anhydride,3-硝酞酐,,O<Sub>2</Sub><Font>NC</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>(CO)</Font><Sub>2</Sub><Font>O</Font>,2012-11-26
532352,3-nitrophthalic acid,3-硝酞酸；3-硝基鄰-苯二甲酸,,<p>(O<sub>2</sub>N)C<sub>6</sub>H<sub>3</sub>(COOH)<sub>2</sub></p>,2012-11-26
532353,6-nitrophthalide,6-硝酞內酯；6-硝苯二甲內酯,,O<Sub>2</Sub><Font>NC</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>COOCH</Font><Sub>2</Sub>,2012-11-26
532355,p-nitrophenylhydrazine,對-硝苯肼,,<p>O<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>NH<sub>2</sub>NH<sub>2</sub></p>,2012-11-26
532356,N-o-nitrophenylglycine,N-鄰-硝苯甘胺酸,,<p>O<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>NHCH<sub>2</sub>COOH</p>,2012-11-26
532357,o-nitrophenylglyoxylic acid,鄰-硝苯基乙醛酸,,<p>O<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>COCOOH</p>,2012-11-26
532358,4-nitro-o-phenylene diamine,4-硝-鄰-苯二胺,,<p>O<sub>2</sub>NC<sub>6</sub>H<sub>3</sub>(NH<sub>2</sub>)<sub>2</sub></p>,2012-11-26
532359,o-nitrophenylboric acid,鄰-硝苯硼酸,,<p>O<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>B(OH)<sub>2</sub></p>,2012-11-26
532360,N-nitro-N-phenylbenzyl-amine,N-硝-N-苯苄胺,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CHN(NO</Font><Sub>2</Sub><Font>)C</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
532361,o-nitrophenylamine,鄰-硝苯胺,,<p>O<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>NH<sub>2</sub></p>,2012-11-26
532362,p-nitrophenylacetic acid,對-硝苯乙酸,,<p>O<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>CH<sub>2</sub>COOH</p>,2012-11-26
532364,o-nitrophenyl methyl ether,鄰-硝苯基甲基醚,,<p>O<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>OCH<sub>3</sub></p>,2012-11-26
532365,4-nitrophenyl isocyanate,異氰酸4-硝苯酯,,O<Sub>2</Sub><Font>NC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>N=CO</Font>,2012-11-26
532366,p-nitrophenyl acetate,乙酸對-硝苯酯,,<p>CH<sub>3</sub>COOC<sub>6</sub>H<sub>4</sub>NO<sub>2</sub></p>,2012-11-26
532367,m-nitrophenol,間硝[苯]酚,,O<Sub>2</Sub><Font>NC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>OH</Font>,2012-11-26
532368,nitrophenol,硝苯酚,,O<Sub>2</Sub><Font>NC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>OH</Font>,2012-11-26
532369,2-nitro-p-phenetidine,2-硝基-對-乙氧苯胺,,<p>O<sub>2</sub>N(C<sub>2</sub>H<sub>5</sub>O)C<sub>6</sub>H<sub>3</sub>NH<sub>2</sub></p>,2012-11-26
532370,nitropentaerythrite; PETN,四硝酸四級戊四醇酯,,C(CH<Sub>2</Sub><Font>ONO</Font><Sub>2</Sub><Font>)</Font><Sub>4</Sub>,2012-11-26
532371,1-nitrononane,1-硝壬烷,,CH<Sub>3</Sub><Font>(CH</Font><Sub>3</Sub><Font>)</Font><Sub>7</Sub><Font>CH</Font><Sub>2</Sub><Font>NO</Font><Sub>2</Sub>,2012-11-26
532372,1-nitro-2-naphthylamine,1-硝-2-萘胺,,C<Sub>10</Sub><Font>H</Font><Sub>6</Sub><Font>(NO</Font><Sub>2</Sub><Font>)NH</Font><Sub>2</Sub>,2012-11-26
532373,1-nitro-2-naphthol,1-硝-2-萘酚,,HOC<Sub>10</Sub><Font>H</Font><Sub>6</Sub><Font>NO</Font><Sub>2</Sub>,2012-11-26
532374,nitron,試硝酸靈,,C<Sub>20</Sub><Font>H</Font><Sub>16</Sub><Font>N</Font><Sub>4</Sub>,2012-11-26
532375,nitronaphthalenedisulfonic acid,硝萘二磺酸,,O<Sub>2</Sub><Font>NC</Font><Sub>10</Sub><Font>H</Font><Sub>5</Sub><Font>(SO</Font><Sub>3</Sub><Font>H)</Font><Sub>2</Sub>,2012-11-26
532376,nitromethane,硝甲烷,,CH<Sub>3</Sub><Font>NO</Font><Sub>2</Sub>,2012-11-26
532377,nitromesitylene,硝【草(之上)+米】,,(CH<Sub>3</Sub><Font>)</Font><Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>NO</Font><Sub>2</Sub>,2012-11-26
532378,m-nitromandelic acid,間硝苯乙醇酸,,O<Sub>2</Sub><Font>NC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>CH(OH)COOH</Font>,2012-11-26
532379,nitromannite,六硝酸甘露糖酯,,C<Sub>6</Sub><Font>H</Font><Sub>8</Sub><Font>(NO</Font><Sub>3</Sub><Font>)</Font><Sub>6</Sub>,2012-11-26
532380,5-nitroisoquinoline,5-硝異喹啉,,O<Sub>2</Sub><Font>NC</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>C</Font><Sub>3</Sub><Font>H</Font><Sub>3</Sub><Font>N</Font>,2012-11-26
532381,5-nitroisophthalic acid,5-硝異酞酸；5-硝間苯二甲酸,,(O<Sub>2</Sub><Font>N)C</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>(COOH)</Font><Sub>2</Sub>,2012-11-26
532382,5-nitroisatin,硝靛紅,,C<Sub>8</Sub><Font>H</Font><Sub>4</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>4</Sub>,2012-11-26
532383,p-nitro-α-hydroxyphenyl acetic acid,對-硝-α-羥苯乙酸,,<p>O<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>CH(OH)COOH</p>,2012-11-26
532384,2-nitro-3-hydroxybenzoic acid,2-硝-3-羥苯甲酸,,O<Sub>2</Sub><Font>NC</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>(OH)COOH</Font>,2012-11-26
532385,4-nitrohydrocinnamic acid,4-硝苯丙酸,,O<Sub>2</Sub><Font>NC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>CH</Font><Sub>2</Sub><Font>CH</Font><Sub>2</Sub><Font>COOH</Font>,2012-11-26
532386,nitroguiacol,硝癒創木酚,,O<Sub>2</Sub><Font>NC</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>(OCH</Font><Sub>3</Sub><Font>)OH</Font>,2012-11-26
532387,nitroguanidine,硝胍,,O<Sub>2</Sub><Font>NNHC(NH)NH</Font><Sub>2</Sub>,2012-11-26
532388,nitroglycol,硝化甘醇；二硝酸甘酯,,(CH<Sub>2</Sub><Font>ONO</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub>,2012-11-26
532389,nitroglycerin; nitroglycerol,硝化甘油；三硝酸甘油酯,,(O<Sub>2</Sub><Font>NO)</Font><Sub>3</Sub><Font>C</Font><Sub>3</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
532390,nitrogen mustard,氮芥子氣；甲基雙(2-氯乙)胺,,(ClCH<Sub>2</Sub><Font>CH</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub><Font>NCH</Font><Sub>3</Sub>,2012-11-26
532391,5-nitrofurfural,5-硝糠醛,,O<Sub>2</Sub><Font>NC</Font><Sub>4</Sub><Font>H</Font><Sub>2</Sub><Font>OCHO</Font>,2012-11-26
532392,5-nitro-2-furoic acid,5-硝-2-呋喃甲酸；5-硝糠酸,,O<Sub>2</Sub><Font>NC</Font><Sub>4</Sub><Font>H</Font><Sub>2</Sub><Font>OCOOH</Font>,2012-11-26
532393,nitrofurazone; 5-nitro-2-furaldehyde; semicarbazone,5-硝-2-呋喃甲醛半卡腙；5-硝糠醛半卡腙,,C<Sub>6</Sub><Font>H</Font><Sub>6</Sub><Font>N</Font><Sub>4</Sub><Font>O</Font><Sub>4</Sub>,2012-11-26
532394,5-nitro-2-furancarboxylic acid,5-硝-2-呋喃甲酸,,O<Sub>2</Sub><Font>NC</Font><Sub>4</Sub><Font>H</Font><Sub>2</Sub><Font>OCOOH</Font>,2012-11-26
532395,2-nitrofuran,2-硝呋喃,,C<Sub>4</Sub><Font>H</Font><Sub>3</Sub><Font>ONO</Font><Sub>2</Sub>,2012-11-26
532396,nitroformaldehyde phenyl-hydrazone,硝甲醛苯腙,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>NHN=CHNO</Font><Sub>2</Sub>,2012-11-26
532397,nitroform; trinitromethane,硝仿；三硝甲烷,,CH(NO<Sub>2</Sub><Font>)</Font><Sub>3</Sub>,2012-11-26
532398,2-nitrofluorene,2-硝茀,,C<Sub>13</Sub><Font>H</Font><Sub>9</Sub><Font>NO</Font><Sub>2</Sub>,2012-11-26
532399,nitroferron,硝試鐵(II)靈,,C<Sub>9</Sub><Font>H</Font><Sub>5</Sub><Font>IN</Font><Sub>2</Sub><Font>O</Font><Sub>6</Sub><Font>S</Font>,2012-11-26
532400,2-nitroethanol,2-硝乙醇,,HOCH<Sub>2</Sub><Font>CH</Font><Sub>2</Sub><Font>NO</Font><Sub>2</Sub>,2012-11-26
532401,nitroethylene,硝乙烯,,CH<Sub>2</Sub><Font>=CHNO</Font><Sub>2</Sub>,2012-11-26
532402,nitroethane,硝乙烷,,CH<Sub>3</Sub><Font>CH</Font><Sub>2</Sub><Font>NO</Font><Sub>2</Sub>,2012-11-26
532403,nitroerythrite,硝化赤蘚醇；硝化丁四醇,,C<Sub>4</Sub><Font>H</Font><Sub>6</Sub><Font>N</Font><Sub>4</Sub><Font>O</Font><Sub>12</Sub>,2012-11-26
532404,o-nitrodiphenylamine,鄰-硝二苯胺,,<p>C<sub>6</sub>H<sub>5</sub>NHC<sub>6</sub>H<sub>4</sub>NO<sub>2</sub></p>,2012-11-26
532405,"3-nitro-2,2'-diphenic acid","3-硝[基]-2,2'-聯苯二甲酸",,HOOCC<Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>NO</Font><Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>COOH</Font>,2012-11-26
532406,N-nitrodimethylamine,N-硝二甲胺,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>NNO</Font><Sub>2</Sub>,2012-11-26
532407,"2-nitro-1,3-dihydroxy-benzene","2-硝-1,3-二羥苯",,O<Sub>2</Sub><Font>NC</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>(OH)</Font><Sub>2</Sub>,2012-11-26
532408,"4-nitro-2,6-dibromoanisole","4-硝-2,6-二溴苯基甲基醚",,O<Sub>2</Sub><Font>NC</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>(Br)</Font><Sub>2</Sub><Font>OCH</Font><Sub>3</Sub>,2012-11-26
532409,nitrodiazobenzene perchlorate,過氯酸硝重氮苯,,"[O<Sub>2</Sub><Font>NC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>N</Font><Fonthtml:Face=""細明體"" x:CharSet=""136"" x:Family=""Modern"">≡</Font><Font>N]</Font><Sup>+</Sup><Font>ClO</Font><Sub>4</Sub><Sup>-</Sup>",2012-11-26
532410,nitrocyclohexane,硝環己烷,,C<Sub>6</Sub><Font>H</Font><Sub>11</Sub><Font>NO</Font><Sub>2</Sub>,2012-11-26
532411,2-nitro-p-cymene,2-硝𦺻；2-硝-對-蒔蘿烴,,<p>O<sub>2</sub>NC<sub>6</sub>H<sub>3</sub>(CH<sub>3</sub>)CH(CH<sub>3</sub>)<sub>2</sub></p>,2012-11-26
532412,3-nitrocumene,3-硝異丙苯,,O<Sub>2</Sub><Font>NC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>CH(CH</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub>,2012-11-26
532413,m-nitrocinnamic acid,間硝桂皮酸,,O<Sub>2</Sub><Font>NC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>CH=CHCOOH</Font>,2012-11-26
532414,p-nitrocinnamaldehyde,對-硝桂皮醛,,<p>O<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>CH=CHCHO</p>,2012-11-26
532415,4-nitro-2-chlorophenol,4-硝-2-氯[苯]酚,,HOC<Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>(Cl)NO</Font><Sub>2</Sub>,2012-11-26
532416,o-nitrochlorobenzene,鄰-硝氯苯,,<p>O<sub>2</sub>N(Cl)C<sub>6</sub>H<sub>4</sub></p>,2012-11-26
532417,nitrochloroform; chloropicrin,硝氯仿；氯化苦,,O<Sub>2</Sub><Font>NCCl</Font><Sub>3</Sub>,2012-11-26
532418,o-nitro-p-chloroaniline,鄰-硝基-對-氯苯胺,,<p>O<sub>2</sub>N(Cl)C<sub>6</sub>H<sub>3</sub>NH<sub>2</sub></p>,2012-11-26
532419,nitrocarbol; nitromethane,硝甲烷,,O<Sub>2</Sub><Font>NCH</Font><Sub>3</Sub>,2012-11-26
532420,1-nitro-2-chlorobenzene,1-硝-2-氯苯,,O<Sub>2</Sub><Font>NC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>Cl</Font>,2012-11-26
532421,3-nitrocamphor,3-硝樟腦；3-硝莰酮,,C<Sub>10</Sub><Font>H</Font><Sub>15</Sub><Font>ONO</Font><Sub>2</Sub>,2012-11-26
532422,nitro-tert-butane,硝基-三級-丁烷,,<p>(CH<sub>3</sub>)<sub>3</sub>CNO<sub>2</sub></p>,2021-09-28
532423,1-nitrobutane,1-硝丁烷,,CH<Sub>3</Sub><Font>CH</Font><Sub>2</Sub><Font>CH</Font><Sub>2</Sub><Font>CH</Font><Sub>2</Sub><Font>NO</Font><Sub>2</Sub>,2012-11-26
532424,nitrobutanediol,硝丁二醇,,C<Sub>4</Sub><Font>H</Font><Sub>7</Sub><Font>(OH)</Font><Sub>2</Sub><Font>NO</Font><Sub>2</Sub>,2012-11-26
532425,nitrobromoform; bromopicrin,硝溴仿；溴苦質；溴化苦,,O<Sub>2</Sub><Font>NCBr</Font><Sub>3</Sub>,2012-11-26
532426,p-nitrobiphenyl,對-硝聯苯,,<p>C<sub>12</sub>H<sub>9</sub>NO<sub>2</sub></p>,2012-11-26
532427,p-nitrobenzyl bromide,對-硝苄溴,,<p>O<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>CH<sub>2</sub>Br</p>,2012-11-26
532428,m-nitrobenzyl benzoate,苯甲酸間硝苄酯,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>COOCH</Font><Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>NO</Font><Sub>2</Sub>,2012-11-26
532429,p-nitrobenzyl alcohol,對-硝苄醇,,<p>O<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>CH<sub>2</sub>OH</p>,2012-11-26
532430,p-nitrobenzyl acetate,乙酸對-硝苄酯,,<p>CH<sub>3</sub>COOCH<sub>2</sub>C<sub>6</sub>H<sub>4</sub>NO<sub>2</sub></p>,2012-11-26
532431,p-nitrobenzoyl chloride,對-硝苯甲醯氯,,<p>O<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>COCl</p>,2012-11-26
532432,m-nitrobenzophenone,間硝二苯基酮,,O<Sub>2</Sub><Font>NC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>COC</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
532433,o-nitrobenzonitrile,鄰-硝苯甲腈,,<p>O<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>CN</p>,2012-11-26
532434,o-nitrobenzophenone,鄰-硝二苯基酮,,<p>O<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>COC<sub>6</sub>H<sub>5</sub></p>,2012-11-26
532435,o-nitrobenzoic acid ethyl ester,鄰-硝苯甲酸乙酯,,<p>O<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>COOC<sub>2</sub>H<sub>5</sub></p>,2012-11-26
532436,nitrobenzimidazole,硝苯并咪唑,,C<Sub>7</Sub><Font>H</Font><Sub>5</Sub><Font>N</Font><Sub>3</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
532437,p-nitrobenzoic acid,對-硝苯甲酸,,<p>O<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>COOH</p>,2012-11-26
532438,nitrobenzidine,硝聯苯胺,,O<Sub>2</Sub><Font>N(NH</Font><Sub>2</Sub><Font>)C</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>NH</Font><Sub>2</Sub>,2012-11-26
532439,m-nitrobenzenesulfonic acid,間硝苯磺酸,,O<Sub>2</Sub><Font>NC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>SO</Font><Sub>3</Sub><Font>H</Font>,2012-11-26
532440,p-nitrobenzeneazo-5-salicylic acid; alizarin yellow G,對-硝苯偶氮-5-柳酸；茜素黃G,,<p>O<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>N=NC<sub>6</sub>H<sub>3</sub>(OH)COOH</p>,2012-11-26
532441,p-nitrobenzenediazonium chloride,氯化對-硝重氮苯,,<p>[O<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>N&equiv;N]<sup>+</sup>Cl<sup>-</sup></p>,2012-11-26
532442,p-nitrobenzeneazo-4-resorcinol,對-硝苯偶氮-4-間苯二酚,,<p>O<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>N=NC<sub>6</sub>H<sub>3</sub>(OH)<sub>2</sub></p>,2012-11-26
532443,p-nitrobenzeneazo-β-naphthol; 1-p-nitrophenylazo-2-naphthol,對-硝苯偶氮-β-萘酚；1-對-硝苯偶氮-2-萘酚,,<p>O<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>NNC<sub>10</sub>H<sub>6</sub>OH</p>,2012-11-26
532444,p-nitrobenzeneazo-α-naphthol,對-硝苯偶氮-α-萘酚,,<p>O<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>N=NC<sub>10</sub>H<sub>6</sub>OH</p>,2012-11-26
532445,nitrobenzeneazochromo-tropic acid,硝苯偶氮色變酸,,C<Sub>16</Sub><Font>H</Font><Sub>11</Sub><Font>N</Font><Sub>3</Sub><Font>O</Font><Sub>10</Sub><Font>S</Font><Sub>2</Sub>,2012-11-26
532446,nitrobenzene,硝苯,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>NO</Font><Sub>2</Sub>,2012-11-26
532447,o-nitrobenzanilide,鄰-硝苯甲醯胺苯,,<p>O<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>CONHC<sub>6</sub>H<sub>5</sub></p>,2012-11-26
532448,p-nitrobenzamide,對-硝苯甲醯胺,,<p>O<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>CONH<sub>2</sub></p>,2012-11-26
532449,o-nitrobenzaldehyde,鄰-硝苯甲醛,,<p>C<sub>6</sub>H<sub>4</sub>(CHO)NO<sub>2</sub></p>,2012-11-26
532450,5-nitrobarbituric acid,5-硝巴比妥酸,,C<Sub>4</Sub><Font>H</Font><Sub>3</Sub><Font>N</Font><Sub>3</Sub><Font>O</Font><Sub>5</Sub>,2012-11-26
532451,p-nitroazobenzene,對-硝偶氮苯,,<p>O<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>N=NC<sub>6</sub>H<sub>5</sub></p>,2012-11-26
532452,1-nitroanthraquinone,1-硝蒽醌,,O<Sub>2</Sub><Font>NC</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>(CO)</Font><Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub>,2012-11-26
532453,3-nitroanthranilic acid,3-硝鄰-胺苯甲酸；3-硝鄰胺苄酸,,<p>O<sub>2</sub>N(NH<sub>2</sub>)C<sub>6</sub>H<sub>3</sub>COOH</p>,2012-11-26
532455,9-nitroanthracene,9-硝蒽,,C<Sub>14</Sub><Font>H</Font><Sub>9</Sub><Font>NO</Font><Sub>2</Sub>,2012-11-26
532456,o-nitroanisole,鄰-硝苯基甲基醚；鄰-硝茴香醚,,<p>O<sub>2</sub>NC<sub>6</sub>H<sub>4</sub>OCH<sub>3</sub></p>,2012-11-26
532457,nitroanisidine,硝茴香胺,,H<Sub>2</Sub><Font>NC</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>(NO</Font><Sub>2</Sub><Font>)OCH</Font><Sub>3</Sub>,2012-11-26
532458,N-nitroaniline,N-硝苯胺；硝胺苯,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>NHNO</Font><Sub>2</Sub>,2012-11-26
532459,m-nitroaniline,間硝苯胺,,C<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>(NH</Font><Sub>2</Sub><Font>)NO</Font><Sub>2</Sub>,2012-11-26
532460,3-nitro-4-aminotoluene,3-硝-4-胺甲苯,,C<Sub>7</Sub><Font>H</Font><Sub>3</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
532461,3-nitro-4-aminoanisole,3-硝-4-胺茴香醚；3-硝-4-胺苯基甲基醚,,H<Sub>2</Sub><Font>NC</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>(NO</Font><Sub>2</Sub><Font>)OCH</Font><Sub>3</Sub>,2012-11-26
532462,3-nitroalizarin; alizarin orange,3-硝茜素；茜素橙,,C<Sub>14</Sub><Font>H</Font><Sub>7</Sub><Font>NO</Font><Sub>6</Sub>,2012-11-26
532463,m-nitroacetophenone,間硝苯乙酮,,CH<Sub>3</Sub><Font>COC</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>NO</Font><Sub>2</Sub>,2012-11-26
532464,nitroacetic acid,硝乙酸,,O<Sub>2</Sub><Font>NCH</Font><Sub>2</Sub><Font>COOH</Font>,2012-11-26
532465,o-nitroacetanilide,鄰-硝基乙醯胺苯；鄰-硝-N-乙醯苯胺,,<p>CH<sub>3</sub>CONHC<sub>6</sub>H<sub>4</sub>NO<sub>2</sub></p>,2022-03-14
532466,p-nitroacetanilide,對-硝乙醯胺苯,,<p>CH<sub>3</sub>CONHC<sub>6</sub>H<sub>4</sub>NO<sub>2</sub></p>,2012-11-26
532467,nitranilide; N-nitroaniline,N-硝苯胺,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>NHNO</Font><Sub>2</Sub>,2012-11-26
532468,nitranilic acid,"硝冉酸；2,5-二羥-3,6-二硝苯醌",,C<Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>8</Sub>,2012-11-26
532469,nitramine; Tetryl,四硝基炸藥；特出兒,,(O<Sub>2</Sub><Font>N)</Font><Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>N(NO</Font><Sub>2</Sub><Font>)CH</Font><Sub>3</Sub>,2012-11-26
532470,"nitralin; 4-(methylsulfonyl)-2,6-dinitro-N,N-dipropylaniline","4-(甲碸)-2,6-二硝-N,N-二丙苯胺",,C<Sub>13</Sub><Font>H</Font><Sub>19</Sub><Font>N</Font><Sub>3</Sub><Font>O</Font><Sub>6</Sub><Font>S</Font>,2012-11-26
532471,nithiazide,尼噻吖,,C<Sub>6</Sub><Font>H</Font><Sub>8</Sub><Font>N</Font><Sub>4</Sub><Font>O</Font><Sub>3</Sub><Font>S</Font>,2012-11-26
532472,nipecotic acid,六氫菸鹼酸,,C<Sub>5</Sub><Font>H</Font><Sub>10</Sub><Font>NCOOH</Font>,2012-11-26
532475,ethyl p-hydroxybenzoate,對-羥苯甲酸乙酯,,<p>HOC<sub>6</sub>H<sub>4</sub>COOC<sub>2</sub>H<sub>5</sub></p>,2012-11-26
532476,Nioxime,"尼肟；1,2-環己二酮肟",,C<Sub>8</Sub><Font>H</Font><Sub>10</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
532477,niobe oil; methyl benzoate,尼哦油；苯甲酸甲酯,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>COOCH</Font><Sub>3</Sub>,2012-11-26
532478,ninhydrin,[水合]茚三酮；寧海準,,C<Sub>9</Sub><Font>H</Font><Sub>6</Sub><Font>O</Font><Sub>4</Sub>,2012-11-26
532479,nimbin,印楝素,,C<Sub>30</Sub><Font>H</Font><Sub>36</Sub><Font>O</Font><Sub>9</Sub>,2012-11-26
532480,nidulin,巢麴菌素,,C<Sub>20</Sub><Font>H</Font><Sub>17</Sub><Font>Cl</Font><Sub>3</Sub><Font>O</Font><Sub>5</Sub>,2012-11-26
532481,β-nicotyrine,β-去氫菸鹼；3-(1-甲-2-吡咯)吡啶,,C<Sub>10</Sub><Font>H</Font><Sub>10</Sub><Font>N</Font><Sub>2</Sub>,2012-11-26
532482,α-nicotyrine,α-去氫菸鹼；2-(1-甲-2-吡咯)吡啶,,C<Sub>10</Sub><Font>H</Font><Sub>10</Sub><Font>N</Font><Sub>2</Sub>,2012-11-26
532483,nicotinonitrile; 3-cyanopyridine,菸鹼甲腈；3-氰吡啶,,C<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>N</Font><Sub>2</Sub>,2012-11-26
532484,nicotinoyl chloride,菸鹼醯氯,,C<Sub>5</Sub><Font>H</Font><Sub>4</Sub><Font>NCOCl</Font>,2012-11-26
532485,nicotinic hydrazide,菸鹼[酸]醯肼,,<p>C<sub>5</sub>H<sub>4</sub>NCONHNH<sub>2</sub></p>,2012-11-26
532486,nicotinic acid N-methyl-betaine; trigonelline,菸鹼酸N-甲內鹽；葫蘆巴鹼,,C<Sub>7</Sub><Font>H</Font><Sub>7</Sub><Font>NO</Font><Sub>2</Sub>,2012-11-26
532487,nicotinic acid hydrochloride,菸鹼酸鹽酸鹽,,C<Sub>5</Sub><Font>H</Font><Sub>4</Sub><Font>NCO</Font><Sub>2</Sub><Font>H·HCl</Font>,2012-11-26
532488,nicotinic acid,菸鹼酸；3-吡啶甲酸,,C<Sub>5</Sub><Font>H</Font><Sub>4</Sub><Font>NCOOH</Font>,2012-11-26
