ID,英文名稱,中文名稱,圖片,化學式,更新日期
535098,glycol monosalicylate,乙二醇單柳酸酯,,C<Sub>7</Sub><Font>H</Font><Sub>5</Sub><Font>O</Font><Sub>3</Sub><Font>C</Font><Sub>2</Sub><Font>H</Font><Sub>4</Sub><Font>OH</Font>,2012-11-26
535099,glycol dipropionate,乙二醇二丙酸酯,,(C<Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>CO</Font><Sub>2</Sub><Font>CH</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub>,2012-11-26
535100,glycol diphenyl ether,乙二醇二苯醚,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>OCH</Font><Sub>2</Sub><Font>CH</Font><Sub>2</Sub><Font>OC</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
535101,glycol dinitrate,乙二醇二硝酸酯,,(O<Sub>2</Sub><Font>NOCH</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub>,2012-11-26
535102,glycol dimyristate,乙二醇二肉豆蔻酸酯,,(C<Sub>13</Sub><Font>H</Font><Sub>27</Sub><Font>COOCH</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub>,2012-11-26
535103,glycol dimethyl ether,乙二醇二甲醚,,(CH<Sub>3</Sub><Font>OCH</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub>,2012-11-26
535104,glycol dilaurate,乙二醇二月桂酸酯,,(C<Sub>11</Sub><Font>H</Font><Sub>23</Sub><Font>COOCH</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub>,2012-11-26
535105,glycol diiodide,"1,2-二碘乙烷",,CH<Sub>2</Sub><Font>ICH</Font><Sub>2</Sub><Font>I</Font>,2012-11-26
535106,glycol diformate,乙二醇二甲酸酯,,(HCOOCH<Sub>2</Sub><Font>)</Font><Sub>2</Sub>,2012-11-26
535107,glycol difluoride,"1,2-二氟乙烷",,CH<Sub>2</Sub><Font>FCH</Font><Sub>2</Sub><Font>F</Font>,2012-11-26
535108,glycol dicaprylate,乙二醇二辛酸酯,,(C<Sub>7</Sub><Font>H</Font><Sub>15</Sub><Font>COOCH</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub>,2012-11-26
535109,glycol dicaproate,乙二醇二己酸酯,,(C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>COOCH</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub>,2012-11-26
535110,glycol dicaprate,乙二醇二癸酸酯,,(C<Sub>9</Sub><Font>H</Font><Sub>19</Sub><Font>COOCH</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub>,2012-11-26
535111,glycol dibutyrate,乙二醇二丁酸酯,,(CH<Sub>2</Sub><Font>OOCCH</Font><Sub>2</Sub><Font>CH</Font><Sub>2</Sub><Font>CH</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub>,2012-11-26
535112,glycol dibromide,"1,2-二溴乙烷",,CH<Sub>2</Sub><Font>BrCH</Font><Sub>2</Sub><Font>Br</Font>,2012-11-26
535113,glycol dibenzyl ether,乙二醇二苄醚,,(C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH</Font><Sub>2</Sub><Font>OCH</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub>,2012-11-26
535114,glycol dibenzoate,乙二醇二苯甲酸酯,,(C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>COO)</Font><Sub>2</Sub><Font>C</Font><Sub>2</Sub><Font>H</Font><Sub>4</Sub>,2012-11-26
535115,glycol diacetate,乙二醇二乙酸酯,,(CH<Sub>3</Sub><Font>COOCH</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub>,2012-11-26
535116,glycol cyanohydrin,氰乙醇；3-羥丙腈,,HOCH<Sub>2</Sub><Font>CH</Font><Sub>2</Sub><Font>CN</Font>,2012-11-26
535117,glycol chlorohydrin,氯乙醇,,HOCH<Sub>2</Sub><Font>CH</Font><Sub>2</Sub><Font>Cl</Font>,2012-11-26
535118,glycol,乙二醇,,HOCH<Sub>2</Sub><Font>CH</Font><Sub>2</Sub><Font>OH</Font>,2012-11-26
535119,glycol carbonate; ethylene carbonate,碳酸伸乙酯,,C<Sub>3</Sub><Font>H</Font><Sub>4</Sub><Font>O</Font><Sub>3</Sub>,2012-11-26
535120,glycogenic acid; gluconic acid; glyconic acid,葡萄糖酸,,C<Sub>5</Sub><Font>H</Font><Sub>6</Sub><Font>(OH)</Font><Sub>5</Sub><Font>COOH</Font>,2012-11-26
535121,glycocyamine; guanidineacetic acid,胍乙酸,,HN=C(NH<Sub>2</Sub><Font>)NHCH</Font><Sub>2</Sub><Font>COOH</Font>,2012-11-26
535122,glycocyamidine; glycollylguanidine,胍乙酸內醯胺；乙內醯胍,,C<Sub>3</Sub><Font>H</Font><Sub>5</Sub><Font>N</Font><Sub>3</Sub><Font>O</Font>,2012-11-26
535123,glycocholic acid; N-cholyglycine,甘膽酸,,C<Sub>24</Sub><Font>H</Font><Sub>39</Sub><Font>O</Font><Sub>4</Sub><Font>NHCH</Font><Sub>2</Sub><Font>COOH</Font>,2012-11-26
535124,glycine p-phenetidide; phenocoll,N-甘胺醯對-乙氧苯胺；芬諾科,,<p>C<sub>10</sub>H<sub>14</sub>N<sub>2</sub>O<sub>2</sub></p>,2012-11-26
535125,glycine methyl ester,甘胺酸甲酯,,H<Sub>2</Sub><Font>NCH</Font><Sub>2</Sub><Font>COOCH</Font><Sub>3</Sub>,2012-11-26
535126,glycine ethyl ester,甘胺酸乙酯,,H<Sub>2</Sub><Font>NCH</Font><Sub>2</Sub><Font>COOC</Font><Sub>2</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
535127,"glycine anhydride; 2,5-piperazinedione; 2,5-dioxopiperazine","胺乙酐；甘胺酐；2,5-六氫吡【口+井】二酮",,C<Sub>4</Sub><Font>H</Font><Sub>6</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
535128,glycine amide,甘胺醯胺；胺乙醯胺,,H<Sub>2</Sub><Font>NCH</Font><Sub>2</Sub><Font>CONH</Font><Sub>2</Sub>,2012-11-26
535129,glycine; glycocoll; aminoacetic acid,甘胺酸；胺乙酸,,H<Sub>2</Sub><Font>NCH</Font><Sub>2</Sub><Font>COOH</Font>,2012-11-26
535130,glycidyl methacrylate,甲基丙烯酸環氧丙酯,,C<Sub>7</Sub><Font>H</Font><Sub>10</Sub><Font>O</Font><Sub>3</Sub>,2012-11-26
535131,glycidyl ethyl ether,去水甘油乙醚,,(OC<Sub>3</Sub><Font>H</Font><Sub>5</Sub><Font>)OC</Font><Sub>2</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
535132,glycidyl ether,[二]環氧丙基醚,,(C<Sub>3</Sub><Font>H</Font><Sub>5</Sub><Font>O)</Font><Sub>2</Sub><Font>O</Font>,2012-11-26
535133,"glycidic acid; 2,3-epoxypropanoic acid; oxiranecarboxylic acid","去水甘油酸；2,3-環氧丙酸；環氧乙基甲酸",,C<Sub>3</Sub><Font>H</Font><Sub>4</Sub><Font>O</Font><Sub>3</Sub>,2012-11-26
535134,"glycide; glycidol; 2,3-epoxy-1-propanol","去水甘油；2,3-環氧丙醇",,C<Sub>3</Sub><Font>H</Font><Sub>6</Sub><Font>O</Font>,2012-11-26
535135,glycerose,甘油糖；甘油醛,,C<Sub>3</Sub><Font>H</Font><Sub>6</Sub><Font>O</Font><Sub>3</Sub>,2012-11-26
535136,α-glycerophosphoryl-choline,α-甘油磷酸膽鹼,,C<Sub>8</Sub><Font>H</Font><Sub>20</Sub><Font>O</Font><Sub>6</Sub><Sup>-</Sup><Font>PN</Font><Sup>+</Sup>,2012-11-26
535137,α-glycerophosphoric acid,α-甘油磷酸,,C<Sub>3</Sub><Font>H</Font><Sub>9</Sub><Font>O</Font><Sub>6</Sub><Font>P</Font>,2012-11-26
535138,glycerol tristearate,甘油三硬脂酸酯；硬脂,,(C<Sub>17</Sub><Font>H</Font><Sub>35</Sub><Font>COO)</Font><Sub>3</Sub><Font>C</Font><Sub>3</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
535139,glycerol tripalmitate,甘油[三]軟脂酸酯,,(C<Sub>15</Sub><Font>H</Font><Sub>31</Sub><Font>COO)</Font><Sub>3</Sub><Font>C</Font><Sub>3</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
535140,glycerol trinitrate; glycerol nitrate; glyceryltrinitrate; nitroglycerine; nitroglycerin,甘油[三]硝酸酯；三硝[基]甘油；硝化甘油,,C<Sub>3</Sub><Font>H</Font><Sub>5</Sub><Font>(NO</Font><Sub>3</Sub><Font>)</Font><Sub>3</Sub>,2012-11-26
535141,glycerol trilaurate; trilaurin,三月桂酸甘油酯；甘油三月桂酸酯；月桂脂,,(C<Sub>11</Sub><Font>H</Font><Sub>23</Sub><Font>COO)</Font><Sub>3</Sub><Font>C</Font><Sub>3</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
535142,glycerol triglycidyl ether,甘油三環氧丙醚,,C<Sub>12</Sub><Font>H</Font><Sub>20</Sub><Font>O</Font><Sub>6</Sub>,2012-11-26
535143,"glycerol 1,3-distearate","甘油1,3-二硬脂酸酯",,(C<Sub>17</Sub><Font>H</Font><Sub>35</Sub><Font>COO)</Font><Sub>2</Sub><Font>C</Font><Sub>3</Sub><Font>H</Font><Sub>5</Sub><Font>OH</Font>,2012-11-26
535144,"glycerol 1,3-dipalmitate","甘油1,3-二軟脂酸酯",,(C<Sub>15</Sub><Font>H</Font><Sub>31</Sub><Font>COO)</Font><Sub>2</Sub><Font>C</Font><Sub>3</Sub><Font>H</Font><Sub>5</Sub><Font>OH</Font>,2012-11-26
535145,"glycerol 1,3-dinitrate","甘油1,3-二硝酸酯",,C<Sub>3</Sub><Font>H</Font><Sub>5</Sub><Font>(OH)(NO</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub>,2012-11-26
535146,"glycerol 1,3-dilaurate","甘油1,3-二月桂酸酯",,(C<Sub>11</Sub><Font>H</Font><Sub>23</Sub><Font>COO)</Font><Sub>2</Sub><Font>C</Font><Sub>3</Sub><Font>H</Font><Sub>5</Sub><Font>OH</Font>,2012-11-26
535147,glycerol diglycidyl ether,丙二醇二環氧丙酯,,C<Sub>9</Sub><Font>H</Font><Sub>16</Sub><Font>O</Font><Sub>5</Sub>,2012-11-26
535148,"glycerol 1,3-dichlorohydrin; glycerol sym-dichlorohydrin {1,3-dichloropropan-2-ol}","1,3-二氯丙醇；對稱-二氯丙醇 {1,3-二氯丙-2-醇}",,<p>CH<sub>2</sub>ClCH(OH)CH<sub>2</sub>C1</p>,2012-11-26
535149,glycerin; glycerine; glycerol,丙三醇；甘油,,CH<Sub>2</Sub><Font>(OH)CH(OH)CH</Font><Sub>2</Sub><Font>OH</Font>,2012-11-26
535150,glyceric acid methyl ester,甘油酸甲酯,,CH<Sub>2</Sub><Font>(OH)CH(OH)COOCH</Font><Sub>3</Sub>,2012-11-26
535151,glyceric acid ethyl ester,甘油酸乙酯,,CH<Sub>2</Sub><Font>(OH)CH(OH)COOC</Font><Sub>2</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
535152,glyceric acid,甘油酸,,HOCH<Sub>2</Sub><Font>CH(OH)COOH</Font>,2012-11-26
535153,glyceraldehyde-3-phosphate,甘油醛-3-磷酸,,C<Sub>3</Sub><Font>H</Font><Sub>7</Sub><Font>O</Font><Sub>6</Sub><Font>P</Font>,2012-11-26
535154,glutinone,黏黴酮,,C<Sub>30</Sub><Font>H</Font><Sub>48</Sub><Font>O</Font>,2012-11-26
535155,glyceraldehyde; glyceric aldehyde,甘油醛；甘油糖,,HOCH<Sub>2</Sub><Font>CH(OH)CHO</Font>,2012-11-26
535156,glutimic acid; 5-oxo-2-pyrrolidine-carboxylic acid,麩內醯胺酸；5-氧四氫吡咯甲酸,,C<Sub>5</Sub><Font>H</Font><Sub>7</Sub><Font>NO</Font><Sub>3</Sub>,2012-11-26
535157,glutathione; glutinal,麩胱甘肽,,C<Sub>10</Sub><Font>H</Font><Sub>17</Sub><Font>N</Font><Sub>3</Sub><Font>O</Font><Sub>6</Sub><Font>S</Font>,2012-11-26
535158,glutaric anhydride,戊二[酸]酐,,C<Sub>5</Sub><Font>H</Font><Sub>6</Sub><Font>O</Font><Sub>3</Sub>,2012-11-26
535159,glutaronitrile; pentanedinitrile,戊二腈,,NC(CH<Sub>2</Sub><Font>)</Font><Sub>3</Sub><Font>CN</Font>,2012-11-26
535160,glutaric acid piperazinium salt,戊二酸六氫吡【口+井】鹽,,C<Sub>4</Sub><Font>H</Font><Sub>10</Sub><Font>N</Font><Sub>2</Sub><Font>·2C</Font><Sub>5</Sub><Font>H</Font><Sub>8</Sub><Font>O</Font><Sub>4</Sub>,2012-11-26
535161,glutaric acid,戊二酸,,CH<Sub>2</Sub><Font>(CH</Font><Sub>2</Sub><Font>COOH)</Font><Sub>2</Sub>,2012-11-26
535162,glutaric acid diethyl ester,戊二酸二乙酯,,C<Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>OOC(CH</Font><Sub>2</Sub><Font>)</Font><Sub>3</Sub><Font>COOC</Font><Sub>2</Sub><Font>H</Font><Sub>5</Sub>,2012-11-26
535163,glutaraldehyde; pentanedial; glutaral,戊二醛,,HCO(CH<Sub>2</Sub><Font>)</Font><Sub>3</Sub><Font>CHO</Font>,2012-11-26
535164,glutaminic acid,麩胺酸,,HOOCCHNH<Sub>2</Sub><Font>(CH</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub><Font>COOH</Font>,2012-11-26
535165,glutamine,麩醯胺酸,,HOOCC<Sub>3</Sub><Font>H</Font><Sub>5</Sub><Font>(NH</Font><Sub>2</Sub><Font>)CONH</Font><Sub>2</Sub>,2012-11-26
535166,L-glutamic acid-γ-monoethylamide; L-theanine,麩胺酸-γ-單乙基醯胺,,C<Sub>7</Sub><Font>H</Font><Sub>14</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>3</Sub>,2012-11-26
535167,glutamic acid; glutaminic acid,麩胺酸,,HOOCCH(NH<Sub>2</Sub><Font>)(CH</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub><Font>COOH</Font>,2012-11-26
535168,glutamic acid hydrochloride,麩胺酸鹽酸鹽,,C<Sub>5</Sub><Font>H</Font><Sub>9</Sub><Font>NO</Font><Sub>4</Sub><Font>·HC1</Font>,2012-11-26
535169,glutaconic nitrile,戊烯二腈,,NCCH<Sub>2</Sub><Font>CH=CHCN</Font>,2012-11-26
535170,glutaconic anhydride,戊烯二[酸]酐,,C<Sub>5</Sub><Font>H</Font><Sub>4</Sub><Font>O</Font><Sub>3</Sub>,2012-11-26
535171,glutaconic acid,戊烯二酸,,HOOCCH<Sub>2</Sub><Font>CH=CHCOOH</Font>,2012-11-26
535172,gluside; glucid; saccharin,糖精,,C<Sub>7</Sub><Font>H</Font><Sub>5</Sub><Font>NO</Font><Sub>3</Sub><Font>S</Font>,2012-11-26
535173,glucuronic acid,葡[萄糖]醛酸,,C<Sub>6</Sub><Font>H</Font><Sub>10</Sub><Font>O</Font><Sub>7</Sub>,2012-11-26
535174,glucosone,葡醛酮糖；葡萄糖【酉+公】,,C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>O</Font><Sub>4</Sub><Font>COCHO</Font>,2012-11-26
535175,glucose-6-phosphate,葡萄糖-6-磷酸,,C<Sub>6</Sub><Font>H</Font><Sub>13</Sub><Font>O</Font><Sub>9</Sub><Font>P</Font>,2012-11-26
535176,glucose-1-phosphate,葡萄糖-1-磷酸,,C<Sub>6</Sub><Font>H</Font><Sub>13</Sub><Font>O</Font><Sub>9</Sub><Font>P</Font>,2012-11-26
535177,glucose phenylosazone,葡萄糖苯脎,,C<Sub>6</Sub><Font>H</Font><Sub>10</Sub><Font>O</Font><Sub>4</Sub><Font>(=NHHC</Font><Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>)</Font><Sub>2</Sub>,2012-11-26
535178,glucose phenylhydrazone,葡[萄糖]苯腙,,C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>NHN=C</Font><Sub>6</Sub><Font>H</Font><Sub>12</Sub><Font>O</Font><Sub>5</Sub>,2012-11-26
535179,glucose oxime,葡[萄糖]肟,,C<Sub>6</Sub><Font>H</Font><Sub>12</Sub><Font>O</Font><Sub>5</Sub><Font>NOH</Font>,2012-11-26
535180,"glucose-1,6-diphosphate","葡萄糖-1,6-二磷酸",,C<Sub>6</Sub><Font>H</Font><Sub>13</Sub><Font>O</Font><Sub>12</Sub><Font>P</Font><Sub>2</Sub>,2012-11-26
535181,glucose diacetate,葡萄糖二乙酸酯,,C<Sub>5</Sub><Font>H</Font><Sub>6</Sub><Font>(OOCH</Font><Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>(OH)</Font><Sub>2</Sub><Font>CHO</Font>,2012-11-26
535182,glucose,葡萄糖,,C<Sub>6</Sub><Font>H</Font><Sub>12</Sub><Font>O</Font><Sub>6</Sub>,2012-11-26
535183,glucosazone,葡萄糖脎,,C<Sub>18</Sub><Font>H</Font><Sub>22</Sub><Font>N</Font><Sub>4</Sub><Font>O</Font><Sub>4</Sub>,2012-11-26
535184,glucosamine,葡萄胺糖,,C<Sub>6</Sub><Font>H</Font><Sub>13</Sub><Font>NO</Font><Sub>5</Sub>,2012-11-26
535185,glucosaccharic acid; glucaric acid,葡萄糖二酸,,C<Sub>6</Sub><Font>H</Font><Sub>10</Sub><Font>O</Font><Sub>8</Sub>,2012-11-26
535186,glucopyranose,葡萄哌喃糖,,C<Sub>6</Sub><Font>H</Font><Sub>12</Sub><Font>O</Font><Sub>6</Sub>,2012-11-26
535187,glucono-δ-lactone,葡萄糖酸[-δ-]內酯,,C<Sub>6</Sub><Font>H</Font><Sub>10</Sub><Font>O</Font><Sub>6</Sub>,2012-11-26
535188,δ-gluconolactone,δ-葡萄糖酸內酯,,C<Sub>6</Sub><Font>H</Font><Sub>10</Sub><Font>O</Font><Sub>6</Sub>,2012-11-26
535189,gluconic acid,葡萄糖酸,,HOCH<Sub>2</Sub><Font>(CHOH)</Font><Sub>4</Sub><Font>COOH</Font>,2012-11-26
535190,glucoheptose,葡萄庚糖,,C<Sub>7</Sub><Font>H</Font><Sub>14</Sub><Font>O</Font><Sub>7</Sub>,2012-11-26
535191,glucochloral,葡萄糖縮氯醛,,C<Sub>8</Sub><Font>H</Font><Sub>11</Sub><Font>Cl</Font><Sub>3</Sub><Font>O</Font><Sub>6</Sub>,2012-11-26
535192,glucoheptonic acid,葡萄糖甲酸；葡萄庚酸,,C<Sub>7</Sub><Font>H</Font><Sub>14</Sub><Font>O</Font><Sub>8</Sub>,2012-11-26
535193,glucobiogen; calcium gluconate,葡萄糖酸鈣,,C<Sub>12</Sub><Font>H</Font><Sub>22</Sub><Font>CaO</Font><Sub>14</Sub>,2012-11-26
535194,glucoascorbic acid,葡抗壞血酸,,C<Sub>7</Sub><Font>H</Font><Sub>10</Sub><Font>O</Font><Sub>7</Sub>,2012-11-26
535195,D-glucitol; sorbitol,葡萄糖醇；山梨糖醇；花楸醇,,C<Sub>6</Sub><Font>H</Font><Sub>14</Sub><Font>O</Font><Sub>6</Sub>,2012-11-26
535196,glucid; saccharin,糖精,,C<Sub>7</Sub><Font>H</Font><Sub>5</Sub><Font>NO</Font><Sub>3</Sub><Font>S</Font>,2012-11-26
535197,glucazidone,古吉酮,,C<Sub>12</Sub><Font>H</Font><Sub>10</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font>,2012-11-26
535198,D-glucaric acid; saccharic acid,葡萄糖二酸,,(CHOH)<Sub>4</Sub><Font>(COOH)</Font><Sub>2</Sub>,2012-11-26
535199,glonoin acid; nitroglycerin,硝化甘油；甘油三硝酸酯；三硝酸丙三醇；丙三醇三硝酸酯,,C<Sub>3</Sub><Font>H</Font><Sub>5</Sub><Font>(NO</Font><Sub>3</Sub><Font>)</Font><Sub>3</Sub>,2012-11-26
535200,globucid; sulfaethidole; sulphaethidole,球磺胺,,C<Sub>10</Sub><Font>H</Font><Sub>12</Sub><Font>N</Font><Sub>4</Sub><Font>O</Font><Sub>2</Sub><Font>S</Font><Sub>2</Sub>,2012-11-26
535201,glaurin; diethylene glycol monolaurate,二伸乙二醇單十二酸酯,,C<Sub>11</Sub><Font>H</Font><Sub>23</Sub><Font>COOC</Font><Sub>2</Sub><Font>H</Font><Sub>4</Sub><Font>OC</Font><Sub>2</Sub><Font>H</Font><Sub>4</Sub><Font>OH</Font>,2012-11-26
535202,glaucine,海罌粟鹼,,C<Sub>21</Sub><Font>H</Font><Sub>25</Sub><Font>NO</Font><Sub>4</Sub>,2012-11-26
535203,gladiolic acid; 4-methoxy-5-methyl-o-phthaldehyde,青黴酸；4-甲氧-5-甲基-鄰-酞醛,,<p>C<sub>11</sub>H<sub>10</sub>O<sub>5</sub></p>,2012-11-26
535204,glacial acetic acid,冰醋酸,,CH<Sub>3</Sub><Font>COOH</Font>,2012-11-26
535205,ent-gibberellane,映赤黴烷；映植生調烷,,C<Sub>20</Sub><Font>H</Font><Sub>32</Sub>,2012-11-26
535206,gibberellic acid; gibberellin A3,赤黴酸；激倍靈A3,,C<Sub>19</Sub><Font>H</Font><Sub>22</Sub><Font>O</Font><Sub>6</Sub>,2012-11-26
535207,geranyl butyrate,丁酸香葉[草]酯,,CH<Sub>3</Sub><Font>COOC</Font><Sub>10</Sub><Font>H</Font><Sub>17</Sub>,2012-11-26
535208,geranyl formate,甲酸香葉[草]酯,,HCOOC<Sub>10</Sub><Font>H</Font><Sub>17</Sub>,2012-11-26
535209,geranyl acetate,乙酸香葉[草]酯,,CH<Sub>3</Sub><Font>COOC</Font><Sub>10</Sub><Font>H</Font><Sub>17</Sub>,2012-11-26
535210,"geraniolene; 2,6-dimethyl-1,3-heptadiene","香葉[草]烯；2,6-二甲-1,3-庚二烯",,C<Sub>9</Sub><Font>H</Font><Sub>12</Sub>,2012-11-26
535211,"geraniol; lemonol; 3,7-dimethyl-2,6-octadien-1-ol","香葉[草]醇；3,7-二甲-2,6-辛二烯-1-醇",,C<Sub>10</Sub><Font>H</Font><Sub>18</Sub><Font>O</Font>,2012-11-26
535212,"geranic acid; 3,7-dimethyl-2,6-octadenoic acid","香葉[草]酸；3,7-二甲-2,6-辛二烯酸",,C<Sub>10</Sub><Font>H</Font><Sub>16</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
535213,geranial; citral,香葉[草]醛；檸檬[油]醛,,C<Sub>10</Sub><Font>H</Font><Sub>16</Sub><Font>O</Font>,2020-09-09
535214,"gentisic acid; 2,5-dihydroxybenzoic acid","龍膽酸；2,5-二羥苯甲酸",,(HO)<Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>COOH</Font>,2012-11-26
535215,gentiobiose,龍膽二糖；苦杏仁糖,,C<Sub>12</Sub><Font>H</Font><Sub>22</Sub><Font>O</Font><Sub>11</Sub>,2012-11-26
535216,"gentisaldehyde; gentisicaldehyde; 2,5-dihydroxybenzaldehyde","龍膽醛；2,5-二羥苯甲醛",,(HO)<Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>CHO</Font>,2012-11-26
535217,gentianine,龍膽寧；龍膽黃,,C<Sub>10</Sub><Font>H</Font><Sub>9</Sub><Font>NO</Font><Sub>2</Sub>,2012-11-26
535218,gentianose,龍膽[三]糖,,C<Sub>18</Sub><Font>H</Font><Sub>32</Sub><Font>O</Font><Sub>16</Sub>,2012-11-26
535219,gentianaine,天山龍膽鹼,,C<Sub>12</Sub><Font>H</Font><Sub>9</Sub><Font>NO</Font><Sub>2</Sub>,2012-11-26
535220,gentianic acid; gentisin; gentianin; gentiin,龍膽根素,,C<Sub>14</Sub><Font>H</Font><Sub>10</Sub><Font>O</Font><Sub>5</Sub>,2012-11-26
535221,gentian violet,龍膽紫,,C<Sub>25</Sub><Font>H</Font><Sub>30</Sub><Font>ClN</Font><Sub>3</Sub>,2012-11-26
535222,genkwanin,"芫花素；5,4'-二羥-7-甲氧黃酮",,C<Sub>17</Sub><Font>H</Font><Sub>14</Sub><Font>O</Font><Sub>5</Sub>,2012-11-26
535223,geneserine; eserine oxide,金絲鹼；氧化毒扁豆鹼,,C<Sub>15</Sub><Font>H</Font><Sub>21</Sub><Font>N</Font><Sub>3</Sub><Font>O</Font><Sub>3</Sub>,2012-11-26
535224,gelseminic acid; 7-hydroxy-6-methoxycoumarin,胡曼酸；7-羥-6-甲氧香豆素,,C<Sub>10</Sub><Font>H</Font><Sub>8</Sub><Font>O</Font><Sub>4</Sub>,2012-11-26
535225,gelsemine hydrochloride,胡曼鹼鹽酸鹽,,C<Sub>20</Sub><Font>H</Font><Sub>22</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>2</Sub><Font>·HC1</Font>,2012-11-26
535226,gelsemine,胡曼鹼,,C<Sub>20</Sub><Font>H</Font><Sub>22</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
535227,gelsemicine,胡曼素,,C<Sub>20</Sub><Font>H</Font><Sub>24</Sub><Font>NO</Font><Sub>4</Sub>,2012-11-26
535228,gallotannic acid; gallotannin; tannic acid; tannin,鞣酸；單寧酸；單寧,,C<Sub>76</Sub><Font>H</Font><Sub>52</Sub><Font>O</Font><Sub>46</Sub>,2012-11-26
535229,gallicin; methyl gallate,五倍子酸甲酯,,C<Sub>8</Sub><Font>H</Font><Sub>8</Sub><Font>O</Font><Sub>5</Sub>,2012-11-26
535230,gallic acid propyl ester; propyl gallate,五倍子酸丙酯,,(HO)<Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>COOC</Font><Sub>3</Sub><Font>H</Font><Sub>7</Sub>,2012-11-26
535231,gallic acid 3-monogallate; m-digallic acid,間貳五倍子酸,,C<Sub>14</Sub><Font>H</Font><Sub>10</Sub><Font>O</Font><Sub>9</Sub>,2012-11-26
535232,"gallic acid; 3,4,5-trihydroxybenzoic acid","五倍子酸；沒食子酸；3,4,5-三羥苯甲酸",,(HO)<Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>COOH</Font>,2012-11-26
535233,"gallein; pyrogallophthalein; 4,5-dihydroxyfluorescein","五倍子酞；4,5-二羥螢光黃",,C<Sub>20</Sub><Font>H</Font><Sub>12</Sub><Font>O</Font><Sub>7</Sub>,2012-11-26
535234,gallanol; gallonitrile,"五倍子腈；3,4,5-三羥氰苯",,NCC<Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>(OH)</Font><Sub>3</Sub>,2012-11-26
535235,gallanilide,"五倍子醯胺苯；3,4,5-三羥苯甲醯胺苯",,C<Sub>13</Sub><Font>H</Font><Sub>11</Sub><Font>NO</Font><Sub>4</Sub>,2012-11-26
535236,gallamide,"五倍子醯胺；3,4,5-三羥苯甲醯胺",,(HO)<Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>CONH</Font><Sub>2</Sub>,2012-11-26
535237,gallacetophenone,"五倍子乙酮；2,3,4-三羥苯乙酮",,CH<Sub>3</Sub><Font>COC</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>(OH)</Font><Sub>3</Sub>,2012-11-26
535238,galipoline,介利酚,,C<Sub>19</Sub><Font>H</Font><Sub>19</Sub><Font>NO</Font><Sub>3</Sub>,2012-11-26
