ID,英文名稱,中文名稱,圖片,中國大陸譯名,更新日期
3281648,adult psychology,成人心理學,,成年心理学,2017-08-18
3281649,adulthood,成年期,,成年期,2017-08-18
3281650,Advanced Progressive Matrices (APM),高級圖形補充測驗,,高级图形推理测验,2017-08-18
3281651,advertising,廣告,,广告,2017-08-18
3281652,advertising psychology,廣告心理學,,广告心理学,2017-08-18
3281653,advertising resonance,廣告共鳴,,广告共鸣,2017-08-18
3281654,advertising wearout,廣告疲乏,,广告疲倦效应,2017-08-18
3281655,advice,建議,,忠告,2017-08-18
3281656,aerospace psychology,航太心理學,,航空航天心理学,2017-08-18
3281657,aesthesiometer,觸覺計,,触觉计,2017-08-18
3281658,Aesthetic Perception Test,美學知覺測驗,,美感测验,2017-08-18
3281659,aesthetic pleasure,美感的愉悅,,审美享受,2017-08-18
3281660,aesthetic psychology,美學心理學；審美心理學,,审美心理学,2017-08-18
3281661,affect infusion model  (AIM),情感注入模式；情感滲入模式；情感融入模式,,"情感渗透模型,情感注入模式",2017-08-18
3281662,affection,情感,,情感,2017-08-18
3281663,affectionate relationship,情感關係,,情感关系,2017-08-18
3281664,affective commitment,情感性承諾,,情感性承诺,2017-08-18
3281665,affective component,情感成分,,情感成分,2017-08-18
3281666,affective disorder,情感疾患,,情感障碍,2017-08-18
3281667,affective events theory  (AFT),情感事件理論,,情感事件理论,2017-08-18
3281668,affective forecasting,情感性預測,,情感性预测,2017-08-18
3281669,affective neuroscience,情感神經科學,,情感神经科学,2017-08-18
3281670,affective psychosis,情感性精神病,,情感性精神病,2017-08-18
3281671,affective test,情意測驗,,情意测验,2017-08-18
3281672,affective trait,情感性特質,,情感性特质,2017-08-18
3281673,afferent axon,傳入軸突,,传入轴突,2017-08-18
3281674,afferent nerve fiber,傳入神經纖維,,传入神经纤维,2017-08-18
3281675,affiliation,親和,,亲和,2017-08-18
3281676,affiliation motivation,親和動機,,亲和动机,2017-08-18
3281677,affiliation need,親和需求,,亲和需要,2017-08-18
3281678,affinity,親和力,,亲和力,2017-08-18
3281679,affordance,功能特性；行動的可能性；預設用途,,"可供性,用途提示性",2017-08-18
3281680,afterimage ； after-image,後像,,后像,2017-08-18
3281681,aftersensation,後覺,,后觉,2017-08-18
3281682,age characteristics,年齡特徵,,年龄特征,2017-08-18
3281683,age deviation score,年齡離差分數,,年龄离差分数,2017-08-18
3281684,age effect,年齡效應,,年龄效应,2017-08-18
3281685,age norm,年齡常模,,年龄常模,2017-08-18
3281686,age scale,年齡量表,,年龄量表,2017-08-18
3281687,ageism,年齡歧視,,年龄歧视,2017-08-18
