ID,英文名稱,中文名稱,圖片,界,門,綱,目,科,屬,種,資料來源,更新日期
3569125,Aegerita duthei,白蟻蟲座孢菌,,Fungi真菌界,Ascomycota子囊菌門,Sordariomycetes糞殼菌綱,Hypocreales肉座菌目,,Aegerita,duthei,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569126,Polystichum duthiei,杜氏耳蕨,,Plantae植物界,Pteridophyta蕨類植物門,Filicopsida真蕨綱,Polypodiales水龍骨目,Dryopteridaceae鱗毛蕨科,Polystichum耳蕨屬,duthiei,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569127,Puccinia duthiei,毛蕊草柄_菌,,Fungi真菌界,Basidiomycota擔子菌門,Pucciniomycetes柄_菌綱,Pucciniales柄_菌目,Pucciniaceae柄_菌科,Puccinia柄_菌屬,duthiei,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569128,Lemnia duvauceli,九斑盤瓢蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Coccinellidae瓢蟲科,Lemnia,duvauceli,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569129,Uroteuthis (Photololigo) duvaucelii,杜氏槍魷;杜氏槍烏賊;大島鎖管,,Animalia動物界,Mollusca軟體動物門,Cephalopoda頭足綱,Teuthida魷目,Loliginidae槍魷科,Uroteuthis (Photololigo)尾槍魷屬(發光槍魷亞屬),duvaucelii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569130,Sarcophaga dux,知本肉蠅,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Sarcophagidae肉蠅科,Sarcophaga肉蠅屬,dux,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569131,Microcytherura duy_i,杜預小尾花介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Cytheruridae尾花介科,Microcytherura小尾花介屬,duy_i,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569132,Leptocythere dwarfia,豆腐細花介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Leptocytheridae細花介科,Leptocythere細花介屬,dwarfia,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569133,Bahusutrabeeja dwaya,附細針球孢菌,,Fungi真菌界,Ascomycota子囊菌門,Sordariomycetes糞殼菌綱,Hypocreales肉座菌目,,Bahusutrabeeja,dwaya,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569134,Trachelomonas dybowskii,囊裸藻,,Protozoa原生生物界,Euglenozoa眼蟲門,Euglenida眼蟲綱,Euglenales眼蟲目,Euglenaceae裸藻科,Trachelomonas囊裸藻屬,dybowskii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569135,Myzus dycei,蕁麻蚜,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Aphididae常蚜科,Myzus瘤蚜屬,dycei,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569136,Chironomus dystenus,衰弱搖蚊,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Chironomidae搖蚊科,Chironomus搖蚊屬,dystenus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569137,Salmacina dysteri,迪氏腺管蟲,,Animalia動物界,Annelida環節動物門,Polychaeta多毛綱,Sabellida纓鰓蟲目,Serpulidae龍介蟲科,Salmacina腺管蟲屬,dysteri,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569138,Alphavirus Eastern equine encephalitis virus,東方馬腦脊髓炎,,Viruses病毒,,,正鏈RNA病毒,Togaviridae披衣病毒科,Alphavirus阿爾發病毒屬,Eastern equine encephalitis virus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569139,Reinia eastlakeana yami,雅美寬口煙管蝸牛,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Stylommatophora柄眼目,Clausiliidae煙管蝸牛科,Reinia寬口煙管蝸屬,eastlakeana,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569140,Reinia eastlakeana tayalis,臺灣寬口煙管蝸牛,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Stylommatophora柄眼目,Clausiliidae煙管蝸牛科,Reinia寬口煙管蝸屬,eastlakeana,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569141,Galeus eastmani,依氏蜥鯊;伊氏鋸尾鯊;沙條;依氏蜥鮫,,Animalia動物界,Chordata脊索動物門,Chondrichthyes軟骨魚綱,Carcharhiniformes真鯊目,Scyliorhinidae貓鯊科,Galeus蜥鯊屬,eastmani,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569142,Ctenitis eatonii,愛德氏肋毛蕨,,Plantae植物界,Pteridophyta蕨類植物門,Filicopsida真蕨綱,Polypodiales水龍骨目,Aspidiaceae三叉蕨科,Ctenitis肋毛蕨屬,eatonii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569143,Afrocardium ebaranum,愛巴鳥尾蛤,,Animalia動物界,Mollusca軟體動物門,Bivalvia雙殼綱,Veneroida簾蛤目,Cardiidae鳥尾蛤科,Afrocardium非洲鳥蛤屬,ebaranum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569144,Goerodes ebenacanthus,普遍長節石蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Trichoptera毛翅目,Lepidostomatidae鱗石蛾科,Goerodes長節石蛾屬,ebenacanthus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569145,Todaropsis eblanae,短柔魚,,Animalia動物界,Mollusca軟體動物門,Cephalopoda頭足綱,Teuthida魷目,Ommastrephidae柔魚科,Todaropsis短柔魚屬,eblanae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569146,Ebola-like viruses Ebola viruses,伊波拉病毒,,Viruses病毒,,,負鏈RNA病毒,Filoviridae絲狀病毒科,Ebola-like viruses拉病毒屬,Ebola viruses,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569147,Polistes (Polistella) eboshinus,姬馬蜂,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hymenoptera膜翅目,Vespidae胡蜂科,Polistes (Polistella),eboshinus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569148,Conus ebraeus,斑芋螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Neogastropoda新腹足目,Conidae芋螺科,Conus,ebraeus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569149,Limonia (Dicranomyia) ebriola,酩酊亮大蚊,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Limoniidae亮大蚊科,Limonia (Dicranomyia),ebriola,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569150,Polistes (Polistella) ebsohinus,姬黑長腳蜂;姬馬蜂;臺灣黃星長腳蜂,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hymenoptera膜翅目,Vespidae胡蜂科,Polistes (Polistella),ebsohinus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569151,Helminthosporium ebuli,冇骨消長蠕孢黴,,Fungi真菌界,Ascomycota子囊菌門,Dothideomycetes座囊菌綱,Pleosporales格孢菌目,Pleosporaceae格孢菌科,Helminthosporium長蠕孢黴屬,ebuli,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569152,Irenina ebuli,接骨木禿殼煤菌,,Fungi真菌界,Ascomycota子囊菌門,Ascomycetes子囊菌綱,Meliolales小煤炭菌目,Meliolaceae小煤炭菌科,Irenina禿殼煤菌屬,ebuli,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569153,Pseudocercospora ebulicola,接骨木生假尾孢菌,,Fungi真菌界,Ascomycota子囊菌門,Dothideomycetes座囊菌綱,Mycosphaerellales球腔菌目,Mycosphaerellaceae球腔菌科,Pseudocercospora假尾孢菌屬,ebulicola,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569154,Kotoracythere eburalia,象牙小虎介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Eucytheridae真花介科,Kotoracythere小虎介屬,eburalia,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569155,Drupella eburnea,牙白結螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Neogastropoda新腹足目,Muricidae骨螺科,Drupella梭岩螺屬,eburnea,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569156,Euciroa eburnea,明月圈心蛤,,Animalia動物界,Mollusca軟體動物門,Bivalvia雙殼綱,Pholadomyoida筍螂目,Verticordiidae圈心蛤科,Euciroa短蓑衣蛤屬,eburnea,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569157,Geosmithia eburnea,象牙白喬史密斯黴,,Fungi真菌界,Ascomycota子囊菌門,Eurotiomycetes散囊菌綱,Eurotiales散囊菌目,Trichocomaceae髮菌科,Geosmithia白喬史密斯黴屬,eburnea,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569158,Phanerochaete eburnea,象牙白顯絲菌,,Fungi真菌界,Basidiomycota擔子菌門,Basidiomycetes擔子菌綱,Polyporales多孔菌目,,Phanerochaete,eburnea,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569159,Randallia eburnea,象牙長螯蟹,,Animalia動物界,Arthropoda節肢動物門,Malacostraca軟甲綱,Decapoda十足目,Leucosiidae玉蟹科,Randallia,eburnea,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569160,Tokoyo eburnea,象牙長螯蟹,,Animalia動物界,Arthropoda節肢動物門,Malacostraca軟甲綱,Decapoda十足目,Leucosiidae玉蟹科,Tokoyo,eburnea,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569161,Halme eburneocincta,黑角肖眉天牛;黑肩蟻形天牛,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Cerambycidae天牛科,Halme肖眉天牛屬,eburneocincta,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569162,Blechnum eburneum,天長烏毛蕨;天長羅曼蕨;莢囊蕨,,Plantae植物界,Pteridophyta蕨類植物門,Filicopsida真蕨綱,Polypodiales水龍骨目,Blechnaceae烏毛蕨科,Blechnum烏毛蕨屬,eburneum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569163,Conus eburneus polyglotta,黑牙芋螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Neogastropoda新腹足目,Conidae芋螺科,Conus,eburneus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569164,Conus eburneus,黑星芋螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Neogastropoda新腹足目,Conidae芋螺科,Conus,eburneus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569165,Talaromyces eburneus,象牙白籃狀菌,,Fungi真菌界,Ascomycota子囊菌門,Eurotiomycetes散囊菌綱,Eurotiales散囊菌目,Trichocomaceae髮菌科,Talaromyces籃狀菌屬,eburneus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569166,Rhynchobapta eburnivena,白脈枯葉紋尺蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Geometridae尺蛾科,Rhynchobapta,eburnivena,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569167,Rhaphium eburnrum,象牙長足虻,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Dolichopodidae長足虻科,Rhaphium針長足虻屬,eburnrum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569168,Ascomorpha ecaudis,沒尾無柄輪蟲,,Animalia動物界,Rotifera輪蟲動物門,Monogononta單卵巢綱,Ploima游泳目,Gastropodidae腹尾輪科,Ascomorpha無柄輪蟲屬,ecaudis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569169,Campylodiscus ecclesianus,尖頂馬鞍藻,,Chromista原藻界,Bacillariophyta矽藻門,Bacillariophyceae矽藻綱,Surirellales雙菱藻目,Surirellaceae雙菱藻科,Campylodiscus馬鞍藻屬,ecclesianus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569170,Mycosphaerella ecdysantherae,乳藤球腔菌,,Fungi真菌界,Ascomycota子囊菌門,Dothideomycetes座囊菌綱,Mycosphaerellales球腔菌目,Mycosphaerellaceae球腔菌科,Mycosphaerella球腔菌屬,ecdysantherae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569171,Pseudocercospora ecdysantherae,酸藤假尾孢菌,,Fungi真菌界,Ascomycota子囊菌門,Dothideomycetes座囊菌綱,Mycosphaerellales球腔菌目,Mycosphaerellaceae球腔菌科,Pseudocercospora假尾孢菌屬,ecdysantherae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569172,Laelaps echidninus,毒厲_,,Animalia動物界,Arthropoda節肢動物門,Arachnida蛛形綱,Mesostigmata中氣門_目,Laelapidae厲_科,Laelaps厲_屬,echidninus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569173,Acanthastrea echinata,大棘星珊瑚,,Animalia動物界,Cnidaria刺胞動物門,Anthozoa珊瑚蟲綱,Scleractinia石珊瑚目,Lobophylliidae瓣葉珊瑚科,Acanthastrea棘星珊瑚屬,echinata,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569174,Acanthocythereis echinata,多毛荊棘介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Trachyleheridae粗面介科,Acanthocythereis荊棘介屬,echinata,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569175,Acropora echinata,刺刷軸孔珊瑚,,Animalia動物界,Cnidaria刺胞動物門,Anthozoa珊瑚蟲綱,Scleractinia石珊瑚目,Acroporidae軸孔珊瑚科,Acropora軸孔珊瑚屬,echinata,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569176,Amphichaetella echinata,針狀雙剛毛孢菌,,Fungi真菌界,Ascomycota子囊菌門,Sordariomycetes糞殼菌綱,Hypocreales肉座菌目,,Amphichaetella,echinata,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569177,Bufonaria echinata,長棘蛙螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Heteropoda異足目,Bursidae蛙螺科,Bufonaria赤蛙螺屬,echinata,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569178,Crassostrea echinata,棘牡蠣,,Animalia動物界,Mollusca軟體動物門,Bivalvia雙殼綱,Pterioida鶯蛤目,Ostreidae牡蠣科,Crassostrea巨牡蠣屬,echinata,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569179,Ctenactis echinata,棘狀梳蕈珊瑚,,Animalia動物界,Cnidaria刺胞動物門,Anthozoa珊瑚蟲綱,Scleractinia石珊瑚目,Fungiidae蕈珊瑚科,Ctenactis梳蕈珊瑚屬,echinata,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569180,Echinophyllia echinata,多刺棘葉珊瑚,,Animalia動物界,Cnidaria刺胞動物門,Anthozoa珊瑚蟲綱,Scleractinia石珊瑚目,Lobophylliidae瓣葉珊瑚科,Echinophyllia棘葉珊瑚屬,echinata,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569181,Mancinella echinata,棘岩螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Neogastropoda新腹足目,Muricidae骨螺科,Mancinella絲岩螺屬,echinata,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569182,Memnoniella echinata,刺黑烏黴,,Fungi真菌界,Ascomycota子囊菌門,Sordariomycetes糞殼菌綱,Hypocreales肉座菌目,,Memnoniella,echinata,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569183,Munidopsis echinata,多刺仿刺鎧蝦,,Animalia動物界,Arthropoda節肢動物門,Malacostraca軟甲綱,Decapoda十足目,Galatheidae鎧甲蝦科,Munidopsis仿刺鎧蝦屬,echinata,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569184,Paracytheridea echinata,棘皮似美花介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Paracytherideidae似美花介科,Paracytheridea似美花介屬,echinata,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569185,Cerithium echinatum,棘蟹守螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Mesogastropoda中腹足目,Cerithiidae蟹守螺科,Cerithium蟹守螺屬,echinatum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569186,Babelomurex echinatus,刺蝟花仙螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Neogastropoda新腹足目,Coralliophilidae珊瑚螺科,Babelomurex塔肩棘螺屬,echinatus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569187,Cenchrus echinatus,蒺藜草,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Poales禾本目,Poaceae禾本科,Cenchrus蒺藜草屬,echinatus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569188,Dougaloplus echinatus,道格拉蛇尾,,Animalia動物界,Echinodermata棘皮動物門,Ophiuroidea蛇尾綱,Gnathophiurida顎蛇尾目,Amphiuridae陽燧足科,Dougaloplus道格拉蛇尾屬,echinatus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569189,Enoplolambrus echinatus,棘刺菱蟹,,Animalia動物界,Arthropoda節肢動物門,Malacostraca軟甲綱,Decapoda十足目,Parthenopidae菱蟹科,Enoplolambrus,echinatus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569190,Platylambrus echinatus,棘刺菱蟹,,Animalia動物界,Arthropoda節肢動物門,Malacostraca軟甲綱,Decapoda十足目,Parthenopidae菱蟹科,Platylambrus菱蟹屬,echinatus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569191,Pseudocnus echinatus,棘刺瓜參,,Animalia動物界,Echinodermata棘皮動物門,Holothuroidea海參綱,Dendrochirotida枝手目,Cucumariidae瓜參科,Pseudocnus刺瓜參屬,echinatus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569192,Scaphocalanus echinatus,鋸齒舟哲水蚤,,Animalia動物界,Arthropoda節肢動物門,Maxillopoda顎足綱,Calanoida哲水蚤目,Scolecitricidae厚殼水蚤科,Scaphocalanus舟哲水蚤屬,echinatus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569193,Heliodiscus echiniscus,刺太陽盤蟲,,Protozoa原生生物界,Sarcomastigophora肉質鞭毛蟲門,Heliozoa真正太陽蟲綱,Polycystina多囊蟲目,Coccodiscidae,Heliodiscus太陽盤蟲屬,echiniscus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569194,Actinopyga echinites,棘輻肛參,,Animalia動物界,Echinodermata棘皮動物門,Holothuroidea海參綱,Aspidochirotid楯手目,Holothuriidae海參科,Actinopyga輻肛參屬,echinites,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569195,Diaspis echinocacti,仙人掌盾介殼蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Diaspididae盾介殼蟲科,Diaspis盾介殼蟲屬,echinocacti,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569196,Galium echinocarpum,刺果豬殃殃,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Gentianales龍膽目,Rubiaceae茜草科,Galium豬殃殃屬,echinocarpum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569197,Amanita echinocephala,刺頭鵝膏,,Fungi真菌界,Basidiomycota擔子菌門,Basidiomycetes擔子菌綱,Agaricales傘菌目,Amanitaceae鵝膏菌科,Amanita,echinocephala,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569198,Oryzavirus Echinochloa ragged stunt virus,稗草皺縮矮化病毒,,Viruses病毒,,,dsRNA雙鏈RNA病毒,Reoviridae呼腸孤病毒科,Oryzavirus水稻病毒屬,Echinochloa ragged stunt virus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569199,Brachysporium echinochloae,稗短蠕孢菌,,Fungi真菌界,Ascomycota子囊菌門,Dothideomycetes座囊菌綱,Pleosporales格孢菌目,Pleosporaceae格孢菌科,Brachysporium短蠕孢菌屬,echinochloae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569200,Hyphoderma echinocystis,刺囊絲皮菌,,Fungi真菌界,Basidiomycota擔子菌門,Basidiomycetes擔子菌綱,Polyporales多孔菌目,Hyphodermataceae絲毛伏革菌科,Hyphoderma絲毛伏革菌屬,echinocystis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569201,Virgatospora echinofibrosa,棘纖毛棒孢菌,,Fungi真菌界,Ascomycota子囊菌門,Sordariomycetes糞殼菌綱,Hypocreales肉座菌目,,Virgatospora,echinofibrosa,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569202,Pampus echinogaster,燕尾鯧;鐮鯧;暗鯧;黑鰭,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Perciformes鱸形目,Stromateidae鯧科,Pampus鯧屬,echinogaster,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569203,Galeoocorys echinophorella echinophorella,粗皮鬘螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Heteropoda異足目,Cassidae唐冠螺科,Galeoocorys粗皮鬘螺屬,echinophorella,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569204,Galeoocorys echinophorella suzumai,鈴間鬘螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Heteropoda異足目,Cassidae唐冠螺科,Galeoocorys粗皮鬘螺屬,echinophorella,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569205,Echinophyllia echinoporoides,小環棘葉珊瑚,,Animalia動物界,Cnidaria刺胞動物門,Anthozoa珊瑚蟲綱,Scleractinia石珊瑚目,Lobophylliidae瓣葉珊瑚科,Echinophyllia棘葉珊瑚屬,echinoporoides,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569206,Rhizoglyphus echinopus,赤足根_,,Animalia動物界,Arthropoda節肢動物門,Arachnida蛛形綱,Sarcoptiformes疥_目,Acaridae粉_科,Rhizoglyphus扇頭蜱屬,echinopus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569207,Blyxa echinosperma,臺灣簀藻,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Alismatales澤瀉目,Hydrocharitaceae水鱉科,Blyxa簀藻屬,echinosperma,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569208,Peziza echinospora,刺孢盤菌,,Fungi真菌界,Ascomycota子囊菌門,Ascomycetes子囊菌綱,Pezizales盤菌目,Pezizaceae盤菌科,Peziza盤菌屬,echinospora,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569209,Phymatopteris echinospora,大葉玉山茀蕨,,Plantae植物界,Pteridophyta蕨類植物門,Filicopsida真蕨綱,Polypodiales水龍骨目,Polypodiaceae水龍骨科,Phymatopteris茀蕨屬,echinospora,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569210,Selliguea echinospora,大葉玉山茀蕨,,Plantae植物界,Pteridophyta蕨類植物門,Filicopsida真蕨綱,Polypodiales水龍骨目,Polypodiaceae水龍骨科,Selliguea茀蕨屬,echinospora,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3569211,Physarum echinosporum,棘孢絨泡黏菌,,Protozoa原生生物界,Myxomycota黏菌門,Myxomycetes黏菌綱,Physarales絨泡黏菌目,Physaraceae絨泡黏菌科,Physarum絨泡黏菌屬,echinosporum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
