ID,英文名稱,中文名稱,圖片,界,門,綱,目,科,屬,種,資料來源,更新日期
3565363,Deuterogonia chionoxantha,黃櫟癭蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Stathmopodidae展足蛾科,Deuterogonia,chionoxantha,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565364,Xyrias chioui,邱氏列齒蛇鰻;邱氏列齒鰻;邱氏無鬚蛇鰻;鰻仔;硬骨篡;篡仔;硬骨仔,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Anguilliformes鰻形目,Ophichthidae蛇鰻科,Xyrias列齒蛇鰻屬,chioui,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565365,Megaselia (Megaselia) chipensis,知本蚤蠅,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Phoridae蚤蠅科,Megaselia (Megaselia)蚤蠅屬,chipensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565366,Stenopirates chipon,小光背奇_,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Enicocephalidae奇_科,Stenopirates光背奇_屬,chipon,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565367,Crisicoccus chiponensis,知本粉介殼蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Pseudococcidae粉介殼蟲科,Crisicoccus,chiponensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565368,Ponera chiponensis,知本針蟻,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hymenoptera膜翅目,Formicidae蟻科,Ponera針蟻屬,chiponensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565369,Hemiberlesia chipponsanensis,杜鵑櫛圓盾介殼蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Diaspididae盾介殼蟲科,Hemiberlesia櫛圓盾介殼蟲屬,chipponsanensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565370,Gonodactylus chiragra,大指蝦蛄,,Animalia動物界,Arthropoda節肢動物門,Malacostraca軟甲綱,Stomatopoda口足目,Gonodactylidae指蝦蛄科,Gonodactylus指蝦蛄屬,chiragra,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565371,Lambis chiragra,水字螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Mesogastropoda中腹足目,Strombidae鳳凰螺科,Lambis蜘蛛螺屬,chiragra,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565372,Parahybos chiragra,細腿舞虻,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Empididae舞虻科,Parahybos微駝舞虻屬,chiragra,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565373,Beauveria chiromensis,凱羅門白僵菌,,Fungi真菌界,Ascomycota子囊菌門,Sordariomycetes糞殼菌綱,Hypocreales肉座菌目,Clavicipitaceae麥角菌科,Beauveria白僵菌屬,chiromensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565374,Hydrophasianus chirurgus,水雉;鳳尾水雉;雉尾水雉,,Animalia動物界,Chordata脊索動物門,Aves鳥綱,Charadriiformes_形目,Jacanidae水雉科,Hydrophasianus水雉屬,chirurgus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565375,Euterpnosia chishingsana,七星山姬春蟬,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Cicadidae蟬科,Euterpnosia姬春蟬屬,chishingsana,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565376,Astrothrips chisinliaoensis,七星寮額突薊馬,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Thysanoptera纓翅目,Thripidae薊馬科,Astrothrips額突薊馬屬,chisinliaoensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565377,Karlingia chitinophila,嗜幾丁卡林壺菌,,Fungi真菌界,Chytridiomycota壺菌門,Chytridiomycetes壺菌綱,Chytridiales壺菌目,Chytridiaceae壺菌科,Karlingia,chitinophila,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565378,Rhizidium chitinophilum,嗜幾丁根壺菌,,Fungi真菌界,Chytridiomycota壺菌門,Chytridiomycetes壺菌綱,Chytridiales壺菌目,Chytridiaceae壺菌科,Rhizidium根壺菌屬,chitinophilum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565379,Singhiella chitinosa,堅硬粉蝨,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Aleyrodidae粉蝨科,Singhiella迷粉蝨屬,chitinosa,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565380,Dicruvasates chitoeniae,秋海棠叉斜背節蜱,,Animalia動物界,Arthropoda節肢動物門,Arachnida蛛形綱,Trombidiformes絨_目,Eriophyidae節蜱科,Dicruvasates棠叉斜背節蜱屬,chitoeniae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565381,Simulium (Eusimulium) chitoense,溪頭蚋,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Simuliidae蚋科,Simulium (Eusimulium)蚋屬,chitoense,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565382,Simulium (Nevermannia) chitoense,溪頭蚋,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Simuliidae蚋科,Simulium (Nevermannia)蚋屬,chitoense,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565383,Begonia chitoensis,溪頭秋海棠,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Cucurbitales瓜目,Begoniaceae秋海棠科,Begonia秋海棠屬,chitoensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565384,Drepanococcus chiton,刺玻介殼蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Coccidae介殼蟲科,Drepanococcus,chiton,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565385,Bulbophyllum chitouense,溪頭豆蘭,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Asparagales天門冬目,Orchidaceae蘭科,Bulbophyllum豆蘭屬,chitouense,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565386,Aglaia chittagonga,蘭嶼樹蘭,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Sapindales無患子目,Meliaceae楝科,Aglaia樹蘭屬,chittagonga,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565387,Coquimba chitzui,七子殼灰介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Hemicytheridae半花介科,Coquimba殼灰介屬,chitzui,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565388,Chlorophorus chiuae,邱氏虎天牛;邱綠虎天牛,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Cerambycidae天牛科,Chlorophorus,chiuae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565389,Geothelphusa chiui,邱氏澤蟹,,Animalia動物界,Arthropoda節肢動物門,Malacostraca軟甲綱,Decapoda十足目,Potamidae溪蟹科,Geothelphusa澤蟹屬,chiui,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565390,Loxoconcha chiushihi,求勢彎貝介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Loxoconchidae彎貝介科,Loxoconcha彎貝介屬,chiushihi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565391,Paracypris chiyehia,蕺葉似金星介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Paracyprididae副金星介科,Paracypris似金星介屬,chiyehia,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565392,Gymnothorax chlamydatus,黑環裸胸鯙;黑環裸胸鱔;錢鰻;薯鰻;虎鰻,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Anguilliformes鰻形目,Muraenidae鯙科,Gymnothorax裸胸鯙屬,chlamydatus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565393,Chloridium chlamydosporis,厚膜暗梗單孢菌,,Fungi真菌界,Ascomycota子囊菌門,Sordariomycetes糞殼菌綱,Hypocreales肉座菌目,,Chloridium,chlamydosporis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565394,Gonytrichum chlamydosporium,厚孢膝梗孢黴,,Fungi真菌界,Ascomycota子囊菌門,Sordariomycetes糞殼菌綱,Chaetosphaeriales剌球菌目,Chaetosphaeriaceae剌球菌科,Gonytrichum膝梗孢黴屬,chlamydosporium,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565395,Fusarium chlamydosporum,厚膜孢鐮孢菌,,Fungi真菌界,Ascomycota子囊菌門,Sordariomycetes糞殼菌綱,Hypocreales肉座菌目,Nectriaceae叢赤殼科,Fusarium鐮孢菌屬,chlamydosporum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565396,Chlorosplenium chlora,黃綠盤菌,,Fungi真菌界,Ascomycota子囊菌門,Leotiomycetes錘舌菌綱,Helotiales柔膜菌目,Dermateaceae皮盤菌科,Chlorosplenium綠盤菌屬,chlora,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565397,Peronospora chlorae,洋桔梗霜黴,,Chromista原藻界,Oomycota卵菌門,Oomycetes卵菌綱,Peronosporales霜霉目,Peronosporaceae霜霉科,Peronospora霜霉屬,chlorae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565398,Euplexia chlorerythra,黃綠錦夜蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Noctuidae夜蛾科,Euplexia,chlorerythra,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565399,Campoletis chlorideae,棉鈴蟲齒唇姬蜂,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hymenoptera膜翅目,Ichneumonidae姬蜂科,Campoletis蟲齒唇姬蜂屬,chlorideae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565400,Todiramphus chloris collaris,白領翡翠,,Animalia動物界,Chordata脊索動物門,Aves鳥綱,Coraciiformes佛法僧目,Alcedinidae翠鳥科,Todiramphus領翡翠屬,chloris,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565401,Nipponogelasma chlorissodes,小翠尺蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Geometridae尺蛾科,Nipponogelasma,chlorissodes,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565402,Pachyrhynchus chlorites,白點球背象鼻蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Curculionidae象鼻蟲科,Pachyrhynchus球背象鼻蟲屬,chlorites,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565403,Cladosporium chlorocephalum,綠頂頭枝孢菌,,Fungi真菌界,Ascomycota子囊菌門,Dothideomycetes座囊菌綱,Mycosphaerellales球腔菌目,Mycosphaerellaceae球腔菌科,Cladosporium,chlorocephalum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565404,Rhizophydium chlorogonii,梭藻根生壺菌,,Fungi真菌界,Chytridiomycota壺菌門,Chytridiomycetes壺菌綱,Chytridiales壺菌目,Chytridiaceae壺菌科,Rhizophydium根生壺菌屬,chlorogonii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565405,Laciolina chloroleuca,黃玉櫻蛤,,Animalia動物界,Mollusca軟體動物門,Bivalvia雙殼綱,Veneroida簾蛤目,Tellinidae櫻蛤科,Laciolina拉息櫻蛤屬,chloroleuca,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565406,Leptogium chloromelum,綠貓耳衣,,Fungi真菌界,Ascomycota子囊菌門,Ascomycetes子囊菌綱,Peltigerales地卷菌目,Collemataceae膠衣科,Leptogium貓耳衣屬,chloromelum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565407,Trochus chloromphalus,綠臍鐘螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Archaeogastropoda原始腹足目,Trochidae鐘螺科,Trochus鐘螺屬,chloromphalus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565408,Sypna chloronebula,綠霧閃裳蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Erebidae裳蛾科,Sypna,chloronebula,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565409,Cladonia chlorophaea,喇叭粉石蕊,,Fungi真菌界,Ascomycota子囊菌門,Lecanoromycetes茶漬綱,Lecanorales茶漬目,Cladoniaceae石蕊科,Cladonia石蕊屬,chlorophaea,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565410,Tendipus chlorophorus,嗜綠搖蚊,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Chironomidae搖蚊科,Tendipus,chlorophorus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565411,Mycena chlorophos,發光小菇,,Fungi真菌界,Basidiomycota擔子菌門,Basidiomycetes擔子菌綱,Agaricales傘菌目,Mycenaceae小菇科,Mycena小菇屬,chlorophos,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565412,Gallinula chloropus chloropus,紅冠水雞;紅骨頂;黑水雞,,Animalia動物界,Chordata脊索動物門,Aves鳥綱,Gruiformes鶴形目,Rallidae秧雞科,Gallinula黑水雞屬,chloropus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565413,Ornithomyia chloropus montivaga,翠峰蝨蠅,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Hippoboscidae蝨蠅科,Ornithomyia,chloropus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565414,Glenea chlorospila,琉球藍星天牛,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Cerambycidae天牛科,Glenea白星天牛屬,chlorospila,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565415,Epinephelus chlorostigma,密點石斑魚;石斑;過魚;白麻;碎米鱠;珠鱠,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Perciformes鱸形目,Serranidae鮨科,Epinephelus石斑魚屬,chlorostigma,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565416,Amoya chlorostigmatoides,_斑韁_虎;_斑韁_虎魚,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Perciformes鱸形目,Gobiidae_虎科,Amoya韁_虎屬,chlorostigmatoides,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565417,Tendipus chlorostolus,綠袍搖蚊,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Chironomidae搖蚊科,Tendipus,chlorostolus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565418,Clithon chlorostoma,金口石蜑螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Archaeogastropoda原始腹足目,Neritidae蜑螺科,Clithon石蜑螺屬,chlorostoma,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565419,Chrionema chlorotaenia,綠尾低線魚;鴨嘴_,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Perciformes鱸形目,Percophidae鱸_科,Chrionema低線魚屬,chlorotaenia,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565420,Placamen chlorotica,奶油蛋糕簾蛤,,Animalia動物界,Mollusca軟體動物門,Bivalvia雙殼綱,Veneroida簾蛤目,Veneridae簾蛤科,Placamen蛋糕簾蛤屬,chlorotica,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565421,Hemipsocus chloroticus,臺灣半嚙蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Psocodea囓蟲目,Hemipsocidae半嚙蟲科,Hemipsocus半嚙蟲屬,chloroticus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565422,Cheilinus chlorourus,綠尾唇魚;綠色龍;三齒仔;汕散仔;紅斑綠鸚鯛,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Perciformes鱸形目,Labridae隆頭魚科,Cheilinus唇魚屬,chlorourus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565423,Aurila choeae,趙氏耳介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Hemicytheridae半花介科,Aurila耳介屬,choeae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565424,Parakrithella cholelithia,膽石小副克里介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Cytherideidae荊花介科,Parakrithella小副克里介屬,cholelithia,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565425,Salmonella choleraesuis choleraesuis,豬霍亂桿菌豬霍亂亞種;豬霍亂沙門氏菌豬霍亂,,Bacteria細菌界,Proteobacteria變形菌門,Gammaproteobacteria丙型變形菌綱,Enterobacteriales腸桿菌目,Enterobacteriaceae腸桿菌科,Salmonella亂桿菌豬霍亂亞種屬,choleraesuis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565426,Diderma chondrioderma,苔生雙皮黏菌,,Protozoa原生生物界,Myxomycota黏菌門,Myxomycetes黏菌綱,Physarales絨泡黏菌目,Didymiaceae鈣皮菌科,Diderma雙皮黏菌屬,chondrioderma,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565427,Sillago chondropus,大指沙_;砂_;沙腸仔;kiss魚,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Perciformes鱸形目,Sillaginidae沙_科,Sillago沙_屬,chondropus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565428,Jonas choprai,蕭氏瓊娜蟹,,Animalia動物界,Arthropoda節肢動物門,Malacostraca軟甲綱,Decapoda十足目,Corystidae盔蟹科,Jonas瓊娜蟹屬,choprai,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565429,Hypnea chordacea,簡枝沙菜,,Plantae植物界,Rhodophyta紅藻植物門,Florideophyceae真紅藻綱,Gigartinales杉藻目,Hypneaceae沙菜科,Hypnea沙菜屬,chordacea,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565430,Lycocerus chosokeiensis,橙艷異菊虎,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Cantharidae菊虎科,Lycocerus異菊虎屬,chosokeiensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565431,Phyllotreta chotanica,藍菜葉蚤,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Chrysomelidae金花蟲科,Phyllotreta菜葉蚤屬,chotanica,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565432,Agetocera choui,周氏琉璃擬守瓜,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Chrysomelidae金花蟲科,Agetocera琉璃擬守瓜屬,choui,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565433,Allochotes choui,周氏圓郭公蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Cleridae郭公蟲科,Allochotes圓郭公蟲屬,choui,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565434,Arthromelodes  choui,周氏美節蟻塚蟲屬,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Staphylinidae隱翅蟲科,Arthromelodes 美節蟻塚蟲屬,choui,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565435,Choumala choui,周氏金龜,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Scarabaeidae金龜子科,Choumala周氏金龜屬,choui,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565436,Hoplia choui,周氏長腳金龜,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Scarabaeidae金龜子科,Hoplia長腳金龜屬,choui,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565437,Myiomma choui,周氏樹_,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Miridae盲_科,Myiomma,choui,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565438,Pseudopyrochroa choui,周氏偽赤翅螢,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Pyrochroidae赤翅螢科,Pseudopyrochroa偽赤翅螢屬,choui,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565439,Soritia choui,周氏狹翅螢斑蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Zygaenidae斑蛾科,Soritia狹翅螢斑蛾屬,choui,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565440,Neomyoleja chowi,周氏新麥實蠅,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Tephritidae果實蠅科,Neomyoleja新麥實蠅屬,chowi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565441,Simulium (Montisimulium) chowi,周氏蚋,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Simuliidae蚋科,Simulium (Montisimulium)蚋屬,chowi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565442,Taipoodisma chowi,周氏臺禿蝗,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Orthoptera直翅目,Catantopidae斑腿蝗科,Taipoodisma臺禿蝗屬,chowi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565443,Aethopyga christinae,叉尾太陽鳥,,Animalia動物界,Chordata脊索動物門,Aves鳥綱,Passeriformes雀形目,Nectariniidae吸蜜鳥科,Aethopyga太陽鳥屬,christinae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565444,Aethopyga christinae latouchii,叉尾太陽鳥,,Animalia動物界,Chordata脊索動物門,Aves鳥綱,Passeriformes雀形目,Nectariniidae吸蜜鳥科,Aethopyga太陽鳥屬,christinae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565445,Habropoda christineae,克莉斯汀回條蜂,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hymenoptera膜翅目,Apidae蜜蜂科,Habropoda回條蜂屬,christineae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565446,Lethe christophi hanako,柯氏黛眼蝶;深山蔭蝶;棕褐黛眼蝶;深山竹眼蝶;單珠竹眼蝶;深山黛眼蝶,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Nymphalidae蛺蝶科,Lethe黛眼蝶屬,christophi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565447,Epitonium christyi,螺旋鍬形海螄螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Heterogastropoda異腹足目,Epitoniidae海螄螺科,Epitonium海螄螺屬,christyi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565448,Tylopilus chromapes,紅鱗疣柄牛肝菌,,Fungi真菌界,Basidiomycota擔子菌門,Basidiomycetes擔子菌綱,Boletales牛肝菌目,Boletaceae牛肝菌科,Tylopilus粉孢牛肝菌屬,chromapes,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3565449,Fascellina chromataria,褐缺口尺蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Geometridae尺蛾科,Fascellina,chromataria,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
